ticker,RGSEQ US Equity
2008-09-23,19.7007
2008-09-24,14.5833
2008-09-25,0.0
2008-09-26,3.6364
2008-09-29,-25.4386
2008-09-30,-2.5882
2008-10-01,15.7005
2008-10-02,1.0438
2008-10-03,4.7521
2008-10-06,-9.8619
2008-10-07,-7.0022
2008-10-08,5.8824
2008-10-09,-6.6667
2008-10-10,-4.0476
2008-10-13,9.1811
2008-10-14,7.7244
2008-10-15,-8.2254
2008-10-16,-4.5977
2008-10-17,-0.4819
2008-10-20,4.1162
2008-10-21,-5.5814
2008-10-22,-1.7241
2008-10-23,-7.0175
2008-10-24,-15.0943
2008-10-27,-6.9841
2008-10-28,-1.3652
2008-10-29,10.0346
2008-10-30,-0.3145
2008-10-31,-0.3155
2008-11-03,10.7595
2008-11-04,24.2821
2008-11-05,-7.3537
2008-11-06,4.2184
2008-11-07,13.8095
2008-11-10,-11.0879
2008-11-11,-4.7059
2008-11-12,2.2222
2008-11-13,8.6926
2008-11-14,13.336500000000001
2008-11-17,7.8431
2008-11-18,-0.1818
2008-11-19,-3.4608
2008-11-20,-24.5283
2008-11-21,0.5
2008-11-24,29.3532
2008-11-25,0.9615
2008-11-26,1.1429
2008-11-28,-5.4614
2008-12-01,-3.1873
2008-12-02,-0.2058
2008-12-03,4.1237
2008-12-04,-7.9233
2008-12-05,-0.8575
2008-12-08,3.0369
2008-12-09,-2.9474
2008-12-10,2.3861
2008-12-11,-9.1102
2008-12-12,-0.2331
2008-12-15,-6.7757
2008-12-16,4.7619
2008-12-17,-2.7751
2008-12-18,0.8858
2008-12-19,9.0244
2008-12-22,-8.2774
2008-12-23,-3.3415
2008-12-24,5.3495
2008-12-26,-3.9520999999999997
2008-12-29,-2.4938000000000002
2008-12-30,-2.8133
2008-12-31,-3.9474
2009-01-02,2.4657999999999998
2009-01-05,-1.8717000000000001
2009-01-06,3.8147
2009-01-07,6.0367
2009-01-08,-4.9505
2009-01-09,-6.25
2009-01-12,0.5556
2009-01-13,6.6298
2009-01-14,-4.1451
2009-01-15,3.7838000000000003
2009-01-16,3.9583
2009-01-20,3.2064
2009-01-21,-0.4854
2009-01-22,-5.6067
2009-01-23,1.0303
2009-01-26,3.0691
2009-01-27,1.7339
2009-01-28,-2.1921
2009-01-29,-0.2494
2009-01-30,0.2531
2009-02-02,0.4956
2009-02-03,2.9777
2009-02-04,-2.4096
2009-02-05,0.0
2009-02-06,-2.4691
2009-02-09,2.0253
2009-02-10,-0.9926
2009-02-11,-2.2556
2009-02-12,-9.2724
2009-02-13,-3.9107
2009-02-17,-12.6471
2009-02-18,0.6734
2009-02-19,-2.6756
2009-02-20,0.3436
2009-02-23,-3.4247
2009-02-24,-2.4823
2009-02-25,-9.0909
2009-02-26,-10.0
2009-02-27,-6.6667
2009-03-02,-0.9524
2009-03-03,-3.8462
2009-03-04,-4.0
2009-03-05,-0.3581
2009-03-06,0.8821
2009-03-09,-18.1347
2009-03-10,-10.1266
2009-03-11,14.7887
2009-03-12,4.908
2009-03-13,5.2632
2009-03-16,11.1111
2009-03-17,-2.5
2009-03-18,0.0
2009-03-19,-2.5641
2009-03-20,-6.3158
2009-03-23,0.0
2009-03-24,5.0562
2009-03-25,5.3476
2009-03-26,4.5685
2009-03-27,-1.9417
2009-03-30,5.9406
2009-03-31,-6.0748
2009-04-01,0.199
2009-04-02,-0.6951
2009-04-03,-1.5
2009-04-06,0.5076
2009-04-07,-4.0404
2009-04-08,-5.2632
2009-04-09,0.5556
2009-04-13,0.5525
2009-04-14,-3.2967
2009-04-15,1.1364
2009-04-16,0.0
2009-04-17,14.6067
2009-04-20,-15.1961
2009-04-21,-4.0462
2009-04-22,0.0
2009-04-23,8.4337
2009-04-24,7.7847
2009-04-27,-1.5527
2009-04-28,-0.5236
2009-04-29,-0.8421
2009-04-30,-1.798
2009-05-01,1.6148
2009-05-04,9.5745
2009-05-05,16.5049
2009-05-06,7.0781
2009-05-07,-8.945
2009-05-08,-11.9658
2009-05-11,4.3689
2009-05-12,6.0465
2009-05-13,-9.2105
2009-05-14,3.8647
2009-05-15,-3.2558
2009-05-18,-0.006
2009-05-19,1.9292
2009-05-20,-2.3585
2009-05-21,0.0
2009-05-22,-0.4831
2009-05-26,0.4854
2009-05-27,1.4493
2009-05-28,1.4285999999999999
2009-05-29,-1.4085
2009-06-01,4.2798
2009-06-02,-4.1041
2009-06-03,-1.4285999999999999
2009-06-04,0.4771
2009-06-05,53.8554
2009-06-08,24.375
2009-06-09,4.5226
2009-06-10,-4.8077
2009-06-11,-9.8485
2009-06-12,-3.3613
2009-06-15,-13.913
2009-06-16,-9.0909
2009-06-17,0.0
2009-06-18,7.7778
2009-06-19,-6.8729
2009-06-22,-4.428
2009-06-23,5.7915
2009-06-24,-4.7445
2009-06-25,2.682
2009-06-26,3.7313
2009-06-29,-2.8777
2009-06-30,-4.0741
2009-07-01,0.3861
2009-07-02,-3.8462
2009-07-06,-6.0
2009-07-07,-6.383
2009-07-08,-3.1818
2009-07-09,1.8779
2009-07-10,0.0
2009-07-13,5.0691
2009-07-14,2.6316
2009-07-15,-4.2735
2009-07-16,-2.2321
2009-07-17,1.3699
2009-07-20,0.9009
2009-07-21,-1.3336999999999999
2009-07-22,0.0
2009-07-23,14.9256
2009-07-24,12.9921
2009-07-27,-4.5296
2009-07-28,-4.3796
2009-07-29,-4.1985
2009-07-30,-2.7888
2009-07-31,3.6885
2009-08-03,2.3715
2009-08-04,0.3861
2009-08-05,-0.7644
2009-08-06,-0.3924
2009-08-07,3.8911
2009-08-10,-3.7453
2009-08-11,8.9494
2009-08-12,0.3527
2009-08-13,6.4104
2009-08-14,-0.8696
2009-08-17,-8.9069
2009-08-18,2.2222
2009-08-19,3.6231999999999998
2009-08-20,4.8951
2009-08-21,-1.9958
2009-08-24,-3.0653
2009-08-25,0.7018
2009-08-26,-1.3937
2009-08-27,2.4735
2009-08-28,0.6897
2009-08-31,4.4521
2009-09-01,-5.9016
2009-09-02,-1.0453
2009-09-03,-1.4085
2009-09-04,5.0
2009-09-08,-4.4218
2009-09-09,1.7793999999999999
2009-09-10,-0.3497
2009-09-11,1.0482
2009-09-14,-4.5097000000000005
2009-09-15,0.3636
2009-09-16,0.0
2009-09-17,-3.6231999999999998
2009-09-18,-2.2556
2009-09-21,-2.6923
2009-09-22,2.7668
2009-09-23,0.7692
2009-09-24,-7.6336
2009-09-25,5.3719
2009-09-28,1.9607999999999999
2009-09-29,0.0
2009-09-30,0.2308
2009-10-01,-0.5372
2009-10-02,-3.5494
2009-10-05,2.0
2009-10-06,0.0
2009-10-07,7.4461
2009-10-08,4.0193
2009-10-09,0.3509
2009-10-12,0.0
2009-10-13,0.6993
2009-10-14,0.3472
2009-10-15,-2.7682
2009-10-16,1.8860999999999999
2009-10-19,-0.4541
2009-10-20,-2.807
2009-10-21,-0.5776
2009-10-22,-4.8656
2009-10-23,-4.9618
2009-10-26,-10.0402
2009-10-27,-3.5714
2009-10-28,-5.0926
2009-10-29,4.3902
2009-10-30,-5.6075
2009-11-02,-1.9802
2009-11-03,-1.0101
2009-11-04,2.0408
2009-11-05,12.0
2009-11-06,8.9286
2009-11-09,-9.8361
2009-11-10,7.7273
2009-11-11,12.6582
2009-11-12,-4.4944
2009-11-13,7.451
2009-11-16,6.5693
2009-11-17,0.0
2009-11-18,1.0231
2009-11-19,2.3772
2009-11-20,-0.3311
2009-11-23,0.9967
2009-11-24,-1.3158
2009-11-25,1.6667
2009-11-27,-1.3115
2009-11-30,1.6611
2009-12-01,-0.9804
2009-12-02,15.5116
2009-12-03,-1.7107
2009-12-04,-4.0733
2009-12-07,1.5152
2009-12-08,0.0037
2009-12-09,4.1752
2009-12-10,1.1461000000000001
2009-12-11,-6.7989
2009-12-14,1.8237
2009-12-15,-2.3881
2009-12-16,1.2232
2009-12-17,6.0423
2009-12-18,-5.9829
2009-12-21,8.1818
2009-12-22,-0.5567
2009-12-23,1.9682
2009-12-24,0.0
2009-12-28,-3.3149
2009-12-29,-3.3482
2009-12-30,-3.9261
2009-12-31,-0.6154
2010-01-04,-0.3096
2010-01-05,8.6957
2010-01-06,9.4286
2010-01-07,-5.3525
2010-01-08,1.5171999999999999
2010-01-11,1.6303999999999998
2010-01-12,-2.4064
2010-01-13,-1.9178
2010-01-14,0.5587
2010-01-15,-1.6667
2010-01-19,7.3446
2010-01-20,0.5263
2010-01-21,-3.1414
2010-01-22,-9.4595
2010-01-25,-5.3731
2010-01-26,2.5237
2010-01-27,-1.8462
2010-01-28,-0.9404
2010-01-29,1.2658
2010-02-01,-0.3125
2010-02-02,-1.2539
2010-02-03,-1.5873
2010-02-04,-2.9032
2010-02-05,4.3189
2010-02-08,-0.6369
2010-02-09,2.8846
2010-02-10,-0.773
2010-02-11,-2.0427
2010-02-12,2.56
2010-02-16,-3.1211
2010-02-17,-1.9394
2010-02-18,0.0
2010-02-19,0.5263
2010-02-22,1.1023
2010-02-23,-0.8759
2010-02-24,0.8734
2010-02-25,-1.9219
2010-02-26,0.33
2010-03-01,-0.9868
2010-03-02,-3.3223
2010-03-03,3.4364
2010-03-04,-1.6611
2010-03-05,2.7027
2010-03-08,0.3947
2010-03-09,3.8663
2010-03-10,-0.9424
2010-03-11,0.3145
2010-03-12,3.8095
2010-03-15,1.5291000000000001
2010-03-16,3.012
2010-03-17,-0.8772
2010-03-18,2.0649
2010-03-19,-0.2854
2010-03-22,-2.5543
2010-03-23,0.8328
2010-03-24,2.3599
2010-03-25,-1.7255
2010-03-26,-0.6781
2010-03-29,0.3838
2010-03-30,-1.1764999999999999
2010-03-31,1.4881
2010-04-01,-1.4663
2010-04-05,2.0833
2010-04-06,3.207
2010-04-07,-3.3898
2010-04-08,2.0468
2010-04-09,3.7249
2010-04-12,1.6575
2010-04-13,2.4457
2010-04-14,-1.3263
2010-04-15,1.8817
2010-04-16,-2.9024
2010-04-19,-1.6303999999999998
2010-04-20,1.105
2010-04-21,3.0055
2010-04-22,-2.9177999999999997
2010-04-23,0.0
2010-04-26,0.2732
2010-04-27,-1.0899
2010-04-28,0.8264
2010-04-29,-0.2732
2010-04-30,-1.3699
2010-05-03,4.1667
2010-05-04,-2.1333
2010-05-05,1.3624
2010-05-06,2.1505
2010-05-07,-3.6842
2010-05-10,0.0
2010-05-11,0.2732
2010-05-12,4.6322
2010-05-13,8.0729
2010-05-14,4.5783000000000005
2010-05-17,3.6866
2010-05-18,-0.2222
2010-05-19,-6.6815
2010-05-20,-0.716
2010-05-21,-7.4489
2010-05-24,-8.8341
2010-05-25,-3.9886
2010-05-26,3.2641
2010-05-27,0.5747
2010-05-28,0.0
2010-06-01,-0.5714
2010-06-02,-0.8621
2010-06-03,1.1594
2010-06-04,-4.8711
2010-06-07,1.2048
2010-06-08,-2.6786
2010-06-09,0.0038
2010-06-10,4.889
2010-06-11,0.0
2010-06-14,-3.4985
2010-06-15,-0.3021
2010-06-16,2.1212
2010-06-17,-2.6706
2010-06-18,-2.7439
2010-06-21,-0.627
2010-06-22,-0.6309
2010-06-23,-2.8571
2010-06-24,4.2484
2010-06-25,0.0
2010-06-28,4.0752
2010-06-29,-5.1205
2010-06-30,0.3175
2010-07-01,-3.481
2010-07-02,0.0
2010-07-06,-2.9508
2010-07-07,-0.6799
2010-07-08,-1.0162
2010-07-09,0.6873
2010-07-12,-0.6783
2010-07-13,-0.3479
2010-07-14,-1.7284000000000002
2010-07-15,-3.5155
2010-07-16,-1.0796999999999999
2010-07-19,-1.1029
2010-07-20,1.5358
2010-07-21,-0.7803
2010-07-22,0.4982
2010-07-23,1.3402
2010-07-26,0.7246
2010-07-27,0.7194
2010-07-28,0.0
2010-07-29,-5.3571
2010-07-30,-4.9056999999999995
2010-08-02,0.3968
2010-08-03,12.127
2010-08-04,-0.5927
2010-08-05,3.9007
2010-08-06,2.3891
2010-08-09,6.6667
2010-08-10,-0.3125
2010-08-11,-1.5674000000000001
2010-08-12,-8.598700000000001
2010-08-13,2.0906
2010-08-16,-2.0478
2010-08-17,1.4634
2010-08-18,-3.1593
2010-08-19,-0.3546
2010-08-20,-3.9146
2010-08-23,-4.4444
2010-08-24,-6.9767
2010-08-25,1.6667
2010-08-26,-7.7869
2010-08-27,0.8889
2010-08-30,4.8458
2010-08-31,-1.2605
2010-09-01,0.8511
2010-09-02,4.2194
2010-09-03,5.2632
2010-09-07,0.0
2010-09-08,-1.5385
2010-09-09,1.9531
2010-09-10,3.2567
2010-09-13,3.525
2010-09-14,0.3584
2010-09-15,7.1429
2010-09-16,-11.0
2010-09-17,4.8689
2010-09-20,5.0
2010-09-21,3.7415000000000003
2010-09-22,2.623
2010-09-23,-0.3235
2010-09-24,-0.3125
2010-09-27,3.8543
2010-09-28,3.7152
2010-09-29,6.2687
2010-09-30,3.6517
2010-10-01,8.1301
2010-10-04,-17.0426
2010-10-05,0.0
2010-10-06,-2.4169
2010-10-07,-4.8607
2010-10-08,-0.7485
2010-10-11,0.0
2010-10-12,5.2459
2010-10-13,-1.5575999999999999
2010-10-14,-3.481
2010-10-15,2.2951
2010-10-18,0.637
2010-10-19,-4.1363
2010-10-20,1.6611
2010-10-21,0.6577
2010-10-22,-1.952
2010-10-25,3.9735
2010-10-26,-0.4777
2010-10-27,-0.48
2010-10-28,3.537
2010-10-29,-1.8634
2010-11-01,-3.7975
2010-11-02,1.9737
2010-11-03,3.2258
2010-11-04,-2.8125
2010-11-05,0.0
2010-11-08,1.6077
2010-11-09,-1.5823
2010-11-10,-3.537
2010-11-11,-2.0
2010-11-12,-0.3401
2010-11-15,0.6826
2010-11-16,-6.7797
2010-11-17,0.0045
2010-11-18,-4.7316
2010-11-19,-0.7634
2010-11-22,0.0
2010-11-23,-1.5385
2010-11-24,2.3438
2010-11-26,-4.1985
2010-11-29,7.5647
2010-11-30,-1.8519
2010-12-01,-2.2548
2010-12-02,-0.3861
2010-12-03,-0.78
2010-12-06,0.3906
2010-12-07,-0.3891
2010-12-08,-3.125
2010-12-09,3.629
2010-12-10,-1.5564
2010-12-13,0.7905
2010-12-14,0.3922
2010-12-15,-2.3438
2010-12-16,0.96
2010-12-17,-2.1395
2010-12-20,0.0
2010-12-21,-0.8047
2010-12-22,1.2193
2010-12-23,-0.4032
2010-12-27,-0.8097
2010-12-28,2.0408
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,2.04
2011-01-03,-3.9592
2011-01-04,0.0
2011-01-05,1.6276000000000002
2011-01-06,4.4229
2011-01-07,3.4615
2011-01-10,5.948
2011-01-11,-1.7544
2011-01-12,-1.7856999999999998
2011-01-13,-1.425
2011-01-14,-3.7189
2011-01-18,5.364
2011-01-19,-0.7273
2011-01-20,1.0989
2011-01-21,2.5362
2011-01-24,1.0557
2011-01-25,-2.793
2011-01-26,-2.518
2011-01-27,5.1661
2011-01-28,-2.807
2011-01-31,1.083
2011-02-01,-0.3616
2011-02-02,-0.354
2011-02-03,0.7194
2011-02-04,-0.8929
2011-02-07,0.9009
2011-02-08,-1.7856999999999998
2011-02-09,0.0
2011-02-10,-0.3636
2011-02-11,-0.365
2011-02-14,0.0
2011-02-15,-1.2821
2011-02-16,3.154
2011-02-17,-1.0791
2011-02-18,-0.3636
2011-02-22,0.365
2011-02-23,-1.8182
2011-02-24,0.7407
2011-02-25,1.1029
2011-02-28,0.0
2011-03-01,0.3636
2011-03-02,-0.3623
2011-03-03,-0.9091
2011-03-04,0.5505
2011-03-07,-0.7299
2011-03-08,-0.7353
2011-03-09,-3.7037
2011-03-10,0.0
2011-03-11,-4.6154
2011-03-14,2.4194
2011-03-15,-5.5118
2011-03-16,0.4167
2011-03-17,-0.8299
2011-03-18,-1.6736
2011-03-21,2.5532
2011-03-22,-0.4149
2011-03-23,2.0833
2011-03-24,0.4031
2011-03-25,0.0051
2011-03-28,-0.4065
2011-03-29,4.6939
2011-03-30,-1.3645
2011-03-31,4.7431
2011-04-01,-2.6414999999999997
2011-04-04,-0.3876
2011-04-05,-0.3891
2011-04-06,-0.3906
2011-04-07,0.3922
2011-04-08,1.5625
2011-04-11,-2.6923
2011-04-12,-4.3478
2011-04-13,3.3058
2011-04-14,-0.8
2011-04-15,0.8065
2011-04-18,1.4849999999999999
2011-04-19,-1.4633
2011-04-20,-3.6
2011-04-21,2.0799
2011-04-25,0.4014
2011-04-26,2.0243
2011-04-27,0.7937
2011-04-28,-3.1496
2011-04-29,3.6635999999999997
2011-05-02,-3.1371
2011-05-03,0.7996
2011-05-04,-1.6015000000000001
2011-05-05,1.6327
2011-05-06,-1.6014
2011-05-09,-4.4947
2011-05-10,8.9744
2011-05-11,-1.5686
2011-05-12,1.5936
2011-05-13,-0.7843
2011-05-16,-2.7668
2011-05-17,-0.4065
2011-05-18,2.0408
2011-05-19,2.8
2011-05-20,-1.9455
2011-05-23,-3.1696
2011-05-24,0.4047
2011-05-25,1.2194
2011-05-26,-1.9759
2011-05-27,-0.4474
2011-05-31,0.8264
2011-06-01,0.4457
2011-06-02,0.0051
2011-06-03,-0.8568
2011-06-06,0.4115
2011-06-07,-0.4098
2011-06-08,-2.4691
2011-06-09,2.9536
2011-06-10,2.459
2011-06-13,-2.04
2011-06-14,2.0825
2011-06-15,-0.4
2011-06-16,-3.2129
2011-06-17,3.3195
2011-06-20,0.4016
2011-06-21,-0.8
2011-06-22,8.0645
2011-06-23,-1.1194
2011-06-24,1.8868
2011-06-27,1.8472
2011-06-28,-5.4502
2011-06-29,8.461500000000001
2011-06-30,6.0284
2011-07-01,1.3378
2011-07-05,-1.9802
2011-07-06,-3.367
2011-07-07,4.1812
2011-07-08,0.3344
2011-07-11,-4.0
2011-07-12,-1.0417
2011-07-13,1.4035
2011-07-14,-3.8062
2011-07-15,0.3597
2011-07-18,0.0
2011-07-19,-1.4337
2011-07-20,1.0182
2011-07-21,1.5119
2011-07-22,2.8369
2011-07-25,-1.7241
2011-07-26,-4.5614
2011-07-27,-1.4706000000000001
2011-07-28,-3.7313
2011-07-29,-1.1628
2011-08-01,1.9607999999999999
2011-08-02,-5.3846
2011-08-03,-0.4065
2011-08-04,-11.4286
2011-08-05,-7.8341
2011-08-08,-9.0
2011-08-09,25.2747
2011-08-10,-6.5789
2011-08-11,7.5117
2011-08-12,3.0568
2011-08-15,8.4746
2011-08-16,-3.125
2011-08-17,0.8065
2011-08-18,-7.2
2011-08-19,-5.6034
2011-08-22,-2.7397
2011-08-23,7.5117
2011-08-24,2.1834
2011-08-25,-5.5556
2011-08-26,3.6199
2011-08-29,-1.7467000000000001
2011-08-30,3.5556
2011-08-31,-3.4335
2011-09-01,-7.5556
2011-09-02,0.9615
2011-09-06,0.0
2011-09-07,2.8571
2011-09-08,3.7037
2011-09-09,-1.7856999999999998
2011-09-12,-0.4545
2011-09-13,-5.9361
2011-09-14,0.0
2011-09-15,0.4369
2011-09-16,-8.6515
2011-09-19,8.4656
2011-09-20,0.0
2011-09-21,-0.7805
2011-09-22,-6.588
2011-09-23,-0.5263
2011-09-26,-1.5873
2011-09-27,0.5376
2011-09-28,2.1390000000000002
2011-09-29,-2.0942
2011-09-30,-2.6738
2011-10-03,-10.989
2011-10-04,-10.4938
2011-10-05,-2.7586
2011-10-06,20.5674
2011-10-07,-1.1471
2011-10-10,1.1604
2011-10-11,0.5882
2011-10-12,-4.6784
2011-10-13,0.6135
2011-10-14,-3.6585
2011-10-17,0.0
2011-10-18,0.4747
2011-10-19,2.0472
2011-10-20,19.7531
2011-10-21,-6.701
2011-10-24,7.1823
2011-10-25,-7.732
2011-10-26,-5.0279
2011-10-27,3.5294
2011-10-28,-3.4091
2011-10-31,-4.7059
2011-11-01,6.1728
2011-11-02,-1.7442
2011-11-03,-1.1834
2011-11-04,1.7964
2011-11-07,-2.9412000000000003
2011-11-08,-1.2121
2011-11-09,-1.8405
2011-11-10,-4.375
2011-11-11,1.9607999999999999
2011-11-14,-5.1282
2011-11-15,1.3514
2011-11-16,2.6
2011-11-17,-8.3821
2011-11-18,5.1064
2011-11-21,-9.5816
2011-11-22,5.2239
2011-11-23,2.8369
2011-11-25,2.069
2011-11-28,4.0541
2011-11-29,0.6494
2011-11-30,1.2903
2011-12-01,-1.9108
2011-12-02,-1.9481000000000002
2011-12-05,-9.2715
2011-12-06,6.5693
2011-12-07,-4.1096
2011-12-08,0.0
2011-12-09,-2.1429
2011-12-12,-5.8394
2011-12-13,-11.6279
2011-12-14,-11.4035
2011-12-15,6.9307
2011-12-16,-4.6296
2011-12-19,11.6505
2011-12-20,8.6957
2011-12-21,8.0
2011-12-22,0.0093
2011-12-23,1.4721
2011-12-27,-4.3796
2011-12-28,-2.2901
2011-12-29,9.375
2011-12-30,2.1429
2012-01-03,4.8951
2012-01-04,1.3333
2012-01-05,-4.6053
2012-01-06,3.4483
2012-01-09,-4.6667
2012-01-10,-2.0979
2012-01-11,5.0
2012-01-12,-0.7483
2012-01-13,-1.3023
2012-01-17,-2.7778
2012-01-18,0.7143
2012-01-19,6.383
2012-01-20,-5.3333
2012-01-23,1.4085
2012-01-24,3.4722
2012-01-25,-2.4832
2012-01-26,1.9012
2012-01-27,1.984
2012-01-30,0.6623
2012-01-31,-4.7697
2012-02-01,7.0812
2012-02-02,-3.2258
2012-02-03,1.3333
2012-02-06,-0.6579
2012-02-07,2.9801
2012-02-08,-6.7524
2012-02-09,2.7586
2012-02-10,0.6711
2012-02-13,6.6667
2012-02-14,-4.375
2012-02-15,1.3072
2012-02-16,6.4516
2012-02-17,-4.8485
2012-02-21,-6.3694
2012-02-22,-1.3605
2012-02-23,3.4483
2012-02-24,1.3333
2012-02-27,-1.3158
2012-02-28,1.3333
2012-02-29,-4.6053
2012-03-01,0.6897
2012-03-02,2.226
2012-03-05,-5.5276
2012-03-06,0.0
2012-03-07,2.8369
2012-03-08,0.0
2012-03-09,-2.7586
2012-03-12,6.383
2012-03-13,-3.3333
2012-03-14,0.0086
2012-03-15,3.4394
2012-03-16,-6.0
2012-03-19,-2.1277
2012-03-20,5.7971
2012-03-21,-0.6849
2012-03-22,-2.7586
2012-03-23,2.8369
2012-03-26,-2.7586
2012-03-27,-2.1277
2012-03-28,0.0
2012-03-29,5.0725
2012-03-30,0.0
2012-04-02,-8.2759
2012-04-03,3.75
2012-04-04,-0.7066
2012-04-05,-4.3883
2012-04-09,0.0
2012-04-10,-3.9838
2012-04-11,-7.7764
2012-04-12,9.4828
2012-04-13,0.0541
2012-04-16,3.8808
2012-04-17,2.3485
2012-04-18,-3.775
2012-04-19,-3.0
2012-04-20,7.0579
2012-04-23,-6.6667
2012-04-24,-7.1429
2012-04-25,6.8376
2012-04-26,3.2
2012-04-27,4.6512
2012-04-30,-2.963
2012-05-01,4.5802
2012-05-02,3.6496
2012-05-03,-1.4085
2012-05-04,5.0
2012-05-07,-3.3929
2012-05-08,0.6954
2012-05-09,-2.0979
2012-05-10,7.1429
2012-05-11,-1.3333
2012-05-14,-4.0541
2012-05-15,-1.3996
2012-05-16,-3.58
2012-05-17,0.3704
2012-05-18,1.107
2012-05-21,3.6496
2012-05-22,-4.2254
2012-05-23,2.2059
2012-05-24,0.3597
2012-05-25,-3.2258
2012-05-29,0.7407
2012-05-30,-4.4118
2012-05-31,0.0
2012-06-01,3.8462
2012-06-04,-3.7037
2012-06-05,-2.4615
2012-06-06,2.5237
2012-06-07,-3.0769
2012-06-08,-3.1349
2012-06-11,-1.5977000000000001
2012-06-12,0.3747
2012-06-13,-2.1153
2012-06-14,-1.6949
2012-06-15,-1.7241
2012-06-18,6.1404
2012-06-19,-3.9256
2012-06-20,0.6344
2012-06-21,2.5751
2012-06-22,-4.1562
2012-06-25,-2.6193
2012-06-26,0.0
2012-06-27,-0.8929
2012-06-28,3.6036
2012-06-29,-1.75
2012-07-02,1.7812000000000001
2012-07-03,-0.6522
2012-07-05,-0.2188
2012-07-06,-1.7544
2012-07-09,-10.7143
2012-07-10,9.0
2012-07-11,1.8349
2012-07-12,0.9009
2012-07-13,-3.5714
2012-07-16,0.1042
2012-07-17,0.8209
2012-07-18,5.5046
2012-07-19,-1.8967
2012-07-20,-4.2712
2012-07-23,4.5833
2012-07-24,-0.8411
2012-07-25,2.6618
2012-07-26,-0.8534
2012-07-27,0.3947
2012-07-30,0.4806
2012-07-31,-7.8261
2012-08-01,-0.9434
2012-08-02,0.0
2012-08-03,1.8929
2012-08-06,6.5078
2012-08-07,-5.2216
2012-08-08,-0.9259
2012-08-09,-0.1051
2012-08-10,7.5781
2012-08-13,-3.4678
2012-08-14,-13.5135
2012-08-15,-8.3333
2012-08-16,10.2273
2012-08-17,-1.0309
2012-08-20,-1.7513
2012-08-21,-4.5789
2012-08-22,4.0
2012-08-23,0.8413
2012-08-24,1.7084000000000001
2012-08-27,-1.0417
2012-08-28,3.1579
2012-08-29,-5.102
2012-08-30,-8.6022
2012-08-31,3.5294
2012-09-04,-6.8182
2012-09-05,-3.6585
2012-09-06,-5.0633
2012-09-07,0.0
2012-09-10,0.0
2012-09-11,-2.6667
2012-09-12,-4.1096
2012-09-13,3.5714
2012-09-14,2.7586
2012-09-17,0.0
2012-09-18,-3.3557
2012-09-19,-9.7049
2012-09-20,10.0077
2012-09-21,17.4517
2012-09-24,-15.4762
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,0.0
2012-09-28,-1.4085
