ticker,RCCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-12-19,4.8276
2008-09-23,6150.0
2008-10-17,-43.5789
2008-10-24,-5.9701
2008-11-25,-50.3968
2009-01-27,20.0
2009-01-29,-75.3333
2009-01-30,2.7027
2009-02-18,-13.1579
2009-03-26,19.8485
2009-03-27,0.0
2009-04-27,26.4223
2009-05-11,-2.3
2009-06-10,43.2958
2009-09-11,7.1429
2009-10-06,6.6667
2009-10-09,-4.375
2009-10-27,30.719
2009-12-10,10.0
2010-01-06,4.5455
2010-01-29,-5.2174
2010-04-26,-4.5872
2010-05-25,-0.9615
2010-10-07,1.9417
2010-12-02,0.0
2010-12-15,257.1429
2010-12-30,-72.0
2011-03-24,0.9524
2011-05-04,0.0
2011-05-06,8.4906
2011-07-29,-29.5652
2011-08-16,0.0
2011-09-01,1.2346
2011-09-23,34.1463
2011-10-13,-19.9909
2011-10-26,7.9423
2011-11-01,-4.0
2011-11-16,-5.7018
2011-11-21,8.1395
2012-04-30,59.1398
2012-05-10,-41.2162
2012-08-02,0.0
2012-09-07,0.0
2012-10-22,72.4138
2013-01-02,-41.9667
2013-05-13,0.5744
2013-07-29,70.1885
2013-08-13,-41.2416
2013-09-20,0.514
2013-10-08,104.5455
2013-11-11,-1.1111
2014-02-04,-49.7191
2014-05-06,0.2793
2014-05-09,0.0
2014-05-16,2.507
2014-06-18,-2.4457
2014-08-01,95.5432
2014-08-06,11.1111
2014-10-01,-5.1538
2014-10-30,0.0
2015-01-09,-2.1411
2015-02-13,-3.3372
2015-02-17,0.0229
2015-04-16,0.0
2015-04-21,0.0
2015-05-05,-22.8527
2015-06-02,-7.4074
2015-06-05,39.992
2015-06-16,-37.1393
2015-08-14,5.4545
2015-08-20,0.8793
2015-08-21,0.8375
2015-09-04,5.9407
2015-09-14,39.9808
2015-10-26,-0.5657
2015-11-09,-19.5402
2015-12-11,17.8571
2016-02-03,0.0
2016-02-05,-0.0061
2016-02-08,-14.5403
2016-02-12,9.9291
2016-02-22,0.0
2016-02-24,0.0
2016-03-21,12.9032
2016-05-11,-0.0057
2016-05-16,-0.0514
2016-05-19,0.0515
2016-06-01,0.0
2016-06-03,5.7203
2016-06-08,0.0
2016-06-21,0.0
2016-07-05,-3.7838000000000003
2016-07-21,12.3596
2016-07-28,0.0
2016-09-28,0.0
2016-10-10,0.0
2016-11-16,0.0
2016-11-30,50.0
2017-01-03,-28.3333
2017-02-07,20.9302
2017-02-14,5.7692
2017-03-01,0.0
2017-03-08,0.0
2017-04-28,9.0909
2017-05-09,-25.0
2017-05-25,33.3333
2017-06-01,-1.6667
2017-07-07,18.6441
2017-08-08,-33.7137
2017-08-14,7.7577
2017-08-15,0.0
2017-09-08,20.0
2017-09-26,0.0
2017-10-02,-8.332699999999999
2017-10-27,27.2718
2018-01-10,7.1429
2018-01-11,-26.6667
2018-01-12,-22.9091
2018-01-19,2.3585
2018-01-30,5.9908
2018-02-05,8.6957
2018-02-13,30.0
2018-02-28,21.5385
2018-03-09,-24.0506
2018-03-29,31.6667
2018-04-10,-24.0506
2018-05-22,0.0
2018-06-04,-6.6667
2018-06-05,0.0
2018-06-21,10.7143
2018-06-22,0.0
2018-09-06,0.0
2018-09-17,4.9
2018-09-25,-0.0584
2018-11-01,15.3846
2018-11-02,5.3333
2018-12-06,1.2658
2018-12-11,-12.5
2018-12-12,0.0
2019-01-17,-2.8571
2019-02-07,2.9412000000000003
2019-02-25,0.0
2019-02-28,-1.4285999999999999
2019-03-08,-0.0725
2019-03-11,-5.7288
2019-03-25,7.3692
2019-04-17,-5.4306
2019-04-23,5.7576
2019-05-06,-5.4441
2019-05-16,6.0606
2019-06-05,-7.1429
2019-06-17,-13.8462
2019-06-24,0.0
2019-06-27,16.0714
2019-07-29,0.0
2019-08-13,0.0
2019-08-22,0.0
2019-09-16,0.0
2019-09-27,-7.6923
2019-09-30,8.3333
2019-10-02,0.0
2019-10-03,-7.6923
2019-10-16,0.0
2019-10-21,0.3333
2019-10-24,-0.3322
2019-10-25,0.0
2019-10-31,8.3333
2019-11-06,-7.6923
2019-11-25,-5.0
2020-01-27,22.807
2020-02-04,-13.7143
2020-02-20,9.2715
2020-02-26,-1.5152
2020-03-03,4.5538
2020-03-11,-11.1242
2020-03-12,-2.3179
2020-03-16,-6.7797
2020-03-31,9.0909
2020-05-13,-1.6667
2020-05-22,5.0847
2020-07-13,-4.0323
2020-07-24,23.0252
2020-07-27,-35.7923
2020-07-28,6.3829
2020-07-29,0.0
