ticker,TOPZ US Equity
2017-03-03,22.1739
2017-03-13,-28.8256
2017-03-27,9.1875
2017-04-03,-1.5455
2017-04-04,0.0
2017-04-07,-2.3256
2017-04-10,-17.8571
2017-04-13,4.3478
2017-04-27,-2.7778
2017-05-01,-4.2857
2017-05-09,-4.4776
2017-05-11,-8.75
2017-05-15,-0.6849
2017-05-16,11.3793
2017-05-17,23.839
2017-06-09,40.0
2017-06-13,-8.2143
2017-06-14,-29.9611
2017-06-20,-19.4444
2017-06-23,113.7931
2017-06-26,-59.6774
2017-06-27,308.0
2017-06-28,-70.5882
2017-07-03,0.0
2017-07-12,16.6667
2017-07-14,7.1429
2017-07-20,-20.0
2017-07-24,-33.3333
2017-07-26,0.0
2017-08-02,38.477
2017-08-03,-13.2708
2017-08-18,66.5279
2017-08-22,-38.65
2017-08-23,30.3993
2017-08-24,-11.0938
2017-08-25,15.993
2017-08-28,15.1515
2017-09-05,31.5789
2017-09-11,-28.0
2017-09-12,0.0
2017-09-19,20.0
2017-09-21,11.1111
2017-09-22,0.0
2017-09-25,16.6667
2017-09-26,0.0
2017-09-27,0.0
2017-10-02,21.4286
2017-10-03,-14.7059
2017-10-12,0.0
2017-10-13,0.0
2017-10-20,3.4483
2017-10-25,6.6667
2017-10-27,-0.625
2017-11-01,-5.6604
2017-11-02,16.6667
2017-11-03,0.0
2017-11-06,-14.2857
2017-11-08,1.6667
2017-11-13,10.4918
2017-11-14,-2.0772
2017-11-15,0.0
2017-11-16,18.1818
2017-11-17,-15.3846
2017-11-20,14.0
2017-11-21,0.0
2017-11-22,-12.2807
2017-11-24,0.0
2017-11-27,14.0
2017-11-28,-4.0936
2017-11-29,2.5499
2017-11-30,-2.7027
2017-12-01,11.1111
2017-12-04,-3.75
2017-12-05,0.0
2017-12-06,-14.2857
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,15.1515
2017-12-14,5.2632
2017-12-15,-10.0
2017-12-19,5.1111
2017-12-20,29.4926
2017-12-21,-18.3673
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,-2.5125
2018-01-04,-3.8338
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,-1.3333
2018-01-10,-8.1081
2018-01-11,17.647100000000002
2018-01-12,-25.0
2018-01-17,50.0
2018-01-18,-33.3333
2018-01-22,50.0
2018-01-24,-2.2222
2018-01-26,0.0
2018-01-29,-9.0909
2018-01-30,-12.5
2018-02-02,24.2857
2018-02-05,-1.1494
2018-02-06,0.0
2018-02-09,-6.9767
2018-02-13,0.0
2018-02-16,-20.0
2018-02-21,-4.6875
2018-02-23,27.8689
2018-02-26,0.0
2018-02-27,-15.3846
2018-02-28,0.0
2018-03-01,0.0
2018-03-05,6.0606
2018-03-06,2.8571
2018-03-08,-6.6667
2018-03-12,7.1429
2018-03-14,-6.6667
2018-03-19,10.119
2018-03-20,8.1081
2018-03-21,-12.5
2018-03-27,17.1429
2018-03-29,0.0
2018-04-03,-2.439
2018-04-04,3.875
2018-04-09,-15.7641
2018-04-10,18.7143
2018-04-12,0.0
2018-04-17,20.3369
2018-04-18,6.0
2018-04-19,1.8868
2018-04-20,1.8519
2018-04-27,1.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,80.018
2018-05-07,-40.0
2018-05-08,-41.6667
2018-05-10,71.4286
2018-05-14,66.6667
2018-05-15,-58.75
2018-05-16,-3.0303
2018-05-17,0.25
2018-05-18,-0.2494
2018-05-21,37.5
2018-05-29,0.0
2018-05-30,-23.6364
2018-06-01,2.6189999999999998
2018-06-07,20.6497
2018-06-08,-27.8846
2018-06-13,0.0
2018-06-19,-6.6667
2018-06-21,14.2857
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-07-05,22.5
2018-07-09,-3.0612
2018-07-10,5.2632
2018-07-16,0.0
2018-07-17,-17.0
2018-07-18,20.4819
2018-07-19,10.0
2018-07-23,-31.8182
2018-08-02,73.3333
2018-08-03,-4.6154
2018-08-06,-14.5161
2018-08-08,-15.0943
2018-08-10,15.5556
2018-08-14,-13.461500000000001
2018-08-15,44.4444
2018-08-23,-7.6923
2018-08-27,-15.0
2018-09-04,0.0
2018-09-11,0.0
2018-09-19,17.647100000000002
2018-09-21,-23.3333
2018-10-10,0.0
2018-10-15,63.0435
2018-10-24,3.3333
2018-10-29,-40.6452
2018-10-31,0.0
2018-11-06,-23.913
2018-11-16,2.8571
2018-12-03,11.1111
2018-12-07,50.0
2018-12-10,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,-20.8333
2018-12-19,26.3158
2018-12-20,25.0
2018-12-21,-18.6667
2018-12-24,-14.7541
2018-12-26,-1.9231
2018-12-31,0.0
2019-01-03,17.647100000000002
2019-01-04,28.3333
2019-01-08,-2.5974
2019-01-09,0.0
2019-01-10,6.0
2019-01-11,25.7862
2019-01-14,2.0
2019-01-15,-1.9607999999999999
2019-01-16,6.0
2019-01-17,1.8868
2019-01-22,3.7037
2019-01-23,33.9286
2019-01-24,100.0
2019-01-25,-49.3333
2019-01-28,8.5526
2019-01-29,51.5152
2019-01-30,10.0
2019-01-31,-23.6364
2019-02-04,33.3333
2019-02-05,7.1429
2019-02-06,0.0
2019-02-07,4.3333
2019-02-08,8.9457
2019-02-11,-12.0235
2019-02-12,1.6667
2019-02-13,-0.6557
2019-02-19,2.3102
2019-02-20,1.6129
2019-02-21,1.5873
2019-02-22,-1.5625
2019-02-27,3.1746
2019-02-28,5.2308
2019-03-01,0.8772
2019-03-04,4.3478
2019-03-06,-1.3889
2019-03-07,-26.4789
2019-03-08,0.0
2019-03-11,-0.7663
2019-03-14,6.1776
2019-03-15,0.0
2019-03-22,1.8182
2019-03-25,7.1429
2019-03-26,-0.3333
2019-03-28,0.3344
2019-04-01,0.0
2019-04-02,-5.9167
2019-04-05,-0.7972
2019-04-09,3.5714
2019-04-10,3.4483
2019-04-11,-3.3333
2019-04-12,3.4483
2019-04-15,0.0
2019-04-16,18.3333
2019-04-18,0.0
2019-04-23,1.4085
2019-04-25,-9.7222
2019-04-26,-7.3846
2019-04-29,-0.3322
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,1.3333
2019-05-03,3.6184
2019-05-06,1.5873
2019-05-08,0.0
2019-05-10,15.625
2019-05-13,-9.4595
2019-05-14,0.0
2019-05-15,-10.4478
2019-05-16,5.0
2019-05-17,3.8095
2019-05-20,-0.6116
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-29,1.2308
2019-06-06,-12.1581
2019-06-07,3.8062
2019-06-12,0.0
2019-06-20,-5.6667
2019-06-21,-11.6608
2019-06-24,-22.0
2019-06-25,12.3077
2019-07-01,14.1553
2019-07-11,0.0
2019-07-17,-55.6
2019-07-19,80.1802
2019-07-31,0.0
2019-08-05,0.0
2019-08-07,0.0
2019-08-08,1.0
2019-08-09,-0.9901
2019-08-19,0.0
2019-08-26,-3.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-18,0.0
2019-09-25,0.0
2019-09-30,0.0
2019-10-03,-2.0619
2019-10-04,0.0
2019-10-07,-5.2632
2019-10-08,-16.6667
2019-10-09,-33.3333
2019-10-10,-55.0
2019-10-14,-44.4444
2019-10-18,20.0
2019-10-25,83.3333
2019-10-28,0.0
2019-10-30,36.3636
2019-10-31,-13.3333
2019-11-04,-45.0462
2019-11-19,-2.0157
2019-12-11,-11.4286
2019-12-12,0.0
2019-12-17,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-31,0.0
2020-01-09,0.0
2020-01-14,0.0
2020-01-16,36.7742
2020-01-27,0.0
2020-01-28,-26.8868
2020-02-04,0.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-19,6.4516
2020-02-25,-6.0606
2020-02-26,0.0
2020-03-17,0.0
2020-03-24,0.0
2020-04-02,-80.6129
2020-04-07,-0.1664
2020-04-17,0.0
2020-05-11,-0.1667
2020-05-19,233.8898
2020-05-20,0.0
2020-05-21,-70.05
2020-06-04,0.1669
2020-06-11,0.0
2020-06-15,0.0
2020-06-17,0.0
2020-06-19,0.0
2020-07-01,0.0
2020-07-13,0.0
2020-07-20,233.3333
2020-07-21,0.0
2020-07-22,-70.0
