ticker,EBMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-06,6.25
2000-04-07,17.647100000000002
2000-04-10,-20.0
2000-04-12,0.7813
2000-04-25,28.6822
2000-04-26,-22.8916
2000-04-28,6.25
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,-2.9412000000000003
2000-05-09,0.0
2000-05-11,-1.5152
2000-05-16,0.0
2000-05-18,1.5385
2000-05-24,1.5152
2000-05-25,1.4925
2000-05-31,1.4706000000000001
2000-06-01,-1.4493
2000-06-06,-1.4706000000000001
2000-06-07,1.4925
2000-06-08,0.0
2000-06-16,-1.4706000000000001
2000-06-19,1.4925
2000-06-22,0.0
2000-06-28,-2.2059
2000-07-05,3.7594
2000-07-11,0.0
2000-07-12,4.3478
2000-07-13,0.0
2000-07-19,-2.7778
2000-07-24,8.5714
2000-07-26,-3.9474
2000-07-28,0.0
2000-07-31,-5.4795
2000-08-01,0.0
2000-08-08,0.8182
2000-08-17,1.4493
2000-08-18,11.6571
2000-08-29,10.0307
2000-08-30,-6.9767
2000-09-06,0.0
2000-09-07,3.75
2000-09-29,6.0241
2000-10-05,-2.2727
2000-10-06,-8.1395
2000-10-12,11.3924
2000-10-17,-9.0909
2000-10-20,7.5
2000-10-23,-3.4884
2000-10-24,1.2048
2000-11-02,3.0681
2000-11-15,0.0
2000-12-06,1.1628
2000-12-08,-3.4483
2000-12-22,0.0
2000-12-28,2.9762
2001-01-02,1.7341
2001-01-09,4.5455
2001-01-10,0.0
2001-01-16,0.0
2001-01-24,0.0
2001-01-25,2.1739
2001-01-26,-2.1277
2001-01-29,2.1739
2001-02-14,-1.006
2001-02-16,8.1081
2001-02-26,-3.0
2001-03-01,-4.1237
2001-03-13,1.0753
2001-03-21,12.766
2001-03-26,-3.6981
2001-03-30,-0.0784
2001-04-16,-3.9215999999999998
2001-04-20,-9.7959
2001-04-24,0.905
2001-04-25,-1.3453
2001-05-07,23.5133
2001-05-08,0.0
2001-05-10,-14.0741
2001-05-15,12.069
2001-05-21,0.0
2001-05-25,-3.8462
2001-05-30,0.0
2001-05-31,0.0
2001-06-01,-8.0
2001-06-07,13.0435
2001-06-13,0.0
2001-06-18,-11.1538
2001-06-22,16.7965
2001-06-28,-14.0104
2001-07-13,12.069
2001-07-19,3.8462
2001-07-20,18.5185
2001-07-23,-12.5
2001-07-24,0.0
2001-07-27,7.1429
2001-08-06,-6.0403
2001-08-10,4.2857
2001-08-13,2.7397
