ticker,SESI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-09,27.451
2006-05-17,32.3077
2006-05-18,3.4884
2006-05-19,1.1236
2006-05-22,1.1111
2006-05-23,0.0
2006-05-24,-1.0989
2006-05-25,1.1111
2006-05-26,1.0989
2006-05-30,0.0
2006-05-31,2.1739
2006-06-01,-2.1277
2006-06-02,9.7826
2006-06-05,-0.8911
2006-06-06,4.8951
2006-06-07,0.9524
2006-06-08,-0.9434
2006-06-09,0.9524
2006-06-12,0.9434
2006-06-13,0.9346
2006-06-14,0.0
2006-06-15,1.8519
2006-06-16,0.0
2006-06-19,3.6364
2006-06-20,0.0
2006-06-21,2.6316
2006-06-22,0.8547
2006-06-23,0.8475
2006-06-26,2.521
2006-06-27,-2.459
2006-06-28,0.8403
2006-06-29,2.5
2006-06-30,-0.813
2006-07-03,0.8197
2006-07-05,-2.439
2006-07-06,5.8333
2006-07-07,7.0866
2006-07-10,-4.4118
2006-07-11,0.0
2006-07-13,2.3077
2006-07-14,0.7519
2006-07-17,-0.7463
2006-07-18,-2.2556
2006-07-19,0.0
2006-07-20,4.6154
2006-07-21,-2.5735
2006-07-24,1.1320999999999999
2006-07-25,-1.1194
2006-07-26,1.1320999999999999
2006-07-27,-1.4925
2006-07-28,1.5152
2006-07-31,1.4925
2006-08-01,-2.2059
2006-08-02,0.7519
2006-08-03,0.7463
2006-08-04,0.0
2006-08-07,0.0
2006-08-08,-1.4815
2006-08-09,0.7519
2006-08-10,-0.7463
2006-08-14,0.0
2006-08-15,-0.7519
2006-08-16,0.0
2006-08-17,0.0
2006-08-18,2.2727
2006-08-21,0.0741
2006-08-22,0.6662
2006-08-23,2.9412000000000003
2006-08-24,0.0
2006-08-25,-1.4285999999999999
2006-08-28,-2.1739
2006-08-29,4.4444
2006-08-30,2.1277
2006-08-31,3.4722
2006-09-01,4.698
2006-09-05,1.2821
2006-09-06,1.8987
2006-09-07,-0.6211
2006-09-08,-1.25
2006-09-11,0.0
2006-09-12,0.0
2006-09-13,1.2658
2006-09-14,0.0
2006-09-15,3.4375
2006-09-18,1.5106000000000002
2006-09-19,-1.7856999999999998
2006-09-20,3.0303
2006-09-21,-2.3529
2006-09-22,1.2048
2006-09-25,0.0
2006-09-26,-2.3810000000000002
2006-09-27,2.439
2006-09-28,1.1905000000000001
2006-09-29,0.0
2006-10-02,-1.1764999999999999
2006-10-03,-1.7856999999999998
2006-10-04,0.6061
2006-10-05,-0.6024
2006-10-06,0.6061
2006-10-09,0.6137
