ticker,MRIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-22,16.1429
2013-03-25,-2.3985
2013-03-26,7.3724
2013-03-27,-2.8756
2013-03-28,-0.7251
2013-04-01,-2.678
2013-04-02,-2.3765
2013-04-03,-5.189
2013-04-04,3.7161999999999997
2013-04-05,-1.4984
2013-04-08,4.1667
2013-04-09,-0.3175
2013-04-10,-0.9554
2013-04-11,-0.7074
2013-04-12,-3.4974
2013-04-15,-1.1409
2013-04-16,1.4936
2013-04-17,-0.4013
2013-04-18,-1.8133
2013-04-19,1.9836
2013-04-22,-2.0121
2013-04-23,2.3956
2013-04-24,-1.5373999999999999
2013-04-25,-1.4257
2013-04-26,-2.6170999999999998
2013-04-29,1.2023
2013-04-30,2.7254
2013-05-01,-2.8571
2013-05-02,3.9215999999999998
2013-05-03,-5.3235
2013-05-06,0.0
2013-05-07,0.9253
2013-05-08,0.6347
2013-05-09,-19.8318
2013-05-10,-12.6748
2013-05-13,-5.8058
2013-05-14,-0.4251
2013-05-15,13.3404
2013-05-16,6.5913
2013-05-17,6.0071
2013-05-20,-0.0833
2013-05-21,3.5029
2013-05-22,-1.0475
2013-05-23,-0.2443
2013-05-24,-0.7347
2013-05-28,0.1645
2013-05-29,-0.2463
2013-05-30,-1.3169
2013-05-31,0.0
2013-06-03,-3.4195
2013-06-04,1.0363
2013-06-05,-4.8718
2013-06-06,-2.5157
2013-06-07,-2.3041
2013-06-10,2.5472
2013-06-11,1.7479
2013-06-12,-3.255
2013-06-13,-1.7757
2013-06-14,0.2854
2013-06-17,-1.1385
2013-06-18,-0.2879
2013-06-19,0.8662
2013-06-20,0.0954
2013-06-21,-0.7626
2013-06-24,-0.7685
2013-06-25,-1.5489000000000002
2013-06-26,-0.0983
2013-06-27,-0.4921
2013-06-28,1.2859
2013-07-01,6.9336
2013-07-02,1.7351999999999999
2013-07-03,2.4237
2013-07-05,2.3663
2013-07-08,-0.9418
2013-07-09,-4.9265
2013-07-10,1.7273
2013-07-11,5.0938
2013-07-12,2.1259
2013-07-15,0.0833
2013-07-16,-3.7438000000000002
2013-07-17,3.1115
2013-07-18,0.1676
2013-07-19,-0.6695
2013-07-22,-1.0952
2013-07-23,-0.7666
2013-07-24,0.7725
2013-07-25,0.7666
2013-07-26,-0.9298
2013-07-29,-1.9625
2013-07-30,-0.8703
2013-07-31,1.4925
2013-08-01,-0.6055
2013-08-02,1.4795
2013-08-05,2.2298
2013-08-06,2.5168
2013-08-07,-0.8183
