ticker,OCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-8.0
2000-01-04,5.4348
2000-01-05,2.0619
2000-01-06,-2.0202
2000-01-07,-1.0309
2000-01-10,-2.0833
2000-01-11,1.0638
2000-01-12,1.0526
2000-01-13,2.0833
2000-01-14,4.0816
2000-01-18,-1.9607999999999999
2000-01-19,2.0
2000-01-20,2.9412000000000003
2000-01-21,-14.2857
2000-01-24,13.3333
2000-01-25,-2.9412000000000003
2000-01-26,0.0
2000-01-27,-3.0303
2000-01-28,-2.0833
2000-01-31,-1.0638
2000-02-01,0.0
2000-02-02,-8.6022
2000-02-03,12.9412
2000-02-04,-1.0417
2000-02-07,1.0526
2000-02-08,-1.0417
2000-02-09,-2.1053
2000-02-10,1.0753
2000-02-11,1.0638
2000-02-14,-3.1579
2000-02-15,3.2609
2000-02-16,0.0
2000-02-17,1.0526
2000-02-18,-3.125
2000-02-22,-2.1505
2000-02-23,-1.0989
2000-02-24,2.2222
2000-02-25,2.1739
2000-02-28,1.0638
2000-02-29,0.0
2000-03-01,1.0526
2000-03-02,-2.0833
2000-03-03,-1.0638
2000-03-06,1.0753
2000-03-07,-2.1277
2000-03-08,5.4348
2000-03-09,2.0619
2000-03-10,6.0606
2000-03-13,7.619
2000-03-14,9.7345
2000-03-15,3.2258
2000-03-16,4.6875
2000-03-17,-5.2239
2000-03-20,-1.5748
2000-03-21,0.0
2000-03-22,0.8
2000-03-23,0.7937
2000-03-24,8.6614
2000-03-27,4.3478
2000-03-28,-2.7778
2000-03-29,-4.2857
2000-03-30,1.4925
2000-03-31,-5.8824
2000-04-03,7.8125
2000-04-04,-7.2464
2000-04-05,-1.5625
2000-04-06,0.7937
2000-04-07,-3.9370000000000003
2000-04-10,-3.2787
2000-04-11,0.8475
2000-04-12,2.521
2000-04-13,-3.2787
2000-04-14,-4.2373
2000-04-17,-4.4248
2000-04-18,7.4074
2000-04-19,-1.7241
2000-04-20,-0.8772
2000-04-24,-4.4248
2000-04-25,7.4074
2000-04-26,0.8621
2000-04-27,0.8547
2000-04-28,-1.6949
2000-05-01,-0.8621
2000-05-02,0.8696
2000-05-03,0.0
2000-05-04,-2.5862
2000-05-05,2.6549
2000-05-08,0.0
2000-05-09,-3.4483
2000-05-10,-4.4643
2000-05-11,0.9346
2000-05-12,1.8519
2000-05-15,-3.6364
2000-05-16,-1.8868
2000-05-17,-4.8077
2000-05-18,-2.0202
2000-05-19,1.0309
2000-05-22,1.0204
2000-05-23,-3.0303
