ticker,ODYY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-20,300.0
2018-02-28,0.0
2018-03-15,0.0
2018-04-19,-54.0
2018-05-23,171.7391
2018-06-20,20.0
2018-06-21,16.6667
2018-06-28,-8.5714
2018-07-09,0.0
2018-10-26,18.75
2018-10-30,-21.0526
2018-11-27,-16.6667
2019-06-28,40.0
2019-07-11,0.0
2019-09-12,-28.0
2019-09-19,38.8889
2019-09-25,0.0
2019-09-26,-22.8571
2019-12-27,44.4444
2020-01-08,2.5641
2020-01-21,1.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-28,0.0
2020-01-30,0.9901
2020-01-31,-1.9607999999999999
2020-02-03,0.0
2020-02-04,0.5
2020-02-05,0.0
2020-02-06,3.4826
2020-02-07,0.9615
2020-02-10,0.4762
2020-02-11,1.4218
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,2.3364
2020-02-19,1.8265
2020-02-20,1.7936999999999999
2020-02-21,0.0
2020-02-25,-0.8811
2020-02-26,0.0
2020-02-28,-1.3333
2020-03-02,-0.9009
2020-03-03,4.0909
2020-03-04,0.4367
2020-03-05,-0.4348
2020-03-06,-0.4367
2020-03-09,-1.7544
2020-03-10,-10.7143
2020-03-11,0.0
2020-03-12,-3.0
2020-03-20,-1.0309
2020-03-24,-1.0417
2020-03-25,-31.5789
2020-03-26,0.0
2020-03-27,3.8462
2020-03-30,1.4815
2020-03-31,-10.219
2020-04-01,-0.813
2020-04-02,0.0
2020-04-03,145.9016
2020-04-06,-33.6667
2020-04-07,-33.6683
2020-04-08,0.7576
2020-04-09,39.0977
2020-04-13,14.5946
2020-04-14,16.0377
2020-04-15,0.4065
2020-04-16,1.2146
2020-04-17,-16.0
2020-04-20,10.4762
2020-04-21,0.8621
2020-04-22,0.8547
2020-04-23,4.4492
2020-04-24,3.4483
2020-04-27,9.4118
2020-04-28,6.8100000000000005
2020-04-29,4.0268
2020-04-30,-1.9355
2020-05-01,-11.1842
2020-05-04,-17.037
2020-05-05,0.8929
2020-05-06,36.2832
2020-05-07,0.0
2020-05-08,-1.9481000000000002
2020-05-11,-11.5894
2020-05-12,10.4869
2020-05-13,-27.1186
2020-05-14,-6.9767
2020-05-15,9.0
2020-05-18,-37.156
2020-05-19,-5.1095
2020-05-20,3.0769
2020-05-21,-9.7015
2020-05-22,-6.6116
2020-05-26,-20.354
2020-05-27,-11.1111
2020-05-28,18.75
2020-05-29,5.2632
2020-06-01,-15.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,-5.2941
2020-06-05,0.6211
2020-06-08,0.0
2020-06-09,1.2346
2020-06-10,-2.439
2020-06-11,0.125
2020-06-12,-0.7491
2020-06-15,3.7736
2020-06-16,-12.7273
2020-06-17,4.1667
2020-06-18,6.6667
2020-06-19,0.0
2020-06-22,0.0
2020-06-23,-12.5
2020-06-24,12.857099999999999
2020-06-25,3.7975
2020-06-26,-10.9756
2020-06-29,2.7397
2020-06-30,18.0
2020-07-01,-0.565
2020-07-02,-11.3636
2020-07-06,-1.1538
2020-07-07,-0.1297
2020-07-08,-1.9481000000000002
2020-07-09,-7.6821
2020-07-10,-2.439
2020-07-13,-4.4118
2020-07-14,-7.6923
2020-07-15,4.1667
2020-07-16,-7.28
2020-07-17,-8.5418
2020-07-20,7.4717
2020-07-21,3.5815
2020-07-22,-2.5254
2020-07-23,0.4521
2020-07-24,-1.7656
2020-07-27,-11.8943
2020-07-28,-4.0
2020-07-29,-6.2917
2020-07-30,-2.1787
2020-07-31,8.3636
