ticker,ACBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-03,4.4
2015-11-04,-8.6526
2015-11-05,-1.7826
2015-11-06,0.7117
2015-11-09,0.7067
2015-11-10,0.0
2015-11-11,0.3509
2015-11-12,-0.2797
2015-11-13,3.7167
2015-11-16,-1.7579
2015-11-17,1.5141
2015-11-18,-1.2203
2015-11-19,-0.4804
2015-11-20,-1.5862
2015-11-23,0.6307
2015-11-24,0.6267
2015-11-25,-0.8997
2015-11-27,0.2095
2015-11-30,0.5575
2015-12-01,0.693
2015-12-02,-0.0688
2015-12-03,-1.0331
2015-12-04,0.2088
2015-12-07,2.0139
2015-12-08,-0.1361
2015-12-09,0.0682
2015-12-10,-0.2725
2015-12-11,-0.7514
2015-12-14,-2.2023
2015-12-15,1.9001000000000001
2015-12-16,1.8646
2015-12-17,-0.7458
2015-12-18,0.0683
2015-12-21,0.3413
2015-12-22,-0.068
2015-12-23,1.3615
2015-12-24,-0.7388
2015-12-28,-1.7591
2015-12-29,2.8237
2015-12-30,-0.6028
2015-12-31,0.9434
2016-01-04,-0.8678
2016-01-05,-2.5589
2016-01-06,0.1382
2016-01-07,-0.5521
2016-01-08,-1.7349
2016-01-11,-1.2711999999999999
2016-01-12,0.2146
2016-01-13,-2.641
2016-01-14,1.0997
2016-01-15,-0.2175
2016-01-19,-1.7442
2016-01-20,-0.4438
2016-01-21,0.5944
2016-01-22,-0.2954
2016-01-25,-0.963
2016-01-26,0.2244
2016-01-27,0.0
2016-01-28,-0.2985
2016-01-29,-0.0749
2016-02-01,-0.0749
2016-02-02,-0.8996
2016-02-03,-0.1513
2016-02-04,0.3788
2016-02-05,-0.9811
2016-02-08,-2.8963
2016-02-09,-1.4914
2016-02-10,-1.0359
2016-02-11,-4.4283
2016-02-12,3.0329
2016-02-16,-0.6541
2016-02-17,-2.2222
2016-02-18,0.0
2016-02-19,0.0842
2016-02-22,0.6728
2016-02-23,3.1746
2016-02-24,0.9717
2016-02-25,0.0802
2016-02-26,0.5609
2016-02-29,3.6653000000000002
2016-03-01,2.9208
2016-03-02,-1.7177
2016-03-03,-3.8754
2016-03-04,5.0593
2016-03-07,-0.3762
2016-03-08,-0.2266
2016-03-09,0.1514
2016-03-10,0.6803
2016-03-11,0.0
2016-03-14,0.6006
2016-03-15,-0.7463
2016-03-16,1.5038
2016-03-17,-0.963
2016-03-18,2.3934
2016-03-21,1.9722
2016-03-22,-1.4327
2016-03-23,1.0174
2016-03-24,0.2878
