ticker,FLEW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-20,-0.3552
2000-07-26,0.3565
2000-08-04,0.0
2000-08-21,-0.3552
2002-02-11,-14.4385
2002-02-20,13.3333
2004-08-19,16.1765
2004-09-23,1.2658
2005-01-24,2.5
2005-01-27,0.0
2005-02-02,3.6585
2005-06-15,2.3529
2005-07-01,3.4483
2005-07-11,-8.8889
2005-07-22,0.0
2005-07-28,0.0
2005-08-01,4.878
2005-10-24,-3.1977
2005-11-01,0.3003
2005-11-02,-0.5389
2005-11-21,0.4214
2006-08-02,4.4178
2006-10-02,0.0
2006-10-05,-4.8485
2006-10-24,5.7325
2006-11-01,-5.4217
2006-11-08,5.0955
2006-11-21,0.0
2006-12-15,-4.8485
2007-01-16,0.0637
2007-01-31,0.0637
2007-02-01,1.7812000000000001
2007-02-09,-1.875
2007-02-12,1.9108
2007-02-16,0.0
2007-02-20,-0.625
2007-02-23,3.1447
2007-04-20,-3.9634
2007-05-09,2.8571
2007-05-17,0.0
2007-05-22,2.4691
2007-08-10,-1.2048
2008-01-17,-3.6585
2008-01-18,-1.2658
2008-01-22,-7.6923
2008-01-30,2.4306
2008-02-05,2.3729
2008-02-26,0.0
2008-03-24,0.0
2009-06-08,-14.8344
2009-06-16,8.8647
2009-06-29,2.8571
2009-07-07,0.0
2010-01-19,-0.0139
2010-01-20,0.0139
2010-09-29,-8.6111
2010-10-05,0.304
2010-10-06,3.0303
2011-02-25,0.0
2011-02-28,2.9412000000000003
2011-05-23,-0.3165
2011-05-24,3.0303
2011-05-26,0.0
2011-08-08,0.696
2011-08-10,-7.3529
2011-08-11,-3.1746
2011-08-12,1.6393
2011-08-15,-4.8387
2011-08-16,-1.6949
2011-08-26,1.7241
2011-09-07,-3.3898
2011-09-09,0.0
2011-09-21,1.7544
2011-12-08,-4.3977
2011-12-22,3.6364
2011-12-30,-2.7065
2012-02-14,0.0
2012-05-08,-0.9538
2012-05-11,0.9259
2012-05-31,2.7523
2012-06-06,-1.7856999999999998
2012-09-07,-0.4952
2013-02-06,1.8014999999999999
2013-02-25,-0.4608
2013-02-26,0.0
2013-03-19,8.3333
2013-03-22,0.0
2013-03-25,-5.9829
2013-05-31,0.9721
2013-06-03,4.9955
2013-06-20,-3.1142
2013-07-09,-0.4863
2013-07-10,2.8959
2013-07-12,0.2639
2013-08-02,-1.7544
2013-08-12,0.8929
2013-08-15,0.885
2013-08-19,4.386
2013-10-07,-3.4226
2013-10-08,1.7544
2013-11-18,3.4483
