ticker,FLEW US Equity
2013-11-22,-0.8333
2013-12-09,-2.521
2014-04-11,1.7006000000000001
2014-04-22,3.4304
2014-06-02,-2.4167
2014-08-19,0.9127
2014-09-04,5.802
2014-09-09,-3.2419000000000002
2014-09-23,-1.6503
2014-10-22,0.8202
2015-01-14,0.8202
2015-02-12,-0.339
2015-03-31,5.8812999999999995
2015-04-01,-2.834
2015-04-02,1.6667
2015-05-26,-3.6066000000000003
2015-06-09,0.9354
2015-06-15,0.2527
2015-07-10,1.6604999999999999
2015-08-31,-1.7833
2015-09-03,0.1188
2015-09-10,0.0
2015-12-17,2.529
2015-12-29,0.7224
2016-01-12,0.0834
2016-01-19,8.3333
2016-02-08,-7.6923
2016-02-10,4.1667
2016-02-11,-5.92
2016-06-24,2.1799
2016-07-12,3.2848
2016-07-13,-1.6393
2016-07-22,6.6667
2016-11-10,2.3622
2017-04-07,3.125
2017-04-13,6.0606
2017-06-13,-5.5714
2017-07-03,29.5732
2017-07-07,-22.2353
2017-07-11,28.593
2017-09-19,-20.0
2017-10-02,0.4444
2017-10-03,0.295
2017-10-04,2.9412000000000003
2017-10-06,-4.8571
2017-10-25,3.6036
2017-11-02,0.0
2017-11-03,0.0
2017-11-17,15.7971
2017-11-27,-12.3279
2017-11-28,7.0664
2017-12-05,0.0
2018-01-03,7.3826
2018-01-05,-15.6125
2018-02-02,11.0947
2018-02-27,-7.2667
2018-03-08,0.2876
2018-03-13,17.5627
2018-03-23,-14.3902
2018-03-26,0.0028
2018-04-04,17.6437
2018-04-06,-13.4146
2018-04-17,0.0
2018-05-22,4.9296
2018-07-03,10.8108
2018-07-18,0.0
2018-07-26,0.0
2018-08-01,7.3171
2018-08-07,-12.5
2018-08-08,-2.5844
2018-08-10,2.653
2018-08-31,1.4285999999999999
2018-09-14,3.073
2018-09-21,-1.2422
2018-10-03,3.7975
2018-10-05,-4.7561
2018-10-08,4.9936
2018-10-19,-1.2195
2018-10-23,-1.2346
2018-10-30,0.0
2018-11-02,-4.85
2018-11-06,-0.0131
2018-11-07,0.0
2018-11-12,0.0
2018-12-04,2.4832
2018-12-06,-2.5641
2018-12-12,0.0263
2018-12-24,-0.0263
2018-12-26,-2.3026
2019-01-02,3.0508
2019-01-04,0.0
2019-01-07,0.0
2019-01-31,1.3158
2019-02-08,14.2857
2019-02-11,-12.5
2019-02-12,0.0
2019-02-13,-0.0649
2019-02-15,0.065
2019-02-20,9.0909
2019-02-21,-8.3333
2019-02-25,0.0
2019-02-27,14.1558
2019-03-05,-15.5063
2019-03-27,11.7544
2019-04-01,-5.4545
2019-04-03,18.5256
2019-04-05,-19.9027
2019-04-30,8.0351
2019-05-13,-7.375
2019-05-17,-0.7422
2019-05-23,1.2916
2019-05-28,9.6913
2019-05-31,2.6676
2019-07-01,0.5995
2019-07-02,0.1192
2019-07-05,-13.631
2019-07-09,14.266
2019-07-12,-10.6152
2019-07-29,-0.8097
2019-08-01,0.0
2019-08-30,14.2857
2019-09-12,-9.5238
2019-09-18,-3.6184
2019-09-25,1.0239
2019-10-01,-0.3401
2019-10-02,4.7782
2019-10-04,-4.886
2019-10-08,2.7397
2019-10-21,-0.3332
2019-10-25,1.6721
2019-11-01,0.0
2019-11-26,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-19,0.0
2019-12-27,3.3113
2019-12-31,-1.2821
2020-01-02,2.1104
2020-01-03,-0.7949
2020-01-06,-3.8462
2020-01-07,4.6667
2020-01-08,0.0
2020-01-10,0.2675
2020-01-14,-4.7135
2020-01-21,4.6667
2020-01-24,-4.4076
2020-01-29,4.6109
2020-01-31,14.6497
2020-02-06,-14.4444
2020-02-28,1.9481000000000002
2020-03-03,0.6369
2020-03-05,-5.0633
2020-03-09,-5.9333
2020-03-12,-2.197
2020-03-18,4.3478
2020-03-23,1.3889
2020-03-25,0.0
2020-03-27,-1.5171999999999999
2020-03-30,0.0
2020-04-03,-4.7646
2020-04-06,-0.0002
2020-04-07,0.0
2020-04-08,5.0032
2020-04-13,2.941
2020-04-16,0.0
2020-04-17,0.0
2020-04-24,0.0
2020-05-21,0.0
2020-06-16,-1.4285999999999999
2020-06-30,2.1898
2020-07-01,14.2857
2020-07-31,-6.25
