ticker,CHYI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-03-11,33.3333
2008-06-02,0.0
2008-06-04,-20.0
2008-06-17,25.0
2008-06-19,-1.0
2008-06-20,-4.0404
2008-06-24,-15.7895
2008-06-27,6.25
2008-06-30,18.8235
2008-07-01,0.0
2008-07-07,-0.9901
2008-07-11,150.0
2008-07-15,-50.0
2008-07-16,-28.0
2008-07-21,-5.5556
2008-07-23,2.9412000000000003
2008-08-01,0.0
2008-08-11,2.8571
2008-08-13,-16.6667
2008-08-14,-6.6667
2008-08-20,7.1429
2008-08-22,-6.6667
2008-09-04,0.0
2008-09-09,0.0
2008-09-15,0.0
2008-09-18,-21.4286
2008-09-19,0.0
2008-09-25,18.1818
2008-10-06,-38.4615
2008-10-07,37.5
2008-10-08,0.0
2008-10-15,0.0
2008-11-18,45.4545
2008-11-19,-6.25
2008-12-04,-26.0
2009-01-26,-63.964
2009-02-03,-50.0
2009-02-20,50.0
2009-02-26,66.6667
2009-02-27,100.0
2009-04-06,-50.0
2009-07-02,0.0
2009-11-23,0.0
2009-12-31,20.0
2010-01-26,-16.6667
2010-01-27,0.0
2010-01-28,0.0
2010-02-04,-20.0
2010-02-05,-5.0
2010-02-09,31.5789
2010-02-11,-30.0
2010-02-17,0.0
2010-03-10,-71.4286
2010-03-23,1.25
2010-03-29,48.1481
2010-07-13,40.0
2010-07-19,-4.7619
2010-07-20,0.0
2010-07-21,150.0
2010-07-26,0.0
2010-07-29,0.0
2010-08-09,0.0
2010-08-18,-60.0
2010-08-27,0.0
2010-09-03,375.0
2010-09-08,-17.8947
2010-09-21,0.0
2010-10-05,-10.2564
2010-10-22,-71.4286
2010-11-04,15.0
2010-11-08,282.6087
2010-12-30,-43.1818
2011-01-05,0.0
2011-03-15,0.0
2011-03-21,0.0
2011-04-11,0.0
2011-04-21,-58.0
2011-04-29,138.0952
2011-05-05,-20.0
2011-05-06,-25.0
2011-06-10,16.6667
2011-06-16,0.0
2011-06-24,0.0
2011-07-20,0.0
2011-07-28,0.0
2011-12-13,0.0
2011-12-14,0.0
2012-03-19,-57.1429
2012-04-04,0.0
2012-04-18,0.0
2012-04-19,33.3333
2012-04-26,15.0
2012-04-27,-13.0435
2012-05-02,0.0
2012-06-13,0.0
2012-06-29,775.0
2012-07-02,-54.2857
2012-07-03,28.75
2012-07-05,-22.3301
2012-07-06,-11.25
2012-07-09,-8.4507
2012-07-10,-45.1923
2012-07-11,5.2632
2012-07-12,-5.0
2012-07-13,0.0
