ticker,WHZT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-23,22.3
2012-03-26,-5.3557
2012-03-27,-1.9005999999999998
2012-03-28,0.044
2012-03-29,-0.5282
2012-03-30,1.7699
2012-04-02,1.8696000000000002
2012-04-03,-0.1707
2012-04-04,-0.9833
2012-04-05,0.8204
2012-04-09,0.4711
2012-04-10,-1.7477
2012-04-11,0.4338
2012-04-12,1.7279
2012-04-13,1.0191
2012-04-16,0.4624
2012-04-17,-1.841
2012-04-18,-0.9804
2012-04-19,-0.6457
2012-04-20,1.1698
2012-04-23,-0.9422
2012-04-24,0.9511
2012-04-25,-1.5846
2012-04-26,0.6092
2012-04-27,-0.5623
2012-04-30,0.0435
2012-05-01,0.6522
2012-05-02,-0.6479
2012-05-03,-1.7826
2012-05-04,0.4427
2012-05-07,-0.8374
2012-05-08,1.4667
2012-05-09,-0.5694
2012-05-10,0.4405
2012-05-11,0.9649
2012-05-14,-2.4327
2012-05-15,-3.74
2012-05-16,-3.0317
2012-05-17,0.3998
2012-05-18,-0.5973
2012-05-21,5.5583
2012-05-22,-1.6602999999999999
2012-05-23,-2.5567
2012-05-24,-0.099
2012-05-25,1.2884
2012-05-29,-0.7828
2012-05-30,-3.2544
2012-05-31,-0.6116
2012-06-01,-1.5897000000000001
2012-06-04,-1.6154
2012-06-05,3.178
2012-06-06,0.77
2012-06-07,-0.5196
2012-06-08,-0.1434
2012-06-11,-2.8205
2012-06-12,-0.1055
2012-06-13,2.6941
2012-06-14,1.6461000000000001
2012-06-15,2.3279
2012-06-18,-2.7201
2012-06-19,0.9659
2012-06-20,-2.9204
2012-06-21,-2.8527
2012-06-22,-0.4805
2012-06-25,-2.8433
2012-06-26,-0.6074
2012-06-27,3.0
2012-06-28,-0.2157
2012-06-29,3.5135
2012-07-02,-1.0444
2012-07-03,0.7916
2012-07-05,1.5707
2012-07-06,1.0825
2012-07-09,0.5609
2012-07-10,0.8114
2012-07-11,-0.9054
2012-07-12,1.2690000000000001
2012-07-13,1.1529
2012-07-16,0.9861
2012-07-17,5.3536
2012-07-18,-5.0769
2012-07-19,0.1472
2012-07-20,-0.539
2012-07-23,-0.4926
2012-07-24,-0.5941
2012-07-25,-0.2988
2012-07-26,-0.0999
2012-07-27,0.35
2012-07-30,2.0429
2012-07-31,0.0977
2012-08-01,0.7317
2012-08-02,0.7264
2012-08-03,0.1923
2012-08-06,0.4798
2012-08-07,1.1939
2012-08-08,-1.3214000000000001
2012-08-09,0.4304
