ticker,SRDX US Equity
2000-05-23,4.375
2000-05-24,0.5988
2000-05-25,10.7143
2000-05-26,-5.3763
2000-05-30,6.8182
2000-05-31,1.5957
2000-06-01,-1.5707
2000-06-02,8.2447
2000-06-05,0.0
2000-06-06,-2.2113
2000-06-07,1.5074999999999998
2000-06-08,0.0
2000-06-09,-0.9901
2000-06-12,4.0
2000-06-13,0.9615
2000-06-14,4.7619
2000-06-15,0.0
2000-06-16,-2.5
2000-06-19,2.6807
2000-06-20,6.6969
2000-06-21,-1.2766
2000-06-22,7.7586
2000-06-23,-2.4
2000-06-26,0.0
2000-06-27,3.8933999999999997
2000-06-28,3.3531
2000-06-29,8.3969
2000-06-30,-26.7606
2000-07-03,32.2115
2000-07-05,-3.6364
2000-07-06,32.0755
2000-07-07,-5.7143
2000-07-10,0.0
2000-07-11,-0.4545
2000-07-12,0.1522
2000-07-13,0.0
2000-07-14,-0.9119
2000-07-17,-1.6871
2000-07-18,0.936
2000-07-19,-4.0572
2000-07-20,7.934
2000-07-21,0.597
2000-07-24,-3.5608
2000-07-25,5.6923
2000-07-26,4.2213
2000-07-27,-2.7933
2000-07-28,-0.8621
2000-07-31,3.1884
2000-08-01,5.618
2000-08-02,-3.7234
2000-08-03,1.6575
2000-08-04,-0.5435
2000-08-07,0.0
2000-08-08,3.2787
2000-08-09,2.1164
2000-08-10,0.5181
2000-08-11,0.5155
2000-08-14,0.5128
2000-08-15,-1.0204
2000-08-16,-0.9021
2000-08-17,1.9506000000000001
2000-08-18,-1.5306
2000-08-21,0.2591
2000-08-22,-1.938
2000-08-23,-6.3241
2000-08-24,0.2813
2000-08-25,0.1403
2000-08-28,0.8403
2000-08-29,-1.9444
2000-08-30,-0.2833
2000-08-31,3.4091
2000-09-01,6.1813
2000-09-05,-6.0802
2000-09-06,6.3361
2000-09-07,2.5907
2000-09-08,2.904
2000-09-11,-2.6994
2000-09-12,6.6835
2000-09-13,4.1371
2000-09-14,0.0
2000-09-15,-1.8161
2000-09-18,-7.1676
2000-09-19,0.3736
2000-09-20,1.4888
2000-09-21,0.978
2000-09-22,0.2421
2000-09-25,-0.8454
2000-09-26,-2.5579
2000-09-27,-1.125
2000-09-28,8.7231
2000-09-29,1.8605
2000-10-02,-2.7397
2000-10-03,-2.6995
2000-10-04,4.4632
2000-10-05,8.776
2000-10-06,-5.7325
2000-10-09,-0.1126
2000-10-10,-0.7892
2000-10-11,-3.6364
2000-10-12,-0.2358
2000-10-13,4.9645
2000-10-16,-1.9144
2000-10-17,-0.6889
2000-10-18,2.8902
2000-10-19,-0.4494
2000-10-20,8.465
2000-10-23,-0.3122
2000-10-24,0.9395
2000-10-25,-1.758
2000-10-26,-4.1053
2000-10-27,-9.7695
2000-10-30,-2.7981
2000-10-31,5.1314
2000-11-01,-4.6429
2000-11-02,0.8739
2000-11-03,-0.9901
2000-11-06,-10.4688
2000-11-07,8.0628
2000-11-08,5.814
2000-11-09,-2.7778
2000-11-10,-2.292
2000-11-13,0.0
2000-11-14,2.6992000000000003
2000-11-15,0.3755
2000-11-16,-2.4938000000000002
2000-11-17,2.4297
2000-11-20,-3.995
2000-11-21,0.0
2000-11-22,1.0403
2000-11-24,2.4453
2000-11-27,-10.0503
2000-11-28,-6.9832
2000-11-29,6.3063
2000-11-30,-0.2825
2000-12-01,-1.4163999999999999
2000-12-04,1.1494
2000-12-05,8.3807
2000-12-06,2.7523
2000-12-07,5.6122
2000-12-08,8.2126
2000-12-11,4.4643
2000-12-12,0.2137
2000-12-13,-1.919
2000-12-14,0.4348
2000-12-15,-5.6277
2000-12-18,0.9174
2000-12-19,4.0909
2000-12-20,-2.6201
2000-12-21,4.4843
2000-12-22,0.4292
2000-12-26,5.7692
2000-12-27,9.899000000000001
2000-12-28,6.25
2000-12-29,1.9031
2001-01-02,-14.4312
2001-01-03,17.6587
2001-01-04,-10.2867
2001-01-05,-4.5113
2001-01-08,0.5906
2001-01-09,-6.4579
2001-01-10,-2.9289
2001-01-11,15.3017
2001-01-12,-3.3645
2001-01-16,13.1528
2001-01-17,-16.2393
2001-01-18,-2.8571
2001-01-19,3.3613
2001-01-22,-2.0325
2001-01-23,3.7344
2001-01-24,-7.2
2001-01-25,1.0776
2001-01-26,-0.6397
2001-01-29,0.4292
2001-01-30,-1.6560000000000001
2001-01-31,-2.6616
2001-02-01,-6.9196
2001-02-02,-10.7914
2001-02-05,17.7419
2001-02-06,3.8813
2001-02-07,4.8352
2001-02-08,-0.2096
2001-02-09,-1.2605
2001-02-12,5.5319
2001-02-13,5.6452
2001-02-14,-0.9542
2001-02-15,2.3121
2001-02-16,-2.8249
2001-02-20,0.0
2001-02-21,0.5814
2001-02-22,-0.3854
2001-02-23,-0.5803
2001-02-26,-0.1946
2001-02-27,-6.8225999999999996
2001-02-28,3.9226
2001-03-01,-0.3523
2001-03-02,-1.4141
2001-03-05,-2.459
2001-03-06,6.7227
2001-03-07,3.1496
2001-03-08,-0.9542
2001-03-09,-3.0829
2001-03-12,-1.7893
2001-03-13,2.834
2001-03-14,-3.1496
2001-03-15,3.6585
2001-03-16,6.0784
2001-03-19,2.9112999999999998
2001-03-20,6.511
2001-03-21,-6.5767
2001-03-22,-1.8051
2001-03-23,0.2757
2001-03-26,1.1916
2001-03-27,1.4493
2001-03-28,-0.7143
2001-03-29,0.7194
2001-03-30,2.8571
2001-04-02,-1.7361
2001-04-03,1.7668
2001-04-04,0.1736
2001-04-05,9.5321
2001-04-06,7.7532
2001-04-09,-1.0866
2001-04-10,2.7316000000000003
2001-04-11,-2.4277
2001-04-12,1.5403
2001-04-16,-0.8868
2001-04-17,-5.5804
2001-04-18,18.4539
2001-04-19,3.9579
2001-04-20,-1.4783
2001-04-23,-1.2744
2001-04-24,-0.7704
2001-04-25,-1.0911
2001-04-26,2.3335
2001-04-27,7.5870999999999995
2001-04-30,6.5318000000000005
2001-05-01,-3.7801
2001-05-02,4.1353
2001-05-03,-3.4295999999999998
2001-05-04,-0.7477
2001-05-07,-8.8512
2001-05-08,3.3058
2001-05-09,4.0
2001-05-10,-0.2885
2001-05-11,-1.35
2001-05-14,-3.4018
2001-05-15,1.0727
2001-05-16,-2.7833
2001-05-17,6.1792
2001-05-18,-1.0669
2001-05-21,3.9215999999999998
2001-05-22,3.0189
2001-05-23,-4.0476
2001-05-24,1.966
2001-05-25,0.5241
2001-05-29,-2.5885
2001-05-30,-0.7838
2001-05-31,4.5087
2001-06-01,-2.2861000000000002
2001-06-04,10.9245
2001-06-05,-1.3437999999999999
2001-06-06,-3.4483
2001-06-07,0.5357
2001-06-08,2.5755
2001-06-11,-2.355
2001-06-12,-5.125
2001-06-13,-1.0467
2001-06-14,-9.3313
2001-06-15,-6.8125
2001-06-18,-15.0458
2001-06-19,21.3158
2001-06-20,6.7028
2001-06-21,13.7426
2001-06-22,1.4298
2001-06-25,4.6167
2001-06-26,-4.9352
2001-06-27,-0.0709
2001-06-28,-1.7730000000000001
2001-06-29,6.1372
2001-07-02,-2.0748
2001-07-03,-2.7786999999999997
2001-07-05,0.0536
2001-07-06,0.0714
2001-07-09,-1.9402
2001-07-10,-3.5705999999999998
2001-07-11,0.3774
2001-07-12,0.4699
2001-07-13,1.8709
2001-07-16,2.4793
2001-07-17,5.7348
2001-07-18,-8.9831
2001-07-19,-3.0726
2001-07-20,-6.244
2001-07-23,0.1025
2001-07-24,-4.7697
2001-07-25,1.8056999999999999
2001-07-26,1.4569
2001-07-27,0.9573
2001-07-30,0.804
2001-07-31,-0.8384
2001-08-01,3.3821
2001-08-02,3.1319
2001-08-03,3.0561
2001-08-06,-7.5638
2001-08-07,-0.3046
2001-08-08,-3.2587
2001-08-09,1.2631999999999999
2001-08-10,3.4304
2001-08-13,2.4925
2001-08-14,0.1177
2001-08-15,-3.2321
2001-08-16,5.8704
2001-08-17,-2.4474
2001-08-20,-0.0196
2001-08-21,-7.4495000000000005
2001-08-22,-9.2989
2001-08-23,-7.2863
2001-08-24,12.0907
2001-08-27,-3.3708
2001-08-28,-0.5814
2001-08-29,4.3275
2001-08-30,0.8969
2001-08-31,3.5556
2001-09-04,16.2446
2001-09-05,-4.0059
2001-09-06,-2.7115
2001-09-07,0.1581
2001-09-10,0.9868
2001-09-17,-8.5597
2001-09-18,2.586
2001-09-19,-9.4583
2001-09-20,-6.8109
2001-09-21,-3.7037
2001-09-24,-9.3077
2001-09-25,6.7289
2001-09-26,5.7219
2001-09-27,7.6171
2001-09-28,-6.9849
2001-10-01,-1.627
2001-10-02,0.1527
2001-10-03,5.0559
2001-10-04,-6.2878
2001-10-05,1.9870999999999999
2001-10-08,-0.0506
2001-10-09,5.3418
2001-10-10,2.0187
2001-10-11,4.947
2001-10-12,-1.8855
2001-10-15,2.7454
2001-10-16,-1.9595
2001-10-17,-5.1783
2001-10-18,1.8204
2001-10-19,0.5881
2001-10-22,1.3798
2001-10-23,1.0611
2001-10-24,0.6619
2001-10-25,2.4943
2001-10-26,-11.7257
2001-10-29,-6.1404
2001-10-30,-5.2069
2001-10-31,0.8169
2001-11-01,-6.0911
2001-11-02,-1.8447
2001-11-05,0.485
2001-11-06,0.1207
2001-11-07,0.934
2001-11-08,3.6715999999999998
2001-11-09,2.9369
2001-11-12,-2.5175
2001-11-13,4.7633
2001-11-14,-1.5064
2001-11-15,-2.9477
2001-11-16,1.2894
2001-11-19,5.884
2001-11-20,-6.0914
2001-11-21,1.8492
2001-11-23,-0.3073
2001-11-26,-4.0067
2001-11-27,-1.3427
2001-11-28,-3.6391
2001-11-29,1.3816
2001-11-30,-1.9988000000000001
2001-12-03,-2.3795
2001-12-04,1.2662
2001-12-05,3.1885
2001-12-06,1.7873
2001-12-07,-0.1488
2001-12-10,0.9538
2001-12-11,0.6791
2001-12-12,-2.1994
2001-12-13,-0.1499
2001-12-14,-1.8618999999999999
2001-12-17,1.8146
2001-12-18,2.3352
2001-12-19,3.0837
2001-12-20,0.7123
2001-12-21,6.8458
2001-12-24,-1.1385
2001-12-26,-3.5886
2001-12-27,0.1667
2001-12-28,1.3588
2001-12-31,-0.2462
2002-01-02,-1.8102
2002-01-03,3.7989
2002-01-04,-0.0269
2002-01-07,-2.8264
2002-01-08,2.5208
2002-01-09,0.4323
2002-01-10,0.8878
2002-01-11,-0.6667
2002-01-14,0.5369
2002-01-15,0.1335
2002-01-16,0.2133
2002-01-17,0.9846
2002-01-18,-2.029
2002-01-22,-1.5062
2002-01-23,3.3588
2002-01-24,0.1321
2002-01-25,-0.5013
2002-01-28,0.6895
2002-01-29,-2.2913
2002-01-30,-1.9407
2002-01-31,3.6284
2002-02-01,1.2202
2002-02-04,-7.0755
2002-02-05,-6.8528
2002-02-06,-1.9074
2002-02-07,4.784
2002-02-08,2.7393
2002-02-11,-1.7202
2002-02-12,-1.2544
2002-02-13,-0.1773
2002-02-14,-0.6807
2002-02-15,2.9499
2002-02-19,-1.8524
2002-02-20,1.7399
2002-02-21,-1.0145
2002-02-22,1.4056
2002-02-25,-1.0107
2002-02-26,0.9918
2002-02-27,-0.9243
2002-02-28,3.207
2002-03-01,-0.8757
2002-03-04,8.008
2002-03-05,-5.3034
2002-03-06,0.3009
2002-03-07,4.1447
2002-03-08,3.3609
2002-03-11,2.9935
2002-03-12,-4.3347999999999995
2002-03-13,-3.0382
2002-03-14,5.3485
2002-03-15,7.0
2002-03-18,5.8471
2002-03-19,0.9962
2002-03-20,0.8742
2002-03-21,2.1778
2002-03-22,-1.4788999999999999
2002-03-25,2.649
2002-03-26,-0.8602
2002-03-27,-1.7354
2002-03-28,-3.7528
2002-04-01,3.8991
2002-04-02,-0.9757
2002-04-03,1.7433
2002-04-04,-3.3742
2002-04-05,-0.1134
2002-04-08,0.0
2002-04-09,-2.7241999999999997
2002-04-10,-1.7036
2002-04-11,2.4454000000000002
2002-04-12,-0.9965
2002-04-15,0.6554
2002-04-16,0.5581
2002-04-17,2.914
2002-04-18,0.9438
2002-04-19,-2.0481
2002-04-22,-2.4773
2002-04-23,-4.3812999999999995
2002-04-24,0.4143
2002-04-25,-0.5825
2002-04-26,-2.3413
2002-04-29,-4.7774
2002-04-30,6.7734
2002-05-01,-1.5981999999999998
2002-05-02,-1.924
2002-05-03,2.6752000000000002
2002-05-06,-7.1712
2002-05-07,1.4702
2002-05-08,0.1054
2002-05-09,-5.2632
2002-05-10,4.1389
2002-05-13,0.4268
2002-05-14,6.4276
2002-05-15,-3.5438
2002-05-16,2.1992
2002-05-17,1.4405000000000001
2002-05-20,-1.9167
2002-05-21,-5.1169
2002-05-22,-1.0459
2002-05-23,-2.439
2002-05-24,-4.9167
2002-05-28,5.8136
2002-05-29,-4.8868
2002-05-30,0.5515
2002-05-31,-1.963
2002-06-03,-3.7102
2002-06-04,-1.5901999999999998
2002-06-05,4.133
2002-06-06,-3.4318
2002-06-07,1.3288
2002-06-10,3.9951
2002-06-11,-5.4252
2002-06-12,-8.2171
2002-06-13,1.3514
2002-06-14,1.6667
2002-06-17,0.5574
2002-06-18,-0.7499
2002-06-19,-10.3154
2002-06-20,-15.641
2002-06-21,-4.3422
2002-06-24,0.3631
2002-06-25,9.7241
2002-06-26,9.0684
2002-06-27,-1.6629
2002-06-28,-0.1153
2002-07-01,-4.117
2002-07-02,-7.3034
2002-07-03,1.5584
2002-07-05,5.2856
2002-07-08,-2.1862
2002-07-09,-2.6118
2002-07-10,-9.8559
2002-07-11,-4.0028
2002-07-12,3.9242
2002-07-15,-3.2609
2002-07-16,-2.3449
2002-07-17,2.3012
2002-07-18,1.4181
2002-07-19,-0.7715
2002-07-22,0.2915
2002-07-23,-3.343
2002-07-24,7.0226
2002-07-25,8.5663
2002-07-26,7.8085
2002-07-29,0.4402
2002-07-30,-3.3865
2002-07-31,8.3299
2002-08-01,3.6163
2002-08-02,0.0735
2002-08-05,-1.6886999999999999
2002-08-06,2.5019
2002-08-07,1.9308
2002-08-08,4.9678
2002-08-09,-0.681
2002-08-12,-0.8228
2002-08-13,-5.7726
2002-08-14,4.9817
2002-08-15,2.1036
2002-08-16,0.3765
2002-08-19,-0.8524
2002-08-20,-0.1032
2002-08-21,-2.5507999999999997
2002-08-22,1.9817
2002-08-23,-1.9397
2002-08-26,0.4592
2002-08-27,-4.0788
2002-08-28,-1.0264
2002-08-29,3.3333
2002-08-30,-4.4803
2002-09-03,-5.1407
2002-09-04,5.6962
2002-09-05,-5.4566
2002-09-06,2.9214
2002-09-09,5.5385
2002-09-10,1.3484
2002-09-11,4.351
2002-09-12,-5.6168
2002-09-13,3.2494
2002-09-16,2.1924
2002-09-17,-1.7301
2002-09-18,-0.8803
2002-09-19,-0.8881
2002-09-20,0.1039
2002-09-23,-3.3263
2002-09-24,-0.8148
2002-09-25,3.5474
2002-09-26,3.1374
2002-09-27,3.2517
2002-09-30,7.5855
2002-10-01,1.4416
2002-10-02,6.5843
2002-10-03,-4.0466
2002-10-04,-5.1517
2002-10-07,-3.6593999999999998
2002-10-08,3.8515
2002-10-09,-4.054
2002-10-10,4.3652
2002-10-11,1.2452
2002-10-14,2.176
2002-10-15,3.8272
2002-10-16,-1.7835999999999999
2002-10-17,0.7869
2002-10-18,2.4925
2002-10-21,4.0141
2002-10-22,-4.4789
2002-10-23,-7.8443000000000005
2002-10-24,6.08
2002-10-25,-0.0302
2002-10-28,-3.7417
2002-10-29,-0.4702
2002-10-30,4.3433
2002-10-31,3.2932
2002-11-01,1.9258
2002-11-04,2.3539
2002-11-05,1.8487
2002-11-06,2.4202
2002-11-07,-5.0456
2002-11-08,-0.3705
2002-11-11,-1.476
2002-11-12,4.2927
2002-11-13,-0.1354
2002-11-14,2.2102
2002-11-15,-1.4586999999999999
2002-11-18,-4.5069
2002-11-19,-4.0552
2002-11-20,-2.1283
2002-11-21,2.4809
2002-11-22,0.3288
2002-11-25,0.2085
2002-11-26,-3.6564
2002-11-27,-0.4937
2002-11-29,-0.3101
2002-12-02,-0.6843
2002-12-03,-1.0335
2002-12-04,2.8481
2002-12-05,-2.8308
2002-12-06,-1.5199
2002-12-09,-0.0322
2002-12-10,-0.3216
2002-12-11,1.5812
2002-12-12,-0.2541
2002-12-13,-3.6624
2002-12-16,1.5207000000000002
2002-12-17,0.9801
2002-12-18,-1.1963
2002-12-19,-1.5992
2002-12-20,-3.0547
2002-12-23,2.9798999999999998
2002-12-24,-0.1329
2002-12-26,-0.998
2002-12-27,-2.9234
2002-12-30,0.1385
2002-12-31,-0.8642
2003-01-02,2.8273
2003-01-03,6.7788
2003-01-06,1.9371
2003-01-07,-1.0592
2003-01-08,-1.8892
2003-01-09,-0.2888
2003-01-10,-3.4117
2003-01-13,1.133
2003-01-14,-1.911
2003-01-15,-0.907
2003-01-16,2.678
2003-01-17,11.9181
2003-01-21,0.295
2003-01-22,-1.9146999999999998
2003-01-23,-2.5758
2003-01-24,-4.7399000000000004
2003-01-27,-1.1632
2003-01-28,-1.9614
2003-01-29,0.0
2003-01-30,-1.5672000000000001
2003-01-31,1.626
2003-02-03,0.0
2003-02-04,1.1
2003-02-05,1.0551
2003-02-06,-1.3051
2003-02-07,0.6612
2003-02-10,2.0361
2003-02-11,1.5449000000000002
2003-02-12,-16.1331
2003-02-13,-1.0582
2003-02-14,-1.4515
2003-02-18,1.0465
2003-02-19,-0.4603
2003-02-20,3.2755
2003-02-21,3.6157
2003-02-24,-0.9327
2003-02-25,-0.2545
2003-02-26,1.2026
2003-02-27,0.108
2003-02-28,0.8993
2003-03-03,1.0339
2003-03-04,-0.494
2003-03-05,0.3191
2003-03-06,0.6327
2003-03-07,0.9168
2003-03-10,-1.7751000000000001
2003-03-11,-0.5315
2003-03-12,0.7481
2003-03-13,1.8740999999999999
2003-03-14,0.6977
2003-03-17,0.5481
2003-03-18,1.5084
2003-03-19,2.8369
2003-03-20,-1.4122
2003-03-21,5.5963
2003-03-24,-1.4511
2003-03-25,0.8323
2003-03-26,1.5873
2003-03-27,-1.75
2003-03-28,-1.8416000000000001
2003-03-31,0.1588
2003-04-01,2.5558
2003-04-02,1.2303
2003-04-03,-0.1278
2003-04-04,-1.869
2003-04-07,2.7027
2003-04-08,1.2692999999999999
2003-04-09,0.1529
2003-04-10,2.3199
2003-04-11,1.8795
2003-04-14,2.5183
2003-04-15,-0.7426
2003-04-16,-2.8777
2003-04-17,-0.8889
2003-04-21,4.6338
2003-04-22,3.6286
2003-04-23,-0.4687
2003-04-24,-5.2078
2003-04-25,-0.2922
2003-04-28,3.0188
2003-04-29,2.4182
2003-04-30,0.75
2003-05-01,1.544
2003-05-02,3.4754
2003-05-05,2.6765
2003-05-06,4.9067
2003-05-07,-3.1669
2003-05-08,-3.044
2003-05-09,1.0612
2003-05-12,0.3877
2003-05-13,-2.532
2003-05-14,-0.0262
2003-05-15,-1.1811
2003-05-16,-2.178
2003-05-19,-3.3125
2003-05-20,-0.3089
2003-05-21,-3.9408
2003-05-22,4.689
2003-05-23,-0.5602
2003-05-27,2.9577
2003-05-28,3.2558
2003-05-29,1.1367
2003-05-30,2.3606
2003-06-02,-2.7387
2003-06-03,0.1553
2003-06-04,-3.1766
2003-06-05,-2.3066
2003-06-06,-0.9167
2003-06-09,-0.799
2003-06-10,0.5511
2003-06-11,-0.1124
2003-06-12,0.5909
2003-06-13,-0.6713
2003-06-16,3.6328
2003-06-17,0.0815
2003-06-18,-0.5973
2003-06-19,-3.3324
2003-06-20,-2.4018
2003-06-23,-5.7614
2003-06-24,-1.4439
2003-06-25,-1.1222
2003-06-26,-0.6936
2003-06-27,-2.8571
2003-06-30,-0.2614
2003-07-01,-1.3761
2003-07-02,-0.0332
2003-07-03,-0.1861
2003-07-07,4.0487
2003-07-08,-0.48
2003-07-09,2.6688
2003-07-10,0.1879
2003-07-11,0.9722
2003-07-14,2.3188
2003-07-15,-1.5734
2003-07-16,-4.9185
2003-07-17,-2.9745
2003-07-18,7.6308
2003-07-21,0.3096
2003-07-22,7.716
2003-07-23,1.3467
2003-07-24,-0.2262
2003-07-25,0.9918
2003-07-28,1.8799000000000001
2003-07-29,-1.2118
2003-07-30,1.4497
2003-07-31,3.1602
2003-08-01,-3.2765
2003-08-04,-1.1567
2003-08-05,-1.8947
2003-08-06,-4.4022
2003-08-07,-0.0297
2003-08-08,-0.8321
2003-08-11,0.0899
2003-08-12,1.8263
2003-08-13,-0.9115
2003-08-14,-2.819
2003-08-15,-0.6107
2003-08-18,0.9831
2003-08-19,-0.6693
2003-08-20,-0.0919
2003-08-21,1.2876
2003-08-22,-0.1211
2003-08-25,0.9091
2003-08-26,0.991
2003-08-27,-0.9218
2003-08-28,-0.4202
2003-08-29,1.085
2003-09-02,4.1443
2003-09-03,0.4867
2003-09-04,-1.2536
2003-09-05,-3.3179
2003-09-08,4.2077
2003-09-09,-1.9759
2003-09-10,1.1686
2003-09-11,-0.3754
2003-09-12,-2.6377
2003-09-15,-10.0923
2003-09-16,-5.0
2003-09-17,-1.7428
2003-09-18,4.1504
2003-09-19,0.4768
2003-09-22,-1.6949
2003-09-23,-1.6897
2003-09-24,-2.6657
2003-09-25,-4.4685
2003-09-26,-1.358
2003-09-29,2.9828
2003-09-30,-0.3713
2003-10-01,0.6336
2003-10-02,2.8148
2003-10-03,0.0
2003-10-06,-3.4942
2003-10-07,4.33
2003-10-08,1.2522
2003-10-09,-3.1802
2003-10-10,0.1825
2003-10-13,0.9107
2003-10-14,1.8051
2003-10-15,-0.8156
2003-10-16,-0.2145
2003-10-17,0.3225
2003-10-20,-2.8929
2003-10-21,2.5745
2003-10-22,-3.9798999999999998
2003-10-23,-0.9335
2003-10-24,-2.0354
2003-10-27,0.1539
2003-10-28,1.8824
2003-10-29,-6.8627
2003-10-30,-17.3684
2003-10-31,2.8907
2003-11-03,-1.4762
2003-11-04,1.0633
2003-11-05,-1.4825
2003-11-06,7.5243
2003-11-07,-2.1264
2003-11-10,-2.9937
2003-11-11,1.0461
2003-11-12,4.6118
2003-11-13,2.4741
2003-11-14,-3.3363
2003-11-17,-1.4532
2003-11-18,-0.8756
2003-11-19,2.5105
2003-11-20,-2.3129
2003-11-21,-0.1857
2003-11-24,-2.4651
2003-11-25,-2.432
2003-11-26,1.2219
2003-11-28,2.2211
2003-12-01,-0.803
2003-12-02,-1.9048
2003-12-03,0.0485
2003-12-04,-0.1941
2003-12-05,-1.2154
2003-12-08,2.5591
2003-12-09,-0.6238
2003-12-10,-2.7039999999999997
2003-12-11,1.5385
2003-12-12,1.3685
2003-12-15,-1.6393
2003-12-16,-1.4706000000000001
2003-12-17,0.0498
2003-12-18,2.3869
2003-12-19,1.5056
2003-12-22,0.2392
2003-12-23,-0.0955
2003-12-24,3.3445
2003-12-26,2.0804
2003-12-29,1.2681
2003-12-30,7.0215
2003-12-31,-0.794
2004-01-02,1.4322
2004-01-05,-0.8721
2004-01-06,0.2514
2004-01-07,-3.5938
2004-01-08,1.8639000000000001
2004-01-09,-4.0894
2004-01-12,-0.2174
2004-01-13,-0.9337
2004-01-14,-0.2693
2004-01-15,4.3204
2004-01-16,-0.5177
2004-01-20,-2.4284
2004-01-21,-0.0444
2004-01-22,-5.2023
2004-01-23,0.5159
2004-01-26,-0.3266
2004-01-27,-1.03
2004-01-28,-0.6623
2004-01-29,-1.4285999999999999
2004-01-30,0.3333
2004-02-02,-0.0433
2004-02-03,-0.6744
2004-02-04,-1.5034
2004-02-05,2.2649
2004-02-06,3.5147
2004-02-09,-0.1349
2004-02-10,-1.1224
2004-02-11,-0.1884
2004-02-12,-1.4158
2004-02-13,2.4414
2004-02-17,0.8925
2004-02-18,-0.8846
2004-02-19,-0.5607
2004-02-20,-2.4906
2004-02-23,-0.7711
2004-02-24,5.7795
2004-02-25,-2.8926
2004-02-26,0.5201
2004-02-27,-1.1289
2004-03-01,0.5709
2004-03-02,-0.8042
2004-03-03,0.0954
2004-03-04,0.5241
2004-03-05,-0.0948
2004-03-08,-1.3283
2004-03-09,-0.625
2004-03-10,-0.7741
2004-03-11,-0.3413
2004-03-12,-0.3425
2004-03-15,0.0
2004-03-16,-2.4546
2004-03-17,0.0503
2004-03-18,-2.8169
2004-03-19,3.0538
2004-03-22,-3.0638
2004-03-23,-3.6269
2004-03-24,0.6452
2004-03-25,1.0684
2004-03-26,0.8985
2004-03-29,0.8381
2004-03-30,0.0
2004-03-31,3.4286
2004-04-01,0.9543
2004-04-02,-0.398
2004-04-05,-1.8481999999999998
2004-04-06,-1.6794
2004-04-07,1.9668999999999999
2004-04-08,0.2538
2004-04-12,-1.6202999999999999
2004-04-13,0.0
2004-04-14,-1.3896
2004-04-15,1.7223000000000002
2004-04-16,0.0513
2004-04-19,-0.2051
2004-04-20,-2.3638
2004-04-21,0.3158
2004-04-22,20.5666
2004-04-23,3.0461
2004-04-26,-4.5608
2004-04-27,1.3274
2004-04-28,-1.2664
2004-04-29,-0.4423
2004-04-30,-0.0444
2004-05-03,-0.0444
2004-05-04,-2.0454
2004-05-05,0.1362
2004-05-06,2.7199
2004-05-07,-2.4713
2004-05-10,0.7692
2004-05-11,1.1226
2004-05-12,1.0657
2004-05-13,-0.2636
2004-05-14,-1.1013
2004-05-17,-2.8062
2004-05-18,1.0082
2004-05-19,-1.3612
2004-05-20,-1.3799000000000001
2004-05-21,2.3787
2004-05-24,1.5945
