ticker,BSTK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,1900.0
2000-01-10,0.0
2000-01-11,50.0
2000-01-18,-33.3333
2000-02-01,-95.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-14,1900.0
2000-03-17,50.0
2000-03-21,0.0
2000-03-22,133.3333
2000-03-23,0.0
2000-04-24,-57.1429
2000-05-09,0.0
2000-06-16,0.0
2000-07-11,0.0
2000-08-31,0.0
2000-09-12,-33.3333
2000-09-22,-50.0
2000-09-28,0.0
2000-10-06,0.0
2000-11-07,0.0
2000-11-08,-50.0
2000-11-10,0.0
2000-11-21,0.0
2000-11-22,0.0
2000-11-27,0.0
2000-12-07,20.0
2000-12-11,0.0
2000-12-13,0.0
2000-12-21,-16.6667
2000-12-29,-80.0
2001-02-14,200.0
2001-04-26,-33.3333
2001-04-27,0.0
2001-10-12,-50.0
2001-11-12,100.0
2001-12-11,0.0
2001-12-17,0.0
2001-12-24,0.0
2002-02-20,0.0
2002-03-01,0.0
2002-04-04,0.0
2002-04-26,0.0
2002-05-01,0.0
2002-06-05,0.0
2002-06-14,0.0
2002-08-12,0.0
2002-09-26,-50.0
2002-10-10,-87.5
2002-12-17,700.0
2002-12-18,0.0
2003-02-13,0.0
2003-02-20,0.0
2003-03-04,0.0
2003-05-06,0.0
2003-05-07,0.0
2003-07-14,0.0
2003-08-25,0.0
2003-10-01,0.0
2003-10-30,0.0
2003-10-31,0.0
2003-11-19,0.0
2003-12-18,0.0
2003-12-29,0.0
2004-01-23,0.0
2004-02-02,0.0
2004-04-19,0.0
2004-05-10,0.0
2004-07-01,0.0
2004-09-10,0.0
2004-09-14,0.0
2004-11-09,0.0
2004-12-02,0.0
2004-12-07,0.0
2004-12-14,0.0
2005-01-05,0.0
2005-02-14,0.0
2005-03-24,0.0
2005-04-26,0.0
2005-08-04,0.0
2005-08-31,0.0
2005-11-17,0.0
2006-01-30,0.0
2006-01-31,900.0
2006-02-03,-40.0
2006-02-07,-33.3333
2006-02-09,25.0
2006-03-30,-40.0
2006-03-31,0.0
2006-06-14,0.0
2006-06-27,0.0
2006-07-18,0.0
2006-08-30,0.0
2006-09-18,0.0
2006-09-26,4.1667
2006-11-08,-4.0
2006-11-14,0.0
2006-12-13,-50.0
2007-03-29,0.0
2007-04-10,0.0
2007-05-22,233.3333
2007-06-20,0.0
2007-08-31,-80.0
2007-12-31,400.0
2008-02-20,-76.25
2008-02-29,68.4211
2008-04-04,0.0
2008-07-01,100.0
