ticker,RNBI US Equity
2014-08-22,-6.8493
2014-08-25,17.647100000000002
2014-08-26,15.0
2014-08-27,17.3913
2014-08-28,-9.6065
2014-08-29,-0.2561
2014-09-02,-10.0128
2014-09-03,6.99
2014-09-04,-7.8667
2014-09-05,-21.2735
2014-09-08,21.6912
2014-09-09,-3.3233
2014-09-10,0.0
2014-09-11,-8.4375
2014-09-12,8.8737
2014-09-15,-19.7492
2014-09-16,9.375
2014-09-17,-14.2857
2014-09-18,7.0833
2014-09-19,-2.3346
2014-09-22,-0.1992
2014-09-24,-0.998
2014-09-25,0.0
2014-09-26,6.4516
2014-09-29,33.3333
2014-09-30,1.9886
2014-10-01,-30.9192
2014-10-02,0.0
2014-10-03,12.9032
2014-10-06,-14.2857
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,-0.625
2014-10-10,0.6289
2014-10-13,0.0
2014-10-15,-13.9583
2014-10-16,0.2421
2014-10-17,15.942
2014-10-20,16.6667
2014-10-21,-25.3571
2014-10-22,30.1435
2014-10-23,17.647100000000002
2014-10-24,-18.75
2014-10-27,-7.6923
2014-10-28,3.3333
2014-10-29,-3.2258
2014-10-30,0.4167
2014-10-31,0.0
2014-11-03,-5.3942
2014-11-04,20.614
2014-11-05,-16.0
2014-11-06,17.316
2014-11-07,-11.4391
2014-11-10,-6.6667
2014-11-11,-6.6964
2014-11-12,-0.4785
2014-11-13,14.9038
2014-11-14,-9.6234
2014-11-17,0.0
2014-11-18,-6.9444
2014-11-19,0.0
2014-11-20,0.0
2014-11-21,11.9403
2014-11-24,20.8889
2014-11-25,-17.2794
2014-11-26,0.0
2014-11-28,0.0
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,-7.5556
2014-12-04,-42.3077
2014-12-05,13.3333
2014-12-08,31.9853
2014-12-09,-33.1476
2014-12-10,33.3333
2014-12-11,12.8125
2014-12-12,-32.687
2014-12-15,30.8642
2014-12-16,-22.956
2014-12-17,-2.0408
2014-12-18,4.5833
2014-12-19,-29.8805
2014-12-23,-27.2727
2014-12-24,0.0
2014-12-26,-12.5
2014-12-29,0.0
2014-12-30,100.0
2014-12-31,-54.4643
2015-01-02,9.8039
2015-01-05,8.9286
2015-01-06,18.0328
2015-01-07,-12.5
2015-01-08,0.0
2015-01-09,1.5873
2015-01-12,25.0
2015-01-13,25.0
2015-01-14,9.5
2015-01-15,-5.0228
2015-01-20,15.3846
2015-01-21,-13.3333
2015-01-23,52.8846
2015-01-26,-5.0314
2015-01-27,-0.3311
2015-01-28,-17.608
2015-01-29,20.1613
2015-01-30,-8.7248
2015-02-02,0.0
2015-02-03,10.6618
2015-02-04,-41.5282
2015-02-05,5.6818
2015-02-09,3.2258
2015-02-10,-4.1667
2015-02-11,0.0
2015-02-12,0.0
2015-02-13,30.4348
2015-02-17,-22.5
2015-02-18,-12.9032
2015-02-19,0.0
2015-02-20,48.1481
2015-02-23,-33.3333
2015-02-24,50.0
2015-02-25,0.0
2015-02-26,0.0
2015-02-27,-14.1667
2015-03-02,-22.3301
2015-03-03,1.25
2015-03-04,44.4444
2015-03-05,105.1282
2015-03-06,-3.3333
2015-03-09,-34.0517
2015-03-10,9.8039
2015-03-11,-50.8929
2015-03-13,16.3636
2015-03-16,1.0417
2015-03-17,8.2474
2015-03-18,-8.5714
2015-03-24,0.0
2015-03-25,56.7708
2015-03-27,-14.9502
2015-03-30,-11.7188
2015-04-01,2.6549
2015-04-06,3.4483
2015-04-07,-12.5
2015-04-09,-0.9524
2015-04-10,10.0962
2015-04-13,-9.1703
2015-04-14,15.3846
2015-04-16,0.0
2015-04-17,0.0
2015-04-20,-5.8333
2015-04-21,18.1416
2015-04-22,-28.0899
2015-04-23,23.9583
2015-04-28,-18.0672
2015-04-29,1.0256
2015-05-01,21.8274
2015-05-04,-6.6667
2015-05-05,0.0
2015-05-06,-13.392900000000001
2015-05-08,0.0
2015-05-12,-16.4948
2015-05-15,0.0
2015-05-20,9.8765
2015-05-21,-1.1236
2015-05-22,0.0
2015-05-26,0.0
2015-05-27,3.4091
2015-05-28,31.8681
2015-05-29,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,-26.6667
2015-06-05,9.0909
2015-06-10,16.6667
2015-06-11,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,2.6786
2015-06-18,-1.7391
2015-06-23,3.0973
2015-06-24,-3.0043
2015-06-25,-0.885
2015-06-26,14.2857
2015-06-29,-18.75
2015-07-01,-7.6923
2015-07-02,0.0
2015-07-07,0.0
2015-07-08,0.0
2015-07-10,0.0
2015-07-13,8.3333
2015-07-15,7.6923
2015-07-17,0.0
2015-07-20,-7.1429
2015-07-21,0.0
2015-07-22,0.0
2015-07-24,-15.3846
2015-07-29,0.0
2015-07-31,0.0
2015-08-04,0.0
2015-08-06,0.0
2015-08-07,-9.0909
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,-50.0
2015-08-17,300.0
2015-08-19,-35.3125
2015-08-21,-49.7585
2015-08-24,0.0
2015-08-25,0.0
2015-08-27,0.0
2015-08-28,0.0
2015-08-31,-15.3846
2015-09-01,45.4545
2015-09-02,0.0
2015-09-08,0.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-14,0.0
2015-09-15,0.0
2015-09-16,0.0
2015-09-18,6.25
2015-09-21,-5.8824
2015-09-24,12.5
2015-09-25,-11.1111
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-07,-2.3438
2015-10-15,8.8
2015-10-20,-5.8824
2015-10-22,0.0
2015-10-23,-37.5
2015-10-28,0.0
2015-10-29,60.0
2015-11-03,-37.5
2015-11-05,0.0
2015-11-06,0.0
2015-11-09,0.0
2015-11-10,20.0
2015-11-11,-33.3333
2015-11-12,0.0
2015-11-16,0.0
2015-11-27,37.5
2015-12-01,-23.8636
2015-12-04,29.8507
2015-12-07,-19.5402
2015-12-08,0.0
2015-12-09,24.2857
2015-12-10,-19.5402
2015-12-14,0.0
2015-12-15,0.0
2015-12-17,-12.857099999999999
2015-12-18,34.4262
2015-12-21,0.0
2015-12-22,-25.6098
2015-12-23,27.8689
2015-12-28,-17.9487
2015-12-30,0.0
2016-01-05,-4.6875
2016-01-06,1.6393
2016-01-07,32.2581
2016-01-11,-25.6098
2016-01-12,0.0
2016-01-14,54.0984
2016-01-22,-28.7234
2016-01-28,4.4776
2016-01-29,5.7143
2016-02-03,-5.4054
2016-02-04,0.0
2016-02-05,0.0
2016-02-16,0.0
2016-02-22,1.4285999999999999
2016-02-23,1.4085
2016-02-29,2.7778
2016-03-02,-2.7027
2016-03-03,1.3889
2016-03-07,-1.3699
2016-03-10,0.0
2016-03-15,-4.1667
2016-03-16,0.0
2016-03-17,1.4493
2016-03-18,0.0
2016-03-21,1.4285999999999999
2016-03-22,-1.4085
2016-03-23,0.0
2016-03-24,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-04-04,-5.7143
2016-04-05,4.5455
2016-04-07,-2.8986
2016-04-12,0.0
2016-04-14,0.0
2016-04-18,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,4.4776
2016-05-06,-8.5714
2016-05-11,78.125
2016-05-23,-41.2281
2016-05-25,-31.3433
2016-05-27,39.1304
2016-06-01,0.0
2016-06-02,0.0
2016-06-06,0.0
2016-06-14,6.25
2016-06-20,0.0
2016-06-23,5.8824
2016-06-24,-11.1111
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-07-01,0.0
2016-07-05,12.5
2016-07-06,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,11.1111
2016-07-18,-3.75
2016-07-19,0.0
2016-07-20,1.2987
2016-07-22,0.0
2016-07-25,-17.9487
2016-07-29,0.0
2016-08-03,0.0
2016-08-05,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-17,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-09-02,0.0
2016-09-06,25.0
2016-09-09,-20.0
2016-09-12,6.25
2016-09-13,-5.8824
2016-09-16,0.0
2016-09-19,0.0
2016-09-21,0.0
2016-09-22,-17.1875
2016-09-26,9.434
2016-09-28,0.0
2016-09-29,1.7241
2016-12-20,-72.8814
2016-12-27,-87.5
2016-12-28,0.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-24,0.0
2017-02-23,0.0
2017-02-27,3100.0
2017-03-01,-96.875
2017-03-02,0.0
2017-03-21,0.0
2017-03-23,0.0
2017-04-03,7900.0
2017-04-04,-98.75
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-24,0.0
2017-05-11,0.0
2017-05-23,50.0
2017-05-25,0.0
2017-06-02,0.0
2017-06-06,6.6667
2017-06-07,0.0
2017-06-08,0.0
2017-06-09,0.0
2017-06-12,0.0
2017-06-26,4900.0
2017-06-27,-99.0
2017-07-03,9900.0
2017-07-10,-99.99
2017-07-13,0.0
2017-07-19,9900.0
2017-07-26,0.0
2017-08-03,0.0
2017-08-31,900.0
2017-09-08,0.0
2017-10-17,310.0
2017-10-18,-2.439
2017-10-19,-10.0
2017-10-24,-72.2222
2017-10-27,-90.0
2017-11-16,900.0
2017-11-27,0.0
2017-12-01,0.0
2017-12-08,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,-90.0
2017-12-27,0.0
2017-12-28,-99.0
2018-02-21,359900.0
2018-03-06,-99.9722
2018-03-07,9900.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-26,0.0
2018-04-02,0.0
2018-04-06,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-16,-99.0
2018-07-17,9900.0
2018-07-18,3500.0
2018-07-20,-97.2222
2018-08-06,0.0
2018-08-07,0.0
2018-08-13,0.0
2018-08-21,0.0
2018-08-23,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-09-07,0.0
2018-09-10,-99.0
2018-09-12,9900.0
2018-09-18,0.0
2018-10-04,0.0
2018-10-09,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-29,0.0
2018-11-16,-90.0
2018-12-03,900.0
2018-12-04,0.0
2018-12-10,0.0
2018-12-18,-90.0
2018-12-28,900.0
2019-01-03,-99.0
2019-01-22,5800.0002
2019-05-14,-98.3051
2019-05-15,900.0
2019-05-16,-90.0
2019-05-17,900.0
2019-05-30,-90.0
2019-07-22,0.0
2019-08-21,0.0
2019-09-09,0.0
2019-09-17,0.0
2019-10-25,999900.0025
2019-10-29,-99.0
2019-11-05,-99.0
2019-11-06,9900.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-22,0.0
2019-12-09,-90.0
2019-12-11,900.0
2019-12-27,0.0
2019-12-30,0.0
2020-02-11,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-20,0.0
2020-03-03,-99.0
2020-03-25,9900.0
2020-03-26,11000.0
2020-03-27,-9.9099
2020-03-30,-99.0
2020-04-03,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,0.0
2020-04-16,9900.0
2020-04-21,-1.0
2020-04-23,-98.9899
2020-04-28,0.0
2020-06-02,0.0
2020-06-08,0.0
2020-06-19,0.0
2020-07-06,0.0
2020-07-08,0.0
2020-07-17,0.0
2020-07-22,0.0
2020-07-31,0.0
