ticker,GNGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-04,50.0
2008-12-05,33.3333
2008-12-08,0.0
2008-12-09,25.0
2008-12-10,0.0
2008-12-19,0.0
2009-01-05,-20.0
2009-02-05,25.0
2009-02-06,0.0
2009-05-04,-80.0
2009-05-12,400.0
2009-05-27,-4.0
2009-06-12,-95.8333
2009-06-15,1900.0
2009-07-06,-95.0
2009-07-07,1900.0
2009-09-15,0.0
2010-07-30,-94.5
2010-08-23,1263.6364
2010-08-27,-40.0
2011-02-10,-55.5556
2011-06-07,-50.0
2011-06-10,100.0
2011-06-23,-50.0
2011-08-04,-50.0
2011-12-01,400.0
2011-12-02,0.0
2011-12-05,0.0
2011-12-06,0.0
2011-12-07,0.0
2011-12-09,0.0
2011-12-12,920.0
2011-12-13,-1.9607999999999999
2011-12-14,-50.0
2011-12-16,0.0
2011-12-19,0.0
2011-12-27,-40.0
2012-01-06,-86.6667
2012-01-09,650.0
2012-02-01,53.3333
2012-02-02,4.3478
2012-02-03,-37.5
2012-02-07,0.0
2012-02-08,0.0
2012-03-21,60.0
2012-06-06,-58.3333
2012-09-14,8.0
2012-09-17,-20.0
2012-09-18,1.3889
2012-09-19,2.7397
2012-09-20,2.6667
2012-09-21,3.8961
2012-09-24,21.25
2012-09-25,23.7113
2012-09-26,-21.6667
2012-09-27,-37.234
2012-09-28,8.4746
2012-10-01,-3.125
2012-10-02,-30.6452
2012-10-03,-29.9419
2012-10-04,16.1826
2012-10-05,12.857099999999999
2012-10-08,-18.9873
2012-10-09,-5.8594
2012-10-10,-3.7344
2012-10-11,3.4483
2012-10-12,-3.3333
2012-10-15,6.4655000000000005
2012-10-16,-12.5506
2012-10-17,5.5556
2012-10-18,-15.7895
2012-10-19,-33.8542
2012-10-22,-5.5118
2012-10-23,2.0833
2012-10-24,-2.8571
2012-10-25,-9.2437
2012-10-26,-2.3148
2012-10-31,2.3697
2012-11-01,77.7778
2012-11-02,-27.0833
2012-11-05,-42.8571
2012-11-06,5.0
2012-11-07,-5.9524
2012-11-08,-3.7975
2012-11-09,-10.526299999999999
2012-11-12,5.8824
2012-11-13,-2.0833
2012-11-14,-2.1277
2012-11-15,5.7971
2012-11-16,-6.8493
2012-11-19,-5.8824
2012-11-20,-4.6875
2012-11-21,4.918
2012-11-23,0.0
2012-11-26,-2.3438
2012-11-27,2.4
2012-11-28,-16.4063
2012-11-29,-12.1495
2012-11-30,10.6383
2012-12-03,23.0769
2012-12-04,4.6875
