ticker,CTGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-09-07,8.8235
2011-09-15,48.6486
2011-09-21,0.0
2011-09-27,2.2727
2011-09-30,0.0
2011-10-07,0.0
2011-10-12,0.0
2011-10-13,0.0
2011-10-17,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-10-24,0.0
2011-10-26,0.0
2011-10-27,-2.2222
2011-11-04,0.0
2011-11-07,2.2727
2011-11-08,-2.2222
2011-11-09,-0.9091
2011-11-10,2.2936
2011-11-14,1.7936999999999999
2011-11-16,-3.0837
2011-11-18,-0.4545
2011-11-23,-8.6758
2011-12-05,-10.0
2011-12-06,-2.7778
2011-12-07,5.7143
2011-12-09,-4.3243
2011-12-14,5.6497
2011-12-16,-6.4171
2011-12-19,-34.2857
2011-12-22,50.4348
2011-12-23,1.1561
2011-12-30,-25.7143
2012-01-24,53.8462
2012-01-25,5.0
2012-01-26,0.0
2012-02-03,0.0
2012-02-07,-9.5238
2012-02-27,57.8947
2012-02-28,-16.6667
2012-02-29,20.0
2012-03-01,0.0
2012-03-06,-16.6667
2012-03-09,40.0
2012-03-13,-28.5714
2012-03-14,10.0
2012-03-15,16.3636
2012-03-16,-0.625
2012-03-19,4.0881
2012-03-20,-6.3444
2012-03-21,-9.6774
2012-03-22,3.5714
2012-03-23,-5.1724
2012-03-26,1.4545
2012-03-28,3.9427
2012-03-29,-1.7241
2012-03-30,1.4035
2012-04-02,-3.4602
2012-04-03,-6.8100000000000005
2012-04-04,7.6923
2012-04-05,-7.1429
2012-04-09,-38.4615
2012-04-10,-37.5
2012-04-11,9.875
2012-04-12,-11.7179
2012-04-13,2.9638999999999998
2012-04-16,-0.0626
2012-04-17,-29.8685
2012-04-18,7.1429
2012-04-19,-4.0
2012-04-20,0.0
2012-04-23,-16.6667
2012-04-24,1.6667
2012-04-25,6.5574
2012-04-26,22.7885
2012-04-27,12.5294
2012-04-30,-27.627
2012-05-01,37.4038
2012-05-03,-16.0252
2012-05-04,15.0833
2012-05-07,15.8581
2012-05-08,0.0
2012-05-09,-10.0
2012-05-10,-5.5556
2012-05-11,-23.5294
2012-05-14,7.6923
2012-05-15,42.8571
2012-05-16,-35.0
2012-05-17,0.0
2012-05-18,0.0
2012-05-21,0.0
2012-05-22,24.6154
2012-05-23,0.0
2012-05-24,0.0
2012-05-30,23.4568
2012-06-04,-10.0
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,-22.2222
2012-06-12,52.8571
2012-06-13,2.8037
