ticker,GHST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-07-24,0.0
2002-08-01,-58.3333
2002-08-05,0.0
2002-08-06,0.0
2002-08-07,0.0
2002-08-08,0.0
2002-08-16,-4.0
2002-08-20,4.1667
2002-08-22,0.0
2002-08-27,-59.2
2002-08-28,98.0392
2002-09-16,-60.396
2002-09-18,151.25
2002-09-25,-0.4975
2002-10-04,-10.0
2002-10-07,55.5556
2002-10-08,7.1429
2002-10-09,0.0
2002-10-10,33.3333
2002-10-11,0.0
2002-10-15,-32.5
2002-10-16,-18.5185
2002-10-17,-8.1818
2002-10-21,13.8614
2002-10-25,-30.4348
2002-10-28,-31.25
2002-10-30,90.9091
2002-11-06,19.0476
2002-11-07,20.0
2002-11-08,3.3333
2002-11-11,-19.3548
2002-11-12,-19.2
2002-11-13,53.4653
2002-11-15,12.9032
2002-11-18,14.2857
2002-11-19,-10.0
2002-11-20,-11.1111
2002-11-22,-21.875
2002-11-25,20.0
2002-11-26,73.3333
2002-11-27,15.3846
2002-11-29,0.0
2002-12-02,-5.0
2002-12-03,5.2632
2002-12-04,-33.3333
2002-12-05,50.0
2002-12-06,-53.3333
2002-12-09,0.0
2002-12-10,0.0
2002-12-12,7.1429
2002-12-13,-60.0
2002-12-16,-15.0
2002-12-17,27.451
2002-12-20,-23.0769
2002-12-26,40.0
2002-12-31,-42.8571
2003-01-02,37.5
2003-01-03,0.0
2003-01-06,0.0
2003-01-10,0.0
2003-01-16,9.0909
2003-01-27,68.3333
2003-01-29,53.4653
2003-01-30,61.9355
2003-02-11,-82.0717
2003-02-12,233.3333
2003-02-13,0.0
2003-02-19,-16.6667
2003-02-20,0.0
2003-03-25,-19.2
2003-04-17,0.0
2003-04-30,-0.9901
2003-05-01,15.0
2003-05-12,-13.0435
2003-05-13,15.0
2003-05-14,0.0
2003-05-19,0.0
2003-05-20,-67.8261
2003-05-21,210.8108
2003-05-27,-78.2609
2003-05-30,400.0
2003-12-02,-72.0
2004-04-28,0.0
2005-06-17,-71.4286
2005-06-22,650.0
2007-12-21,-99.9833
2008-10-23,799900.0
2008-12-01,10.0
2008-12-02,9.0909
2008-12-15,0.0
2008-12-17,4.1667
2008-12-18,-4.0
2009-01-22,8.3333
2009-01-23,7.6923
2009-01-26,7.1429
2009-01-29,6.6667
2009-02-02,-1.25
2009-02-03,4.4304
2009-02-04,6.0606
2009-02-06,0.0
2009-02-09,-5.7143
2009-02-11,0.0
2009-02-12,-9.0909
2009-02-17,10.0
