ticker,NEXA US Equity
2018-03-21,0.9574
2018-03-22,-3.6881
2018-03-23,-3.7199
2018-03-26,1.875
2018-03-27,-0.8366
2018-03-28,-3.7683
2018-03-29,2.3378
2018-04-02,-0.6853
2018-04-03,-0.115
2018-04-04,-0.1151
2018-04-05,-1.6138
2018-04-06,1.0545
2018-04-09,-0.2899
2018-04-10,1.1628
2018-04-11,-2.2414
2018-04-12,-1.9988000000000001
2018-04-13,3.7792
2018-04-16,-0.289
2018-04-17,0.8696
2018-04-18,1.7816
2018-04-19,1.5246
2018-04-20,-0.5562
2018-04-23,-2.9083
2018-04-24,-0.6912
2018-04-25,-0.406
2018-04-26,3.0868
2018-04-27,0.7345
2018-04-30,-1.963
2018-05-01,-4.7483
2018-05-02,0.7808
2018-05-03,0.3576
2018-05-04,2.2565
2018-05-07,2.2067
2018-05-08,-3.3523
2018-05-09,-1.8812
2018-05-10,4.973
2018-05-11,-0.7991
2018-05-14,-2.1864
2018-05-15,-0.7059
2018-05-16,1.0071
2018-05-17,-0.5865
2018-05-18,-0.059
2018-05-21,-0.5313
2018-05-22,-1.1276
2018-05-23,-2.3409
2018-05-24,0.1844
2018-05-25,-1.2883
2018-05-29,-2.4859999999999998
2018-05-30,2.2307
2018-05-31,-1.995
2018-06-01,0.827
2018-06-04,0.9464
2018-06-05,2.625
2018-06-06,2.0705999999999998
2018-06-07,-0.1193
2018-06-08,-4.4205
2018-06-11,-1.5625
2018-06-12,-1.2063
2018-06-13,-2.1208
2018-06-14,-2.6264
2018-06-15,-3.911
2018-06-18,0.3509
2018-06-19,-1.6783000000000001
2018-06-20,-0.4979
2018-06-21,-4.2173
2018-06-22,-0.597
2018-06-25,-4.0541
2018-06-26,-1.8779
2018-06-27,-4.067
2018-06-28,-2.3275
2018-06-29,0.1702
2018-07-02,-4.6729
2018-07-03,1.5152
2018-07-05,0.1756
2018-07-06,-2.1911
2018-07-09,3.1362
2018-07-10,2.0851
2018-07-11,-3.234
2018-07-12,3.1662
2018-07-13,0.8525
2018-07-16,2.3669000000000002
2018-07-17,1.0735
2018-07-18,2.3693
2018-07-19,-2.7135
2018-07-20,-0.6563
2018-07-23,0.7432
2018-07-24,4.4262
2018-07-25,2.5903
2018-07-26,-1.3772
2018-07-27,2.3274
2018-07-30,0.834
2018-07-31,0.8271
2018-08-01,4.698
2018-08-02,-2.0655
2018-08-03,1.0909
2018-08-06,-4.6763
2018-08-07,-1.1320999999999999
2018-08-08,-0.0763
2018-08-09,2.4446
2018-08-10,-5.3690999999999995
2018-08-13,-2.0489
2018-08-14,-1.2872
2018-08-15,-4.8085
2018-08-16,0.4281
2018-08-17,1.3639999999999999
2018-08-20,0.0841
2018-08-21,1.4285999999999999
2018-08-22,0.0829
2018-08-23,-3.2285
2018-08-24,1.6253
2018-08-27,1.7677
2018-08-28,-0.0827
2018-08-29,1.2417
2018-08-30,-2.7800000000000002
2018-08-31,1.3457
2018-09-04,0.8299
2018-09-05,0.4115
2018-09-06,-3.4426
2018-09-07,-4.9236
2018-09-10,-2.7679
2018-09-11,-0.0918
2018-09-12,-0.1838
2018-09-13,1.7495
2018-09-14,-1.3575
2018-09-17,0.2752
2018-09-18,0.7319
2018-09-19,7.1753
2018-09-20,0.8475
2018-09-21,8.6555
2018-09-24,-7.1926
2018-09-25,-0.75
2018-09-26,-1.0915
2018-09-27,0.1698
2018-09-28,2.2034
2018-10-01,-0.2488
2018-10-02,4.4057
2018-10-03,0.3185
2018-10-04,-1.5873
2018-10-05,0.5645
2018-10-08,2.6464
2018-10-09,-3.5156
2018-10-10,-5.1822
2018-10-11,3.3305
2018-10-12,0.9091
2018-10-15,1.638
2018-10-16,-0.1612
2018-10-17,-0.565
2018-10-18,-2.5974
2018-10-19,-2.4167
2018-10-22,0.0
2018-10-23,-1.8787
2018-10-24,-1.1314
2018-10-25,1.0563
2018-10-26,-1.5678999999999998
2018-10-29,-1.9468999999999999
2018-10-30,0.0
2018-10-31,0.6318
2018-11-01,15.6054
2018-11-02,1.0861
2018-11-05,0.3837
2018-11-06,1.8349
2018-11-07,0.6006
2018-11-08,0.2239
2018-11-09,-3.7975
2018-11-12,-2.4768
2018-11-13,-0.7937
2018-11-14,-0.24
2018-11-15,1.3633
2018-11-16,0.0
2018-11-19,-0.6329
2018-11-20,-1.9904
2018-11-21,1.5434999999999999
2018-11-23,0.8
2018-11-26,-1.1905000000000001
2018-11-27,0.7229
2018-11-28,0.7974
2018-11-29,-0.2373
2018-11-30,-0.8723
2018-12-03,-1.76
2018-12-04,-2.0358
2018-12-06,-0.2494
2018-12-07,2.0833
2018-12-10,-1.2245
2018-12-11,-1.157
2018-12-12,1.087
2018-12-13,-1.4888
2018-12-14,-0.2519
2018-12-17,0.1684
2018-12-18,0.0
2018-12-19,-0.7563
2018-12-20,-0.6774
2018-12-21,0.2558
2018-12-24,-0.085
2018-12-26,0.0
2018-12-27,0.3404
2018-12-28,0.4241
2018-12-31,0.5068
2019-01-02,1.3445
2019-01-03,-0.6633
2019-01-04,2.1703
2019-01-07,1.3889
2019-01-08,-2.6591
2019-01-09,-7.2848
2019-01-10,-2.6786
2019-01-11,-6.055
2019-01-14,-1.7578
2019-01-15,-0.497
2019-01-16,0.8991
2019-01-17,3.5644
2019-01-18,-2.5813
2019-01-22,-4.9068000000000005
2019-01-23,-4.5408
2019-01-24,-0.4324
2019-01-25,2.1716
2019-01-28,-4.0383
2019-01-29,-4.8726
2019-01-30,-0.8149
2019-01-31,3.9906
2019-02-01,-1.5800999999999998
2019-02-04,1.1468
2019-02-05,3.8548999999999998
2019-02-06,2.6201
2019-02-07,-0.6383
2019-02-08,-1.4989
2019-02-11,1.413
2019-02-12,0.0
2019-02-13,-1.7149
2019-02-14,-0.5453
2019-02-15,3.5088
2019-02-19,5.4025
2019-02-20,4.3216
2019-02-21,1.5413999999999999
2019-02-22,-1.2334
2019-02-25,2.7858
2019-02-26,1.028
2019-02-27,-1.3876
2019-02-28,1.1257
2019-03-01,1.6698
2019-03-04,4.0146
2019-03-05,-0.3509
2019-03-06,0.088
2019-03-07,-0.3518
2019-03-08,-1.5887
2019-03-11,0.5381
2019-03-12,2.4978
2019-03-13,1.3533
2019-03-14,0.5396
2019-03-15,1.7889
2019-03-18,4.4815
2019-03-19,1.7662
2019-03-20,2.8099
2019-03-21,0.0
2019-03-22,-0.3215
2019-03-25,-1.7742
2019-03-26,1.3957
2019-03-27,0.1619
2019-03-28,-0.4042
2019-03-29,1.0552
2019-04-01,0.0803
2019-04-02,-0.2408
2019-04-03,0.4023
2019-04-04,0.5609
2019-04-05,-0.239
2019-04-08,0.639
2019-04-09,-0.3175
2019-04-10,0.1592
2019-04-11,-0.6359
2019-04-12,0.48
2019-04-15,-0.3981
2019-04-16,0.4796
2019-04-17,0.2387
2019-04-18,-2.1429
2019-04-22,0.9732
2019-04-23,-1.3655
2019-04-24,-0.8143
2019-04-25,-2.3810000000000002
2019-04-26,1.1775
2019-04-29,-0.2494
2019-04-30,-1.3333
2019-05-01,-7.6014
2019-05-02,-2.8336
2019-05-03,0.8467
2019-05-06,-4.1045
2019-05-07,-3.5991999999999997
2019-05-08,-1.7154
2019-05-09,0.2053
2019-05-10,-0.7172
2019-05-13,-0.6192
2019-05-14,-1.7652999999999999
2019-05-15,0.6342
2019-05-16,3.3613
2019-05-17,-1.2195
2019-05-20,2.6749
2019-05-21,0.0
2019-05-22,-0.9018
2019-05-23,-2.73
2019-05-24,-0.4158
2019-05-28,-0.1044
2019-05-29,0.5225
2019-05-30,-0.5198
2019-05-31,0.1045
2019-06-03,1.2526
2019-06-04,2.6804
2019-06-05,-1.7067999999999999
2019-06-06,0.1021
2019-06-07,2.9592
2019-06-10,-0.6938
2019-06-11,1.8961999999999999
2019-06-12,-0.9794
2019-06-13,0.2967
2019-06-14,-1.3807
2019-06-17,-0.5
2019-06-18,1.9095
2019-06-19,-0.0986
2019-06-20,4.4423
2019-06-21,-0.189
2019-06-24,-1.5152
2019-06-25,-3.4615
2019-06-26,-0.0996
2019-06-27,-1.7946
2019-06-28,-2.6395999999999997
2019-07-01,-0.1043
2019-07-02,0.0
2019-07-03,-0.7307
2019-07-05,-0.1052
2019-07-08,-4.1053
2019-07-09,0.5488
2019-07-10,0.8734
2019-07-11,-1.7316
2019-07-12,0.1101
2019-07-15,0.44
2019-07-16,-0.8762
2019-07-17,-0.221
2019-07-18,1.1074
2019-07-19,0.7667
2019-07-22,-2.8261
2019-07-23,3.8031
2019-07-24,-0.1078
2019-07-25,-3.7756
2019-07-26,1.9058000000000002
2019-07-29,-1.8702
2019-07-30,-0.7848
2019-07-31,-6.8927
2019-08-01,-4.6117
2019-08-02,-1.7812000000000001
2019-08-05,-5.5699
2019-08-06,-1.6461000000000001
2019-08-07,5.9972
2019-08-08,4.7368
2019-08-09,-2.2613
2019-08-12,0.7712
2019-08-13,-1.7856999999999998
2019-08-14,1.8182
2019-08-15,3.3163
2019-08-16,3.3333
2019-08-19,-0.5974
2019-08-20,-0.7212
2019-08-21,0.8475
2019-08-22,2.2809
2019-08-23,1.0563
2019-08-26,1.626
2019-08-27,1.0286
2019-08-28,1.1312
2019-08-29,2.0134
2019-08-30,2.9605
2019-09-03,0.1065
2019-09-04,1.0638
2019-09-05,0.8421
2019-09-06,-0.4175
2019-09-09,0.3145
2019-09-10,0.7315
2019-09-11,-1.4523
2019-09-12,-0.5263
2019-09-13,1.5873
2019-09-16,-1.5625
2019-09-17,2.4339
2019-09-18,-0.6198
2019-09-19,0.0
2019-09-20,1.6632
2019-09-23,-2.045
2019-09-24,-2.1921
2019-09-25,-0.2134
2019-09-26,0.0
2019-09-27,0.2139
2019-09-30,0.4269
2019-10-01,0.3188
2019-10-02,-2.3305
2019-10-03,-1.1931
2019-10-04,0.1098
2019-10-07,0.6579
2019-10-08,-0.3268
2019-10-09,1.2022
2019-10-10,3.2397
2019-10-11,2.9289
2019-10-14,3.5568999999999997
2019-10-15,-0.6869
2019-10-16,2.1739
2019-10-17,1.0638
2019-10-18,-0.9569
2019-10-21,1.5459
2019-10-22,2.2835
2019-10-23,-1.5814
2019-10-24,-1.7013
2019-10-25,-4.8077
2019-10-28,1.2121
2019-10-29,4.99
2019-10-30,1.2357
2019-10-31,0.3756
2019-11-01,-19.9252
2019-11-04,8.1776
2019-11-05,0.6479
2019-11-06,0.7511
2019-11-07,1.278
2019-11-08,-1.0515
2019-11-11,2.2317
2019-11-12,-1.6632
2019-11-13,-1.9026999999999998
2019-11-14,-0.7543
2019-11-15,-6.1889
2019-11-18,-5.3241
2019-11-19,-0.6112
2019-11-20,-1.107
2019-11-21,-1.6169
2019-11-22,0.885
2019-11-25,1.3784
2019-11-26,0.2472
2019-11-27,1.8496000000000001
2019-11-29,2.7845
2019-12-02,-4.3581
2019-12-03,0.0
2019-12-04,-0.3695
2019-12-05,2.4722
2019-12-06,4.4632
2019-12-09,1.0393
2019-12-10,0.8
2019-12-11,4.3084
2019-12-12,0.4348
2019-12-13,-0.1082
2019-12-16,-3.467
2019-12-17,-1.5713
2019-12-18,-2.5086
2019-12-19,0.5848
2019-12-20,-2.2093
2019-12-23,-0.3567
2019-12-24,0.1193
2019-12-26,0.0
2019-12-27,-1.5495
2019-12-30,-1.3317
2019-12-31,-0.1227
2020-01-02,0.2457
2020-01-03,3.799
2020-01-06,0.3542
2020-01-07,-1.0588
2020-01-08,-2.1403
2020-01-09,1.7010999999999998
2020-01-10,-0.2389
2020-01-13,5.9879999999999995
2020-01-14,0.791
2020-01-15,0.0
2020-01-16,-5.6054
2020-01-17,2.6128
2020-01-21,2.4306
2020-01-22,-0.339
2020-01-23,1.3605
2020-01-24,-6.0403
2020-01-27,-5.5952
2020-01-28,-1.8916
2020-01-29,-3.2134
2020-01-30,7.5697
2020-01-31,-2.0987999999999998
2020-02-03,-4.5397
2020-02-04,3.5667
2020-02-05,2.8061
2020-02-06,-1.3648
2020-02-07,-0.7547
2020-02-10,-1.5209000000000001
2020-02-11,6.0489
2020-02-12,4.8544
2020-02-13,-3.8194
2020-02-14,7.2202
2020-02-18,-3.4792
2020-02-19,2.7907
2020-02-20,0.905
2020-02-21,2.4664
2020-02-24,-3.7199
2020-02-25,-4.4318
2020-02-26,-2.6159
2020-02-27,-4.6398
2020-02-28,-6.0179
2020-03-02,0.2725
2020-03-03,-4.3478
2020-03-04,-1.8466
2020-03-05,-3.3285
2020-03-06,-0.4491
2020-03-09,-15.6391
2020-03-10,6.7736
2020-03-11,-3.005
2020-03-12,-18.0723
2020-03-13,4.9902
2020-03-16,-10.8225
2020-03-17,9.9515
2020-03-18,-14.3488
2020-03-19,-6.9588
2020-03-20,-25.4848
2020-03-23,2.2305
2020-03-24,32.7273
2020-03-25,0.274
2020-03-26,-6.8306000000000004
2020-03-27,-2.0528
2020-03-30,-7.7844
2020-03-31,12.987
2020-04-01,-14.6552
2020-04-02,-6.3972999999999995
2020-04-03,8.9928
2020-04-06,15.1815
2020-04-07,1.4327
2020-04-08,-1.6949
2020-04-09,-0.8621
2020-04-13,3.1884
2020-04-14,5.8989
2020-04-15,-6.366
2020-04-16,4.2493
2020-04-17,4.0761
2020-04-20,-2.0888
2020-04-21,-7.4667
2020-04-22,-0.2882
2020-04-23,0.0
2020-04-24,0.8671
2020-04-27,-2.8653
2020-04-28,19.174
2020-04-29,12.8713
2020-04-30,-8.114
2020-05-01,-4.2959
2020-05-04,-8.7282
2020-05-05,-0.8197
2020-05-06,-1.1019
2020-05-07,5.8496
2020-05-08,13.4211
2020-05-11,-2.5522
2020-05-12,-3.5714
2020-05-13,-1.2346
2020-05-14,1.5
2020-05-15,3.6946
2020-05-18,9.9762
2020-05-19,0.216
2020-05-20,1.7241
2020-05-21,-3.8136
2020-05-22,-6.8282
2020-05-26,1.6548
2020-05-27,0.2326
2020-05-28,-5.1044
2020-05-29,-1.467
2020-06-01,1.737
2020-06-02,4.6341
2020-06-03,6.0606
2020-06-04,-1.0989
2020-06-05,7.3333
2020-06-08,13.8716
2020-06-09,0.3636
2020-06-10,-1.9928
2020-06-11,-3.8817
2020-06-12,2.6923
2020-06-15,-3.5581
2020-06-16,6.9902999999999995
2020-06-17,0.363
2020-06-18,0.9042
2020-06-19,-0.8961
2020-06-22,2.3508
2020-06-23,10.2473
2020-06-24,4.9679
2020-06-25,0.6107
2020-06-26,1.0622
2020-06-29,-3.1532
2020-06-30,2.9457
2020-07-01,-7.0783
2020-07-02,-5.1864
2020-07-06,0.3419
2020-07-07,-3.4072
2020-07-08,3.8801
2020-07-09,-1.0187
2020-07-10,5.6604
2020-07-13,4.0584
2020-07-14,0.78
2020-07-15,0.9288
2020-07-16,-6.135
2020-07-17,3.268
2020-07-20,1.8987
2020-07-21,1.2422
2020-07-22,0.6135
2020-07-23,-7.1646
2020-07-24,3.9409
2020-07-27,2.6856
2020-07-28,-2.1538
2020-07-29,-2.673
2020-07-30,0.0
2020-07-31,1.6155
