ticker,FTLF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-06,8.0645
2007-11-07,8.9552
2007-11-09,9.589
2007-11-12,6.25
2007-11-15,1.1764999999999999
2007-11-20,4.6512
2007-11-27,0.0
2007-11-28,5.5556
2007-11-29,0.0
2007-12-07,15.7895
2007-12-11,18.1818
2007-12-12,0.0
2007-12-14,-3.8462
2007-12-19,4.0
2008-01-08,0.0
2008-01-09,0.0
2008-01-11,0.0
2008-01-16,0.0
2008-01-29,0.0
2008-02-04,-7.6923
2008-02-14,0.0
2008-03-04,0.0
2008-03-13,-16.6667
2008-03-28,-20.0
2008-03-31,-25.0
2008-04-01,46.6667
2008-04-03,0.0
2008-04-04,0.0
2008-04-07,-9.0909
2008-04-23,-13.0
2008-04-24,0.5747
2008-04-30,14.2857
2008-05-08,5.0
2008-05-09,-26.1905
2008-05-12,9.6774
2008-05-13,2.9412000000000003
2008-05-14,-2.8571
2008-05-16,2.9412000000000003
2008-05-27,-8.0
2008-05-30,-0.6211
2008-06-05,-6.25
2008-06-06,16.6667
2008-06-09,0.0
2008-06-10,-14.2857
2008-06-11,6.6667
2008-06-13,-18.75
2008-06-18,3.8462
2008-06-19,0.0
2008-06-25,0.0
2008-07-02,0.0
2008-07-08,29.6296
2008-07-09,-20.0
2008-07-10,-10.7143
2008-07-11,-19.2
2008-07-17,22.7723
2008-07-18,0.8065
2008-07-21,-4.0
2008-07-22,-8.3333
2008-07-23,-8.1818
2008-07-25,-5.9406
2008-08-01,-21.0526
2008-08-04,34.6667
2008-08-08,8.9109
2008-08-13,0.0
2008-08-14,-13.6364
2008-08-15,15.7895
2008-08-20,-13.6364
2008-08-21,0.0
2008-08-25,5.2632
2008-08-26,-10.0
2008-08-27,5.5556
2008-08-28,0.0
2008-09-02,0.0
2008-09-03,-5.2632
2008-09-05,-5.5556
2008-09-09,3.5294
2008-09-11,-3.4091
2008-09-12,0.0
2008-09-15,-16.4706
2008-09-16,-1.4085
2008-09-17,-14.2857
2008-09-18,25.0
2008-09-19,-13.3333
2008-09-23,6.1538
2008-09-24,1.4493
2008-09-25,-10.0
2008-09-26,-6.3492
2008-09-30,-1.6949
2008-10-01,3.4483
2008-10-02,-15.0
2008-10-03,27.451
2008-10-06,-21.5385
2008-10-07,0.0
2008-10-08,7.8431
2008-10-09,0.0
2008-10-13,5.4545
2008-10-15,-13.7931
2008-10-21,-2.0
2008-10-23,2.0408
2008-10-24,-16.0
2008-10-27,0.0
2008-10-28,-4.7619
