ticker,SDEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-01,0.0
2019-08-05,0.0
2019-08-06,-2.0
2019-08-07,2.0
2019-08-08,0.04
2019-08-22,12.0
2019-09-06,3.5714
2019-10-03,3.4483
2019-10-04,-0.0333
2019-10-07,-3.3011
2019-10-08,0.0
2019-10-09,-56.8966
2019-10-10,-4.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-15,-29.1667
2019-10-16,-63.5294
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,-3.2258
2019-10-22,0.0
2019-10-23,3.3333
2019-10-24,-2.5806
2019-10-25,198.0132
2019-10-28,-22.2222
2019-10-29,-14.1429
2019-10-30,33.1115
2019-10-31,0.0
2019-11-04,0.0
2019-11-05,18.75
2019-11-06,0.0
2019-11-07,-36.7368
2019-11-08,16.3062
2019-11-11,-14.02
2019-11-12,-16.4725
2019-11-13,99.2032
2019-11-14,30.0
2019-11-15,-23.0769
2019-11-18,-0.5
2019-11-19,-19.598
2019-11-20,-6.25
2019-11-21,5.3333
2019-11-22,-10.1266
2019-11-25,-14.0845
2019-11-26,-1.6393
2019-11-27,-16.6667
2019-11-29,-10.0
2019-12-02,22.0
2019-12-03,0.3643
2019-12-04,8.892900000000001
2019-12-05,0.0
2019-12-06,-18.3333
2019-12-09,26.5306
2019-12-10,125.8065
2019-12-11,-35.7143
2019-12-12,11.0
2019-12-13,-39.9399
2019-12-16,31.6667
2019-12-17,0.0
2019-12-18,51.8987
2019-12-19,-8.3333
2019-12-20,-13.6364
2019-12-23,26.3158
2019-12-24,0.0
2019-12-26,-4.1667
2019-12-27,0.0
2019-12-30,-4.3478
2019-12-31,-18.1818
2020-01-02,22.2222
2020-01-03,-9.0909
2020-01-06,10.98
2020-01-07,3.6223
2020-01-08,30.4348
2020-01-09,26.6667
2020-01-10,-2.1579
2020-01-13,-39.6988
2020-01-14,33.6307
2020-01-15,6.8091
2020-01-16,22.5625
2020-01-17,11.1678
2020-01-21,0.9174
2020-01-22,13.6364
2020-01-23,16.0
2020-01-24,13.7931
2020-01-27,-6.0606
2020-01-28,-12.9032
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,25.9259
2020-02-03,-5.8824
2020-02-04,21.875
2020-02-05,15.3846
2020-02-06,13.3333
2020-02-07,0.9804
2020-02-10,-10.1573
2020-02-11,8.0637
2020-02-12,-8.0
2020-02-13,8.5217
2020-02-14,-5.8494
2020-02-18,-10.6383
2020-02-19,0.0
2020-02-20,2.3810000000000002
2020-02-21,11.6279
2020-02-24,-12.1885
2020-02-25,-12.1698
2020-02-26,14.9109
2020-02-27,-8.3216
2020-02-28,-26.9231
2020-03-02,5.2632
2020-03-03,-10.8
2020-03-04,8.3707
2020-03-05,-17.2414
2020-03-06,16.5833
2020-03-09,-3.5382
2020-03-10,-7.3731
2020-03-11,-0.16
2020-03-12,-0.0801
2020-03-13,-7.8187999999999995
2020-03-16,-4.3062000000000005
2020-03-17,-18.1818
2020-03-18,-9.7222
2020-03-19,23.0769
2020-03-20,2.565
2020-03-23,-7.4246
2020-03-24,5.3186
2020-03-25,-5.0
2020-03-26,-5.2632
2020-03-27,-13.8889
2020-03-30,-3.2258
2020-03-31,0.0
2020-04-01,10.0
2020-04-02,-9.0909
2020-04-03,0.0
2020-04-06,13.3333
2020-04-07,5.8824
2020-04-08,0.0
2020-04-09,13.8889
2020-04-13,0.0
2020-04-14,-12.1951
2020-04-15,5.5556
2020-04-16,-52.6316
2020-04-17,-38.7778
2020-04-20,27.0417
2020-04-21,-28.5714
2020-04-22,-16.0
2020-04-23,18.4524
2020-04-24,10.0503
2020-04-27,-36.0731
2020-04-28,-2.5714
2020-04-29,24.0469
2020-04-30,-6.1466
2020-05-01,-37.0277
2020-05-04,60.0
2020-05-05,-36.25
2020-05-06,32.549
2020-05-07,-24.5562
2020-05-08,12.549
2020-05-11,-0.3484
2020-05-12,-22.028
2020-05-13,-5.3812
2020-05-14,-9.4787
2020-05-15,-8.377
2020-05-18,42.2857
2020-05-19,-31.7269
2020-05-20,46.4706
2020-05-21,-39.759
2020-05-22,233.3333
2020-05-26,-9.0
2020-05-27,-34.0659
2020-05-28,-3.3333
2020-05-29,3.4483
2020-06-01,64.6667
2020-06-02,-45.3441
2020-06-03,22.2222
2020-06-04,-33.3333
2020-06-05,4.0909
2020-06-08,25.7642
2020-06-09,-20.1389
2020-06-10,-8.6957
2020-06-11,-8.5381
2020-06-12,-0.5571
2020-06-15,0.5236
2020-06-16,3.125
2020-06-17,-7.5758
2020-06-18,-0.5464
2020-06-19,-5.2912
2020-06-22,-7.1764
2020-06-23,11.875
2020-06-24,-8.3799
2020-06-25,-11.5854
2020-06-26,-3.4483
2020-06-29,11.4286
2020-06-30,-7.0513
2020-07-01,2.7586
2020-07-02,-10.7383
2020-07-06,-2.2556
2020-07-07,-6.1538
2020-07-08,-6.2295
2020-07-09,-6.4685
2020-07-10,7.4766
2020-07-13,-4.3478
2020-07-14,8.1818
2020-07-15,-9.6639
2020-07-16,2.3256
2020-07-17,-1.8182
2020-07-20,0.0
2020-07-21,11.1111
2020-07-22,-4.9583
2020-07-23,-10.5655
2020-07-24,-1.9607999999999999
2020-07-27,-5.0
2020-07-28,-5.2632
2020-07-29,-7.6111
2020-07-30,2.2249
2020-07-31,5.8824
