ticker,OMHE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-08,-20.0
2015-01-09,-14.5833
2015-01-12,9.7561
2015-01-13,0.0
2015-01-14,11.1111
2015-01-15,0.0
2015-01-16,-10.0
2015-01-20,11.1111
2015-01-21,6.0
2015-01-22,7.9009
2015-01-23,-3.8251
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,9.0909
2015-01-29,5.0
2015-01-30,11.1111
2015-02-02,-7.1429
2015-02-03,7.6923
2015-02-04,-7.1429
2015-02-05,0.0
2015-02-06,-7.6923
2015-02-09,16.6667
2015-02-10,-7.1429
2015-02-11,-7.6923
2015-02-12,0.0
2015-02-13,-1.6667
2015-02-17,-10.1695
2015-02-18,-5.6604
2015-02-19,-20.0
2015-02-20,0.0
2015-02-23,17.5
2015-02-24,-4.2553
2015-02-25,-5.5556
2015-02-26,-5.8824
2015-02-27,0.0
2015-03-02,-2.5
2015-03-03,2.5641
2015-03-04,0.0
2015-03-05,12.5
2015-03-06,-11.1111
2015-03-09,0.0
2015-03-10,-12.5
2015-03-11,-13.9286
2015-03-12,19.5021
2015-03-13,-16.6667
2015-03-16,0.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,-6.6667
2015-03-20,-10.7143
2015-03-23,20.0
2015-03-24,-16.6667
2015-03-25,30.0
2015-03-26,-13.461500000000001
2015-03-27,6.6667
2015-03-30,-16.25
2015-03-31,19.403
2015-04-01,0.0
2015-04-02,16.6667
2015-04-06,-14.2857
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,-16.6667
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,-20.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,-7.5
2015-04-24,35.1351
2015-04-27,-20.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,25.0
2015-05-08,20.0
2015-05-11,-16.6667
2015-05-12,0.0
2015-05-13,20.0
2015-05-14,0.0
2015-05-15,16.6667
2015-05-18,-14.2857
2015-05-19,-16.6667
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,3.5
2015-05-26,-3.3816
2015-05-27,0.0
2015-05-28,20.0
2015-05-29,-16.6667
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-08,20.0
2015-06-09,0.0
