ticker,CAIB US Equity
2007-01-05,1.2121
2007-01-08,1.7964
2007-01-17,0.0
2007-01-18,-2.9412000000000003
2007-01-19,-3.0303
2007-01-22,0.0
2007-01-23,0.625
2007-01-24,0.0
2007-01-25,-0.4969
2007-01-26,0.0
2007-01-30,0.0
2007-01-31,9.2385
2007-02-01,-8.5714
2007-02-02,0.0
2007-02-06,3.75
2007-02-07,-0.6024
2007-02-15,0.0
2007-02-16,-2.9091
2007-02-20,0.0
2007-02-21,0.4994
2007-02-22,0.0
2007-02-23,0.0
2007-02-26,0.0
2007-02-27,-3.1056
2007-03-05,1.2821
2007-03-06,3.1646
2007-03-12,-1.8405
2007-03-16,0.0
2007-03-20,0.0
2007-03-22,-2.5
2007-03-29,-3.7179
2007-03-30,0.0
2007-04-05,0.0
2007-04-13,0.0
2007-04-17,0.5326
2007-04-18,3.9735
2007-04-23,-4.4586
2007-04-24,1.3333
2007-05-01,-0.1316
2007-05-04,0.1318
2007-05-24,3.9474
2007-05-25,0.0
2007-05-30,0.6329
2007-06-07,-8.805
2007-06-08,0.0
2007-06-11,0.0
2007-06-13,6.8966
2007-06-14,-3.2258
2007-06-15,0.0
2007-06-19,6.6667
2007-06-20,1.875
2007-06-21,-7.9755
2007-06-28,9.3333
2007-07-02,3.6585
2007-07-06,-8.8235
2007-07-09,-6.4516
2007-07-12,3.4483
2007-07-18,0.0
2007-07-20,0.0
2007-07-24,0.0
2007-08-06,-2.0
2007-08-07,-2.0408
2007-08-09,2.0833
2007-08-10,2.0408
2007-08-13,-4.6667
2007-08-16,-1.3986
2007-08-17,0.0
2007-08-30,0.0
2007-08-31,-4.2553
2007-09-04,0.7407
2007-09-05,10.2941
2007-09-13,-5.3333
2007-09-21,1.4085
2007-09-27,-9.7222
2007-09-28,0.0
2007-10-01,6.1538
2007-10-02,-1.4493
2007-10-04,5.1471
2007-10-09,4.8951
2007-10-10,-10.0
2007-10-11,0.7407
2007-10-12,0.0
2007-10-26,4.4118
2007-10-30,-4.2254
2007-11-13,-4.4118
2007-11-14,-6.1538
2007-11-16,-23.7705
2007-11-19,3.2258
2007-11-20,14.5833
2007-11-21,0.0
2007-11-23,9.0909
2007-11-26,0.0
2007-11-27,4.1667
2007-11-28,5.6
2007-11-30,-2.2727
2007-12-03,2.3256
2007-12-18,-9.0909
2007-12-21,-3.3333
2007-12-28,3.4483
2008-01-02,4.1667
2008-01-09,-4.0
2008-01-14,0.0
2008-01-18,-1.6667
2008-01-23,3.3898
2008-02-14,-9.0164
2008-02-27,0.0
2008-03-11,11.3514
2008-03-31,0.3236
2008-04-11,0.0
2008-05-23,-15.3226
2008-05-28,0.0
2008-05-30,4.7619
2008-06-25,-9.0909
2008-06-26,-10.0
2008-07-01,-5.5556
2008-07-02,-5.8824
2008-07-10,-50.0
2008-07-11,50.0
2008-07-14,-16.6667
2008-07-17,40.0
2008-07-18,0.0
2008-07-21,-17.1429
2008-07-23,20.6897
2008-08-01,0.0
2008-08-06,14.2857
2008-08-07,0.0
2008-08-08,-31.25
2008-08-15,18.1818
2008-08-28,3.0769
2008-09-16,0.0
2008-09-17,-2.9851
2008-09-30,-7.6923
2008-10-10,-8.3333
2008-10-29,0.0
2008-10-30,-14.5455
2008-11-05,6.383
2008-11-06,10.0
2008-11-11,-9.0909
2008-11-21,-14.0
2008-11-26,25.5814
2008-11-28,1.8519
2008-12-03,-21.8182
2008-12-04,2.3256
2008-12-11,-2.2727
2008-12-22,25.5814
2008-12-23,0.0
2008-12-30,0.0
2009-01-05,1.8519
2009-01-07,27.2727
2009-01-08,-22.8571
2009-01-22,29.6296
2009-01-28,14.2857
2009-02-04,0.0
2009-02-05,-25.0
2009-02-12,25.0
2009-02-13,-6.6667
2009-02-20,7.1429
2009-03-04,0.0
2009-03-23,-6.6667
2009-05-05,-28.5714
2009-05-06,-10.0
2009-05-07,33.3333
2009-05-19,-25.0
2009-05-21,-6.6667
2009-05-22,0.0
2009-05-26,-4.7619
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,0.0
2009-06-02,12.5
2009-07-13,-11.1111
2009-07-31,-0.5
2009-08-05,-12.0603
2009-08-21,13.7143
2009-08-27,-4.5226
2009-09-09,2.6316
2009-09-11,-5.1282
2009-09-21,-2.7027
2009-09-22,-5.5556
2009-09-25,2.9412000000000003
2009-09-29,-8.5714
2009-09-30,0.0
2009-10-02,-6.25
2009-10-06,3.3333
2009-11-06,3.2258
2009-11-09,-9.375
2009-11-11,-48.2759
2009-11-12,-32.0
2009-11-18,-47.0588
2009-11-20,-37.037
2009-11-30,-11.7647
2009-12-11,-26.6667
2009-12-14,218.1818
2009-12-16,-57.1429
2009-12-21,0.0
2009-12-22,33.3333
2009-12-23,50.0
2010-01-06,-40.0
2010-01-07,0.0
2010-01-08,0.0
2010-02-04,0.0
2010-02-12,0.0
2010-02-19,0.0
2010-04-16,0.0
2010-04-28,0.0
2010-06-11,94.4444
2010-06-15,45.7143
2010-07-16,-60.7843
2010-07-29,405.0
2010-09-07,0.0
2010-09-14,-80.198
2010-11-11,0.0
2010-11-16,-75.0
2010-11-29,60.0
2010-11-30,-43.75
2010-12-07,122.2222
2010-12-09,0.0
2010-12-20,590.0
2010-12-21,-91.3043
2010-12-22,0.0
2010-12-23,400.0
2011-01-14,33.3333
2011-01-18,-85.0
2011-01-20,550.0
2011-01-21,-23.0769
2011-02-14,0.0
2011-02-17,-50.0
2011-02-23,0.0
2011-03-09,33.3333
2011-04-14,-55.0
2011-06-22,-11.1111
2011-06-24,-43.75
2011-11-14,-33.3333
2011-11-30,386.6667
2011-12-01,-31.5068
2011-12-02,-77.0
2011-12-05,4.3478
2011-12-20,0.5208
2011-12-29,0.0
2012-01-12,148.7047
2012-04-27,83.3333
2012-05-04,245.4545
2012-05-08,-47.3684
2012-05-15,50.0
2012-05-23,83.3333
2012-05-24,9.0909
2012-05-25,23.3333
2012-05-29,0.0
2012-05-31,1.3514
2012-06-01,26.6667
2012-06-06,5.2632
2012-06-20,-25.0
2012-06-22,-12.0
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,0.0
2012-07-31,-62.1212
2012-08-01,164.0
2012-08-09,6.0606
2012-09-07,-28.5714
2012-10-24,16.0
2012-12-06,-56.8966
2012-12-18,40.0
2012-12-20,-28.5714
2012-12-21,16.0
2012-12-28,-31.0345
2012-12-31,25.0
2013-01-10,-32.0
2013-01-11,-17.647100000000002
2013-01-14,50.0
2013-01-18,-14.2857
2013-01-28,11.1111
2013-01-30,25.0
2013-01-31,0.0
2013-02-19,-20.0
2013-02-26,50.0
2013-02-27,-16.6667
2013-03-05,0.0
2013-03-27,-8.0
2013-05-02,8.6957
2013-05-07,0.0
2013-05-14,-40.0
2013-05-20,86.6667
2013-05-30,5.3571
2013-06-18,-49.1525
2013-06-20,33.3333
2013-06-25,0.0
2013-07-08,0.0
2013-07-26,-25.0
2013-07-31,-6.6667
2013-08-01,0.0
2013-08-07,-7.1429
2013-08-14,7.6923
2013-08-27,0.0
2013-09-12,-7.1429
2013-09-27,7.6923
2013-10-09,0.0
2013-10-17,20.0
2013-10-22,-22.619
2013-11-04,7.6923
2013-11-21,-17.8571
2013-11-25,0.0
2013-12-05,0.0
2013-12-09,0.0
2013-12-10,30.4348
2013-12-18,6.6667
2013-12-30,-28.125
2013-12-31,39.1304
2014-01-23,-6.25
2014-02-21,0.0
2014-03-10,-13.3333
2014-03-20,38.4615
2014-04-22,50.0
2014-07-09,-48.1481
2014-07-16,0.0
2014-07-17,-25.0
2014-07-23,71.4286
2014-08-06,-41.6667
2014-08-12,0.0
2014-08-13,0.0
2014-08-15,0.0
2014-08-19,0.0
2014-08-22,0.0
2014-09-02,0.0
2014-09-04,0.9524
2014-09-29,-0.9434
2014-10-02,0.0
2014-11-17,-23.8095
2014-12-11,0.0
2014-12-18,0.0
2015-01-02,112.5
2015-01-06,0.0
2015-01-12,-58.8235
2015-01-16,42.8571
2015-02-06,-36.375
2015-03-11,57.1709
2015-03-12,10.0
2015-05-13,36.3636
2015-06-09,0.0
2015-08-03,-6.6667
2015-08-11,-67.8571
2015-08-20,122.2222
2015-08-27,-55.0
2015-08-28,0.0
2015-09-03,0.0
2015-09-29,122.2222
2015-10-16,-0.125
2015-11-05,-49.9374
2015-11-23,-10.0
2015-12-03,100.0
2015-12-16,0.0
2015-12-18,0.0
2015-12-29,-27.7778
2015-12-31,0.0
2016-01-20,0.0
2016-02-05,119.0385
2016-04-21,33.4504
2016-05-09,-63.1579
2016-05-27,185.7143
2016-06-20,-65.0
2016-06-22,-57.1429
2016-09-22,566.6667
2016-10-06,-92.5
2016-10-18,283.75
2016-12-01,-39.1965
2016-12-27,-7.1429
2016-12-28,499.6154
2016-12-29,-79.474
2017-02-16,-99.6875
2017-03-08,5500.0
2017-03-10,114.2857
2017-03-14,1165.8333
2017-03-15,-78.9335
2017-05-18,31.25
2017-05-19,71.4286
2017-05-25,55.5556
2017-05-26,7.1429
2017-06-16,0.0
2017-07-05,0.0
2017-08-03,-40.0
2017-10-17,-33.3333
2017-11-07,0.0
2017-11-28,33.3333
2017-12-01,0.0
2017-12-29,25.0
2018-01-04,-40.0
2018-01-26,36.6667
2018-02-02,9.7561
2018-02-06,0.0
2018-02-07,0.0
2018-03-01,-22.2222
2018-03-15,8.5714
2018-04-13,-21.0526
2018-04-27,0.0
2018-05-02,0.0
2018-05-15,33.3333
2018-05-21,-22.5
2018-06-08,27.0968
2018-06-19,10.6599
2018-06-22,-2.7523
2018-08-14,-26.8868
2018-09-12,61.2903
2018-09-13,0.0
2018-10-17,-40.0
2018-10-19,-16.6667
2018-11-13,50.0
2018-12-12,-33.3333
2019-02-13,-18.0
2019-05-10,70.7317
2019-05-28,-14.2857
2019-06-13,-33.3333
2019-08-07,172.0
2019-12-11,-33.4559
2019-12-17,0.0
2019-12-19,0.0
2019-12-31,-50.2762
2020-01-02,101.1111
2020-02-13,0.0
2020-02-27,0.0
2020-03-13,0.0
2020-04-06,-50.2762
2020-04-14,172.2222
2020-05-11,-63.8776
2020-05-12,176.8362
2020-06-08,-8.1633
