ticker,CAIB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-30,0.8772
2006-01-31,0.0
2006-02-02,0.0
2006-02-03,0.8696
2006-02-07,-0.8621
2006-02-14,4.3478
2006-02-15,-4.1667
2006-02-16,0.0
2006-02-28,4.3478
2006-03-03,-4.1667
2006-03-06,4.3478
2006-03-07,0.0
2006-03-09,0.8333
2006-03-10,-0.8264
2006-03-13,-4.1667
2006-03-15,4.3478
2006-03-16,0.0
2006-03-21,-1.6667
2006-03-22,0.8475
2006-03-23,-0.8403
2006-03-24,1.6949
2006-03-28,0.0
2006-04-07,0.0
2006-04-11,0.0
2006-04-12,-4.1667
2006-04-18,0.0
2006-04-19,0.0
2006-04-20,0.0
2006-04-25,2.1739
2006-04-26,-4.2553
2006-04-27,0.4444
2006-04-28,3.9823
2006-05-01,-3.8298
2006-05-03,1.7699
2006-05-05,0.0
2006-05-08,-1.7391
2006-05-15,1.7699
2006-05-17,0.0
2006-05-22,-1.7391
2006-05-24,3.9823
2006-05-25,-3.8298
2006-05-26,0.0
2006-05-31,-0.4425
2006-06-09,0.0
2006-06-21,-2.2222
2006-06-22,2.2727
2006-06-27,-2.2222
2006-07-06,0.0
2006-07-25,3.1818
2006-07-26,-0.8811
2006-07-27,-2.2222
2006-08-02,0.0
2006-08-03,2.2727
2006-08-04,0.0
2006-08-17,-6.6667
2006-08-18,-4.7619
2006-08-21,0.0
2006-08-22,10.0
2006-09-08,-6.8182
2006-09-11,0.0
2006-09-14,2.439
2006-09-20,-2.3810000000000002
2006-09-25,-9.2683
2006-09-26,0.0
2006-09-27,4.8387
2006-09-28,2.6667
2006-09-29,-7.0929
2006-10-04,-0.5376
2006-10-05,0.0
2006-10-09,0.0
2006-10-10,0.0
2006-10-12,0.0
2006-10-13,-2.7027
2006-10-16,-2.2222
2006-10-18,2.8409
2006-10-19,2.2099
2006-10-20,0.0
2006-10-24,-2.1622
2006-10-25,2.2099
2006-10-26,-2.1622
2006-10-31,0.0
2006-11-01,-0.5525
2006-11-03,-3.3333
2006-11-06,3.4483
2006-11-07,-2.2222
2006-11-09,-1.1364
2006-11-10,0.0
2006-11-15,0.0
2006-11-16,0.0
2006-11-22,0.5747
2006-11-28,0.0
2006-11-29,0.0
2006-12-06,0.0
2006-12-08,0.0
2006-12-14,0.5714
2006-12-18,-0.5682
2006-12-19,0.0
2006-12-22,0.0
2006-12-27,-5.1429
2006-12-28,1.8072
2006-12-29,0.5917
2007-01-03,-2.9412000000000003
