ticker,FTWS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-26,-10.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-11-04,0.0
2016-05-13,-55.5556
2016-06-28,25.0
2016-07-20,104.0
2016-09-06,3.9215999999999998
2016-09-07,6.6038
2016-09-08,23.8938
2016-09-09,11.4286
2016-09-12,5.8974
2016-09-13,6.4165
2016-09-14,6.8473
2016-09-15,9.6693
2016-09-16,4.8544
2016-09-19,-30.5556
2016-09-20,0.8583
2016-09-21,1.7929
2016-09-22,6.3636
2016-09-23,0.4884
2016-09-26,3.2807
2016-09-27,1.1764999999999999
2016-09-28,-2.3256
2016-09-29,-5.9524
2016-09-30,4.1139
2016-10-03,-1.5198
2016-10-04,-6.1728
2016-10-05,-1.9737
2016-10-06,8.9933
2016-10-07,15.7635
2016-10-10,9.5745
2016-10-11,4.8544
2016-10-12,16.6667
2016-10-13,6.2698
2016-10-14,3.7340999999999998
2016-10-17,2.0878
2016-10-18,-1.9746000000000001
2016-10-19,-2.8777
2016-10-20,2.2222
2016-10-21,-0.7246
2016-10-24,-2.1898
2016-10-25,0.7463
2016-10-26,8.1481
2016-10-27,13.0137
2016-10-28,16.9697
2016-10-31,9.8446
2016-11-01,5.6604
2016-11-02,12.5
2016-11-03,-13.0952
2016-11-04,-11.8721
2016-11-07,5.1813
2016-11-08,0.4926
2016-11-09,2.451
2016-11-10,8.134
2016-11-11,-13.7168
2016-11-14,-6.6667
2016-11-15,-13.9904
2016-11-16,-36.7564
2016-11-17,14.1414
2016-11-18,18.5841
2016-11-21,9.7015
2016-11-22,-5.7823
2016-11-23,-29.2419
2016-11-25,-19.3878
2016-11-28,1.0127
2016-11-29,4.01
2016-11-30,-8.4337
2016-12-01,-55.2632
2016-12-02,-50.0
2016-12-05,100.0
2016-12-06,-7.2059
2016-12-07,-14.4216
2016-12-08,-14.4444
2016-12-09,-7.0887
2016-12-12,-6.3483
2016-12-13,4.4776
2016-12-14,-19.0476
2016-12-15,-32.3529
2016-12-16,4.3478
2016-12-19,-26.8229
2016-12-20,13.879
2016-12-21,19.5
2016-12-22,-16.318
2016-12-23,5.0
2016-12-27,-9.5238
2016-12-28,7.3026
2016-12-29,-6.3151
2016-12-30,-5.5628
2017-01-03,5.1975
2017-01-04,-10.4084
2017-01-05,-34.9265
2017-01-06,62.7119
2017-01-09,-15.5556
2017-01-10,21.0526
2017-01-11,-7.6087
2017-01-12,-11.7647
2017-01-13,3.5833
