ticker,RCON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-30,-7.1667
2009-07-31,6.8223
2009-08-03,8.7395
2009-08-04,14.5286
2009-08-05,23.3468
2009-08-06,-11.2691
2009-08-07,2.4661
2009-08-10,-3.3694
2009-08-11,-6.6018
2009-08-12,3.3351
2009-08-13,0.6452
2009-08-14,-1.1538
2009-08-17,-10.2464
2009-08-18,-2.7457000000000003
2009-08-19,4.7548
2009-08-20,-1.7021
2009-08-21,2.4531
2009-08-24,-2.4269
2009-08-25,-4.5858
2009-08-26,-0.1513
2009-08-27,-5.1515
2009-08-28,5.9105
2009-08-31,-1.9607999999999999
2009-09-01,-4.4615
2009-09-02,3.5427
2009-09-03,8.8647
2009-09-04,2.8571
2009-09-08,9.1667
2009-09-09,2.2885
2009-09-10,-3.8542
2009-09-11,13.8422
2009-09-14,3.9773
2009-09-15,-1.6393
2009-09-16,7.2222
2009-09-17,-0.8187
2009-09-18,0.6164
2009-09-21,-1.4934
2009-09-22,6.4719
2009-09-23,2.1373
2009-09-24,-0.5041
2009-09-25,-1.0133
2009-09-28,-2.5591
2009-09-29,-18.6869
2009-09-30,-8.1988
2009-10-01,-3.7889
2009-10-02,1.097
2009-10-05,-3.8676
2009-10-06,-4.3415
2009-10-07,0.6051
2009-10-08,10.9756
2009-10-09,10.4355
2009-10-12,-4.5399
2009-10-13,0.3856
2009-10-14,0.2561
2009-10-15,-0.6641
2009-10-16,-5.5027
2009-10-19,-0.1361
2009-10-20,-2.5886
2009-10-21,-2.6573
2009-10-22,0.2874
2009-10-23,-3.7249
2009-10-26,-3.8689999999999998
2009-10-27,-2.322
2009-10-28,3.1696
2009-10-29,1.9969000000000001
2009-10-30,-11.5964
2009-11-02,-5.9625
2009-11-03,5.2536
2009-11-04,4.9914
2009-11-05,-3.2787
2009-11-06,-3.0508
2009-11-09,25.0
2009-11-10,4.6154
2009-11-11,-2.4064
2009-11-12,-2.3288
2009-11-13,5.1893
2009-11-16,-6.72
2009-11-17,0.0572
2009-11-18,1.4285999999999999
2009-11-19,-6.6197
2009-11-20,-0.6033
2009-11-23,5.6146
2009-11-24,-2.5862
2009-11-25,0.236
2009-11-27,-0.0883
2009-11-30,8.2198
2009-12-01,0.8421
2009-12-02,0.5398
2009-12-03,-1.8809
2009-12-04,-5.6071
2009-12-07,6.6667
2009-12-08,-0.2717
2009-12-09,1.7711000000000001
2009-12-10,-2.9451
2009-12-11,-3.7241
2009-12-14,-1.2894
2009-12-15,-0.8708
