ticker,VG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-24,-12.6471
2006-05-25,-12.4579
2006-05-26,0.1538
2006-05-30,-3.9939
2006-05-31,-3.84
2006-06-01,-3.2446
2006-06-02,3.0095
2006-06-05,2.8381
2006-06-06,-1.7856999999999998
2006-06-07,-0.9091
2006-06-08,-1.6681
2006-06-09,0.7634
2006-06-12,-3.1145
2006-06-13,-4.7785
2006-06-14,-6.9343
2006-06-15,-3.7255000000000003
2006-06-16,-2.2403
2006-06-19,-11.6667
2006-06-20,5.1887
2006-06-21,-0.7848
2006-06-22,-2.2599
2006-06-23,1.1561
2006-06-26,2.8571
2006-06-27,-1.7778
2006-06-28,0.5656
2006-06-29,-0.4499
2006-06-30,-2.9379
2006-07-03,0.1164
2006-07-05,-3.8372
2006-07-06,-4.8368
2006-07-07,-2.5413
2006-07-10,-3.5202
2006-07-11,-4.8649000000000004
2006-07-12,-0.2841
2006-07-13,-6.2678
2006-07-14,2.7356
2006-07-17,4.7337
2006-07-18,-1.5537
2006-07-19,1.5782
2006-07-20,1.4123999999999999
2006-07-21,-4.7354
2006-07-24,1.1696
2006-07-25,0.289
2006-07-26,-0.1441
2006-07-27,0.4329
2006-07-28,-0.1437
2006-07-31,2.0144
2006-08-01,-5.5007
2006-08-02,-4.4776
2006-08-03,-0.3125
2006-08-04,8.3072
2006-08-07,0.4342
2006-08-08,-0.1441
2006-08-09,-1.7316
2006-08-10,-2.4963
2006-08-11,-2.1084
2006-08-14,-1.3846
2006-08-15,2.0281
2006-08-16,2.5994
2006-08-17,-2.5335
2006-08-18,-0.6116
2006-08-21,3.8462
2006-08-22,-1.7778
2006-08-23,2.5641
2006-08-24,4.2647
2006-08-25,-0.141
2006-08-28,0.0
2006-08-29,6.4972
2006-08-30,7.4271
2006-08-31,5.0617
2006-09-01,4.5828
2006-09-05,-7.4157
2006-09-06,-3.7621
2006-09-07,1.8916
2006-09-08,-2.7228
2006-09-11,-8.1425
2006-09-12,4.5706
2006-09-13,3.3113
2006-09-14,-6.1538
2006-09-15,-0.2732
2006-09-18,-0.5479
2006-09-19,-0.8264
2006-09-20,-0.8333
2006-09-21,-0.9804
2006-09-22,0.9901
2006-09-25,-2.1008
2006-09-26,-0.5722
2006-09-27,-2.5899
2006-09-28,-0.7386
2006-09-29,2.3810000000000002
2006-10-02,2.0349
2006-10-03,1.2821
2006-10-04,1.9691
2006-10-05,-3.5862
2006-10-06,0.1431
2006-10-09,1.1429
2006-10-10,3.6723
