ticker,SNNAQ US Equity
2017-12-12,4.4415
2017-12-13,3.7053000000000003
2017-12-14,2.7609
2017-12-15,-3.9905
2017-12-18,2.7984
2017-12-19,0.0801
2017-12-20,-0.6
2017-12-21,-7.4849
2017-12-22,-9.5694
2017-12-26,-9.0428
2017-12-27,1.1105
2017-12-28,-3.1904
2017-12-29,-1.9449
2018-01-02,-8.6501
2018-01-03,-0.1206
2018-01-04,-2.1739
2018-01-05,7.5926
2018-01-08,-2.1801
2018-01-09,1.349
2018-01-10,5.3819
2018-01-11,-1.5375999999999999
2018-01-12,0.725
2018-01-16,2.6024000000000003
2018-01-17,1.5110999999999999
2018-01-18,0.319
2018-01-19,0.5829
2018-01-22,2.5817
2018-01-23,-6.3174
2018-01-24,-1.5899
2018-01-25,0.2786
2018-01-26,-0.4444
2018-01-29,-0.0558
2018-01-30,-1.5634000000000001
2018-01-31,-0.1702
2018-02-01,-0.1705
2018-02-02,-5.4639
2018-02-05,-6.8031
2018-02-06,2.0026
2018-02-07,3.1666
2018-02-08,-3.4991
2018-02-09,-8.3969
2018-02-12,5.0694
2018-02-13,-2.3133
2018-02-14,-3.18
2018-02-15,9.1544
2018-02-16,-3.9693
2018-02-20,-2.4667
2018-02-21,-0.7519
2018-02-22,11.0193
2018-02-23,-0.8685
2018-02-26,1.4393
2018-02-27,-2.2824999999999998
2018-02-28,-1.0101
2018-03-01,1.7219
2018-03-02,8.0251
2018-03-05,3.5984
2018-03-06,5.7703
2018-03-07,5.4025
2018-03-08,-0.3015
2018-03-09,0.3024
2018-03-12,-4.7236
2018-03-13,-0.4747
2018-03-14,-0.5299
2018-03-15,-4.3687000000000005
2018-03-16,5.961
2018-03-19,6.4669
2018-03-20,-1.9752999999999998
2018-03-21,0.7053
2018-03-22,-3.7019
2018-03-23,-3.7403
2018-03-26,-1.0254
2018-03-27,-0.1091
2018-03-28,3.4389
2018-03-29,-0.8971
2018-04-02,-3.0351
2018-04-03,1.5925
2018-04-04,2.1081
2018-04-05,4.7644
2018-04-06,-2.2739
2018-04-09,1.8096999999999999
2018-04-10,0.3555
2018-04-11,-1.2652
2018-04-12,-0.41
2018-04-13,-0.6691
2018-04-16,1.5026000000000002
2018-04-17,0.051
2018-04-18,2.0918
2018-04-19,2.4488
2018-04-20,-2.2439
2018-04-23,-1.7465000000000002
2018-04-24,-1.0665
2018-04-25,-0.4107
2018-04-26,1.3918
2018-04-27,-1.0168
2018-04-30,-1.4895
2018-05-01,-0.9906
2018-05-02,-1.2638
2018-05-03,-3.1467
2018-05-04,-3.7996
2018-05-07,-1.9462000000000002
2018-05-08,-0.467
2018-05-09,-0.4692
2018-05-10,-3.241
2018-05-11,-2.4361
2018-05-14,-4.1199
2018-05-15,-1.7578
2018-05-16,-2.8496
2018-05-17,-1.4325
2018-05-18,0.4152
2018-05-21,3.1013
2018-05-22,-0.8021
2018-05-23,1.5499
2018-05-24,-0.4645
2018-05-25,-0.8
2018-05-29,2.0833
2018-05-30,2.6991
2018-05-31,-3.9103
2018-06-01,0.6004
2018-06-04,-0.5968
2018-06-05,2.8019
2018-06-06,-0.2596
2018-06-07,-0.7807
2018-06-08,-1.377
2018-06-11,0.3324
2018-06-12,2.5845000000000002
2018-06-13,-0.5814
2018-06-14,2.989
2018-06-15,2.2082
2018-06-18,0.0
2018-06-19,1.5432000000000001
2018-06-20,-3.4043
2018-06-21,-1.9508999999999999
2018-06-22,1.5404
2018-06-25,-4.1719
2018-06-26,1.5171999999999999
2018-06-27,0.4548
2018-06-28,0.3881
2018-06-29,-2.1263
2018-07-02,9.4799
2018-07-03,4.2694
2018-07-05,0.1153
2018-07-06,1.8433000000000002
2018-07-09,-4.5249
2018-07-10,-2.8436
2018-07-11,1.0976
2018-07-12,0.2413
2018-07-13,1.6846999999999999
2018-07-16,-5.858
2018-07-17,-0.6914
2018-07-18,-1.2658
2018-07-19,2.1154
2018-07-20,-1.1299
2018-07-23,0.9524
2018-07-24,-0.566
2018-07-25,1.4548
2018-07-26,-0.5611
2018-07-27,-1.5674000000000001
2018-07-30,-4.4586
2018-07-31,0.9333
2018-08-01,0.0661
2018-08-02,0.7921
2018-08-03,-0.9168
2018-08-06,3.2386
2018-08-07,-1.9846
2018-08-08,-1.7635999999999998
2018-08-09,-1.6622
2018-08-10,1.4875
2018-08-13,-0.3331
2018-08-14,1.0695000000000001
2018-08-15,-0.7937
2018-08-16,-1.0667
2018-08-17,2.2911
2018-08-20,0.3953
2018-08-21,3.6089
2018-08-22,-1.0133
2018-08-23,2.3672
2018-08-24,-0.4375
2018-08-27,1.1927
2018-08-28,9.6774
2018-08-29,-4.0158
2018-08-30,-0.1768
2018-08-31,-1.6529
2018-09-04,-1.3205
2018-09-05,-0.2433
2018-09-06,-1.2195
2018-09-07,1.4815
2018-09-10,0.1217
2018-09-11,-2.0049
2018-09-12,0.62
2018-09-13,1.4787
2018-09-14,-2.1858
2018-09-17,-1.1173
2018-09-18,1.0672
2018-09-19,-2.0497
2018-09-20,1.4585
2018-09-21,-3.625
2018-09-24,-2.6589
2018-09-25,-0.8661
2018-09-26,2.8226
2018-09-27,-4.7059
2018-09-28,1.6461000000000001
2018-10-01,-2.7664999999999997
2018-10-02,1.5267
2018-10-03,0.0684
2018-10-04,-6.0792
2018-10-05,-0.2182
2018-10-08,2.551
2018-10-09,5.4726
2018-10-10,-9.5687
2018-10-11,-12.2951
2018-10-12,-9.0059
2018-10-15,-3.4547
2018-10-16,13.2495
2018-10-17,0.6832
2018-10-18,-6.4461
2018-10-19,1.9946000000000002
2018-10-22,7.9111
2018-10-23,-8.8138
2018-10-24,-10.9304
2018-10-25,-1.217
2018-10-26,-1.1294
2018-10-29,1.0384
2018-10-30,-0.8222
2018-10-31,-4.3523
2018-11-01,4.3337
2018-11-02,0.5192
2018-11-05,8.2645
2018-11-06,-2.958
2018-11-07,0.295
2018-11-08,3.6275
2018-11-09,-4.9196
2018-11-12,-2.8856
2018-11-13,-0.6148
2018-11-14,2.5773
2018-11-15,-0.804
2018-11-16,0.5066
2018-11-19,-1.4113
2018-11-20,-0.409
2018-11-21,6.3655
2018-11-23,1.4479
2018-11-26,-5.7088
2018-11-27,-2.0182
2018-11-28,4.8404
2018-11-29,-3.4381
2018-11-30,2.8484
2018-12-03,-37.5865
2018-12-04,-8.0824
2018-12-06,-6.8966
2018-12-07,-1.2963
2018-12-10,-5.2533
2018-12-11,-2.1782
2018-12-12,-5.2632
2018-12-13,-12.1795
2018-12-14,-15.3285
2018-12-17,-8.6207
2018-12-18,-3.1447
2018-12-19,-6.8182
2018-12-20,-2.7875
2018-12-21,-1.7921
2018-12-24,-6.5693
2018-12-26,3.9063
2018-12-27,-8.2707
2018-12-28,0.4098
2018-12-31,-5.3061
2019-01-02,7.3276
2019-01-03,-1.2048
2019-01-04,26.8293
2019-01-07,-2.8846
2019-01-08,-0.9901
2019-01-09,8.3333
2019-01-10,-7.0769
2019-01-11,-0.9934
2019-01-14,-3.01
2019-01-15,1.0345
2019-01-16,-3.413
2019-01-17,-2.1201
2019-01-18,7.5812
2019-01-22,-5.0336
2019-01-23,-1.7668
2019-01-24,-1.4388
2019-01-25,2.1898
2019-01-28,-8.2143
2019-01-29,1.5564
2019-01-30,-4.2146
2019-01-31,7.2
2019-02-01,5.5969999999999995
2019-02-04,2.1201
2019-02-05,-1.3841
2019-02-06,-1.4035
2019-02-07,-3.9146
2019-02-08,5.1852
2019-02-11,4.5775
2019-02-12,4.7138
2019-02-13,-8.3601
2019-02-14,0.3509
2019-02-15,2.7972
2019-02-19,1.7006999999999999
2019-02-20,-18.0602
2019-02-21,-2.0408
2019-02-22,2.0833
2019-02-25,3.2653
2019-02-26,0.0
2019-02-27,-1.581
2019-02-28,2.4096
2019-03-01,-1.9607999999999999
2019-03-04,14.8
2019-03-05,-6.6202
2019-03-06,-3.3582
2019-03-07,-3.0888
2019-03-08,-0.3984
2019-03-11,0.8
2019-03-12,1.5873
2019-03-13,-2.3438
2019-03-14,1.6
2019-03-15,0.7874
2019-03-18,6.25
2019-03-19,1.8382
2019-03-20,0.361
2019-03-21,1.7986
2019-03-22,-10.6007
2019-03-25,0.3953
2019-03-26,-4.3307
2019-03-27,-1.2346
2019-03-28,-2.9167
2019-03-29,-0.4292
2019-04-01,2.1552
2019-04-02,-7.173
2019-04-03,-0.4545
2019-04-04,-0.9132
2019-04-05,2.3041
2019-04-08,5.8559
2019-04-09,-2.1277
2019-04-10,-2.6087
2019-04-11,-1.3393
2019-04-12,-2.2624
2019-04-15,-5.5556
2019-04-16,1.4706000000000001
2019-04-17,-4.8309
2019-04-18,1.5228000000000002
2019-04-22,5.0
2019-04-23,-4.7619
2019-04-24,-2.0
2019-04-25,-2.551
2019-04-26,3.1414
2019-04-29,-2.5381
2019-04-30,-3.125
2019-05-01,-1.6129
2019-05-02,-4.3716
2019-05-03,12.5714
2019-05-06,-1.5228000000000002
2019-05-07,-5.1546
2019-05-08,0.5435
2019-05-09,-11.8919
2019-05-10,-4.2945
2019-05-13,-8.3333
2019-05-14,-7.6923
2019-05-15,0.0
2019-05-16,2.2727
2019-05-17,-1.4815
2019-05-20,-3.7594
2019-05-21,2.3438
2019-05-22,1.5267
2019-05-23,-2.2556
2019-05-24,1.5385
2019-05-28,0.7576
2019-05-29,-0.7519
2019-05-30,-7.5758
2019-05-31,-4.0984
2019-06-03,10.2564
2019-06-04,-3.1008
2019-06-05,1.6
2019-06-06,-6.2992
2019-06-07,2.521
2019-06-10,-18.0328
2019-06-11,5.0
2019-06-12,0.9524
2019-06-13,-1.8868
2019-06-14,2.8846
2019-06-17,-5.6075
2019-06-18,7.9208
2019-06-19,-0.9174
2019-06-20,2.7778
2019-06-21,-7.2072
2019-06-24,2.9126
2019-06-25,0.0
2019-06-26,-2.8302
2019-06-27,-9.534
2019-06-28,-6.6323
2019-07-01,1.954
2019-07-02,-18.7824
2019-07-03,27.4986
2019-07-05,-10.8547
2019-07-08,-2.7113
2019-07-09,-0.7406
2019-07-10,-1.6061999999999999
2019-07-11,1.1825
2019-07-12,-0.2795
2019-07-15,1.5032
2019-07-16,-1.3178
2019-07-17,-1.5389
2019-07-18,-0.5425
2019-07-19,3.4286
2019-07-22,-2.4862
2019-07-23,-1.5581
2019-07-24,3.5186
2019-07-25,1.2383
2019-07-26,2.5961
2019-07-29,-7.2384
2019-07-30,5.823
2019-07-31,-2.1068
2019-08-01,11.6977
2019-08-02,-5.8257
2019-08-05,-4.9224
2019-08-06,-10.1266
2019-08-07,-7.7465
2019-08-08,-11.4504
2019-08-09,43.1034
2019-08-12,20.4819
2019-08-13,0.0
2019-08-14,-12.5
2019-08-15,-1.7143000000000002
2019-08-16,-5.814
2019-08-19,-14.8148
2019-08-20,-4.3478
2019-08-21,19.7727
2019-08-22,-0.0569
2019-08-23,-3.4618
2019-08-26,-0.3409
2019-08-27,-0.3552
2019-08-28,-0.977
2019-08-29,1.6
2019-08-30,-1.5748
2019-09-03,1.3333
2019-09-04,-4.0132
2019-09-05,0.0685
2019-09-06,-4.1096
2019-09-09,-1.4285999999999999
2019-09-10,-1.4493
2019-09-11,-1.5882
2019-09-12,1.6139000000000001
2019-09-13,3.75
2019-09-16,-4.5641
2019-09-17,-73.563
2019-09-18,1.2921
2019-09-19,-7.543
2019-09-20,-4.3191
2019-09-23,-9.0282
2019-09-24,-22.4673
2019-09-25,7.1876
2019-09-26,-4.6324
2019-09-27,0.0
2019-09-30,73.913
2019-10-01,49.25
2019-10-02,-16.9514
2019-10-03,-11.5369
2019-10-04,14.5978
2019-10-07,19.771
2019-10-08,-1.9933999999999998
2019-10-09,-8.4746
2019-10-10,-3.6630000000000003
2019-10-11,-3.8868
2019-10-14,-11.2
2019-10-15,-12.7477
2019-10-16,-12.1838
2019-10-17,-5.9376999999999995
2019-10-18,28.0006
2019-10-21,9.3256
2019-10-22,-9.992
2019-10-23,-3.6858
2019-10-24,-4.0185
2019-10-25,-1.7751000000000001
2019-10-28,7.1954
2019-10-29,-4.2618
2019-10-30,-4.1534
2019-10-31,-1.6111
2019-11-01,4.1784
2019-11-04,-1.0298
2019-11-05,-4.7097
2019-11-06,-1.2644
2019-11-07,-1.0477
2019-11-08,-8.8235
2019-11-11,5.3225999999999996
2019-11-12,3.2159
2019-11-13,-5.0445
2019-11-14,68.75
2019-11-15,-22.2222
2019-11-18,-12.857099999999999
2019-11-19,2.2951
2019-11-20,-4.1132
2019-11-21,-2.3955
2019-11-22,1.3128
2019-11-25,-1.5775000000000001
2019-11-26,-3.4058
2019-11-27,3.4074
2019-11-29,-2.7221
2019-12-02,0.1473
2019-12-03,50.0
2019-12-04,-18.2353
2019-12-05,10.3118
2019-12-06,-4.7826
2019-12-09,-5.6621
2019-12-10,-7.0668
2019-12-11,-34.7917
2019-12-12,-34.5048
2019-12-13,23.1707
2019-12-16,34.4554
2019-12-17,-60.972
2019-12-18,-33.9623
2019-12-19,14.2857
2019-12-20,3.75
2019-12-23,-20.4819
2019-12-24,12.1212
2019-12-26,-10.8108
2019-12-27,8.7879
2019-12-30,-12.2563
2019-12-31,2.2222
2020-01-02,-0.6211
2020-01-03,5.9375
2020-01-06,4.7198
2020-01-07,0.8451
2020-01-08,-4.4693
2020-01-09,10.2339
2020-01-10,-4.5093
2020-01-13,-6.25
2020-01-14,-1.037
2020-01-15,-3.8922
2020-01-16,-12.7726
2020-01-17,-3.75
2020-01-21,-12.7644
2020-01-22,-4.296
2020-01-23,-10.6667
2020-01-24,14.4279
2020-01-27,-4.5652
2020-01-28,-13.4396
2020-01-29,12.2105
2020-01-30,-10.8818
2020-01-31,-9.4211
2020-02-03,-0.0581
2020-02-04,27.907
2020-02-05,-4.5455
2020-02-06,-13.0952
2020-02-07,19.726
2020-02-10,-2.2883
2020-02-11,-6.3232
2020-02-12,-14.0
2020-02-13,-1.1628
2020-02-14,17.0588
2020-02-18,-12.5628
2020-02-19,-2.2989
2020-02-20,11.7647
2020-02-21,17.3684
2020-02-24,-6.7265
2020-02-25,9.6154
2020-02-26,-7.4561
2020-02-27,-6.6350999999999996
2020-02-28,8.8832
2020-03-02,-16.0839
2020-03-03,13.8889
2020-03-04,-7.561
2020-03-05,-2.4274
2020-03-06,2.4878
2020-03-09,0.2639
2020-03-10,-3.9474
2020-03-11,0.0
2020-03-12,-14.2466
2020-03-13,8.6262
2020-03-16,5.8824
2020-03-17,-30.5556
2020-03-18,12.0
2020-03-19,28.3929
2020-03-20,-33.2406
2020-03-23,10.0
2020-03-24,3.7879
2020-03-25,24.0876
2020-03-26,-5.2941
2020-03-27,12.2671
2020-03-30,-14.2462
2020-03-31,-22.5806
2020-04-01,66.6667
2020-04-02,0.0
2020-04-03,-30.0
2020-04-06,42.8571
2020-04-07,0.0
2020-04-08,-29.5
2020-04-09,-9.7872
2020-04-13,30.5031
2020-04-14,-15.8434
2020-04-15,-5.1539
2020-04-16,50.9434
2020-04-17,-35.0
2020-04-20,29.6154
2020-04-21,12.7596
2020-04-22,-25.2632
2020-04-23,0.0
2020-04-24,12.6761
2020-04-27,0.0
2020-04-28,-10.0
2020-04-29,-1.3889
2020-04-30,-1.4085
2020-05-01,28.5714
2020-05-04,-11.1111
2020-05-05,-12.5
2020-05-06,5.7143
2020-05-07,6.0811
2020-05-08,-8.2803
2020-05-11,0.0
2020-05-12,14.5833
2020-05-13,-10.5455
2020-05-14,-2.439
2020-05-15,21.5278
2020-05-18,0.0
2020-05-19,-17.7143
2020-05-20,4.1667
2020-05-21,6.6667
2020-05-22,3.125
2020-05-26,-4.8485
2020-05-27,4.1401
2020-05-28,-11.315
2020-05-29,2.7586
2020-06-01,-2.6846
2020-06-02,0.0
2020-06-03,-15.8621
2020-06-04,6.5574
2020-06-05,-5.7692
2020-06-08,22.449
2020-06-09,8.0
2020-06-10,-7.4074
2020-06-11,0.0
2020-06-12,6.6667
2020-06-15,-16.0313
2020-06-16,5.6941
2020-06-17,-1.4085
2020-06-18,0.0
2020-06-19,-10.7143
2020-06-22,23.2
2020-06-23,-18.961
2020-06-24,-0.641
2020-06-25,-3.2258
2020-06-26,0.0
2020-06-29,1.6667
2020-06-30,-1.6393
2020-07-01,8.3333
2020-07-02,-3.8462
2020-07-06,-9.6
2020-07-07,-2.6549
2020-07-08,12.7273
2020-07-09,-11.2903
2020-07-10,0.9091
2020-07-13,12.6126
2020-07-14,-20.0
2020-07-15,11.0
2020-07-16,-0.9009
2020-07-17,0.0
2020-07-20,0.9091
2020-07-21,-9.9099
2020-07-22,15.0
2020-07-23,-12.1739
2020-07-24,13.8614
2020-07-27,13.0435
2020-07-28,-19.6923
2020-07-29,-3.2567
2020-07-30,20.7921
2020-07-31,-18.0328
