ticker,SXTC US Equity
2019-05-28,-2.9126
2019-05-29,0.5
2019-05-30,8.209
2019-05-31,-9.4253
2019-06-03,-5.0761
2019-06-04,1.8717000000000001
2019-06-05,4.9869
2019-06-06,-2.5
2019-06-07,-19.7436
2019-06-10,3.1949
2019-06-11,4.644
2019-06-12,-5.9172
2019-06-13,-4.0881
2019-06-14,2.9508
2019-06-17,14.6497
2019-06-18,-5.2778
2019-06-19,4.7801
2019-06-20,-1.7631999999999999
2019-06-21,23.6467
2019-06-24,-17.0507
2019-06-25,-4.4444
2019-06-26,-6.686
2019-06-27,24.6106
2019-06-28,-10.5
2019-07-01,10.0559
2019-07-02,0.7614
2019-07-03,1.5112999999999999
2019-07-05,-22.0844
2019-07-08,-1.5924
2019-07-09,-5.8252
2019-07-10,10.6529
2019-07-11,-13.0435
2019-07-12,5.0
2019-07-15,-2.0408
2019-07-16,3.8194
2019-07-17,-1.0033
2019-07-18,-1.3514
2019-07-19,-3.4247
2019-07-22,3.5461
2019-07-23,-11.3014
2019-07-24,7.3359
2019-07-25,-2.1583
2019-07-26,-4.4118
2019-07-29,-3.0769
2019-07-30,-0.7937
2019-07-31,-2.0
2019-08-01,-2.0408
2019-08-02,-6.25
2019-08-05,-5.3333
2019-08-06,1.4085
2019-08-07,2.5463
2019-08-08,3.6117
2019-08-09,1.0893
2019-08-12,20.2586
2019-08-13,-3.5842
2019-08-14,4.0892
2019-08-15,-8.5714
2019-08-16,3.9063
2019-08-19,1.5038
2019-08-20,-1.2963
2019-08-21,0.6379
2019-08-22,-0.8725
2019-08-23,-6.0521
2019-08-26,3.295
2019-08-27,0.3876
2019-08-28,-7.6757
2019-08-29,-8.8324
2019-08-30,12.3853
2019-09-03,-11.8367
2019-09-04,0.463
2019-09-05,0.4608
2019-09-06,0.0
2019-09-09,4.1284
2019-09-10,0.0
2019-09-11,3.9648
2019-09-12,1.6949
2019-09-13,-5.0
2019-09-16,0.0
2019-09-17,-3.5088
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.9091
2019-09-23,-5.4054
2019-09-24,-9.5238
2019-09-25,-13.6842
2019-09-26,-18.9024
2019-09-27,-5.6391
2019-09-30,0.3984
2019-10-01,-7.1429
2019-10-02,-9.7863
2019-10-03,0.4263
2019-10-04,5.0283
2019-10-07,0.6018
2019-10-08,-12.2411
2019-10-09,4.7919
2019-10-10,-4.8544
2019-10-11,18.7245
2019-10-14,-12.3335
2019-10-15,12.7451
2019-10-16,-4.3478
2019-10-17,4.5455
2019-10-18,-6.9565
2019-10-21,2.8037
2019-10-22,0.0
2019-10-23,-0.9091
2019-10-24,2.7523
2019-10-25,-5.3571
2019-10-28,12.2642
2019-10-29,-8.4034
2019-10-30,-0.0092
2019-10-31,4.5968
2019-11-01,3.5088
2019-11-04,2.5423999999999998
2019-11-05,-7.438
2019-11-06,3.5714
2019-11-07,-3.4569
2019-11-08,-4.4558
2019-11-11,-8.411200000000001
2019-11-12,-3.0816
2019-11-13,-4.1904
2019-11-14,-4.5604
2019-11-15,0.1612
2019-11-18,0.1839
2019-11-19,3.2702
2019-11-20,-6.2111
2019-11-21,-5.2837
2019-11-22,6.2852
2019-11-25,4.7367
2019-11-26,4.4831
2019-11-27,-2.14
2019-11-29,-2.7473
2019-12-02,-4.8248999999999995
2019-12-03,-1.484
2019-12-04,-1.1764999999999999
2019-12-05,-7.3213
2019-12-06,-0.7763
2019-12-09,-3.1959
2019-12-10,10.9589
2019-12-11,0.4938
2019-12-12,2.9115
2019-12-13,-0.9431
2019-12-16,-10.9062
2019-12-17,-6.0057
2019-12-18,1.2376
2019-12-19,-4.6198
2019-12-20,4.3663
2019-12-23,5.7964
2019-12-24,-0.1201
2019-12-26,3.4189
2019-12-27,-0.0392
2019-12-30,8.4967
2019-12-31,-1.2048
2020-01-02,-2.439
2020-01-03,-2.5119
2020-01-06,-2.5522
2020-01-07,2.0263
2020-01-08,-0.748
2020-01-09,-2.4038
2020-01-10,42.4577
2020-01-13,-5.6075
2020-01-14,-7.8218
2020-01-15,-4.6213
2020-01-16,6.9849
2020-01-17,-7.3684
2020-01-21,-1.7045
2020-01-22,3.5371
2020-01-23,-3.9746
2020-01-24,3.314
2020-01-27,24.9297
2020-01-28,-13.5045
2020-01-29,-3.5517
2020-01-30,2.689
2020-01-31,3.1654
2020-02-03,46.789
2020-02-04,-20.1389
2020-02-05,-6.9565
2020-02-06,-12.2804
2020-02-07,9.7379
2020-02-10,-0.4854
2020-02-11,-6.5268
2020-02-12,-4.6759
2020-02-13,-1.7957
2020-02-14,-2.464
2020-02-18,0.8116
2020-02-19,0.9071
2020-02-20,-3.3599
2020-02-21,9.0233
2020-02-24,0.032
2020-02-25,-4.1476
2020-02-26,0.1112
2020-02-27,13.3333
2020-02-28,3.9215999999999998
2020-03-02,-8.0943
2020-03-03,4.7013
2020-03-04,-11.1078
2020-03-05,-6.2424
2020-03-06,2.7173
2020-03-09,17.9569
2020-03-10,-14.8932
2020-03-11,-11.0313
2020-03-12,-14.5737
2020-03-13,-11.3459
2020-03-16,-11.4533
2020-03-17,10.8987
2020-03-18,-3.4483
2020-03-19,7.3232
2020-03-20,-3.4958
2020-03-23,6.0345
2020-03-24,-0.0813
2020-03-25,-3.0919
2020-03-26,1.3938
2020-03-27,5.9954
2020-03-30,-1.5625
2020-03-31,-11.0952
2020-04-01,-18.0861
2020-04-02,-12.1622
2020-04-03,-4.6402
2020-04-06,-0.3643
2020-04-07,-0.7574
2020-04-08,5.2632
2020-04-09,-3.775
2020-04-13,3.9231
2020-04-14,6.85
2020-04-15,0.6107
2020-04-16,-5.3627
2020-04-17,-1.7078
2020-04-20,-2.4
2020-04-21,-4.7131
2020-04-22,2.1774
2020-04-23,17.8374
2020-04-24,-3.9964
2020-04-27,0.0
2020-04-28,6.9767
2020-04-29,-4.3478
2020-04-30,0.0
2020-05-01,-0.9091
2020-05-04,7.1101
2020-05-05,9.2934
2020-05-06,5.7994
2020-05-07,-4.8148
2020-05-08,-2.9183
2020-05-11,-3.0261
2020-05-12,-2.8932
2020-05-13,-0.5107
2020-05-14,-5.7326
2020-05-15,-4.1298
2020-05-18,4.142
2020-05-19,-3.6591
2020-05-20,1.439
2020-05-21,-0.9767
2020-05-22,-0.6106
2020-05-26,-2.1975
2020-05-27,1.7154
2020-05-28,-0.4513
2020-05-29,-5.6073
2020-06-01,1.7947
2020-06-02,-0.6953
2020-06-03,-1.5754000000000001
2020-06-04,3.9126
2020-06-05,3.8631
2020-06-08,3.5545999999999998
2020-06-09,9.6158
2020-06-10,-0.6429
2020-06-11,-11.0833
2020-06-12,5.6808
2020-06-15,4.9756
2020-06-16,0.2962
2020-06-17,-2.9747
2020-06-18,41.1611
2020-06-19,-19.4855
2020-06-22,-2.5445
2020-06-23,1.4723
2020-06-24,-7.1387
2020-06-25,17.9167
2020-06-26,-5.6714
2020-06-29,2.9219
2020-06-30,-4.04
2020-07-01,-4.1532
2020-07-02,5.1642
2020-07-06,6.604
2020-07-07,0.4059
2020-07-08,-3.8847
2020-07-09,-1.3168
2020-07-10,-0.834
2020-07-13,-5.6625
2020-07-14,-13.8669
2020-07-15,2.0699
2020-07-16,-0.7436
2020-07-17,-1.5664
2020-07-20,7.9105
2020-07-21,4.3172
2020-07-22,-4.4663
2020-07-23,-3.1739
2020-07-24,-2.4585
2020-07-27,-0.0908
2020-07-28,-0.8841
2020-07-29,-1.401
2020-07-30,-2.3256
2020-07-31,-5.5714
