ticker,PUMP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-03-17,3.5714
2017-03-20,-0.9655
2017-03-21,-2.1588
2017-03-22,-0.3559
2017-03-23,0.3571
2017-03-24,-3.9146
2017-03-27,-7.6296
2017-03-28,3.1275
2017-03-29,-0.5443
2017-03-30,2.2674
2017-03-31,-1.4526
2017-04-03,4.2669
2017-04-04,3.7202
2017-04-05,0.5022
2017-04-06,0.0714
2017-04-07,-1.5692
2017-04-10,2.3188
2017-04-11,3.2578
2017-04-12,-0.0686
2017-04-13,-0.4804
2017-04-17,0.0
2017-04-18,-2.6207000000000003
2017-04-19,-3.187
2017-04-20,-0.0732
2017-04-21,-0.1464
2017-04-24,-0.8065
2017-04-25,0.0
2017-04-26,1.2565
2017-04-27,0.146
2017-04-28,-1.2391
2017-05-01,-1.1808
2017-05-02,0.8215
2017-05-03,-2.8889
2017-05-04,-8.0092
2017-05-05,3.3167
2017-05-08,-0.0803
2017-05-09,-4.1767
2017-05-10,4.694
2017-05-11,-0.9608
2017-05-12,1.6168
2017-05-15,3.3413
2017-05-16,-2.6944
2017-05-17,-1.1867
2017-05-18,3.6029
2017-05-19,6.1051
2017-05-22,-1.0197
2017-05-23,0.8094
2017-05-24,0.146
2017-05-25,-2.8426
2017-05-26,2.8507
2017-05-30,-2.4798999999999998
2017-05-31,-0.8975
2017-06-01,1.5093999999999999
2017-06-02,-1.6357
2017-06-05,0.1512
2017-06-06,3.6226000000000003
2017-06-07,-3.3503
2017-06-08,-0.9043
2017-06-09,7.0722
2017-06-12,0.7813
2017-06-13,3.5941
2017-06-14,-4.6259
2017-06-15,-3.8516
2017-06-16,0.0
2017-06-19,-2.0772
2017-06-20,-4.697
2017-06-21,-0.2385
2017-06-22,1.3546
2017-06-23,1.4937
2017-06-26,2.4012000000000002
2017-06-27,1.7398
2017-06-28,2.6022
2017-06-29,1.3768
2017-06-30,-0.2144
2017-07-03,2.3639
2017-07-05,-6.578
2017-07-06,-0.3745
2017-07-07,-1.8797000000000001
2017-07-10,5.977
2017-07-11,-0.0723
2017-07-12,-0.2171
2017-07-13,0.3626
2017-07-14,0.578
2017-07-17,-0.7184
2017-07-18,-2.6773
2017-07-19,2.8996
2017-07-20,-0.8671
2017-07-21,-5.0292
2017-07-24,-4.5280000000000005
2017-07-25,4.9035
2017-07-26,3.4483
2017-07-27,0.6667
2017-07-28,-2.3547000000000002
2017-07-31,-2.0347
2017-08-01,-1.1538
2017-08-02,-0.0778
2017-08-03,-0.4673
