ticker,REOS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-20,100.0
2006-12-06,2407.4627
2006-12-07,-0.7937
2006-12-08,-4.0
2007-01-04,-1.6667
2007-01-12,-2.5423999999999998
2007-01-16,3.4783
2007-01-17,0.8403
2007-01-18,-12.5
2007-01-24,14.2857
2007-01-25,-4.1667
2007-01-30,0.0
2007-01-31,0.0
2007-02-02,-2.6087
2007-02-06,0.0
2007-02-07,7.1429
2007-02-08,-4.1667
2007-02-09,-4.3478
2007-02-14,1.8182
2007-02-15,0.0
2007-02-16,-1.7856999999999998
2007-02-20,0.0
2007-02-21,7.2727
2007-02-22,5.0847
2007-02-26,-2.4194
2007-03-01,-3.3058
2007-03-02,-1.7094
2007-03-05,-4.3478
2007-03-06,-4.5455
2007-03-07,-3.8095
2007-03-08,6.9307
2007-03-09,6.4815
2007-03-12,-7.8261
2007-03-13,24.0566
2007-03-14,-5.7034
2007-03-15,-7.2581
2007-03-16,7.8261
2007-03-19,-4.8387
2007-03-20,1.6949
2007-03-22,-1.6667
2007-03-27,1.6949
2007-03-28,2.5
2007-03-29,-4.878
2007-03-30,1.7094
2007-04-02,-6.7227
2007-04-03,12.6126
2007-04-05,0.0
2007-04-11,-4.0
2007-04-12,0.8333
2007-04-16,-4.1322
2007-04-17,7.7586
2007-04-19,-1.6
2007-04-20,-8.9431
2007-04-23,9.8214
2007-04-25,1.626
2007-04-27,0.0
2007-04-30,0.8
2007-05-01,0.0
2007-05-02,0.0
2007-05-10,0.0
2007-05-18,0.7937
2007-06-07,-0.7874
2007-06-11,-3.9683
2007-06-18,-9.0909
2007-06-19,10.0
2007-06-20,3.3058
2007-06-21,0.0
2007-07-05,0.8
2007-07-11,0.0
2007-07-27,-16.6667
2007-07-30,20.0
2007-08-01,-19.0476
2007-08-02,19.6078
2007-08-07,2.459
2007-08-22,0.8
2007-08-30,0.0
2007-08-31,-0.7937
2007-09-04,1.6
2007-09-05,1.5748
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,0.7752
2007-09-14,0.0
2007-09-17,0.0
2007-09-18,0.0
2007-09-19,0.0
2007-09-20,0.0
2007-09-21,-1.5385
2007-09-25,1.5625
2007-09-26,0.0
2007-09-27,0.0
2007-09-28,-0.7692
2007-10-04,0.7752
2007-10-11,0.0
2007-10-15,-3.8462
2007-10-16,4.0
2007-10-17,0.7692
2007-10-25,1.5267
2007-10-26,3.0075
2007-10-29,1.4599
2007-10-30,-1.4388
