ticker,CUII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-09-24,2400.0
2012-10-01,52.0
2012-10-04,31.5789
2012-10-05,35.8
2012-10-08,8.2474
2012-10-09,31.2245
2012-10-10,-0.1555
2012-10-11,-0.1558
2012-10-12,6.6043
2012-10-16,-0.9756
2012-10-17,0.3941
2012-10-18,0.0
2012-10-19,22.6693
2012-10-22,-3.6
2012-10-23,0.083
2012-10-24,-2.1559
2012-10-31,0.8475
2012-11-01,-16.8067
2012-11-02,8.5859
2012-11-06,1.3953
2012-11-08,2.2936
2012-11-09,7.6233
2012-11-13,-8.3333
2012-11-15,-8.5455
2012-11-16,0.6461
2012-11-20,18.5185
2012-11-21,-2.5833
2012-11-23,1.1976
2012-11-26,-3.0854
2012-11-27,5.5386
2012-12-04,-19.4215
2012-12-05,6.1538
2012-12-11,-21.4976
2012-12-12,26.1538
2012-12-14,-25.8537
2012-12-17,5.2632
2012-12-18,-3.75
2012-12-20,-1.2987
2012-12-21,15.1316
2012-12-24,-8.5714
2012-12-27,-6.25
2013-01-02,15.3333
2013-01-07,4.0462
2013-01-09,2.7778
2013-01-11,0.5405
2013-01-17,0.5376
2013-01-22,-2.6738
2013-01-23,1.6484
2013-01-28,-13.5135
2013-01-29,-6.25
2013-01-30,3.3333
2013-01-31,3.2258
2013-02-04,1.25
2013-02-06,1.5432000000000001
2013-02-08,-5.5319
2013-02-11,4.2471
2013-02-15,0.6173
2013-02-22,0.4908
2013-02-25,22.1001
2013-02-26,5.0
2013-02-27,2.7619
2013-02-28,1.9462000000000002
2013-03-04,0.9091
2013-03-06,-1.8018
2013-03-07,0.4587
2013-03-08,-1.0502
2013-03-11,1.5228000000000002
2013-03-13,-2.8182
2013-03-14,0.9355
2013-03-18,-1.7609
2013-03-20,-1.8868
2013-03-22,-3.8462
2013-03-25,-1.9
2013-03-26,1.9367999999999999
2013-03-28,-1.0
2013-04-03,-9.0909
2013-04-10,0.0
2013-04-11,-16.6667
2013-04-16,0.0
2013-04-18,15.0
2013-04-23,-13.0435
2013-04-24,17.3333
2013-04-25,-14.7727
2013-04-26,0.0
2013-05-01,13.3333
2013-05-02,0.0
2013-05-03,5.8824
2013-05-08,-1.1111
2013-05-21,1.1236
2013-05-22,-2.2222
2013-05-23,1.1364
2013-05-31,-4.4944
2013-06-06,-5.8824
2013-06-12,4.375
2013-06-13,-7.1856
2013-06-19,-16.129
2013-06-20,13.8462
2013-07-05,1.3514
2013-07-08,5.3333
2013-07-11,-20.8861
