ticker,LCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-04-16,0.0
2002-04-17,0.3279
2002-04-18,0.0
2002-04-19,31.2092
2002-04-22,17.4346
2002-04-23,-2.9692
2002-04-24,1.6393
2002-04-25,-10.1075
2002-04-26,-3.11
2002-04-29,-6.5432
2002-04-30,-0.9247
2002-05-01,0.0
2002-05-02,5.4667
2002-05-03,-1.8963
2002-05-06,1.8041
2002-05-07,-1.0127
2002-05-08,-1.5345
2002-05-09,0.6494
2002-05-10,-1.2903
2002-05-13,5.098
2002-05-14,4.4776
2002-05-15,0.0
2002-05-16,0.0
2002-05-17,0.0
2002-05-20,4.1667
2002-05-21,0.5714
2002-05-22,-1.1364
2002-05-23,-1.0345
2002-05-24,-0.1161
2002-05-28,1.1628
2002-05-29,1.3793
2002-05-30,2.0408
2002-05-31,11.6667
2002-06-03,-3.1841
2002-06-04,-3.3916
2002-06-05,4.2553
2002-06-06,1.6327
2002-06-07,0.3012
2002-06-10,8.4084
2002-06-11,0.1847
2002-06-12,-1.0138
2002-06-13,4.6555
2002-06-14,-3.2918
2002-06-17,4.4158
2002-06-18,-0.4405
2002-06-19,1.3274
2002-06-20,4.2795
2002-06-21,0.5025
2002-06-24,-3.3333
2002-06-25,-14.2241
2002-06-26,-1.5074999999999998
2002-06-27,11.3265
2002-06-28,-6.5078
2002-07-01,1.9607999999999999
2002-07-02,0.7692
2002-07-03,-6.0115
2002-07-05,-8.6294
2002-07-08,6.6667
2002-07-09,-2.0833
2002-07-10,-3.1915
2002-07-11,-14.2857
2002-07-12,2.5641
2002-07-15,-1.0
2002-07-16,2.399
2002-07-17,1.7263
2002-07-18,-0.8485
2002-07-19,-1.5892
2002-07-22,-8.0745
2002-07-23,-6.0811
2002-07-24,4.3165
2002-07-25,-1.3793
2002-07-26,8.3916
2002-07-29,12.2581
2002-07-30,-6.3218
2002-07-31,0.2454
2002-08-01,-0.612
2002-08-02,-0.8621
2002-08-05,-10.559
2002-08-06,4.1667
2002-08-07,-0.2667
2002-08-08,4.8128
2002-08-09,-4.4643
2002-08-12,4.8064
2002-08-13,1.7833999999999999
2002-08-14,2.0025
2002-08-15,1.1043
2002-08-16,-0.4854
2002-08-19,5.4878
2002-08-20,9.2486
2002-08-21,8.9947
2002-08-22,5.8252
2002-08-23,-3.211
2002-08-26,2.2749
2002-08-27,-1.7609
2002-08-28,-7.1698
2002-08-29,-2.8455
2002-08-30,-0.8368
2002-09-03,-7.384
2002-09-04,2.5057
