ticker,NES US Equity
2018-03-09,7.7196
2018-03-12,7.8666
2018-03-13,-1.1073
2018-03-14,-21.1583
2018-03-15,7.7375
2018-03-16,-1.9091
2018-03-19,-0.0927
2018-03-20,-1.0204
2018-03-21,-0.4686
2018-03-22,-2.307
2018-03-23,0.4819
2018-03-26,-1.199
2018-03-27,3.5437
2018-03-28,-3.4224
2018-03-29,12.2816
2018-04-02,-4.8854
2018-04-03,-1.7841
2018-04-04,-0.4975
2018-04-05,1.8605
2018-04-06,-8.7215
2018-04-09,-4.9525
2018-04-10,3.6842
2018-04-11,0.3553
2018-04-12,4.1983
2018-04-16,-3.932
2018-04-17,-5.9121
2018-04-18,-2.2556
2018-04-19,2.6374
2018-04-20,0.0
2018-04-23,-3.5867
2018-04-24,0.0555
2018-04-25,-2.8857
2018-04-26,-0.8571
2018-04-27,2.4784
2018-04-30,2.9809
2018-05-01,-2.6215
2018-05-02,-0.3926
2018-05-03,-3.9977
2018-05-04,4.5748
2018-05-07,-1.1778
2018-05-08,-0.0568
2018-05-09,-5.9625
2018-05-10,-0.0604
2018-05-11,2.5982
2018-05-14,-1.3545
2018-05-15,1.194
2018-05-16,-1.1799
2018-05-17,0.1194
2018-05-18,-1.7889
2018-05-21,-2.3679
2018-05-22,2.1766
2018-05-23,-1.0956
2018-05-24,0.4923
2018-05-25,-1.9902
2018-05-29,-10.5904
2018-05-30,-0.7687
2018-05-31,-4.5775
2018-06-01,-3.321
2018-06-04,-29.771
2018-06-05,6.1957
2018-06-06,-4.5036000000000005
2018-06-07,1.179
2018-06-08,2.1716
2018-06-11,-4.9248
2018-06-12,4.253
2018-06-13,-0.1046
2018-06-14,4.712
2018-06-15,4.3
2018-06-18,-0.6711
2018-06-19,7.2394
2018-06-20,5.8506
2018-06-21,-4.3367
2018-06-22,-3.1111
2018-06-25,-9.4495
2018-06-26,7.9027
2018-06-27,15.868500000000001
2018-06-28,-2.269
2018-06-29,-0.4975
2018-07-02,-3.5833
2018-07-03,-0.6914
2018-07-05,-6.8755
2018-07-06,16.6355
2018-07-09,-14.8237
2018-07-10,7.9022
2018-07-11,-1.8309
2018-07-12,1.0657
2018-07-13,-3.7786
2018-07-16,-0.6393
2018-07-17,4.8713
2018-07-18,0.7888
2018-07-19,-8.2609
2018-07-20,1.5166
2018-07-23,-1.8674
2018-07-24,0.2854
2018-07-25,3.7951
2018-07-26,5.1188
2018-07-27,-3.9130000000000003
2018-07-30,4.9774
2018-07-31,2.5862
2018-08-01,-8.3193
2018-08-02,-1.2832
2018-08-03,-2.9712
2018-08-06,1.4354
2018-08-07,0.4717
2018-08-08,-6.4789
2018-08-09,5.2209
2018-08-10,-8.1107
2018-08-13,0.4154
2018-08-14,1.1375
2018-08-15,-3.8855
2018-08-16,1.9149
2018-08-17,-1.8789
2018-08-20,1.4894
2018-08-21,6.1845
2018-08-22,6.1204
2018-08-23,6.7907
2018-08-24,1.8293
2018-08-27,-1.6253
2018-08-28,3.6522
2018-08-29,-1.3423
2018-08-30,-1.4456
2018-08-31,-0.4314
2018-09-04,-19.1508
2018-09-05,4.3944
2018-09-06,-3.0801
2018-09-07,2.1186
2018-09-10,-7.1577
2018-09-11,-0.2235
2018-09-12,1.7917
2018-09-13,4.4004
2018-09-14,-3.2666
2018-09-17,0.6536
2018-09-18,0.974
2018-09-19,-2.2508
2018-09-20,8.223700000000001
2018-09-21,2.6342
2018-09-24,-5.232
2018-09-25,5.5302
2018-09-26,-1.2921
2018-09-27,1.1
2018-09-28,9.9901
2018-10-01,1.7086000000000001
2018-10-02,-6.0124
2018-10-03,2.54
2018-10-04,-1.5596
2018-10-05,-2.5163
2018-10-08,-4.5889
2018-10-09,0.2004
2018-10-10,0.9
2018-10-11,8.226
2018-10-12,7.1429
2018-10-15,5.0427
2018-10-16,0.0814
2018-10-17,-5.6098
2018-10-18,1.5504
2018-10-19,0.6785
2018-10-22,-3.7068
2018-10-23,-8.8364
2018-10-24,5.9501
2018-10-25,1.8115999999999999
2018-10-26,-5.516
2018-10-29,3.5782
2018-10-30,5.6364
2018-10-31,-3.2702
2018-11-01,0.0
2018-11-02,-8.8078
2018-11-05,7.2195
2018-11-06,-9.0082
2018-11-07,4.1
2018-11-08,-3.6503
2018-11-09,-1.4955
2018-11-12,-5.1619
2018-11-13,-0.6403
2018-11-14,-5.8002
2018-11-15,4.333
2018-11-16,5.0273
2018-11-19,-0.1041
2018-11-20,-5.5208
2018-11-21,-1.5436
2018-11-23,6.159
2018-11-26,-4.4304
2018-11-27,0.7726
2018-11-28,-0.3286
2018-11-30,2.7473
2018-12-03,-2.0321
2018-12-04,-1.8559
2018-12-06,3.337
2018-12-07,6.4586
2018-12-10,-10.3134
2018-12-11,4.1714
2018-12-12,-2.5974
2018-12-13,-2.2222
2018-12-14,-1.3636
2018-12-17,-0.9217
2018-12-18,-3.0233
2018-12-19,1.199
2018-12-20,-0.7109
2018-12-21,-4.5346
2018-12-24,-6.125
2018-12-26,3.0626
2018-12-27,-1.8088
2018-12-28,-5.6579
2018-12-31,14.3654
2019-01-02,15.2756
2019-01-03,1.242
2019-01-04,1.8809
2019-01-07,1.3333
2019-01-08,-0.3036
2019-01-09,-0.4061
2019-01-10,1.9367999999999999
2019-01-11,-3.3
2019-01-14,4.4467
2019-01-15,1.0891
2019-01-16,2.3506
2019-01-17,4.7847
2019-01-18,2.1005
2019-01-22,0.0
2019-01-23,2.3256
2019-01-24,0.8741
2019-01-25,8.3189
2019-01-28,4.16
2019-01-29,0.6144
2019-01-30,5.2672
2019-01-31,-2.103
2019-02-01,3.5556
2019-02-04,-1.3591
2019-02-05,-2.6831
2019-02-06,-7.8987
2019-02-07,-8.8188
2019-02-08,0.3106
2019-02-11,-2.521
2019-02-12,-0.9982
2019-02-13,-3.6664
2019-02-14,2.8544
2019-02-15,-3.2377
2019-02-19,11.3767
2019-02-20,-6.0086
2019-02-21,0.274
2019-02-22,2.459
2019-02-25,-2.6667
2019-02-26,2.6484
2019-02-27,-2.6246
2019-02-28,-6.1672
2019-03-01,3.7001
2019-03-04,7.9812
2019-03-05,-5.2174
2019-03-06,0.5505
2019-03-07,-4.562
2019-03-08,-9.9426
2019-03-11,0.4246
2019-03-12,-6.4482
2019-03-13,-1.1299
2019-03-14,0.8
2019-03-15,-7.483
2019-03-18,9.4363
2019-03-19,0.6719
2019-03-20,-4.0044
2019-03-21,5.7937
2019-03-22,-0.6572
2019-03-25,-0.7718
2019-03-26,0.7778
2019-03-27,0.441
2019-03-28,0.5488
2019-03-29,-2.8384
2019-04-01,-0.7865
2019-04-02,0.7928
2019-04-03,-1.4607
2019-04-04,-2.3945
2019-04-05,0.3505
2019-04-08,-0.3492
2019-04-09,5.257
2019-04-10,-0.444
2019-04-11,-2.5641
2019-04-12,-0.3432
2019-04-15,-3.4443
2019-04-16,0.4756
2019-04-17,0.1183
2019-04-18,2.9551
2019-04-22,-2.411
2019-04-23,3.1765
2019-04-24,0.114
2019-04-25,-2.0501
2019-04-26,3.8372
2019-04-29,-3.9194
2019-04-30,1.8648
2019-05-01,-3.8902
2019-05-02,1.1905000000000001
2019-05-03,0.3529
2019-05-06,-1.6413
2019-05-07,-3.5757
2019-05-08,1.7305000000000001
2019-05-09,-14.8238
2019-05-10,0.1427
2019-05-13,-17.8063
2019-05-14,-8.3189
2019-05-15,3.9698
2019-05-16,2.1818
2019-05-17,-5.694
2019-05-20,1.3208
2019-05-21,-5.0279
2019-05-22,-2.549
2019-05-23,-3.2193
2019-05-24,-7.0686
2019-05-28,-10.0671
2019-05-29,0.0
2019-05-30,9.7015
2019-05-31,-12.4717
2019-06-03,2.3316
2019-06-04,7.5949
2019-06-05,9.1765
2019-06-06,-13.5776
2019-06-07,2.4938000000000002
2019-06-10,3.163
2019-06-11,6.6038
2019-06-12,-2.4336
2019-06-13,1.8141
2019-06-14,-8.2405
2019-06-17,-2.4272
2019-06-18,6.7164
2019-06-19,5.1282
2019-06-20,-3.5477
2019-06-21,10.3448
2019-06-24,-12.5
2019-06-25,-4.7619
2019-06-26,0.5
2019-06-27,0.2488
2019-06-28,1.9851
2019-07-01,-8.7591
2019-07-02,40.0
2019-07-03,3.6189999999999998
2019-07-05,-7.1691
2019-07-08,37.4257
2019-07-09,-17.4352
2019-07-10,6.1082
2019-07-11,-11.8421
2019-07-12,1.6791
2019-07-15,24.2202
2019-07-16,-11.8021
2019-07-17,-1.1891
2019-07-18,-10.5085
2019-07-19,-2.4621
2019-07-22,-2.1359
2019-07-23,-2.5794
2019-07-24,-4.0733
2019-07-25,-1.4862
2019-07-26,8.6207
2019-07-29,-10.5159
2019-07-30,-3.9911
2019-07-31,-11.0855
2019-08-01,-15.5844
2019-08-02,4.3077
2019-08-05,-7.9646
2019-08-06,5.4487
2019-08-07,22.7964
2019-08-08,-1.7327
2019-08-09,10.0756
2019-08-12,16.476
2019-08-13,0.1965
2019-08-14,-16.6667
2019-08-15,-0.4706
2019-08-16,-11.1111
2019-08-19,-7.4468
2019-08-20,5.4597999999999995
2019-08-21,6.267
2019-08-22,-0.5128
2019-08-23,-3.4794
2019-08-26,-3.3912
2019-08-27,-0.4975
2019-08-28,2.5
2019-08-29,0.0
2019-08-30,3.523
2019-09-03,-12.5654
2019-09-04,18.2635
2019-09-05,11.1392
2019-09-06,-11.8337
2019-09-09,-1.2349999999999999
2019-09-10,4.6381
2019-09-11,-4.1825
2019-09-12,2.7657
2019-09-13,4.603
2019-09-16,-0.4248
2019-09-17,0.6703
2019-09-18,-0.4843
2019-09-19,-6.326
2019-09-20,-0.5195
2019-09-23,2.6109999999999998
2019-09-24,2.5445
2019-09-25,-0.9926
2019-09-26,2.7569
2019-09-27,2.1951
2019-09-30,0.9547
2019-10-01,-4.3499
2019-10-02,6.2778
2019-10-03,-0.6977
2019-10-04,-3.9813
2019-10-07,-3.4146
2019-10-08,-1.5152
2019-10-09,3.5897
2019-10-10,-15.8416
2019-10-11,5.8824
2019-10-14,-3.5722
2019-10-15,-2.3449
2019-10-16,2.4602
2019-10-17,-4.9922
2019-10-18,3.0303
2019-10-22,-4.4118
2019-10-23,4.1138
2019-10-24,-2.0303
2019-10-25,2.5641
2019-10-28,-2.2059
2019-10-29,-1.6541000000000001
2019-10-30,2.1774
2019-11-04,-2.7296
2019-11-06,8.3077
2019-11-07,-3.4091
2019-11-11,-3.8059
2019-11-12,-0.3241
2019-11-13,-1.227
2019-11-14,-6.5217
2019-11-15,3.6545
2019-11-18,-3.8462
2019-11-19,8.6667
2019-11-20,-4.7147
2019-11-21,-2.5818
2019-11-22,3.5987
2019-11-25,-3.6683
2019-11-26,-14.9007
2019-11-27,10.1167
2019-12-02,-6.7138
2019-12-03,6.0606
2019-12-04,-4.6429
2019-12-05,-2.6217
2019-12-06,5.7692
2019-12-09,-2.1818
2019-12-10,2.6022
2019-12-11,6.8841
2019-12-12,-2.8814
2019-12-13,0.6981
2019-12-16,-3.9861
2019-12-17,4.9747
2019-12-18,-0.0963
2019-12-19,0.1721
2019-12-20,-2.4055
2019-12-23,-2.4154999999999998
2019-12-24,1.7536
2019-12-26,4.0
2019-12-27,-2.1413
2019-12-30,-5.5748999999999995
2019-12-31,6.8303
2020-01-02,-2.2486
2020-01-03,5.1237
2020-01-06,-4.0101
2020-01-07,0.5008
2020-01-08,-0.6969
2020-01-09,1.7544
2020-01-10,0.0
2020-01-13,4.4828
2020-01-14,-0.8251
2020-01-15,-2.8453
2020-01-16,0.3288
2020-01-17,0.3721
2020-01-22,-3.0612
2020-01-24,-3.7368
2020-02-03,0.2369
2020-02-04,11.0582
2020-02-05,-6.3554
2020-02-06,1.1014
2020-02-07,4.0636
2020-02-11,-5.5168
2020-02-12,3.4119
2020-02-13,-6.4626
2020-02-14,12.3636
2020-02-18,-9.3851
2020-02-19,2.875
2020-02-20,0.1805
2020-02-24,-7.1283
2020-02-25,2.6119
2020-02-27,-6.7273
2020-02-28,-6.4327
2020-03-03,12.5
2020-03-04,0.2333
2020-03-06,-6.592
2020-03-09,-12.2592
2020-03-10,8.2056
2020-03-11,-29.1667
2020-03-12,-11.7647
2020-03-13,13.3333
2020-03-16,-17.647100000000002
2020-03-18,-8.5214
2020-03-19,10.096
2020-03-20,41.1348
2020-03-23,-21.608
2020-03-24,8.1731
2020-03-25,-4.5926
2020-03-27,-5.5466
2020-03-31,-7.9371
2020-04-01,1.3857
2020-04-02,-1.3668
2020-04-03,0.0
2020-04-06,-10.0
2020-04-07,-0.7937
2020-04-08,10.28
2020-04-09,18.2445
2020-04-13,1.227
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,-9.697
2020-04-17,10.7383
2020-04-20,-17.7636
2020-04-21,14.231
2020-04-22,-11.3935
2020-04-23,3.393
2020-04-24,-1.4085
2020-04-27,-0.3571
2020-04-28,2.509
2020-04-29,11.3706
2020-04-30,-13.613
2020-05-04,10.4812
2020-05-05,5.2632
2020-05-06,0.0
2020-05-07,0.0438
2020-05-08,3.0799
2020-05-11,0.0
2020-05-12,-3.0303
2020-05-13,-3.8938
2020-05-14,-8.09
2020-05-15,1.1816
2020-05-18,7.6923
2020-05-19,0.6494
2020-05-20,-3.2258
2020-05-22,-5.12
2020-05-26,10.3148
2020-05-27,-4.4586
2020-05-28,0.0667
2020-05-29,-2.0653
2020-06-01,2.0408
2020-06-02,0.0
2020-06-03,-3.3333
2020-06-04,0.7379
2020-06-05,3.3750999999999998
2020-06-08,22.5166
2020-06-09,-2.7027
2020-06-10,-2.2222
2020-06-11,-10.2273
2020-06-12,8.4241
2020-06-15,-0.181
2020-06-16,69.5848
2020-06-17,-34.4805
2020-06-18,53.6842
2020-06-19,-10.9589
2020-06-22,-10.0
2020-06-23,-8.9744
2020-06-24,4.2254
2020-06-25,9.9099
2020-06-26,-11.0656
2020-06-29,2.3041
2020-06-30,4.5045
2020-07-01,-0.431
2020-07-02,-6.0606
2020-07-06,0.0783
2020-07-07,-5.6039
2020-07-08,-0.9756
2020-07-09,-2.4631
2020-07-10,6.0606
2020-07-13,-7.1429
2020-07-14,-4.6154
2020-07-15,-2.6882
2020-07-16,-6.0773
2020-07-17,5.8824
2020-07-20,3.8889
2020-07-21,-0.5348
2020-07-22,-5.371
2020-07-23,-1.7101
2020-07-24,5.2023
2020-07-27,-2.5385
2020-07-28,-0.3946
2020-07-29,30.9429
2020-07-30,-7.4995
2020-07-31,0.4673
