ticker,CCFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-2.5
2000-01-06,-2.5641
2000-01-10,4.6053
2000-01-20,-4.4025
2000-01-21,0.0
2000-01-28,-1.3158
2000-02-01,-4.0
2000-02-03,0.0
2000-02-09,-2.7778
2000-02-14,0.0
2000-02-28,-2.8571
2000-02-29,7.3529
2000-03-07,-8.137
2000-03-20,6.7669
2000-03-27,-9.1549
2000-03-31,8.5271
2000-04-05,-3.4286
2000-04-11,-2.3669000000000002
2000-04-12,3.0303
2000-04-19,-4.4118
2000-05-03,0.0
2000-05-08,2.3077
2000-05-12,3.0075
2000-05-16,-5.1095
2000-05-19,6.1538
2000-05-23,-7.2464
2000-06-20,2.459
2000-06-27,1.5385
2000-07-05,4.5455
2000-07-07,-5.0725
2000-07-10,0.0
2000-07-11,3.8167999999999997
2000-07-12,-2.9412000000000003
2000-07-13,0.0
2000-07-17,3.0303
2000-07-18,-3.6765
2000-07-20,0.0
2000-07-25,0.0
2000-08-14,0.0
2000-08-15,1.5267
2000-08-16,-1.5038
2000-08-28,0.3817
2000-08-29,-0.3802
2000-09-07,1.5267
2000-09-11,-1.5038
2000-09-13,0.8623
2000-10-02,0.0
2000-10-10,1.5267
2000-10-16,-1.5038
2000-10-17,0.0
2000-11-01,0.0
2000-11-09,3.0534
2000-11-16,-2.2222
2000-11-20,0.3788
2000-11-21,-0.3774
2000-11-22,0.0
2000-11-29,0.0
2000-12-05,0.0
2000-12-07,0.3788
2000-12-14,3.5164999999999997
2000-12-19,-2.2059
2000-12-21,-0.3759
2000-12-26,-0.3774
2001-01-02,0.0
2001-01-05,0.7576
2001-01-08,-0.7519
2001-01-25,1.1364
2001-01-29,1.8727
2001-02-09,-1.4706000000000001
2001-02-13,-1.4925
2001-03-05,6.0606
2001-03-09,-2.0737
2001-03-13,2.9412000000000003
2001-03-19,-2.1429
2001-03-27,0.0
2001-03-29,2.1898
2001-04-02,0.7143
2001-04-09,3.5461
2001-04-10,0.0
2001-04-18,-2.7397
2001-04-19,12.6761
2001-04-20,0.0
2001-05-03,2.5
2001-05-07,-5.8537
2001-05-11,0.2591
2001-05-16,-0.2584
2001-05-17,0.0
2001-05-18,-0.2591
2001-05-21,0.0
2001-05-22,5.974
2001-05-31,-0.7353
2001-06-08,-1.2346
2001-06-11,2.25
2001-06-18,2.2167
2001-06-27,-5.5422
2001-07-05,-0.5102
2001-07-06,7.1795
2001-07-09,4.8325
2001-07-10,-4.1534
