ticker,SEAOF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-02-18,76.4706
2009-02-19,-20.0
2009-02-23,-50.0
2009-02-25,16.6667
2009-02-26,-14.2857
2009-02-27,-16.6667
2009-03-02,-20.0
2009-03-03,-25.0
2009-03-04,33.3333
2009-03-10,0.0
2009-03-11,25.0
2009-03-17,-10.0
2009-03-18,0.0
2009-03-20,-11.1111
2009-03-23,12.5
2009-03-24,-11.1111
2009-03-25,0.0
2009-03-26,50.0
2009-03-27,8.3333
2009-03-30,-7.6923
2009-03-31,0.0
2009-04-01,0.0
2009-04-21,16.6667
2009-04-22,14.2857
2009-04-23,-12.5
2009-04-24,0.0
2009-04-27,-14.2857
2009-04-28,-33.3333
2009-04-29,27.5
2009-05-01,0.0
2009-05-05,-1.9607999999999999
2009-05-06,0.0
2009-05-07,12.0
2009-05-08,25.0
2009-05-11,-21.4286
2009-05-12,27.2727
2009-05-13,-21.4286
2009-05-14,0.0
2009-05-18,9.0909
2009-05-19,-6.6667
2009-05-20,-1.7856999999999998
2009-05-22,1.8182
2009-05-26,1.7856999999999998
2009-06-01,-1.7544
2009-06-02,-1.7856999999999998
2009-06-05,0.0
2009-06-08,0.0
2009-06-09,1.8182
2009-06-12,7.1429
2009-06-15,0.0
2009-06-16,-6.6667
2009-06-18,-10.7143
2009-06-19,0.0
2009-06-22,0.0
2009-06-23,-2.0
2009-06-24,2.0408
2009-06-30,-20.0
2009-07-01,0.0
2009-07-09,-25.0
2009-07-10,33.3333
2009-07-13,-15.0
2009-07-20,2.9412000000000003
2009-07-22,5.7143
2009-07-27,-18.4122
2009-07-28,32.5052
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,12.5
2009-08-10,11.1111
2009-08-11,0.0
2009-08-12,10.0
2009-08-13,9.0909
2009-08-17,0.0
2009-08-18,5.0
2009-08-19,0.0
2009-08-21,42.8571
2009-08-24,-22.2222
2009-08-28,0.0
2009-08-31,0.0
2009-09-02,0.0
2009-09-03,0.0
2009-09-09,-14.2857
2009-09-16,16.6667
2009-09-17,0.0
2009-09-18,-21.4286
2009-09-21,0.0
2009-09-22,27.2727
2009-09-23,14.2857
2009-09-24,0.0
2009-09-25,6.25
2009-09-28,-17.647100000000002
2009-09-29,14.2857
2009-09-30,6.25
2009-10-01,17.647100000000002
2009-10-06,0.0
2009-10-09,0.0
2009-10-12,-15.0
2009-10-14,0.0
2009-10-16,17.647100000000002
2009-10-22,15.0
2009-10-23,-4.3478
