ticker,CYFL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-2.6316
2000-01-10,0.0
2000-01-14,0.0
2000-01-20,0.0
2000-01-31,0.6757
2000-02-01,-0.6711
2000-02-15,-1.3514
2000-02-23,0.0
2000-02-24,0.0
2000-02-29,-16.7808
2000-03-02,2.0576
2000-03-20,0.6494
2000-03-28,0.0
2000-04-05,-8.5484
2000-04-11,9.3474
2000-04-18,-8.0645
2000-04-19,0.8772
2000-04-25,-1.5217
2000-04-27,-11.6998
2000-04-28,4.8
2000-05-12,2.0992
2000-05-15,0.0
2000-05-17,4.6729
2000-05-22,0.0
2000-06-01,0.7143
2000-06-05,-3.5714
2000-06-09,3.7037
2000-06-14,0.0
2000-06-20,0.0
2000-06-21,0.0
2000-06-22,0.0
2000-06-23,0.0
2000-06-26,0.0
2000-06-28,0.0
2000-06-30,10.7143
2000-07-07,-8.0645
2000-07-11,-1.7544
2000-07-13,0.0
2000-08-04,3.5714
2000-08-08,-3.4483
2000-08-10,3.5714
2000-08-21,-6.0345
2000-08-22,-0.9174
2000-08-24,-18.5185
2000-08-29,0.0
2000-08-30,18.1818
2000-08-31,-1.9231
2000-09-05,4.7431
2000-09-06,0.0
2000-09-26,0.0
2000-10-04,0.0
2000-10-10,-1.8868
2000-10-16,0.0
2000-10-18,-0.2404
2000-10-27,-0.7229
2000-10-30,0.0
2000-10-31,2.6699
2000-11-01,0.0
2000-11-07,0.0
2000-11-08,-4.6809
2000-11-13,4.1667
2000-11-20,0.0
2000-11-24,0.0
2000-11-27,0.0
2000-12-19,0.8452
2000-12-20,-4.7619
2000-12-22,2.0
2001-01-02,-13.7255
2001-01-03,9.0909
2001-01-04,4.1667
2001-01-05,4.0
2001-01-09,-3.8462
2001-01-12,2.0
2001-01-16,1.9607999999999999
2001-01-17,0.0
2001-01-23,-1.9231
2001-02-01,3.9215999999999998
2001-02-05,0.0
2001-02-06,0.0
2001-02-12,0.0
2001-02-20,-1.8868
2001-03-01,2.4519
2001-03-02,-1.6548
2001-03-08,-1.9231
2001-03-12,-2.9412000000000003
2001-03-20,-3.0303
2001-03-21,6.25
2001-03-22,1.9607999999999999
2001-03-23,1.9231
2001-03-26,0.0
2001-04-05,1.8868
2001-04-18,-0.1852
2001-04-24,0.0
2001-04-27,-2.0408
2001-05-07,0.0
2001-05-10,0.0
2001-05-15,-10.4167
2001-05-22,11.5814
2001-05-24,0.0417
2001-05-25,0.0
2001-06-05,-4.4118
2001-06-06,5.4945
