ticker,ALXO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-17,57.8947
2020-07-20,1.1
2020-07-21,1.4506999999999999
2020-07-22,-4.5824
2020-07-23,1.158
2020-07-24,1.8519
2020-07-27,-1.157
2020-07-28,9.0301
2020-07-29,-2.9141
2020-07-30,2.5592
2020-07-31,0.7394
