ticker,HPK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-30,-0.3096
2018-05-31,-0.3106
2018-06-01,0.2077
2018-06-04,0.2073
2018-06-05,-0.1034
2018-06-06,-0.1035
2018-06-07,-0.4145
2018-06-08,0.3122
2018-06-12,0.1037
2018-06-13,-0.4145
2018-06-14,0.3122
2018-06-15,-0.2075
2018-06-18,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,0.104
2018-06-26,0.0
2018-06-28,0.0
2018-06-29,0.1038
2018-07-02,-0.1048
2018-07-06,0.001
2018-07-09,0.0
2018-07-11,-0.1038
2018-07-12,0.0
2018-07-16,-0.2079
2018-07-17,0.1042
2018-07-18,0.2081
2018-07-23,0.2077
2018-07-24,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-30,-0.1036
2018-08-01,0.2075
2018-08-14,0.0756
2018-08-15,0.0279
2018-08-17,-0.001
2018-08-20,0.001
2018-08-21,0.3102
2018-08-22,0.0
2018-08-23,0.4124
2018-08-24,-0.4107
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,0.1031
2018-09-05,-0.103
2018-09-06,0.0
2018-09-07,0.1031
2018-09-11,0.0
2018-09-12,0.103
2018-09-13,-0.2058
2018-09-14,-0.3093
2018-09-17,-0.1034
2018-09-18,0.0
2018-09-19,-0.1035
2018-09-20,0.5181
2018-09-21,0.0
2018-09-24,0.2062
2018-09-25,-0.2058
2018-09-26,-0.1031
2018-09-27,0.0
2018-09-28,0.1548
2018-10-01,0.1546
2018-10-02,-0.3086
2018-10-03,-0.1032
2018-10-04,0.0
2018-10-05,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.0517
2018-10-15,0.0516
2018-10-16,0.0
2018-10-18,-0.1032
2018-10-19,0.0
2018-10-25,0.2066
2018-10-26,0.0
2018-10-29,0.1031
2018-10-30,0.0
2018-10-31,0.309
2018-11-01,-0.0103
2018-11-02,0.3183
2018-11-05,0.1024
2018-11-06,0.1022
2018-11-07,-0.5107
2018-11-08,-0.308
2018-11-09,0.5149
2018-11-12,0.1025
2018-11-13,-0.2047
2018-11-14,0.4103
2018-11-15,-0.1021
2018-11-16,0.0
2018-11-19,0.1022
2018-11-20,-0.3064
2018-11-21,0.4098
2018-11-23,0.5102
2018-11-26,-0.1015
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,-0.3049
2018-11-30,-0.1019
2018-12-03,0.6122
