ticker,HPK US Equity
2018-12-04,0.0
2018-12-06,-0.8114
2018-12-07,0.3067
2018-12-10,0.0
2018-12-11,0.1019
2018-12-12,0.2037
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,-0.4065
2018-12-19,0.5102
2018-12-20,-0.1015
2018-12-21,0.0
2018-12-24,0.1016
2018-12-26,0.1015
2018-12-27,-0.5071
2018-12-28,0.4077
2018-12-31,-0.1015
2019-01-02,0.0
2019-01-03,-0.1016
2019-01-04,0.2035
2019-01-07,0.1015
2019-01-08,0.3043
2019-01-09,-0.1011
2019-01-10,0.4049
2019-01-11,-0.2016
2019-01-14,0.0
2019-01-15,0.101
2019-01-16,-0.1009
2019-01-17,0.202
2019-01-18,0.2016
2019-01-22,-0.3018
2019-01-23,-0.1009
2019-01-24,0.0
2019-01-25,0.404
2019-01-28,0.4024
2019-01-29,-0.3006
2019-01-30,0.0
2019-01-31,0.3015
2019-02-01,-0.6012
2019-02-04,0.6048
2019-02-05,-0.3006
2019-02-06,0.201
2019-02-07,-0.3009
2019-02-08,0.4024
2019-02-11,-0.1002
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,-0.1003
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,-0.1004
2019-02-21,0.402
2019-02-22,-0.1001
2019-02-25,-0.1002
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,-0.2006
2019-03-01,0.1005
2019-03-04,0.3012
2019-03-05,-0.3003
2019-03-06,0.1004
2019-03-07,0.1003
2019-03-08,0.1002
2019-03-11,0.1001
2019-03-12,0.0
2019-03-13,0.2
2019-03-14,-0.2994
2019-03-15,0.2002
2019-03-18,0.1998
2019-03-19,-0.0997
2019-03-20,0.0998
2019-03-21,0.0
2019-03-22,0.1994
2019-03-25,-0.0995
2019-03-26,0.0996
2019-03-27,0.2985
2019-03-28,-0.2976
2019-04-01,0.0
2019-04-02,0.199
2019-04-05,0.0993
2019-04-08,-0.0992
2019-04-09,-0.0993
2019-04-10,-0.3976
2019-04-11,0.3992
2019-04-15,-0.2982
2019-04-17,0.0997
2019-04-18,-0.0996
2019-04-22,0.0997
2019-04-23,0.1992
2019-04-24,0.3976
2019-04-25,0.0
2019-04-26,0.099
2019-04-30,-0.0989
2019-05-01,-0.099
2019-05-02,0.0
2019-05-03,-0.1982
2019-05-06,0.2979
2019-05-07,0.0
2019-05-08,-0.099
2019-05-09,0.0991
2019-05-10,0.0
2019-05-13,0.0
2019-05-14,-0.198
2019-05-15,0.0992
2019-05-17,0.0991
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,-0.198
2019-05-28,0.2212
2019-05-29,-0.1218
2019-05-30,-0.0991
2019-06-03,0.1984
2019-06-05,0.1614
2019-06-06,-0.1611
2019-06-07,0.198
2019-06-10,0.0642
2019-06-11,0.1333
2019-06-12,-0.2959
2019-06-13,0.2967
2019-06-14,0.0986
2019-06-17,-0.0985
2019-06-18,0.1972
2019-06-19,-0.1969
2019-06-20,0.0986
2019-06-21,0.0985
2019-06-24,-0.0984
2019-06-25,0.002
2019-06-27,-0.002
2019-06-28,-0.0985
2019-07-01,0.2959
2019-07-03,-0.0983
2019-07-05,0.0
2019-07-08,0.0984
2019-07-09,0.0
2019-07-10,-0.0511
2019-07-11,-0.0472
2019-07-12,0.0
2019-07-15,0.3937
2019-07-16,-0.2941
2019-07-17,0.0718
2019-07-19,-0.0717
2019-07-24,0.0
2019-07-25,0.0
2019-07-29,0.0
2019-07-31,0.0
2019-08-01,0.0492
2019-08-02,-0.0491
2019-08-05,0.0
2019-08-06,0.1967
2019-08-07,-0.0981
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,0.0982
2019-08-14,0.2944
2019-08-15,-0.0978
2019-08-16,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-22,0.0
2019-08-23,-0.0979
2019-08-26,0.1961
2019-08-27,0.1957
2019-08-28,0.0
2019-08-29,-0.001
2019-08-30,-0.1943
2019-09-03,0.1947
2019-09-05,-0.1943
2019-09-09,-0.0978
2019-09-11,0.43
2019-09-12,0.0595
2019-09-13,0.0
2019-09-16,-0.2924
2019-09-17,0.0
2019-09-18,0.1955
2019-09-19,-0.0976
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,0.0977
2019-09-25,-0.0302
2019-09-26,0.0303
2019-09-27,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,-0.1951
2019-10-04,0.0978
2019-10-07,0.0977
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,-0.1951
2019-10-11,0.1955
2019-10-14,-0.0976
2019-10-15,0.3906
2019-10-16,-0.0973
2019-10-17,0.4869
2019-10-18,0.0
2019-10-21,-0.5814
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.2924
2019-10-28,-0.0972
2019-10-29,0.0535
2019-10-30,-0.2479
2019-10-31,0.1949
2019-11-01,0.1946
2019-11-04,-0.1942
2019-11-05,0.0
2019-11-07,0.1946
2019-11-08,0.0
2019-11-11,0.0
2019-11-13,0.0
2019-11-14,0.1942
2019-11-15,0.0
2019-11-18,0.093
2019-11-19,0.0039
2019-11-21,-0.0968
2019-11-22,0.1938
2019-11-25,-0.1934
2019-11-26,0.0
2019-11-27,0.0969
2019-11-29,0.0
2019-12-02,-0.0968
2019-12-03,-0.0969
2019-12-04,0.0
2019-12-05,0.291
2019-12-06,-0.0774
2019-12-09,0.1742
2019-12-10,0.0
2019-12-11,-0.1932
2019-12-12,1.7909000000000002
2019-12-13,-1.7593999999999999
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0968
2019-12-19,0.0967
2019-12-20,-0.0966
2019-12-23,0.0
2019-12-24,-0.1934
2019-12-26,0.7752
2019-12-27,-0.4923
2019-12-30,0.0116
2019-12-31,0.1932
2020-01-02,-0.1446
2020-01-03,-0.0483
2020-01-06,0.0
2020-01-07,0.1932
2020-01-08,-0.0964
2020-01-09,0.2896
2020-01-10,0.0962
2020-01-13,-0.1442
2020-01-14,-0.2407
2020-01-15,0.4826
2020-01-16,-0.2402
2020-01-17,-0.0481
2020-01-21,0.1927
2020-01-22,0.2885
2020-01-23,-0.2876
2020-01-24,0.2885
2020-01-27,0.0959
2020-01-28,-0.1916
2020-01-29,0.096
2020-01-30,-0.0959
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,-0.096
2020-02-06,0.1921
2020-02-07,0.1918
2020-02-10,0.2871
2020-02-11,-0.4771
2020-02-12,0.0
2020-02-13,-0.0959
2020-02-14,0.096
2020-02-19,0.0959
2020-02-20,0.4789
2020-02-21,0.0
2020-02-24,-0.3813
2020-02-25,0.4785
2020-02-26,-0.5714
2020-02-27,0.2874
2020-02-28,-0.0955
2020-03-02,-0.1912
2020-03-03,0.0
2020-03-04,0.2874
2020-03-05,0.0
2020-03-06,0.191
2020-03-09,0.0953
2020-03-10,-0.7619
2020-03-11,0.7678
2020-03-12,-0.1905
2020-03-13,-0.7634
2020-03-16,0.5769
2020-03-17,-0.5736
2020-03-18,0.0
2020-03-19,-1.4423
2020-03-20,0.4878
2020-03-23,0.1942
2020-03-24,-0.1938
2020-03-25,0.4854
2020-03-26,0.1932
2020-03-30,0.1929
2020-03-31,0.0
2020-04-01,0.5014
2020-04-02,0.0
2020-04-03,0.1714
2020-04-06,0.0956
2020-04-07,0.191
2020-04-08,-0.286
2020-04-09,0.0956
2020-04-13,0.0955
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,-0.0954
2020-04-17,0.0955
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.1908
2020-04-27,-0.0952
2020-04-28,-0.0953
2020-04-29,0.1908
2020-04-30,-0.1905
2020-05-01,0.0
2020-05-04,0.1908
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,-0.1905
2020-05-08,0.0
2020-05-11,0.1908
2020-05-12,0.5714
2020-05-13,-1.0417
2020-05-14,-0.1914
2020-05-18,0.3835
2020-05-19,-0.382
2020-05-20,2.0134
2020-05-21,-1.5977000000000001
2020-05-26,-0.382
2020-05-27,1.6299000000000001
2020-05-28,1.9811
2020-05-29,0.8316
2020-06-01,-3.9441
2020-06-02,0.4776
2020-06-03,-0.6654
2020-06-04,-0.0957
2020-06-08,-0.0958
2020-06-11,0.1918
2020-06-12,0.3828
2020-06-15,1.0486
2020-06-16,1.4151
2020-06-17,-0.9302
2020-06-18,3.0047
2020-06-19,-2.3701
2020-06-22,-0.747
2020-06-23,-0.0151
2020-06-25,-0.5495
2020-06-26,0.2838
2020-06-29,-0.8491
2020-07-01,0.4757
2020-07-02,0.3788
2020-07-06,-0.283
2020-07-07,0.473
2020-07-08,-0.1883
2020-07-09,0.0
2020-07-10,-0.1887
2020-07-13,0.4253
2020-07-14,0.2353
2020-07-15,0.0
2020-07-16,-0.0939
2020-07-17,0.188
2020-07-20,0.3752
2020-07-21,-0.1869
2020-07-22,-0.5618
2020-07-23,-0.0932
2020-07-24,0.2809
2020-07-27,0.4239
2020-07-28,-0.5157
2020-07-29,0.0009
2020-07-30,0.0
2020-07-31,0.1881
