ticker,FCIT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-20,32.3529
2013-12-11,-21.6667
2014-01-23,1.4184
2014-01-28,-0.6993
2014-02-10,5.6338
2014-02-12,-4.0
2014-02-13,0.0
2014-03-05,0.0
2014-03-20,2.7778
2014-08-27,14.8649
2014-09-10,2.9412000000000003
2014-10-15,-2.8571
2014-10-20,2.0
2014-12-03,6.6897
2014-12-09,8.1081
2014-12-22,-15.0
2014-12-31,8.8235
2015-02-19,-7.5676
2015-03-11,2.3392
2015-05-05,2.8571
2015-05-29,0.0
2015-08-28,6.4444
2015-09-02,0.2088
2015-09-04,1.0417
2015-10-13,2.0619
2015-10-21,1.0101
2015-10-27,2.5
2015-10-28,0.0
2015-10-29,2.439
2015-11-18,9.5238
2015-12-29,0.0
2016-01-05,0.0
2016-01-20,0.0
2016-01-22,-2.087
2016-01-27,0.0
2016-01-28,0.7993
2016-02-01,0.0
2016-02-02,0.7048
2016-02-12,-0.2625
2016-02-29,-1.2281
2016-03-30,0.0
2016-03-31,1.2433
2016-04-05,0.8772
2016-04-06,0.0
2016-04-08,-0.8696
2016-04-11,0.8772
2016-04-12,0.8696
2016-04-13,-0.0862
2016-05-03,3.5375
2016-06-06,2.0833
2016-06-07,4.0816
2016-06-15,-1.9607999999999999
2016-06-16,0.0
2016-06-17,1.2
2016-06-20,-1.1858
2016-06-24,-2.32
2016-07-05,-1.2285
2016-07-11,0.0
2016-07-12,2.8192
2016-07-20,1.2097
2016-07-21,0.3984
2016-07-22,0.0079
2016-07-26,0.3889
2016-07-28,0.7905
2016-08-01,1.1764999999999999
2016-08-05,-1.1628
2016-08-08,1.1764999999999999
2016-08-10,1.5504
2016-08-16,-1.145
2016-08-17,1.5444
2016-08-18,-1.1407
2016-08-19,1.5385
2016-08-23,-1.5152
2016-08-26,-0.3846
2016-08-29,0.0
2016-09-02,0.0
2016-09-07,0.0
2016-09-14,0.0849
2016-09-16,0.3009
2016-09-21,0.0
2016-09-27,-0.3077
2016-09-28,0.3086
2016-09-30,-1.4615
2016-10-07,0.0
2016-10-17,2.0492
2016-10-20,0.3936
2016-10-24,0.007
2016-10-26,-0.399
2016-10-31,0.4096
2016-11-04,0.072
2016-11-08,-0.0799
2016-11-09,1.2
2016-11-11,-0.3953
2016-11-17,-0.3968
2016-11-21,0.3984
2016-11-23,0.7937
2016-11-25,0.3937
2016-12-01,0.4
2016-12-08,1.5546
2016-12-20,0.7692
2016-12-28,0.7634
2017-01-05,0.7576
