ticker,FCIT US Equity
2017-01-06,0.0
2017-01-11,0.7519
2017-01-20,0.7453
2017-01-23,0.7417
2017-01-24,1.4706000000000001
2017-01-25,1.4493
2017-01-27,-1.7856999999999998
2017-01-30,-1.6726999999999999
2017-02-02,3.5503
2017-02-03,0.0071
2017-02-13,2.1356
2017-02-14,4.8951
2017-02-21,7.3826
2017-02-27,3.75
2017-03-01,-3.6145
2017-03-02,0.0
2017-03-03,3.125
2017-03-08,9.0909
2017-03-23,-10.4444
2017-03-28,-1.3586
2017-03-29,5.9681999999999995
2017-04-03,1.4837
2017-04-11,-4.6784
2017-04-24,4.908
2017-04-25,0.0
2017-05-05,2.3392
2017-05-10,-1.1429
2017-05-11,0.0
2017-05-15,-2.7688
2017-05-16,2.5504
2017-05-18,-1.4493
2017-05-19,2.9412000000000003
2017-05-22,0.0
2017-05-25,0.0
2017-06-09,-2.0063
2017-06-12,-3.7839
2017-06-13,0.3697
2017-06-14,2.6508000000000003
2017-06-15,2.9412000000000003
2017-06-20,0.0
2017-06-21,-2.8571
2017-06-22,0.0
2017-06-26,-2.9412000000000003
2017-06-28,1.5152
2017-07-05,8.3582
2017-07-06,-0.8264
2017-07-07,0.8333
2017-07-11,0.0
2017-07-14,-0.2755
2017-07-17,0.5525
2017-07-18,0.0
2017-07-20,1.0989
2017-07-24,-0.5435
2017-07-25,-0.2732
2017-07-26,0.274
2017-07-27,0.4863
2017-07-28,0.0598
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,0.2717
2017-08-08,0.0
2017-08-09,-0.813
2017-08-10,0.0
2017-08-15,0.5464
2017-08-17,0.2717
2017-08-18,-0.271
2017-08-21,0.2717
2017-08-23,0.0
2017-08-24,0.5962
2017-08-25,-0.3179
2017-08-28,-0.0054
2017-08-29,0.2703
2017-08-30,0.0
2017-08-31,0.5391
2017-09-01,0.0
2017-09-07,0.5362
2017-09-08,0.0
2017-09-12,1.0667
2017-09-14,-0.5277
2017-09-18,-0.5305
2017-09-19,1.0667
2017-09-21,0.2639
2017-09-22,0.0
2017-09-26,0.0
2017-09-28,-0.2632
2017-09-29,0.7916
2017-10-02,0.0
2017-10-04,0.0
2017-10-06,0.0
2017-10-16,1.5707
2017-10-19,1.8041
2017-10-20,1.7722
2017-10-30,-2.9851
2017-11-16,2.5641
2017-11-17,1.25
2017-11-22,1.2346
2017-11-27,-2.439
2017-11-28,1.3
2017-12-01,1.1846
2017-12-04,0.2439
2017-12-05,-0.9732
2017-12-07,1.9656
2017-12-11,-0.241
2017-12-12,0.0
2017-12-18,0.2415
2017-12-19,0.4819
2017-12-20,0.0
2017-12-26,0.6235
2017-12-27,0.0953
2017-12-28,0.0
2017-12-29,0.4762
2018-01-04,-0.237
2018-01-09,0.2375
2018-01-12,0.4692
2018-01-16,0.0047
2018-01-19,0.0943
2018-01-22,0.1414
2018-01-23,0.0
2018-01-24,0.2353
2018-01-25,0.939
2018-01-26,0.0
2018-01-29,3.4884
2018-01-30,2.2472
2018-02-01,2.1978
2018-02-07,-1.0753
2018-02-09,-1.087
2018-02-13,0.6593
2018-02-14,-0.2183
2018-02-16,0.883
2018-02-20,0.6565
2018-02-22,1.087
2018-02-23,-1.0667
2018-02-26,1.0782
2018-02-28,0.0
2018-03-08,-1.0753
2018-03-20,0.0435
2018-03-21,0.3955
2018-03-22,0.4286
2018-04-04,0.0
2018-04-05,1.2931
2018-04-09,0.0
2018-04-16,1.0638
2018-04-17,3.1579
2018-04-18,2.0408
2018-04-19,1.0
2018-04-30,0.7921
2018-05-23,0.0
2018-05-25,-1.7682
2018-05-29,0.004
2018-05-31,1.7959
2018-06-06,0.1965
2018-06-07,-0.9804
2018-06-08,0.396
2018-06-12,-0.3945
2018-06-13,-0.198
2018-06-21,0.1984
2018-06-22,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-07-02,0.0
2018-07-09,0.202
2018-07-10,0.1937
2018-07-12,0.0
2018-07-13,0.0
2018-07-17,1.5779
2018-07-18,4.8544
2018-07-20,-1.8519
2018-07-23,0.0
2018-07-24,1.8868
2018-07-27,1.8519
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-07,0.0
2018-08-08,1.8182
2018-08-10,1.7856999999999998
2018-08-14,1.7544
2018-08-16,0.0
2018-08-17,0.0
2018-08-21,0.0
2018-08-23,0.0
2018-08-24,-5.169
2018-08-27,0.0
2018-08-28,4.5417
2018-09-04,-2.4348
2018-09-06,0.713
2018-09-07,0.885
2018-09-10,0.0
2018-09-11,1.5789
2018-09-13,-0.1727
2018-09-25,0.0
2018-09-26,-2.7682
2018-10-01,1.4235
2018-10-02,0.5789
2018-10-09,0.0
2018-10-11,-1.8315000000000001
2018-10-12,0.0
2018-10-17,-1.1194
2018-10-19,-0.7547
2018-10-22,-0.9506
2018-10-23,-0.1919
2018-10-24,-2.1154
2018-10-25,0.1965
2018-10-29,-1.9569
2018-10-30,-4.0038
2018-11-01,0.2083
2018-11-09,0.0
2018-11-12,0.0042
2018-11-14,-0.0042
2018-11-16,-0.2079
2018-11-19,0.0
2018-11-20,0.0
2018-11-21,0.0
2018-11-23,0.0
2018-11-26,0.2083
2018-11-27,0.0
2018-12-04,-0.2079
2018-12-06,-0.625
2018-12-14,-1.2579
2018-12-18,0.0
2018-12-20,-2.3355
2018-12-24,-1.087
2018-12-26,-8.7912
2019-01-04,1.4458
2019-01-09,0.2375
2019-01-14,4.2654
2019-01-16,0.6818
2019-01-17,1.5800999999999998
2019-01-18,1.5556
2019-01-28,5.0328
2019-01-29,2.0833
2019-01-30,0.0
2019-02-07,1.0204
2019-02-11,-1.2121
2019-02-12,0.0
2019-02-20,2.2727
2019-02-21,2.0202
2019-02-22,-2.3762
2019-02-27,0.6085
2019-02-28,-0.2016
2019-03-04,-0.404
2019-03-07,-0.2028
2019-03-08,0.9146
2019-03-14,-0.1007
2019-03-18,2.8226
2019-03-21,-2.3529
2019-03-22,-0.2008
2019-03-25,-1.006
2019-03-29,0.0
2019-04-01,0.813
2019-04-02,0.0
2019-04-09,0.8065
2019-04-12,-0.4
2019-04-15,0.0
2019-04-16,-0.4016
2019-04-22,0.4032
2019-04-26,0.2008
2019-04-30,0.0
2019-05-01,0.2004
2019-05-02,0.0
2019-05-03,0.2
2019-05-09,0.0798
2019-05-10,0.0
2019-05-20,-0.0798
2019-05-21,0.7984
2019-05-22,1.9802
2019-05-30,0.9709
2019-06-03,-2.3077
2019-06-04,1.3776
2019-06-05,-0.7763
2019-06-10,0.7828
2019-06-11,0.0
2019-06-17,0.0777
2019-06-21,0.1164
2019-06-24,0.0775
2019-06-27,0.1162
2019-06-28,0.5803
2019-07-01,0.1923
2019-07-08,0.7678
2019-07-10,0.0
2019-07-22,0.381
2019-07-26,0.5693
2019-08-05,0.0
2019-08-14,-0.566
2019-08-15,-0.1139
2019-08-19,1.6337000000000002
2019-08-20,-0.5607
2019-08-22,-0.3759
2019-08-26,-0.3019
2019-08-29,0.3028
2019-08-30,0.0
2019-09-03,0.0
2019-09-05,0.0755
2019-09-06,0.3017
2019-09-09,-0.3383
2019-09-11,0.7167
2019-09-12,0.5618
2019-09-20,-0.1862
2019-09-27,0.0746
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-21,0.0
2019-10-24,0.1119
2019-10-31,-0.1117
2019-11-01,0.0
2019-11-04,0.0
2019-11-05,0.4847
2019-11-06,-0.4824
2019-11-08,0.0
2019-11-11,-0.0373
2019-11-12,-0.0373
2019-11-14,-0.1493
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,0.0004
2019-11-20,-0.0004
2019-11-25,0.0
2019-11-27,0.0374
2019-11-29,0.0
2019-12-03,0.0374
2019-12-04,-0.0373
2019-12-06,0.1121
2019-12-09,0.0
2019-12-10,0.0373
2019-12-12,0.0373
2019-12-13,-0.1864
2019-12-16,0.2988
2019-12-19,0.0745
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,0.4838
2019-12-27,0.0
2019-12-30,-0.3704
2019-12-31,0.0743
2020-01-02,-0.0743
2020-01-03,0.0743
2020-01-06,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,-0.0371
2020-01-13,0.0375
2020-01-21,0.2968
2020-01-24,0.0
2020-01-27,0.1852
2020-01-29,0.0739
2020-01-31,0.8496
2020-02-05,0.0733
2020-02-10,0.1098
2020-02-11,-0.1974
2020-02-12,-0.0586
2020-02-13,-0.11
2020-02-25,0.0
2020-02-26,-3.1657
2020-02-27,-0.7692
2020-02-28,-1.7829000000000002
2020-03-05,-1.3418
2020-03-11,-7.0
2020-03-13,-1.0753
2020-03-19,-21.7391
2020-03-20,6.2778
2020-03-23,-4.6001
2020-03-24,-0.0548
2020-03-25,1.4254
2020-03-31,0.0
2020-04-01,-2.7027
2020-04-02,-0.7778
2020-04-03,-4.7592
2020-04-06,3.4685
2020-04-07,1.4773
2020-04-08,-0.6159
2020-04-16,0.8451
2020-04-17,0.5587
2020-04-28,2.7778
2020-04-30,2.1622
2020-05-01,1.3228
2020-05-04,0.5222
2020-05-05,1.2987
2020-05-06,-1.7949000000000002
2020-05-08,-0.2089
2020-05-12,0.2093
2020-05-14,0.5222
2020-06-11,-0.7792
2020-06-12,-0.5236
2020-06-15,0.0
2020-06-16,1.3158
2020-06-17,0.987
2020-06-19,-2.2634
2020-06-29,0.0
2020-07-13,1.8420999999999998
2020-07-21,-1.8088
2020-07-22,0.0
2020-07-23,1.5789
