ticker,ITMC US Equity
2010-03-17,11.7647
2010-03-18,0.0
2010-03-19,5.2632
2010-03-22,-31.0
2010-03-23,15.942
2010-03-24,11.5625
2010-03-25,-21.5686
2010-03-26,0.0
2010-03-29,99.1964
2010-03-30,-21.4702
2010-03-31,-17.8082
2010-04-01,0.0
2010-04-05,33.3333
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,-16.6667
2010-04-12,-15.0
2010-04-13,0.0
2010-04-14,-11.7647
2010-04-15,0.0
2010-04-16,-10.0
2010-04-19,0.0
2010-04-20,-14.8148
2010-04-21,13.0435
2010-04-22,0.0
2010-04-23,-19.2308
2010-04-26,9.5238
2010-04-27,0.0
2010-04-28,-4.3478
2010-04-29,45.2841
2010-04-30,-12.3973
2010-05-03,0.0
2010-05-04,-27.1429
2010-05-05,-11.7647
2010-05-06,-15.5556
2010-05-07,5.2632
2010-05-10,-11.25
2010-05-11,26.7606
2010-05-12,0.0
2010-05-14,-11.1111
2010-05-17,-25.0
2010-05-18,3.3333
2010-05-19,93.5484
2010-05-20,-41.6667
2010-05-21,0.0
2010-05-24,-28.5714
2010-05-25,40.0
2010-05-26,-7.1429
2010-05-27,0.0
2010-05-28,7.6923
2010-06-01,0.0
2010-06-02,0.0
2010-06-04,-27.1429
2010-06-07,56.8627
2010-06-08,0.0
2010-06-17,-50.0
2010-06-18,25.0
2010-06-21,0.0
2010-06-22,-20.0
2010-06-24,50.0
2010-06-29,-16.6667
2010-07-02,0.0
2010-07-06,-40.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,16.6667
2010-07-12,-40.0
2010-07-13,19.0476
2010-07-15,39.5
2010-07-16,-6.8100000000000005
2010-07-23,-7.6923
2010-07-27,0.0
2010-07-28,0.0
2010-08-03,-30.0
2010-08-04,19.0476
2010-08-10,-12.0
2010-08-11,-4.5455
2010-08-13,4.7619
2010-08-18,-4.5455
2010-08-19,0.0
2010-08-20,0.0
2010-08-24,138.0952
2010-08-27,-58.0
2010-08-30,19.0476
2010-08-31,0.0
2010-09-09,-20.0
2010-09-10,25.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-30,60.0
2010-10-08,-50.0
2010-10-11,150.0
2010-10-12,-40.0
2010-10-14,-13.3333
2010-10-19,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-29,0.0
2010-11-02,0.0
2010-11-05,0.0
2010-11-08,0.0
2010-11-09,0.0
2010-11-17,0.0
2010-11-19,0.0
2010-11-23,0.0
2010-11-29,0.0
2010-11-30,0.0
2010-12-06,-23.0769
2010-12-07,0.0
2010-12-09,0.0
2010-12-13,30.0
2010-12-15,-46.1538
2010-12-16,14.2857
2010-12-17,25.0
2010-12-20,-20.0
2010-12-21,0.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-30,56.25
2010-12-31,4.0
2011-01-03,0.0
2011-01-11,0.0
2011-01-12,0.0
2011-01-13,0.0
2011-01-14,0.0
2011-01-20,0.0
2011-01-25,0.0
2011-01-26,-19.2308
2011-01-27,0.0
2011-01-28,0.0
2011-02-14,4.7619
2011-02-28,30.9659
2011-03-15,-23.6443
2011-03-16,-22.7273
2011-03-18,0.0
2011-03-22,-52.9412
2011-03-23,42.1875
2011-03-24,5.4945
2011-03-28,8.3333
2011-03-29,0.0
2011-03-31,-53.8462
2011-04-05,27.0833
2011-04-08,-8.1967
2011-04-12,-14.2857
2011-04-19,-38.5417
2011-04-27,35.5932
2011-05-06,0.0
2011-05-09,0.0
2011-06-01,-26.25
2011-06-09,0.0
2011-06-17,-18.6441
2011-06-29,0.0
2011-07-28,-22.9167
2011-08-19,8.1081
2011-08-25,0.0
2011-08-30,-55.0
2011-09-02,0.0
2011-09-07,5.5556
2011-09-27,110.5263
2011-10-06,-52.5
2011-10-28,0.0
2011-11-04,0.0
2011-11-08,0.0
2011-11-21,10.526299999999999
2011-12-12,-23.8095
2011-12-14,-37.5
2011-12-23,-20.0
2011-12-29,37.5
2011-12-30,0.0
2012-01-11,-27.2727
2012-02-13,100.0
2012-04-19,100.0
2012-04-23,0.0
2012-04-24,0.0
2012-04-27,0.0
2012-06-19,0.0
2012-06-25,0.0
2012-07-10,-84.375
2012-07-11,60.0
2012-07-23,0.0
2012-07-30,0.0
2012-09-11,0.0
2012-09-12,-25.0
2012-10-22,33.3333
2012-11-08,0.0
2012-11-27,0.0
2012-12-07,0.0
2012-12-11,0.0
2012-12-13,0.0
2012-12-17,175.0
2012-12-28,-72.7273
2012-12-31,0.0
2013-03-06,33.3333
2013-04-01,175.0
2013-05-15,-4.5455
2013-05-21,4.7619
2013-05-22,118.1818
2013-06-04,0.0
2013-06-13,0.0
2013-06-25,0.0
2013-07-12,0.0
2013-07-17,-27.0833
2013-07-24,37.1429
2013-09-20,0.0
2013-10-10,4.1667
2013-10-15,0.0
2013-10-25,0.0
2013-10-30,0.0
2013-11-15,0.0
2013-11-25,0.0
2013-11-27,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-30,0.0
2014-01-07,0.0
2014-01-17,0.0
2014-01-30,-36.0
2014-02-07,0.0
2014-03-07,50.0
2014-03-21,56.25
2014-04-21,-57.3333
2014-04-22,50.0
2014-04-24,0.0
2014-06-04,0.0
2014-06-06,0.0
2014-06-19,400.0
2014-06-20,-33.3333
2014-06-25,0.0
2014-06-27,-30.0
2014-06-30,185.7143
2014-07-01,0.0
2014-07-02,0.0
2014-07-03,-15.0
2014-07-07,47.0588
2014-07-08,-42.0
2014-07-09,0.0
2014-07-10,0.0
2014-07-11,0.0
2014-07-14,0.0
2014-07-15,-13.7931
2014-07-17,-36.0
2014-07-30,-12.5
2014-08-11,0.0
2014-08-19,25.6158
2014-08-20,194.1176
2014-08-21,-50.0
2014-08-26,0.0
2014-08-29,40.0
2014-09-16,-38.0952
2014-09-22,0.0
2014-09-29,0.0
2014-10-21,-15.3846
2014-10-27,-7.2727
2014-10-28,-21.5686
2014-10-29,0.0
2014-11-14,0.0
2014-11-24,-25.0
2014-12-09,0.0
2015-01-09,0.0
2015-01-21,0.0
2015-03-02,0.0
2015-03-16,-50.0
2015-03-18,33.3333
2015-04-21,0.0
2015-04-30,0.0
2015-05-21,25.0
2015-06-15,-20.0
2015-06-30,0.0
2015-07-01,-35.0
2015-07-30,0.0962
2015-08-04,-0.0961
2015-08-10,53.8462
2015-08-20,50.0
2015-08-28,-33.3333
2015-08-31,0.0
2015-09-08,0.0
2015-09-09,450.0
2015-11-23,-63.6364
2015-12-01,87.5
2015-12-15,-46.6667
2015-12-21,37.5
2015-12-22,100.0
2015-12-23,-63.6364
2016-01-20,-37.5
2016-01-26,20.0
2016-02-22,-16.6667
2016-02-29,-20.0
2016-03-09,-20.0
2016-03-10,81.25
2016-03-11,1.7241
2016-04-07,-45.7627
2016-04-11,25.0
2016-04-21,-20.0
2016-04-25,25.0
2016-05-04,-45.0
2016-05-05,54.5455
2016-05-26,-29.4118
2016-05-27,-16.6667
2016-05-31,0.0
2016-06-01,200.0
2016-06-10,-20.0
2016-06-17,-50.0
2016-06-20,100.0
2016-06-28,-16.6667
2016-06-29,-25.0
2016-06-30,-7.6667
2016-07-01,51.6245
2016-07-07,-52.381
2016-07-08,7.5
2016-07-13,23.8372
2016-07-14,-2.3474
2016-07-15,-30.7692
2016-07-19,5.5556
2016-07-20,10.526299999999999
2016-07-21,-4.7619
2016-07-26,-3.0
2016-07-29,8.2474
2016-08-03,-5.8333
2016-08-04,-3.9191000000000003
2016-08-05,-1.0526
2016-08-12,1.0638
2016-08-16,5.2632
2016-08-17,-25.0
2016-08-22,33.3333
2016-08-26,-23.0
2016-09-12,-99.8377
2016-09-20,75900.0
2016-09-22,0.0
2016-09-29,-21.0526
2016-09-30,0.0
2016-10-26,-33.3333
2016-11-11,0.25
2016-12-05,99.5012
2016-12-06,0.0
2016-12-07,45.0
2016-12-12,-44.8276
2016-12-14,-12.5
2016-12-19,112.8571
2016-12-21,-15.2685
2016-12-30,18.0198
2017-01-03,-19.4631
2017-01-04,24.1667
2017-01-10,-19.4631
2017-01-11,0.0
2017-01-12,-16.6667
2017-01-18,2.0
2017-01-24,-21.5686
2017-01-26,25.0
2017-01-27,0.0
2017-01-30,35.0
2017-02-01,-3.7037
2017-02-06,-10.7692
2017-02-13,-22.4138
2017-02-22,-10.9722
2017-02-23,85.9594
2017-02-24,-32.8859
2017-03-07,4.0
2017-03-08,11.538499999999999
2017-03-09,3.4483
2017-03-10,5.8333
2017-03-13,11.811
2017-03-14,-25.7042
2017-03-15,13.7441
2017-03-16,-16.6667
2017-03-17,8.0
2017-03-20,-14.8148
2017-03-21,9.7826
2017-03-22,-7.9208
2017-03-23,1.2097
2017-03-24,-1.1952
2017-03-27,5.3763
2017-03-28,0.4464
2017-03-29,23.1746
2017-03-30,-1.134
2017-03-31,-12.4088
2017-04-03,-12.0833
2017-04-04,-30.4672
2017-04-05,-0.2921
2017-04-06,-18.5547
2017-04-07,-0.2398
2017-04-10,17.3077
2017-04-11,-7.2746
2017-04-12,9.3923
2017-04-13,6.6667
2017-04-17,-9.2803
2017-04-18,-36.5344
2017-04-19,-34.2105
2017-04-20,14.0
2017-04-21,18.8596
2017-04-24,-14.3911
2017-04-25,6.8966
2017-04-26,-16.129
2017-04-27,-20.6731
2017-04-28,-20.9091
2017-05-01,11.1111
2017-05-02,9.3103
2017-05-03,-4.1009
2017-05-04,-5.2632
2017-05-05,-13.5417
2017-05-08,9.2369
2017-05-09,-9.9265
2017-05-10,-18.3673
2017-05-11,-2.5
2017-05-12,6.6667
2017-05-15,-22.1154
2017-05-16,-17.284
2017-05-17,-10.4478
2017-05-18,-6.6667
2017-05-19,14.2857
2017-05-22,12.5
2017-05-23,-1.3889
2017-05-24,12.6761
2017-05-25,0.0
2017-05-26,20.0
2017-05-30,-16.6667
2017-05-31,-3.125
2017-06-01,-12.2581
2017-06-02,0.0
2017-06-05,25.0
2017-06-06,-7.2941
2017-06-07,-12.6904
2017-06-08,4.6512
2017-06-09,0.0
2017-06-12,0.0
2017-06-13,-3.3333
2017-06-14,0.8046
2017-06-15,-14.4812
2017-06-16,0.0
2017-06-19,-5.3333
2017-06-20,0.0
2017-06-22,47.8873
2017-06-23,-3.8095
2017-06-26,0.0
2017-06-28,-0.9901
2017-06-29,-30.0
2017-06-30,42.8571
2017-07-03,5.0
2017-07-05,0.0
2017-07-06,-4.7619
2017-07-07,0.0
2017-07-10,-3.0
2017-07-12,-1.0309
2017-07-13,-3.125
2017-07-14,-3.2258
2017-07-17,0.0
2017-07-18,-2.7778
2017-07-19,-2.8571
2017-07-20,0.0
2017-07-21,-1.1764999999999999
2017-07-24,-40.4762
2017-07-26,18.0
2017-07-27,42.3729
2017-07-28,7.1429
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,-26.6667
2017-08-04,51.5152
2017-08-07,0.0
2017-08-08,6.0
2017-08-14,-33.9623
2017-08-15,1.4285999999999999
2017-08-16,0.0
2017-08-17,-15.493
2017-08-18,16.6667
2017-08-21,37.1429
2017-08-22,-4.1667
2017-08-23,-7.6087
2017-08-24,-5.8824
2017-08-25,-12.5
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,-14.2857
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-14,-8.3333
2017-09-15,0.0
2017-09-18,0.0
2017-09-19,5.4545
2017-09-25,-13.7931
2017-09-26,60.0
2017-09-27,81.25
2017-09-28,12.069
2017-09-29,-37.8462
2017-10-02,23.7624
2017-10-04,36.0
2017-10-05,76.4706
2017-10-06,16.6667
2017-10-09,-14.2857
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,-41.6667
2017-10-13,14.2857
2017-10-16,0.0
2017-10-17,-12.5
2017-10-18,-14.2857
2017-10-20,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,6.6667
2017-10-26,-5.625
2017-10-27,64.7682
2017-10-30,-3.537
2017-11-01,-8.3333
2017-11-03,-32.2727
2017-11-06,-16.1074
2017-11-07,20.0
2017-11-08,-16.6667
2017-11-09,0.0
2017-11-13,0.0
2017-11-16,20.0
2017-11-17,25.82
2017-11-20,-9.9242
2017-11-21,17.647100000000002
2017-11-22,-5.0
2017-11-24,-31.5789
2017-11-27,-23.0769
2017-11-28,10.5
2017-11-29,9.5023
2017-11-30,56.1983
2017-12-04,-47.0899
2017-12-05,35.0
2017-12-07,-25.9259
2017-12-08,0.0
2017-12-12,-19.0
2017-12-13,4.321
2017-12-14,-15.9763
2017-12-18,-1.4085
2017-12-19,-10.0
2017-12-20,11.1111
2017-12-21,-12.857099999999999
2017-12-22,-9.8361
2017-12-26,3.6364
2017-12-28,17.5439
2017-12-29,-7.4627
2018-01-02,0.0
2018-01-03,1.6129
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,-1.5873
2018-01-09,0.1613
2018-01-11,1.4493
2018-01-12,0.0
2018-01-18,0.0
2018-01-19,-12.6984
2018-01-22,0.0
2018-01-23,36.3636
2018-01-25,-8.0
2018-01-26,21.7391
2018-01-29,42.8571
2018-01-30,-16.6667
2018-02-01,-20.0
2018-02-02,0.0
2018-02-08,4.1667
2018-02-12,-16.0
2018-02-14,14.2857
2018-02-15,36.4167
2018-02-20,-23.6408
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-28,0.0
2018-03-02,-20.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-09,-25.0
2018-03-12,3.3333
2018-03-14,3.2258
2018-03-19,56.25
2018-03-20,-40.0
2018-03-23,0.0
2018-03-28,-20.0
2018-04-03,-8.3333
2018-04-04,-9.0909
2018-04-05,-10.0
2018-04-06,-11.1111
2018-04-09,-37.5
2018-04-13,40.0
2018-04-20,171.4286
2018-04-26,-21.0526
2018-04-27,-33.3333
2018-05-01,-40.0
2018-05-03,0.0
2018-05-07,-25.0
2018-05-15,12.2222
2018-05-31,-0.9901
2018-06-01,0.0
2018-06-06,100.0
2018-07-03,10.0
2018-07-11,-9.0
2018-07-18,0.0
2018-07-23,-10.0899
2018-07-27,0.0
2018-07-31,0.0
2018-08-08,-11.1111
2018-08-14,-50.0
2018-08-31,275.0
2018-09-04,0.0
2018-09-11,-66.6667
2018-09-24,0.0
2018-09-25,-40.0
2018-09-26,1.6333
2018-10-08,14.7917
2018-10-09,-57.1429
2018-10-11,133.3333
2018-10-12,42.8571
2018-10-17,80.0
2018-10-18,177.7778
2018-10-23,15.56
2018-10-25,-30.7719
2018-11-01,20.0
2018-11-02,16.6667
2018-11-05,-28.5714
2018-11-07,5.0
2018-11-09,0.0
2018-11-14,-4.7619
2018-12-04,-50.0
2018-12-06,-40.0
2018-12-19,0.0
2018-12-26,0.1667
2019-01-18,16.4725
2019-01-28,0.0
2019-01-30,0.0
2019-02-06,0.0
2019-03-01,42.8571
2019-03-07,35.0
2019-03-12,114.8148
2019-03-13,-31.0345
2019-03-14,0.0
2019-03-25,10.0
2019-03-26,0.0
2019-03-28,0.0
2019-03-29,0.0
2019-04-09,0.0
2019-04-11,4.5455
2019-04-12,0.0
2019-04-29,17.3913
2019-05-03,-44.0741
2019-05-06,111.9205
2019-06-06,-53.125
2019-06-07,93.3333
2019-06-13,-47.8966
2019-06-14,64.1297
2019-06-17,-3.2258
2019-06-18,25.0
2019-06-19,-3.3333
2019-06-24,-32.7586
2019-06-25,28.2051
2019-06-26,20.0
2019-07-09,-3.6667
2019-07-11,-13.4948
2019-07-12,19.56
2019-07-15,-7.996
2019-07-16,23.6364
2019-07-17,0.0
2019-07-18,26.4706
2019-07-19,-17.4419
2019-07-22,7.0423
2019-07-23,1.3158
2019-07-24,9.0909
2019-07-25,2.3810000000000002
2019-07-26,-22.1163
2019-07-29,-23.8579
2019-07-30,29.4118
2019-07-31,6.0606
2019-08-01,5.7143
2019-08-02,-8.1081
2019-08-05,5.8824
2019-08-06,1.3889
2019-08-07,15.0685
2019-08-08,3.5714
2019-08-09,9.1954
2019-08-12,1.0526
2019-08-13,-4.1875
2019-08-14,-13.0246
2019-08-15,15.625
2019-08-16,-4.8649000000000004
2019-08-19,-13.6591
2019-08-20,-13.135
2019-08-21,9.0909
2019-08-22,-9.0417
2019-08-23,-31.4399
2019-08-26,32.294
2019-08-27,-2.6936
2019-08-28,-18.6851
2019-08-29,19.1489
2019-08-30,-17.8571
2019-09-03,8.6957
2019-09-04,-2.0
2019-09-05,22.4082
2019-09-06,-13.3044
2019-09-09,-11.538499999999999
2019-09-10,-4.3913
2019-09-11,-11.3233
2019-09-12,25.641
2019-09-13,18.3673
2019-09-16,13.7586
2019-09-17,-4.5165
2019-09-18,-3.1746
2019-09-19,-4.918
2019-09-20,17.2414
2019-09-23,-8.8235
2019-09-24,12.9032
2019-09-25,17.1429
2019-09-26,2.439
2019-09-27,4.5238
2019-09-30,4.7836
2019-10-01,2.1739
2019-10-02,1.9149
2019-10-03,23.1733
2019-10-04,10.1695
2019-10-07,27.6923
2019-10-08,-34.9398
2019-10-09,-0.9259
2019-10-10,9.6178
2019-10-11,2.3096
2019-10-14,-3.3333
2019-10-15,-5.1724
2019-10-16,0.0
2019-10-17,21.8364
2019-10-18,13.4159
2019-10-21,-2.6447000000000003
2019-10-22,4.0681
2019-10-23,1.2987
2019-10-24,6.4103
2019-10-25,0.1928
2019-10-28,-9.2112
2019-10-29,-11.2583
2019-10-30,-14.9254
2019-10-31,-17.5439
2019-11-01,4.2553
2019-11-04,-12.2857
2019-11-05,-33.6901
2019-11-06,-43.5088
2019-11-07,77.0186
2019-11-08,-21.0526
2019-11-11,-6.7111
2019-11-12,-4.7165
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,-12.5
2019-11-18,-5.7143
2019-11-19,-0.0606
2019-11-20,-2.9715
2019-11-21,-9.375
2019-11-22,-6.8966
2019-11-25,11.037
2019-11-26,-6.6044
2019-11-27,-1.5
2019-11-29,8.7745
2019-12-02,10.0
2019-12-03,-3.0303
2019-12-04,-6.25
2019-12-05,-0.0667
2019-12-06,-3.2688
2019-12-09,-3.4483
2019-12-10,-3.5714
2019-12-11,3.7037
2019-12-12,7.1429
2019-12-13,0.0
2019-12-16,11.5
2019-12-17,-10.3737
2019-12-18,13.0754
2019-12-19,0.059
2019-12-23,-0.4127
2019-12-24,-11.2493
2019-12-26,6.6711
2019-12-27,-1.0632
2019-12-30,-15.7396
2019-12-31,-2.4756
2020-01-03,-1.5385
2020-01-06,25.0
2020-01-07,-3.9375
2020-01-08,4.0989
2020-01-09,0.0
2020-01-10,-6.25
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,-3.4
2020-01-16,0.069
2020-01-17,-3.5862
2020-01-21,0.1431
2020-01-22,-21.4286
2020-01-23,9.0909
2020-01-24,-16.6667
2020-01-27,-5.5
2020-01-28,4.7619
2020-01-29,1.0101
2020-01-30,0.0
2020-01-31,19.9
2020-02-03,-10.3837
2020-02-04,0.4188
2020-02-05,15.848
2020-02-06,-12.4
2020-02-07,-26.9406
2020-02-10,1.25
2020-02-11,23.4568
2020-02-12,-20.0
2020-02-13,25.0
2020-02-14,0.0
2020-02-18,-22.45
2020-02-19,28.9491
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,-20.0
2020-02-25,1.25
2020-02-26,17.284
2020-02-27,5.2632
2020-02-28,-7.75
2020-03-02,8.4011
2020-03-03,-5.1
2020-03-04,0.0
2020-03-06,-21.4963
2020-03-09,-6.0403
2020-03-10,34.1429
2020-03-11,-12.6731
2020-03-12,8.4146
2020-03-13,0.0
2020-03-16,-21.2598
2020-03-17,0.0
2020-03-18,-28.4286
2020-03-19,19.7605
2020-03-20,15.8333
2020-03-23,6.3309
2020-03-24,-0.6089
2020-03-26,0.7488
2020-03-27,8.1081
2020-03-30,0.0
2020-03-31,-25.0
2020-04-01,-1.6667
2020-04-02,1.6949
2020-04-03,-33.3333
2020-04-06,36.25
2020-04-07,0.9174
2020-04-08,0.0
2020-04-09,-9.0909
2020-04-13,48.5
2020-04-14,12.862
2020-04-15,-68.8544
2020-04-16,179.6935
2020-04-20,-20.5479
2020-04-21,34.4828
2020-04-22,0.0
2020-04-23,-10.2564
2020-04-24,-1.4285999999999999
2020-04-27,36.2319
2020-04-29,-27.6596
2020-04-30,2.2059
2020-05-04,0.0
2020-05-07,-7.9137
2020-05-08,9.375
2020-05-12,-20.4286
2020-05-13,-17.7738
2020-05-14,-0.2183
2020-05-15,0.6565
2020-05-18,30.4348
2020-05-19,-23.8333
2020-05-20,31.291
2020-05-21,-16.6667
2020-05-22,59.8
2020-05-26,0.1252
2020-05-27,11.25
2020-05-28,-25.8427
2020-05-29,7.5758
2020-06-01,12.6761
2020-06-02,0.0
2020-06-03,12.5
2020-06-04,2.1111
2020-06-05,-2.1763
2020-06-08,-11.0122
2020-06-09,-12.5
2020-06-10,14.2857
2020-06-11,0.0
2020-06-12,11.0
2020-06-15,-4.3919
2020-06-16,-1.0601
2020-06-17,-5.0595
2020-06-18,0.3135
2020-06-19,3.75
2020-06-22,-10.1807
2020-06-23,11.3347
2020-06-24,-15.6627
2020-06-25,16.4286
2020-06-26,4.2945
2020-06-29,2.9412000000000003
2020-06-30,2.8571
2020-07-01,11.1111
2020-07-02,-10.0
2020-07-08,10.7778
2020-07-09,-0.2006
2020-07-10,-0.603
2020-07-13,-24.1658
2020-07-14,30.5333
2020-07-15,1.7365
2020-07-16,0.2008
2020-07-17,0.2004
2020-07-20,-1.9
2020-07-21,1.9367999999999999
2020-07-22,0.0
2020-07-23,-10.0
2020-07-24,-22.2222
2020-07-27,13.0
2020-07-28,13.78
2020-07-30,0.0
2020-07-31,11.1111
