ticker,TBTEF US Equity
2007-12-10,-6.9521
2007-12-11,-1.2257
2007-12-12,-1.8613
2007-12-17,0.4741
2008-01-02,1.1236
2008-01-03,-0.7694
2008-01-08,-1.5312000000000001
2008-01-22,-6.6949
2008-02-04,6.7518
2008-02-05,-1.6211
2008-02-06,1.2852000000000001
2008-02-08,-1.6499000000000001
2008-02-14,13.1961
2008-02-20,-3.5197000000000003
2008-02-21,2.8933999999999997
2008-02-26,4.7481
2008-02-28,-2.0388
2008-03-03,0.4041
2008-03-07,-5.1318
2008-03-11,1.9516
2008-03-12,-3.8494
2008-03-13,-1.1037
2008-03-19,0.9409
2008-03-25,1.6096
2008-03-31,-3.9735
2008-04-07,12.8638
2008-04-09,-0.8858
2008-04-11,1.291
2008-04-16,17.4828
2008-04-17,-2.5577
2008-04-21,7.2216
2008-04-22,-1.9489
2008-04-24,-6.136
2008-04-25,0.358
2008-04-28,2.698
2008-04-29,0.0337
2008-04-30,-2.8788
2008-05-01,-2.8211
2008-05-02,1.155
2008-05-06,2.8985
2008-05-08,-0.4863
2008-05-12,6.5955
2008-05-13,-0.3877
2008-05-14,-0.1135
2008-05-15,-0.9194
2008-05-16,2.2225
2008-05-20,-2.7573
2008-05-22,3.6865
2008-05-23,0.1014
2008-05-28,6.2162
2008-05-30,-4.3907
2008-06-02,2.9130000000000003
2008-06-03,-0.1558
2008-06-04,2.1348
2008-06-06,4.5156
2008-06-09,2.6665
2008-06-10,-0.3889
2008-06-11,6.8286
2008-06-12,-1.5238
2008-06-13,-0.5964
2008-06-16,3.49
2008-06-18,0.1965
2008-06-19,-0.0514
2008-06-20,1.2222
2008-06-23,5.5796
2008-06-24,-1.3633
2008-06-25,1.2357
2008-06-26,-3.2188
2008-06-27,-1.9557
2008-06-30,3.7178
2008-07-07,-14.4988
2008-07-11,2.3890000000000002
2008-07-14,0.913
2008-07-16,2.1041
2008-07-17,-7.7882
2008-07-21,2.2698
2008-07-22,-3.3174
2008-07-25,-2.1932
2008-07-28,-0.2912
2008-07-30,1.1149
2008-08-05,-1.822
2008-08-08,-3.7577
2008-08-11,-4.322
2008-08-12,-9.145199999999999
2008-08-13,9.6865
2008-08-14,1.8274
2008-08-15,-6.9315
2008-08-19,-7.0961
2008-08-25,16.4782
2008-08-26,-5.9997
2008-08-28,-8.6565
2008-09-02,7.3064
2008-09-05,-14.332
2008-09-08,2.7132
2008-09-11,-13.5756
2008-09-16,-11.1759
2008-09-17,0.2889
2008-09-18,2.0691
2008-09-19,-3.1916
2008-09-22,2.051
2008-09-30,3.6104000000000003
2008-10-01,-17.9556
2008-10-06,-39.2636
2008-10-07,8.2442
2008-10-08,-2.1031
2008-10-09,6.2489
2008-10-10,-26.2735
2008-10-15,5.5303
2008-10-16,-20.5169
2008-10-17,19.4364
2008-10-22,-16.3566
2008-10-29,18.7867
2008-11-04,9.2929
2008-11-06,18.1058
2008-11-07,12.3585
2008-11-12,-24.937
2008-11-13,-9.6197
2008-11-18,0.495
2008-11-20,-4.5567
2008-11-26,24.2581
2008-12-01,-11.8769
2008-12-02,-4.5515
2008-12-05,-19.2438
2008-12-10,0.1338
2008-12-12,-7.5763
2008-12-15,-6.2565
2008-12-18,-8.7225
2008-12-19,-1.2548
2008-12-22,-1.4663
2008-12-29,6.25
2008-12-30,-1.4939
2008-12-31,0.4384
2009-01-06,41.4415
2009-01-07,-0.9842
2009-01-09,-6.7217
2009-01-12,-10.1318
2009-01-15,-14.168
2009-01-20,-4.753
2009-01-21,-3.4415
2009-01-26,-11.9908
2009-01-28,5.9879
2009-02-03,-1.7467000000000001
2009-02-06,1.3333
2009-02-17,-6.9079
2009-02-20,-1.6196000000000002
2009-02-24,-15.9533
2009-02-25,-3.1339
2009-02-26,-10.9926
2009-03-23,8.9839
2009-03-24,17.8321
2009-03-25,-0.6755
2009-04-01,18.1347
2009-04-06,12.034
2009-04-07,4.5021
2009-04-09,-1.3463
2009-04-15,4.6161
2009-04-27,-3.8113
2009-04-29,-0.1887
2009-05-05,0.6971
2009-05-06,1.3728
2009-05-19,3.3333
2009-05-20,3.0466
2009-05-21,6.087
2009-06-02,43.4221
2009-06-03,-7.7725
2009-06-04,1.1929
2009-06-05,-1.8371
2009-06-09,1.2944
2009-06-10,6.8899
2009-06-11,7.3965
2009-06-22,-16.0005
2009-06-23,-0.495
2009-06-25,3.7869
2009-06-26,3.8343
2009-06-29,-2.561
2009-07-02,-7.801
2009-07-06,-0.0912
2009-07-10,-19.5504
2009-07-14,14.8675
2009-07-17,2.8543
2009-07-20,0.3753
2009-07-24,9.6157
2009-07-29,-0.3648
2009-07-30,-5.3017
2009-08-11,-0.4539
2009-08-13,16.1966
2009-08-21,-13.6773
2009-08-27,4.7988
2009-09-01,-9.7927
2009-09-08,2.9210000000000003
2009-09-11,3.4005
2009-09-18,21.7573
2009-09-21,-5.6082
2009-09-22,3.0071
2009-09-24,-10.1294
2009-09-25,4.3259
2009-09-29,-2.699
2009-10-02,0.1705
2009-10-05,0.8277
2009-10-06,2.7157999999999998
2009-10-16,11.136
2009-10-19,11.7339
2009-10-21,1.0466
2009-10-22,0.8571
2009-10-23,-8.0914
2009-10-26,-6.2095
2009-10-27,2.2046
2009-10-28,-6.2567
2009-10-29,7.6247
2009-10-30,-6.1218
2009-11-03,2.0157
2009-11-06,8.0422
2009-11-09,6.7762
2009-11-11,-1.8269
2009-11-13,-1.6528
2009-11-16,-4.3072
2009-11-20,-8.1046
2009-11-23,7.701
2009-11-24,-2.4579
2009-11-25,-0.4986
2009-11-27,-5.688
2009-11-30,1.7375
2009-12-01,-0.9739
2009-12-03,-7.4686
2009-12-07,4.8675
2009-12-09,-1.4101
2009-12-11,-4.0524000000000004
2009-12-14,3.354
2009-12-16,0.0751
2009-12-18,-0.5555
2009-12-21,1.8342
2009-12-22,-1.564
2009-12-23,2.7711
2009-12-29,4.3962
2009-12-31,-1.8529
2010-01-06,24.4851
2010-01-07,11.0122
2010-01-08,7.5188
2010-01-11,-6.7716
2010-01-12,-0.8828
2010-01-13,0.9167
2010-01-14,6.6371
2010-01-15,-4.5107
2010-01-19,-0.2534
2010-01-20,-4.4715
2010-01-21,-0.5532
2010-01-22,-2.1234
2010-01-25,0.7432
2010-01-26,-0.4502
2010-01-27,0.6539
2010-01-28,-0.6226
2010-02-03,2.8382
2010-02-04,-2.7439
2010-02-05,-5.8115
2010-02-08,6.4014
2010-02-11,10.2609
2010-02-16,5.0572
2010-02-17,-0.1501
2010-02-22,-2.5562
2010-02-25,-9.268
2010-03-01,1.1054
2010-03-02,1.7241
2010-03-03,3.7774
2010-03-04,-0.2539
2010-03-05,3.4345
2010-03-11,5.7288
2010-03-12,5.6238
2010-03-15,-5.0348
2010-03-18,-3.0991
2010-03-22,-6.3354
2010-03-24,-0.5215
2010-03-25,3.5887000000000002
2010-03-26,-0.8807
2010-04-01,0.1669
2010-04-05,5.5134
2010-04-08,0.0279
2010-04-09,3.5754
2010-04-12,-1.3135
2010-04-13,-1.4855
2010-04-14,1.8906
2010-04-16,-2.3262
2010-04-19,1.5661
2010-04-26,6.4507
2010-04-27,2.9313000000000002
2010-04-28,0.3331
2010-04-29,-0.498
2010-05-04,-9.9508
2010-05-05,-1.1486
2010-05-06,0.4498
2010-05-11,-1.1334
2010-05-13,8.3172
2010-05-14,-9.1028
2010-05-17,2.4245
2010-05-19,-6.4746
2010-05-20,-6.9228
2010-05-21,7.0937
2010-05-25,-6.5686
2010-05-27,10.4785
2010-05-28,-0.8167
2010-06-02,0.3186
2010-06-03,2.3404
2010-06-04,-1.7521
2010-06-07,3.2898
2010-06-08,-0.8939
2010-06-09,-2.5776
2010-06-11,1.7687
2010-06-14,-0.4118
2010-06-22,1.3846
2010-06-28,-0.313
2010-06-30,-3.3394
2010-07-02,-3.1004
2010-07-07,-0.8634
2010-07-08,-1.4088
2010-07-09,3.3151
2010-07-16,-1.7452
2010-07-19,-1.5561
2010-07-23,1.6639
2010-07-26,2.2504
2010-07-28,-0.3601
2010-07-30,2.1536
2010-08-05,-0.1032
2010-08-10,-0.7182
2010-08-12,-4.4693
2010-08-16,0.1919
2010-08-19,1.0509
2010-08-20,1.6393
2010-08-24,-4.8387
2010-08-25,0.1695
2010-08-26,1.6815
2010-08-27,0.3848
2010-08-30,-0.5387
2010-09-01,0.5417
2010-09-09,-0.4455
2010-09-13,5.1514
2010-09-15,2.5188
2010-09-17,0.3234
2010-09-20,-0.8612
2010-09-21,1.8151000000000002
2010-09-22,3.5941
2010-09-24,5.2777
2010-09-27,0.3147
2010-09-28,-4.5181000000000004
2010-09-29,1.629
2010-10-04,1.8050000000000002
2010-10-05,1.9582000000000002
2010-10-06,9.6289
2010-10-07,-3.3894
2010-10-12,-1.8624
2010-10-18,0.7324
2010-10-19,1.7971
2010-10-20,0.4221
2010-10-21,0.8931
2010-10-22,-3.2806
2010-10-26,2.8742
2010-10-28,1.5137
2010-11-01,-0.1031
2010-11-02,0.6312
2010-11-04,7.1364
2010-11-05,0.1362
2010-11-08,-1.4231
2010-11-09,-1.3541
2010-11-10,7.0675
2010-11-11,-0.4026
2010-11-12,-3.1383
2010-11-15,-0.4869
2010-11-16,-5.6913
2010-11-17,-1.5409000000000002
2010-11-18,7.1395
2010-11-19,1.4126
2010-11-22,1.2252
2010-11-23,-0.2882
2010-11-24,7.3988
2010-11-29,2.1192
2010-11-30,-2.823
2010-12-01,4.749
2010-12-02,-2.5759
2010-12-03,8.4236
2010-12-06,-1.4215
2010-12-07,4.0898
2010-12-08,-3.1289
2010-12-09,-1.8092000000000001
2010-12-10,1.447
2010-12-13,-0.2382
2010-12-14,2.2982
2010-12-15,-2.0677
2010-12-20,2.6654999999999998
2010-12-21,-0.4825
2010-12-22,1.4271
2010-12-23,-0.4212
2010-12-29,-0.201
2010-12-30,-1.8157
2010-12-31,0.5633
2011-01-04,-2.5178000000000003
2011-01-07,4.8378
2011-01-10,-1.2393
2011-01-11,-1.5625
2011-01-13,16.8199
2011-01-14,3.1057
2011-01-18,2.0607
2011-01-19,-2.2335
2011-01-20,-1.4457
2011-01-21,3.7098
2011-01-24,2.5943
2011-01-25,-6.9442
2011-01-26,7.4833
2011-01-27,6.3351
2011-01-31,-4.6408000000000005
2011-02-01,9.4289
2011-02-02,-2.1273
2011-02-03,0.573
2011-02-04,5.9715
2011-02-07,-0.7456
2011-02-08,-3.0725
2011-02-10,1.0304
2011-02-11,3.6583
2011-02-14,1.8386
2011-02-15,0.739
2011-02-16,3.5315
2011-02-17,0.7379
2011-02-18,0.7793
2011-02-22,-3.5068
2011-02-23,-4.5238
2011-02-24,-0.7386
2011-02-25,0.3784
2011-02-28,6.7940000000000005
2011-03-01,0.704
2011-03-03,3.8303000000000003
2011-03-04,3.425
2011-03-07,0.9519
2011-03-08,-0.5202
2011-03-09,-9.4712
2011-03-10,-4.9462
2011-03-11,7.5332
2011-03-15,-7.0271
2011-03-16,0.5509
2011-03-17,2.0991
2011-03-18,-0.6579
2011-03-21,6.6722
2011-03-22,-2.4057
2011-03-23,0.6103
2011-03-25,5.3526
2011-03-28,-0.7408
2011-03-29,0.1984
2011-03-30,-0.5393
2011-03-31,9.5215
2011-04-01,-1.7277
2011-04-04,0.8121
2011-04-05,-1.6827
2011-04-06,-2.3922
2011-04-07,-2.1795
2011-04-08,2.6897
2011-04-11,-5.3256
2011-04-12,-5.3628
2011-04-13,2.4013999999999998
2011-04-14,1.4699
2011-04-18,-5.0
2011-04-19,0.0533
2011-04-20,3.1792
2011-04-25,-2.8529
2011-04-26,-2.1397
2011-04-28,-3.4707
2011-04-29,3.9114
2011-05-02,0.5871
2011-05-03,-3.262
2011-05-04,-6.2005
2011-05-06,3.1752
2011-05-09,-0.9551
2011-05-11,-3.9286
2011-05-16,-8.9219
2011-05-17,-3.6734999999999998
2011-05-18,12.2881
2011-05-19,2.7547
2011-05-20,3.1652
2011-05-25,-0.1602
2011-05-31,-1.9499
2011-06-03,-2.5045
2011-06-07,-7.8745
2011-06-08,-0.4049
2011-06-10,-1.4228
2011-06-13,1.1753
2011-06-20,-2.5881
2011-06-23,0.8368
2011-06-29,1.3615
2011-06-30,5.6569
2011-07-05,5.3274
2011-07-06,-0.3127
2011-07-07,5.9041
2011-07-11,-7.3171
2011-07-12,1.4144999999999999
2011-07-14,4.5364
2011-07-15,0.8688
2011-07-18,1.0547
2011-07-19,4.6204
2011-07-21,-0.4032
2011-07-22,1.2353
2011-07-25,-5.3489
2011-07-26,1.3937
2011-07-27,-4.1237
2011-07-28,-4.3011
2011-07-29,0.0187
2011-08-02,-3.0144
2011-08-03,-3.0888
2011-08-04,-4.7809
2011-08-05,-10.3844
2011-08-09,-11.2901
2011-08-10,-2.1053
2011-08-15,7.5269
2011-08-18,-10.275
2011-08-19,-0.9125
2011-08-22,4.6046
2011-08-23,1.7473
2011-08-24,-1.6843
2011-08-25,1.5788
2011-09-01,9.4444
2011-09-14,-13.3853
2011-09-15,1.4372
2011-09-16,-0.956
2011-09-19,-5.5556
2011-09-22,-6.4706
2011-09-27,6.6981
2011-09-28,-5.0987
2011-10-04,-18.0124
2011-10-07,11.4015
2011-10-18,7.7185
2011-10-19,-4.0404
2011-10-25,11.973700000000001
2011-10-27,9.2832
2011-11-14,6.9892
2011-11-15,5.5024999999999995
2011-11-16,0.4049
2011-11-17,0.4032
2011-11-18,-1.3466
2011-11-21,-5.1245
2011-11-22,1.7415
2011-11-23,-4.1925
2011-11-28,4.3436
2011-11-29,1.7433
2011-11-30,9.9512
2011-12-01,-0.1775
2011-12-05,-2.2222
2011-12-08,-5.4545
2011-12-09,0.9044
2011-12-12,-1.3728
2011-12-13,-3.2307
2011-12-14,-1.6225
2011-12-15,0.3996
2011-12-16,-0.0758
2011-12-19,0.8599
2011-12-22,7.4724
2011-12-29,-0.6066
2011-12-30,0.0
2012-01-03,2.0188
2012-01-04,0.6903
2012-01-05,3.2907
2012-01-06,6.1726
2012-01-09,1.2711000000000001
2012-01-10,0.0
2012-01-11,-2.1605
2012-01-12,1.388
2012-01-13,-0.0207
2012-01-17,7.6219
2012-01-18,-4.3832
2012-01-20,2.8226
2012-01-23,0.902
2012-01-24,-1.6712
2012-01-25,1.581
2012-01-26,-0.856
2012-01-27,-0.1188
2012-01-30,-0.1383
2012-01-31,2.3155
2012-02-01,0.6963
2012-02-02,0.6531
2012-02-03,0.1145
2012-02-07,2.3256
2012-02-08,1.3599
2012-02-09,-2.4812
2012-02-14,1.5831
2012-02-15,1.4842
2012-02-16,9.3236
2012-02-17,-1.3378
2012-02-21,-2.4407
2012-02-22,-1.2856
2012-02-23,1.0208
2012-02-24,-0.3484
2012-02-27,0.1407
2012-02-28,-2.1411
2012-02-29,-1.7217
2012-03-01,0.9124
2012-03-02,-0.5425
2012-03-05,-5.1636
2012-03-06,-2.5498
2012-03-07,-1.6329
2012-03-08,3.2
2012-03-09,2.3256
2012-03-13,-4.3939
2012-03-14,-1.7433
2012-03-15,1.2903
2012-03-16,-0.0796
2012-03-19,2.3904
2012-03-20,-2.3541
2012-03-21,1.1357
2012-03-22,-1.7336
2012-03-23,3.5686
2012-03-26,-0.8904
2012-03-27,-1.5625
2012-03-28,-2.7769
2012-03-29,-1.8479999999999999
2012-03-30,2.6151
2012-04-02,8.053
2012-04-03,-2.0377
2012-04-04,-3.9484
2012-04-05,0.7018
2012-04-09,-2.7877
2012-04-10,-4.0557
2012-04-11,8.8813
2012-04-12,2.1814
2012-04-13,-1.2065
2012-04-16,-3.5885
2012-04-17,1.5387
2012-04-18,-0.7937
2012-04-19,0.6725
2012-04-20,3.3053
2012-04-23,-1.1538
2012-04-25,1.1673
2012-04-26,3.2402
2012-04-30,1.9108
2012-05-03,0.1838
2012-05-07,-2.367
2012-05-09,-4.2661
2012-05-10,-1.5508
2012-05-11,-0.1994
2012-05-15,-1.8981
2012-05-16,-0.8147
2012-05-17,-1.807
2012-05-18,-1.4638
2012-05-22,1.8676
2012-05-23,-0.7083
2012-05-24,0.5377
2012-05-29,3.4565
2012-05-30,-0.8929
2012-05-31,0.86
2012-06-01,-1.7458
2012-06-05,-0.6612
2012-06-06,5.6572
2012-06-07,4.3307
2012-06-11,-6.7925
2012-06-12,-0.4049
2012-06-13,-2.3984
2012-06-14,-2.5406
2012-06-18,1.3515
2012-06-19,1.1964
2012-06-20,-2.4375
2012-06-21,-3.9078
2012-06-22,-4.0
2012-06-25,-3.6343
2012-06-26,1.3692
2012-06-28,4.9933
2012-06-29,8.8636
2012-07-02,-0.6263
2012-07-03,0.0
2012-07-06,-3.9916
2012-07-09,-1.5316999999999998
2012-07-12,2.2667
2012-07-13,2.8249
2012-07-16,-1.5215999999999998
2012-07-17,1.7597
2012-07-18,-2.1774
2012-07-19,1.4929000000000001
2012-07-20,-3.5684
2012-07-23,-0.4405
2012-07-30,11.687899999999999
2012-07-31,-0.0997
2012-08-01,-1.3972
2012-08-02,-0.8097
2012-08-03,2.3468999999999998
2012-08-07,-0.2193
2012-08-09,2.3181
2012-08-10,0.3906
2012-08-14,3.8911
2012-08-15,-0.0375
2012-08-16,-0.0749
2012-08-17,-1.7623
2012-08-20,-0.0382
2012-08-21,2.7491
2012-08-22,-0.4088
2012-08-23,0.7463
2012-08-24,0.7407
2012-08-27,0.0
2012-08-29,-1.6475
2012-08-31,-1.5038
2012-09-04,3.4351
2012-09-05,-0.5535
2012-09-06,3.154
2012-09-07,2.482
2012-09-10,2.4920999999999998
2012-09-11,1.4041000000000001
2012-09-12,1.3171
2012-09-14,0.3333
2012-09-17,1.9601
2012-09-18,-1.9224999999999999
2012-09-19,-0.0332
2012-09-20,-0.6314
2012-09-21,1.0033
2012-09-24,-2.649
2012-09-25,-1.0204
2012-09-26,-1.1944
2012-09-27,1.2587
2012-09-28,-1.1395
2012-10-01,2.8292
2012-10-02,1.1549
2012-10-03,-1.8972
2012-10-04,3.9877000000000002
2012-10-05,-0.79
2012-10-09,-0.8295
2012-10-10,-0.5688
2012-10-11,-0.7402
2012-10-12,-2.2034
2012-10-15,0.0347
2012-10-16,1.1435
2012-10-17,2.7749
2012-10-18,1.0708
2012-10-19,-1.6037
2012-10-22,-0.7877
2012-10-24,-0.8446
2012-10-25,-0.1704
2012-10-26,-0.4778
2012-10-31,1.7752
2012-11-01,-0.8637
2012-11-02,0.7516
2012-11-06,0.4578
2012-11-08,-1.1646
2012-11-09,-1.2295
2012-11-12,0.0346
2012-11-15,-0.7432
2012-11-16,-2.0895
2012-11-19,3.8590999999999998
2012-11-26,-0.7021
2012-11-28,-0.358
2012-11-29,-0.2502
2012-11-30,-0.314
2012-12-03,0.1816
2012-12-04,-0.0349
2012-12-05,-1.0792
2012-12-06,-2.3365
2012-12-07,-0.5065
2012-12-10,-0.7273
2012-12-11,-0.7326
2012-12-12,-0.738
2012-12-13,-5.2416
2012-12-14,1.8046
2012-12-17,0.0193
2012-12-18,2.7933
2012-12-19,0.075
2012-12-20,-2.8839
2012-12-21,-2.0054
2012-12-24,1.3848
2012-12-27,0.423
2012-12-28,-2.7616
2012-12-31,3.6
2013-01-02,0.6564
2013-01-03,1.6494
2013-01-04,1.9245
2013-01-07,0.8099
2013-01-09,-2.1622
2013-01-14,-3.3338
2013-01-15,-0.5898
2013-01-16,3.3984
2013-01-17,1.7945
2013-01-18,-2.0969
2013-01-22,3.0895
2013-01-23,1.0526
2013-01-24,1.7353
2013-01-28,-5.5731
2013-01-29,0.2253
2013-01-31,0.7224
2013-02-01,-15.1755
2013-02-04,0.7566
2013-02-05,-0.3092
2013-02-06,0.6203
2013-02-07,-2.0255
2013-02-08,-3.4298
2013-02-11,-1.3351
2013-02-12,5.3774
2013-02-13,1.6115
2013-02-15,-7.489
2013-02-19,0.9524
2013-02-20,-3.1604
2013-02-21,4.6761
2013-02-22,0.3664
2013-02-25,-3.3787
2013-02-26,-3.8114
2013-02-27,-1.4077
2013-02-28,8.822
2013-03-01,-0.7732
2013-03-04,-3.4888
2013-03-06,2.7249
2013-03-07,1.4618
2013-03-08,-1.9249
2013-03-11,0.9724
2013-03-12,5.3424
2013-03-13,1.9071
2013-03-14,-0.0386
2013-03-15,3.8215
2013-03-18,-0.1862
2013-03-19,-3.6504
2013-03-21,-3.0531
2013-03-22,5.8877
2013-03-25,1.0183
2013-03-26,3.2098
2013-03-27,-1.1027
2013-04-01,-0.2788
2013-04-02,0.4219
2013-04-03,0.0
2013-04-04,-2.1008
2013-04-05,0.4292
2013-04-08,-0.6998
2013-04-09,-0.9307
2013-04-10,2.7232
2013-04-11,1.0995
2013-04-12,-2.3973
2013-04-15,-7.1302
2013-04-16,5.6011
2013-04-17,-0.803
2013-04-18,0.0
2013-04-19,0.0
2013-04-22,0.5066
2013-04-23,-1.819
2013-04-24,0.8036
2013-04-25,0.7031
2013-04-26,0.9614
2013-04-29,-2.8427
2013-04-30,-0.347
2013-05-01,-3.5108
2013-05-02,1.3292
2013-05-03,0.7732
2013-05-06,1.6494
2013-05-07,-1.6453
2013-05-08,-0.9715
2013-05-09,0.3077
2013-05-10,-2.037
2013-05-13,-1.0161
2013-05-14,0.3999
2013-05-15,0.8144
2013-05-16,-2.3585
2013-05-17,4.6769
2013-05-20,7.9927
2013-05-21,-4.2735
2013-05-22,-2.0619
2013-05-23,-0.1282
2013-05-24,-0.9585
2013-05-28,0.9217
2013-05-30,0.618
2013-06-04,-1.4567999999999999
2013-06-05,-1.6755
2013-06-06,1.4003999999999999
2013-06-07,1.8753
2013-06-11,-0.1427
2013-06-12,-0.9946
2013-06-13,2.5345
2013-06-14,-1.6836
2013-06-17,1.615
2013-06-18,-0.3551
2013-06-20,-2.4972
2013-06-21,-1.5286
2013-06-24,-1.2666
2013-06-26,3.3545
2013-06-27,-1.3953
2013-06-28,0.0
2013-07-01,-0.9434
2013-07-02,2.3810000000000002
2013-07-05,1.3953
2013-07-08,1.1009
2013-07-11,2.1467
2013-07-12,2.1626
2013-07-15,-18.6957
2013-07-16,-7.4866
2013-07-17,1.0766
2013-07-18,-2.7808
2013-07-19,2.3529
2013-07-22,1.7816
2013-07-23,-1.514
2013-07-24,-1.9601
2013-07-25,0.3216
2013-07-26,-1.4864
2013-07-29,0.1417
2013-07-30,-5.6543
2013-07-31,1.1497
2013-08-01,6.2376
2013-08-02,0.0
2013-08-06,-4.7059
2013-08-07,2.4691
2013-08-08,-2.8689999999999998
2013-08-09,2.3335
2013-08-12,-0.6477
2013-08-13,-1.7652
2013-08-14,-1.8862
2013-08-15,5.4747
2013-08-16,0.0525
2013-08-19,1.4281
2013-08-20,2.1398
2013-08-21,-1.0457
2013-08-22,-2.2999
2013-08-23,0.5988
2013-08-26,5.9524
2013-08-28,1.1378
2013-08-29,-2.521
2013-08-30,-0.5747
2013-09-03,-0.3577
2013-09-04,0.3589
2013-09-05,2.3121
2013-09-09,3.7677
2013-09-10,0.0068
2013-09-11,5.7709
2013-09-12,-2.5221
2013-09-13,0.5544
2013-09-16,-0.2265
2013-09-17,3.6842
2013-09-18,-1.0152
2013-09-19,3.0321
2013-09-20,-0.9519
2013-09-23,0.0
2013-09-24,0.7789
2013-09-26,0.0407
2013-09-27,2.973
2013-09-30,2.0823
2013-10-02,-3.4973
2013-10-03,-2.9463
2013-10-04,4.5918
2013-10-07,-2.189
2013-10-08,-1.3528
2013-10-09,0.1011
2013-10-10,8.6206
2013-10-11,-1.4269
2013-10-14,0.4717
2013-10-15,0.0
2013-10-16,1.8779
2013-10-17,2.765
2013-10-18,-0.6502
2013-10-21,1.1961
2013-10-22,1.4858
2013-10-23,-3.31
2013-10-24,2.4943
2013-10-28,-2.4336
2013-10-30,-0.1101
2013-10-31,-3.7117
2013-11-01,2.9446
2013-11-04,-2.9210000000000003
2013-11-05,0.9524
2013-11-06,-0.0472
2013-11-07,-3.7282
2013-11-08,-2.5888
2013-11-11,5.0039
2013-11-12,-1.7551999999999999
2013-11-13,-0.4878
2013-11-14,-1.9607999999999999
2013-11-15,8.0
2013-11-18,-2.7778
2013-11-19,0.9464
2013-11-20,-0.8756
2013-11-21,-0.9964
2013-11-22,0.9433
2013-11-26,-2.247
2013-11-27,1.0371
2013-11-29,-0.4371
2013-12-02,-1.9512
2013-12-06,5.4726
2013-12-11,-5.6604
2013-12-12,0.0
2013-12-16,5.35
2013-12-17,0.2136
2013-12-19,-0.3552
2013-12-20,1.8061
2013-12-24,1.3714
2013-12-30,-1.7058
2013-12-31,0.0177
2014-01-02,0.0
2014-01-03,-1.3208
2014-01-06,-1.0516
2014-01-07,0.3865
2014-01-08,1.5399
2014-01-09,-2.8436
2014-01-13,1.2866
2014-01-16,3.8348
2014-01-17,2.0408
2014-01-21,-0.8409
2014-01-22,-0.8251
2014-01-23,-0.1618
2014-01-24,-0.463
2014-01-27,-3.9942
2014-01-29,-0.7069
2014-01-30,0.7278
2014-01-31,0.1402
2014-02-03,-4.037
2014-02-04,-0.5076
2014-02-06,0.5102
2014-02-07,4.6605
2014-02-11,-2.3675
2014-02-12,1.332
2014-02-18,1.4799
2014-02-19,0.4831
2014-02-21,-0.5619
2014-02-25,0.0816
2014-02-26,-0.2713
2014-02-27,-0.4878
2014-03-03,2.0833
2014-03-05,0.9844
2014-03-06,-0.1427
