ticker,EESO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-16.6667
2000-01-05,0.0
2000-01-11,-20.0
2000-01-19,12.5
2000-01-24,-16.6667
2000-01-26,66.6667
2000-01-27,-12.0
2000-01-28,-9.0909
2000-02-01,0.0
2000-02-03,-10.0
2000-02-07,0.0
2000-02-11,-5.5556
2000-02-14,11.7647
2000-02-15,0.0
2000-02-17,-10.526299999999999
2000-02-22,0.0
2000-02-29,0.0
2000-03-03,-2.9412000000000003
2000-03-10,15.1515
2000-03-13,-15.7895
2000-03-15,25.0
2000-03-17,-20.0
2000-03-27,37.5
2000-03-28,-18.1818
2000-03-29,0.0
2000-03-31,0.0
2000-04-10,22.2222
2000-04-14,-18.1818
2000-04-20,0.0
2000-04-27,5.5556
2000-05-01,-26.3158
2000-05-03,3.5714
2000-05-04,-17.2414
2000-05-09,33.3333
2000-05-11,0.0
2000-05-12,-37.5
2000-05-17,60.0
2000-05-18,0.0
2000-05-22,-12.5
2000-06-05,21.4286
2000-06-06,0.0
2000-06-09,-5.8824
2000-06-12,-31.25
2000-06-21,9.0909
2000-06-28,41.6667
2000-06-30,-5.8824
2000-07-14,-31.25
2000-07-18,0.0
2000-07-20,0.0
2000-07-21,0.0
2000-07-31,54.5455
2000-08-01,-11.7647
2000-08-03,0.0
2000-08-08,13.0667
2000-08-16,3.184
2000-08-22,-14.2857
2000-08-31,16.6667
2000-09-01,25.7143
2000-09-05,36.3636
2000-09-06,-13.3333
2000-09-08,-23.0769
2000-09-12,0.0
2000-09-13,20.0
2000-09-14,0.0
2000-09-25,-33.3333
2000-09-28,0.0
2000-10-02,-12.5
2000-10-03,-25.0
2000-10-04,4.7619
2000-10-05,1.8182
2000-10-10,-1.7856999999999998
2000-10-11,0.0
2000-10-12,0.0
2000-10-16,0.0
2000-10-18,13.6364
2000-11-01,-12.0
2000-11-13,0.0
2000-11-15,-13.6364
2000-11-17,0.0
2000-11-27,-20.8421
2000-11-29,0.0
2000-11-30,-31.9149
2000-12-04,40.625
2000-12-05,-28.8889
2000-12-08,40.625
2000-12-12,0.0
2000-12-13,0.0
2000-12-20,-11.1111
2000-12-21,0.0
2000-12-22,-6.25
2000-12-27,-6.6667
2000-12-28,7.1429
2000-12-29,-6.6667
2001-01-04,-14.2857
2001-01-10,16.6667
2001-01-11,0.0
2001-01-17,-2.8571
2001-01-19,0.0
2001-01-23,-17.647100000000002
2001-01-26,0.0
2001-01-29,-17.8571
2001-01-30,34.7826
