ticker,GTHX US Equity
2017-10-06,-0.691
2017-10-09,-6.8419
2017-10-10,3.4855
2017-10-11,0.0401
2017-10-12,-1.2024
2017-10-13,-2.5152
2017-10-16,3.7869
2017-10-17,-7.3376
2017-10-18,-2.2934
2017-10-19,-3.0558
2017-10-20,0.7309
2017-10-23,0.5896
2017-10-24,-3.5167
2017-10-25,0.1869
2017-10-26,-0.653
2017-10-27,2.6291
2017-10-30,0.4575
2017-10-31,7.6047
2017-11-01,-4.7397
2017-11-02,-3.6873
2017-11-03,7.9336
2017-11-06,0.812
2017-11-07,-2.0772
2017-11-08,-3.4632
2017-11-09,-7.6682
2017-11-10,0.7771
2017-11-13,-5.012
2017-11-14,-1.4967
2017-11-15,-1.3649
2017-11-16,8.3551
2017-11-17,0.0
2017-11-20,-3.759
2017-11-21,1.4021
2017-11-22,2.716
2017-11-24,0.0962
2017-11-27,1.537
2017-11-28,-0.8988
2017-11-29,0.716
2017-11-30,-2.6066000000000003
2017-12-01,-4.4769
2017-12-04,-3.1584
2017-12-05,0.3682
2017-12-06,1.9916
2017-12-07,0.3597
2017-12-08,1.2801
2017-12-11,0.1011
2017-12-12,-2.5758
2017-12-13,2.6439
2017-12-14,-1.0101
2017-12-15,0.5612
2017-12-18,3.8559
2017-12-19,-5.9599
2017-12-20,1.1429
2017-12-21,-1.284
2017-12-22,1.4048
2017-12-26,-0.2052
2017-12-27,-0.2057
2017-12-28,0.7213
2017-12-29,1.4834
2018-01-02,3.2762000000000002
2018-01-03,-0.4392
2018-01-04,-1.9607999999999999
2018-01-05,-4.2
2018-01-08,0.7829
2018-01-09,6.9394
2018-01-10,3.4383
2018-01-11,8.7079
2018-01-12,-0.7752
2018-01-16,-1.4323000000000001
2018-01-17,5.7244
2018-01-18,4.873
2018-01-19,4.6068
2018-01-22,-3.7584999999999997
2018-01-23,-2.643
2018-01-24,2.5526999999999997
2018-01-25,4.1486
2018-01-26,-0.4552
2018-01-29,-2.8963
2018-01-30,0.3925
2018-01-31,-6.5285
2018-02-01,-2.5094
2018-02-02,-1.4586000000000001
2018-02-05,-5.0936
2018-02-06,-0.4128
2018-02-07,-0.8291
2018-02-08,-5.202
2018-02-09,-5.0465
2018-02-12,-1.7027999999999999
2018-02-13,2.0997
2018-02-14,3.1877
2018-02-15,0.1495
2018-02-16,-2.0398
2018-02-20,-2.7933
2018-02-21,0.418
2018-02-22,14.5161
2018-02-23,9.5411
2018-02-26,-4.438
2018-02-27,-2.2569
2018-02-28,0.3108
2018-03-01,5.6662
2018-03-02,5.1529
2018-03-05,4.9801
2018-03-06,0.2657
2018-03-07,14.3452
2018-03-08,5.197
2018-03-09,7.7093
2018-03-12,3.8563
2018-03-13,8.9451
2018-03-14,0.4389
2018-03-15,-5.7841000000000005
2018-03-16,-1.6371
2018-03-19,4.1609
2018-03-20,7.4567
2018-03-21,3.4944
2018-03-22,-3.9511
2018-03-23,0.8975
2018-03-26,1.6061
2018-03-27,-5.6663
2018-03-28,-7.5535
2018-03-29,3.3185000000000002
2018-04-02,1.1336
2018-04-03,0.2669
2018-04-04,-0.5856
2018-04-05,-3.4538
2018-04-06,-1.9135
2018-04-09,3.2796
2018-04-10,-1.9162
2018-04-11,-2.149
2018-04-12,3.6794000000000002
2018-04-13,0.8803
2018-04-16,-1.0363
2018-04-17,12.097
2018-04-18,-4.4739
2018-04-19,-1.1837
2018-04-20,1.3801999999999999
2018-04-23,0.5137
2018-04-24,-0.6645
2018-04-25,1.4407
2018-04-26,-0.8876
2018-04-27,2.3286
2018-04-30,-4.101
2018-05-01,1.5906
2018-05-02,3.1314
2018-05-03,-0.7964
2018-05-04,6.9242
2018-05-07,7.7428
2018-05-08,5.1176
2018-05-09,0.1243
2018-05-10,1.3242
2018-05-11,-1.7970000000000002
2018-05-14,-2.3082
2018-05-15,-0.149
2018-05-16,4.7325
2018-05-17,-1.669
2018-05-18,5.3819
2018-05-21,-0.0393
2018-05-22,-2.9279
2018-05-23,-0.2024
2018-05-24,3.7931
2018-05-25,-2.1692
2018-05-29,-1.7179
2018-05-30,-6.6463
2018-05-31,-5.7043
2018-06-01,0.6696
2018-06-04,-10.1606
2018-06-05,-4.2635
2018-06-06,2.8533
2018-06-07,-0.4667
2018-06-08,4.845
2018-06-11,1.8634
2018-06-12,0.5854
2018-06-13,4.4859
2018-06-14,4.0381
2018-06-15,4.3498
2018-06-18,0.3206
2018-06-19,2.0882
2018-06-20,2.5047
2018-06-21,0.5294
2018-06-22,-2.2483
2018-06-25,-0.8288
2018-06-26,-7.3966
2018-06-27,-3.565
2018-06-28,-0.0702
2018-06-29,1.756
2018-07-02,4.6019
2018-07-03,0.088
2018-07-05,-0.1758
2018-07-06,1.1449
2018-07-09,2.0679
2018-07-10,-0.917
2018-07-11,-4.7998
2018-07-12,2.7357
2018-07-13,-5.0396
2018-07-16,3.5225999999999997
2018-07-17,2.0595
2018-07-18,4.2773
2018-07-19,-2.1035
2018-07-20,2.1487
2018-07-23,0.1262
2018-07-24,1.25
2018-07-25,1.7118
2018-07-26,1.9788000000000001
2018-07-27,-1.4003
2018-07-30,1.3999
2018-07-31,2.7411
2018-08-01,5.1996
2018-08-02,-5.4609
2018-08-03,0.607
2018-08-06,0.8758
2018-08-07,2.103
2018-08-08,-2.6455
2018-08-09,8.9674
2018-08-10,0.9797
2018-08-13,-0.6527
2018-08-14,1.3139
2018-08-15,-1.1216
2018-08-16,2.3573
2018-08-17,-0.5714
2018-08-20,-6.5482
2018-08-21,7.3053
2018-08-22,0.8684
2018-08-23,-0.2238
2018-08-24,0.1898
2018-08-27,-0.7062
2018-08-28,0.7806
2018-08-29,1.5835
2018-08-30,1.8129
2018-08-31,0.9819
2018-09-04,-2.0435
2018-09-05,1.8506
2018-09-06,0.5121
2018-09-07,0.3287
2018-09-10,5.6511
2018-09-11,2.186
2018-09-12,-0.2428
2018-09-13,3.3764
2018-09-14,-0.1765
2018-09-17,-2.1371
2018-09-18,-5.2108
2018-09-19,-4.6711
2018-09-20,-2.0
2018-09-21,-3.7075
2018-09-24,1.7662
2018-09-25,1.6139999999999999
2018-09-26,-3.5525
2018-09-27,-3.2052
2018-09-28,-4.3359
2018-10-01,-1.8359
2018-10-02,-3.5652
2018-10-03,2.9293
2018-10-04,-10.5397
2018-10-05,-1.9526
2018-10-08,-1.7229999999999999
2018-10-09,-0.9107
2018-10-10,-2.091
2018-10-11,0.9153
2018-10-12,-0.0465
2018-10-15,-4.0484
2018-10-16,10.9845
2018-10-17,2.2721999999999998
2018-10-18,0.1923
2018-10-19,-0.1919
2018-10-22,-15.5309
2018-10-23,-0.5564
2018-10-24,-8.0875
2018-10-25,5.8661
2018-10-26,-2.9535
2018-10-29,-2.801
2018-10-30,4.5165
2018-10-31,6.071
2018-11-01,3.6741
2018-11-02,0.8197
2018-11-05,2.6781
2018-11-06,-0.5123
2018-11-07,1.1236
2018-11-08,4.838
2018-11-09,0.839
2018-11-12,-5.2551
2018-11-13,0.5547
2018-11-14,-7.1018
2018-11-15,3.4389
2018-11-16,-1.1002
2018-11-19,-8.2467
2018-11-20,0.5799
2018-11-21,1.782
2018-11-23,0.4892
2018-11-26,2.3059
2018-11-27,-11.3699
2018-11-28,6.8098
2018-11-29,4.2857
2018-11-30,-3.0188
2018-12-03,-7.1933
2018-12-04,-2.7903000000000002
2018-12-06,1.2757
2018-12-07,-7.0999
2018-12-10,1.6949
2018-12-11,0.4848
2018-12-12,2.8649
2018-12-13,-8.5019
2018-12-14,-2.2429
2018-12-17,-7.3091
2018-12-18,0.7779
2018-12-19,0.8772
2018-12-20,-42.5739
2018-12-21,3.0285
2018-12-24,-0.2939
2018-12-26,12.6179
2018-12-27,0.0524
2018-12-28,-1.9362
2018-12-31,2.1878
2019-01-02,2.141
2019-01-03,-5.4192
2019-01-04,3.7297000000000002
2019-01-07,3.1787
2019-01-08,-1.0606
2019-01-09,1.6335
2019-01-10,2.9131
2019-01-11,-3.7091
2019-01-14,-1.3685
2019-01-15,1.4388
2019-01-16,0.1013
2019-01-17,0.7591
2019-01-18,1.105
2019-01-22,-2.7321999999999997
2019-01-23,2.2472
2019-01-24,2.9471
2019-01-25,2.7171
2019-01-28,-5.8573
2019-01-29,3.2112
2019-01-30,2.4307
2019-01-31,1.5187
2019-02-01,-6.5451
2019-02-04,2.1511
2019-02-05,-0.6366
2019-02-06,2.0207
2019-02-07,1.1111
2019-02-08,1.9588999999999999
2019-02-11,-0.8435
2019-02-12,1.0397
2019-02-13,-1.4032
2019-02-14,-0.5693
2019-02-15,0.1431
2019-02-19,-1.9533
2019-02-20,-1.7492999999999999
2019-02-21,-1.1375
2019-02-22,1.7008999999999999
2019-02-25,-0.6886
2019-02-26,-4.3586
2019-02-27,-0.8804
2019-02-28,-3.5528
2019-03-01,5.8505
2019-03-04,9.7748
2019-03-05,-3.4499
2019-03-06,-16.4172
2019-03-07,-1.502
2019-03-08,2.4047
2019-03-11,-3.0355
2019-03-12,-1.3585
2019-03-13,-1.018
2019-03-14,-3.2668
2019-03-15,-1.8136
2019-03-18,2.0382
2019-03-19,0.3121
2019-03-20,-5.9116
2019-03-21,-0.2646
2019-03-22,-4.5093
2019-03-25,3.1944
2019-03-26,-1.817
2019-03-27,3.4955
2019-03-28,8.543
2019-03-29,1.2812999999999999
2019-04-01,-3.4337
2019-04-02,5.4897
2019-04-03,0.8279
2019-04-04,0.5279
2019-04-05,2.8005
2019-04-08,-0.7378
2019-04-09,-1.4294
2019-04-10,-0.116
2019-04-11,1.626
2019-04-12,2.7429
2019-04-15,-2.614
2019-04-16,1.9417
2019-04-17,-0.7843
2019-04-18,0.5647
2019-04-22,3.9865
2019-04-23,5.2376
2019-04-24,-2.8733
2019-04-25,-3.645
2019-04-26,1.9737
2019-04-29,-0.2151
2019-04-30,15.3017
2019-05-01,-4.2523
2019-05-02,1.9522
2019-05-03,3.4466
2019-05-06,4.3498
2019-05-07,-8.6918
2019-05-08,1.5542
2019-05-09,-1.0521
2019-05-10,20.928
2019-05-13,-8.1535
2019-05-14,4.134
2019-05-15,-0.6686
2019-05-16,-1.8931
2019-05-17,-3.0446
2019-05-20,-0.2654
2019-05-21,3.0599
2019-05-22,-6.2823
2019-05-23,1.7447
2019-05-24,2.1661
2019-05-28,-1.5018
2019-05-29,-2.6906
2019-05-30,-0.9217
2019-05-31,-2.5116
2019-06-03,-4.8187
2019-06-04,0.2506
2019-06-05,-1.4
2019-06-06,-3.144
2019-06-07,-0.733
2019-06-10,-1.846
2019-06-11,-0.3224
2019-06-12,-0.4313
2019-06-13,2.9778000000000002
2019-06-14,-2.3134
2019-06-17,6.2971
2019-06-18,24.0506
2019-06-19,7.2245
2019-06-20,1.4846
2019-06-21,4.6137
2019-06-24,-2.6174
2019-06-25,1.6568
2019-06-26,4.1289
2019-06-27,8.1739
2019-06-28,-1.4148
2019-07-01,-0.6523
2019-07-02,-1.0834
2019-07-03,1.6926999999999999
2019-07-05,-8.9752
2019-07-08,-4.4102
2019-07-09,3.7509
2019-07-10,-2.0607
2019-07-11,-2.8424
2019-07-12,1.9377
2019-07-15,1.1554
2019-07-16,-9.2852
2019-07-17,-3.9805
2019-07-18,7.022
2019-07-19,1.581
2019-07-22,2.2179
2019-07-23,1.1039
2019-07-24,4.4428
2019-07-25,-9.7332
2019-07-26,5.631
2019-07-29,-2.7599
2019-07-30,4.0047
2019-07-31,-7.2523
2019-08-01,-1.6526
2019-08-02,0.4508
2019-08-05,-3.7536
2019-08-06,4.7054
2019-08-07,-4.9393
2019-08-08,26.7462
2019-08-09,-0.0336
2019-08-12,5.7143
2019-08-13,18.5374
2019-08-14,1.7972000000000001
2019-08-15,-1.4493
2019-08-16,-0.4545
2019-08-19,-0.967
2019-08-20,5.316
2019-08-21,-2.4981
2019-08-22,-5.5203
2019-08-23,-5.787
2019-08-26,4.3323
2019-08-27,-5.091
2019-08-28,2.727
2019-08-29,5.2217
2019-08-30,0.6376
2019-09-03,-3.5262000000000002
2019-09-04,3.5122999999999998
2019-09-05,2.0138
2019-09-06,-1.92
2019-09-09,-0.6341
2019-09-10,10.9878
2019-09-11,1.45
2019-09-12,-1.9961
2019-09-13,-3.8471
2019-09-16,-5.1255
2019-09-17,1.5711
2019-09-18,-3.5278
2019-09-19,0.0
2019-09-20,-5.5696
2019-09-23,3.3363
2019-09-24,-6.2554
2019-09-25,3.7208
2019-09-26,-0.2075
2019-09-27,0.921
2019-09-30,-32.9408
2019-10-01,1.1414
2019-10-02,-1.3021
2019-10-03,1.4072
2019-10-04,1.2142
2019-10-07,0.4713
2019-10-08,-7.8038
2019-10-09,1.0176
2019-10-10,0.9615
2019-10-11,-4.4898
2019-10-14,-0.7123
2019-10-15,-0.5739
2019-10-16,3.1265
2019-10-17,2.2388
2019-10-18,-2.0985
2019-10-21,-1.9104999999999999
2019-10-22,-1.4727000000000001
2019-10-23,2.0251
2019-10-24,3.1191
2019-10-25,-0.55
2019-10-28,0.9217
2019-10-29,-0.9589
2019-10-30,2.8124000000000002
2019-10-31,-4.843
2019-11-01,6.7861
2019-11-04,-1.7210999999999999
2019-11-05,0.4939
2019-11-06,2.1448
2019-11-07,2.7122
2019-11-08,0.8518
2019-11-11,-2.8716
2019-11-12,-0.087
2019-11-13,-2.1758
2019-11-14,-1.1121
2019-11-15,3.2389
2019-11-18,-2.4401
2019-11-19,1.4739
2019-11-20,3.5211
2019-11-21,-3.9541
2019-11-22,4.6259
2019-11-25,-1.1212
2019-11-26,-3.0381
2019-11-27,-4.6777999999999995
2019-11-29,0.0
2019-12-02,-3.4259
2019-12-03,0.3356
2019-12-04,0.0956
2019-12-05,-1.9569999999999999
2019-12-06,11.4898
2019-12-09,-0.393
2019-12-10,1.8851
2019-12-11,-0.7315
2019-12-12,4.4647
2019-12-13,2.4066
2019-12-16,7.8606
2019-12-17,9.5793
2019-12-18,-0.1371
2019-12-19,6.1105
2019-12-20,-5.6292
2019-12-23,2.9482
2019-12-24,3.2301
2019-12-26,-7.0645
2019-12-27,-4.3041
2019-12-30,-4.1349
2019-12-31,0.0
2020-01-02,-0.4162
2020-01-03,-1.7856999999999998
2020-01-06,-0.6576
2020-01-07,-0.5841
2020-01-08,2.8594
2020-01-09,-2.9322
2020-01-10,-2.6285
2020-01-13,-3.0218
2020-01-14,3.9053
2020-01-15,-0.7597
2020-01-16,3.9887
2020-01-17,-1.7435
2020-01-21,-2.6025
2020-01-22,-1.6599
2020-01-23,-2.676
2020-01-24,-6.5567
2020-01-27,0.498
2020-01-28,-2.1622
2020-01-29,-1.9797
2020-01-30,-1.4091
2020-01-31,-7.7656
2020-02-03,4.3905
2020-02-04,1.6329
2020-02-05,4.0409
2020-02-06,-1.357
2020-02-07,-3.0835
2020-02-10,-2.7411
2020-02-11,0.4026
2020-02-12,1.203
2020-02-13,-5.1511
2020-02-14,-0.5222
2020-02-18,1.9423
2020-02-19,-0.7724
2020-02-20,-4.3072
2020-02-21,-2.6029999999999998
2020-02-24,-4.51
2020-02-25,1.4577
2020-02-26,0.3448
2020-02-27,2.0046
2020-02-28,0.7299
2020-03-02,-2.1739
2020-03-03,-0.5128
2020-03-04,5.3837
2020-03-05,-7.0109
2020-03-06,-5.6108
2020-03-09,-4.3653
2020-03-10,7.9314
2020-03-11,-13.0774
2020-03-12,-17.1843
2020-03-13,3.8333
2020-03-16,-27.2071
2020-03-17,13.3407
2020-03-18,-3.7938
2020-03-19,8.1901
2020-03-20,-0.4673
2020-03-23,0.1878
2020-03-24,5.8107
2020-03-25,-1.0629
2020-03-26,8.1468
2020-03-27,-6.1258
2020-03-30,5.3792
2020-03-31,-7.7824
2020-04-01,-11.1615
2020-04-02,5.0051
2020-04-03,-6.9066
2020-04-06,17.0324
2020-04-07,-5.2679
2020-04-08,7.5401
2020-04-09,13.7599
2020-04-13,-5.3159
2020-04-14,6.428
2020-04-15,-4.052
2020-04-16,6.0558
2020-04-17,-3.3809
2020-04-20,4.6655999999999995
2020-04-21,-3.4918
2020-04-22,-0.6928
2020-04-23,1.3178
2020-04-24,1.9127999999999998
2020-04-27,6.6817
2020-04-28,-6.6151
2020-04-29,4.7476
2020-04-30,-5.5396
2020-05-01,-6.3214
2020-05-04,9.5122
2020-05-05,6.1618
2020-05-06,-2.5175
2020-05-07,3.0846
2020-05-08,0.0
2020-05-11,10.5776
2020-05-12,-1.3531
2020-05-13,0.0957
2020-05-14,-4.3977
2020-05-15,8.2
2020-05-18,-0.6778
2020-05-19,-2.1712
2020-05-20,13.4432
2020-05-21,-0.8944
2020-05-22,1.5792000000000002
2020-05-26,3.0539
2020-05-27,-2.9634
2020-05-28,0.6663
2020-05-29,-6.3982
2020-06-01,3.7714
2020-06-02,5.9056999999999995
2020-06-03,-2.4665
2020-06-04,0.4398
2020-06-05,8.7575
2020-06-08,-2.8183
2020-06-09,1.7607
2020-06-10,0.0763
2020-06-11,-10.526299999999999
2020-06-12,4.8309
2020-06-15,6.045
2020-06-16,7.6176
2020-06-17,2.2803
2020-06-18,1.9508
2020-06-19,8.1549
2020-06-22,1.8534000000000002
2020-06-23,-0.6203
2020-06-24,-3.7037
2020-06-25,5.3155
2020-06-26,-1.6824
2020-06-29,0.8765
2020-06-30,0.3724
2020-07-01,-2.1022
2020-07-02,-9.3053
2020-07-06,-8.1708
2020-07-07,6.9767
2020-07-08,1.7486000000000002
2020-07-09,-0.836
2020-07-10,-4.5199
2020-07-13,-1.3981
2020-07-14,2.0398
2020-07-15,0.1463
2020-07-16,-5.5988
2020-07-17,-1.5472000000000001
2020-07-20,-0.2095
2020-07-21,-4.147
2020-07-22,-0.6298
2020-07-23,0.6889
2020-07-24,-3.9956
2020-07-27,2.5656
2020-07-28,-7.5042
2020-07-29,-2.7644
2020-07-30,-2.225
2020-07-31,-7.2693
