ticker,VMRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-06,7547.0588
2014-04-14,-23.0769
2014-04-16,-40.0
2014-04-17,0.0
2014-04-24,3.3333
2014-12-08,303.2258
2014-12-09,20.0
2014-12-10,16.6667
2014-12-11,14.857099999999999
2014-12-12,1.99
2014-12-15,9.7561
2014-12-16,0.0
2014-12-17,0.0
2014-12-19,-4.4444
2014-12-22,4.6512
2014-12-24,0.0
2014-12-26,0.0
2015-01-09,-10.6667
2015-01-14,11.9403
2015-01-16,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-27,0.0
2015-01-28,-1.3333
2015-01-29,5.8559
2015-01-30,0.0
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,2.1277
2015-02-05,2.0833
2015-02-06,-18.3673
2015-02-09,20.0
2015-02-10,-12.5
2015-02-11,0.0238
2015-02-12,11.8781
2015-02-13,-6.383
2015-02-17,9.0909
2015-02-18,4.1667
2015-02-19,0.0
2015-02-20,-6.0
2015-02-23,-10.6383
2015-02-24,0.0
2015-02-25,2.3810000000000002
2015-02-26,5.5814
2015-02-27,1.3216
2015-03-02,-0.4348
2015-03-03,-1.7467000000000001
2015-03-04,0.0
2015-03-09,-9.8667
2015-03-12,-1.3807
2015-03-13,2.5
2015-03-16,2.439
2015-03-17,1.4285999999999999
2015-03-18,-10.3286
2015-03-19,13.089
2015-03-20,50.463
2015-03-23,-15.0769
2015-03-24,21.3768
2015-03-25,1.4925
2015-03-26,-14.7059
2015-03-27,3.4483
2015-03-30,-3.3333
2015-03-31,-4.3448
2015-04-01,2.7397
2015-04-02,3.5088
2015-04-06,-4.7458
2015-04-07,8.8968
2015-04-08,2.6144
2015-04-09,3.5032
2015-04-10,-3.3846
2015-04-13,0.3185
2015-04-14,0.6349
2015-04-15,-2.8707000000000003
2015-04-16,3.8649
2015-04-17,-0.5629
2015-04-20,-2.8302
2015-04-21,-4.5306999999999995
2015-04-22,-16.2754
2015-04-23,-16.9998
2015-04-24,0.0
2015-04-27,-31.7073
2015-04-28,-24.2857
2015-04-29,8.4906
2015-04-30,-1.7391
2015-05-01,1.7699
2015-05-04,11.3043
2015-05-05,6.25
2015-05-06,16.1765
2015-05-07,-13.9241
2015-05-08,7.3529
2015-05-11,-8.9041
2015-05-12,3.7594
2015-05-13,-5.7971
2015-05-14,-18.4615
2015-05-15,0.0
2015-05-18,-1.8868
2015-05-19,-11.538499999999999
2015-05-20,-24.7826
2015-05-21,15.6069
2015-05-22,5.0
