ticker,TAGP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-15,53.8462
2006-03-16,20.0
2006-03-21,4.1667
2006-03-22,20.0
2006-04-04,233.3333
2006-05-09,-1.0
2006-08-31,-64.6465
2006-12-29,0.0
2007-07-16,-28.5714
2007-09-28,-75.2
2007-11-27,-19.3548
2008-10-08,-34.0
2008-10-24,-51.5152
2008-11-20,-37.5
2010-10-06,41.25
2010-11-17,140.708
2011-03-18,76.4706
2011-03-29,11.1111
2011-03-31,2.5
2011-04-06,3.6585
2011-04-13,164.7059
2011-04-18,2.2222
2011-05-02,19.5652
2011-05-16,36.3636
2011-06-22,6.6667
2011-06-28,0.0
2011-07-05,0.0
2011-07-06,0.0
2011-07-08,-12.5
2011-08-05,14.2857
2011-08-08,6.25
2011-08-09,-17.647100000000002
2011-08-24,0.0
2011-09-15,0.0
2011-10-18,0.0
2011-12-01,2.8571
2012-02-13,-2.7778
2012-04-13,-17.7143
2012-08-27,0.6944
2012-10-25,-17.2414
2013-01-29,-14.5833
2013-01-30,4.878
2013-07-29,-42.7907
2014-01-02,-0.813
2014-01-06,-26.2295
2014-01-08,-1.1111
2014-01-10,0.0
2014-01-17,6.7416
2014-02-19,-47.3684
2014-03-03,0.0
2014-03-11,-20.0
2014-04-21,-5.0
2014-04-22,0.0
2014-07-08,-34.2105
2014-08-07,-20.0
2014-09-04,-25.0
2014-09-08,33.3333
2014-09-18,0.0
2014-09-25,-20.0
2014-09-26,0.0
2014-12-26,10.625
2015-03-23,-9.6045
2015-03-26,-6.25
2015-05-05,-33.3333
2015-05-21,-10.0
2015-06-15,-33.3333
2015-06-17,0.0
2015-07-16,-16.6667
2015-07-24,-20.0
2015-09-24,0.0
2015-11-16,-50.0
2015-12-01,0.0
2016-01-05,0.0
2016-03-18,-25.0
2016-07-28,22.9167
2016-08-30,0.0
2016-11-21,-34.9153
2016-11-22,0.0
2016-11-30,51.5625
2017-06-05,9.9656
2017-06-13,-40.0
2017-09-21,150.0
2017-09-27,12.6333
2017-10-23,102.1308
2017-10-24,-36.896
2017-10-31,-37.587
2018-01-22,494.7955
2018-01-23,-12.5
2018-01-24,-28.5714
2018-01-25,-10.0
2018-01-30,-44.4444
2018-02-01,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-13,0.0
2018-02-14,-38.0
2018-02-23,77.7097
2018-02-26,45.2169
2018-03-02,-37.5
2018-03-05,0.0
2018-03-12,0.0
2018-03-16,0.0
2018-04-24,2.0
2018-04-30,-0.9804
2018-06-14,-0.9901
2018-07-16,-52.0
2018-07-27,4.1667
2018-10-17,20.0
2018-10-22,-66.6667
2018-10-23,100.0
2018-10-31,150.0
2018-11-01,0.0
2018-11-02,-40.0
2018-11-05,700.0
2018-11-06,-58.3333
2018-11-07,-10.0
2018-11-09,66.6667
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,-6.6667
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,21.4286
2018-11-21,-11.7647
2018-11-23,0.0
2018-11-26,-13.3333
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,-15.3846
2018-12-03,0.0
2018-12-04,0.0
2018-12-06,-9.0909
2018-12-10,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-18,0.0
2019-01-02,0.0
2019-01-07,0.0
2019-01-10,-20.0
2019-01-11,-25.0
2019-01-14,16.6667
2019-01-15,0.0
2019-01-17,-12.857099999999999
2019-01-22,1.6393
2019-01-23,61.2903
2019-01-30,-30.0
2019-02-01,0.0
2019-02-04,0.0
2019-02-11,0.0
2019-02-14,0.0
2019-03-04,0.0
2019-03-06,0.0
2019-03-18,-14.2857
2019-04-04,-16.6667
2019-04-12,20.0
2019-04-15,0.0
2019-04-25,-16.6667
2019-06-28,0.0
2019-08-22,0.0
2019-09-27,-20.0
2019-10-07,-25.0
2019-10-10,6.6667
2019-10-18,-6.25
2019-10-22,-6.3333
2019-11-18,-28.8256
2019-11-26,0.0
2019-12-03,10.0
2019-12-10,0.0
2020-03-03,13.6364
2020-04-06,-40.0
2020-04-30,266.6667
2020-06-17,-81.8182
