ticker,CCF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.1494
2000-01-04,-2.2727
2000-01-05,2.3256
2000-01-06,0.0
2000-01-07,4.5455
2000-01-10,-2.7174
2000-01-11,-1.1173
2000-01-13,-0.565
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-21,-1.7045
2000-01-24,-0.578
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,2.3256
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,-1.7045
2000-02-03,0.0
2000-02-04,0.578
2000-02-07,-1.7241
2000-02-08,2.924
2000-02-09,-2.2727
2000-02-10,-1.7442
2000-02-11,-2.3669000000000002
2000-02-14,0.0
2000-02-15,1.8182
2000-02-16,2.3810000000000002
2000-02-17,1.1628
2000-02-18,1.1494
2000-02-22,-1.1364
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,1.1494
2000-02-29,-1.1364
2000-03-01,0.0
2000-03-02,-2.2989
2000-03-03,1.1764999999999999
2000-03-06,-5.814
2000-03-07,-0.6173
2000-03-08,5.5901
2000-03-09,0.0
2000-03-10,-2.3529
2000-03-13,-3.6145
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,1.25
2000-03-17,3.7037
2000-03-20,0.0
2000-03-21,1.1905000000000001
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,1.1764999999999999
2000-03-27,-1.1628
2000-03-28,3.5294
2000-03-29,4.5455
2000-04-04,-4.3478
2000-04-05,6.8182
2000-04-06,-3.1915
2000-04-07,3.2967
2000-04-10,-0.5319
2000-04-12,-1.0695000000000001
2000-04-13,0.5405
2000-04-14,-7.5269
2000-04-17,0.0
2000-04-18,4.6512
2000-04-19,2.2222
2000-04-20,1.087
2000-04-24,1.0753
2000-04-25,0.0
2000-04-26,-5.3191
2000-04-28,0.0
2000-05-01,-1.1236
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,0.0
2000-05-08,1.1364
2000-05-09,-1.1236
2000-05-10,0.0
2000-05-11,-2.2727
2000-05-12,0.0
2000-05-15,-1.1628
2000-05-16,0.0
2000-05-18,0.0
2000-05-22,-1.1764999999999999
2000-05-23,-2.3810000000000002
2000-05-24,0.0
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,1.2195
2000-05-31,2.4096
2000-06-01,-2.3529
2000-06-02,2.4096
2000-06-06,0.0
2000-06-08,0.0
2000-06-12,0.0
2000-06-13,-1.1764999999999999
2000-06-14,0.0
2000-06-16,0.0
