ticker,LMNL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-18,18.1818
2000-08-22,-3.2967
2000-08-25,1.7045
2000-09-18,11.7318
2000-09-21,-3.0
2000-09-27,-4.6392
2000-11-09,-8.1081
2000-11-15,-8.8235
2000-11-16,-4.5161
2001-02-09,5.4054
2001-02-26,-17.9487
2001-05-15,48.4375
2001-05-25,5.2632
2001-05-31,18.0
2001-06-12,-9.322
2001-06-29,3.3528000000000002
2001-07-03,11.2241
2001-07-06,-8.1301
2001-08-08,2.4779
2001-08-27,-0.6908
2001-09-21,-24.3478
2001-09-28,2.2989
2001-10-11,-10.6742
2001-10-15,0.6289
2001-11-21,53.75
2001-12-05,10.5691
2001-12-10,6.6176
2002-01-08,10.3448
2002-01-09,2.5
2002-01-10,-3.0488
2002-02-01,-17.6101
2002-02-06,4.9618
2002-02-07,-0.7273
2002-02-08,0.2701
2002-02-11,0.0959
2002-02-13,-6.5693
2002-02-14,7.8125
2002-02-15,-4.9275
2002-02-19,3.3537
2002-03-05,3.9823
2002-03-06,2.8369
2002-03-07,3.4483
2002-03-11,-4.6667
2002-03-14,-0.3497
2002-03-15,-0.3509
2002-03-18,-3.0986
2002-03-19,7.5581
2002-03-20,-1.3514
2002-03-21,-1.6438000000000001
2002-03-25,0.2786
2002-03-26,-5.5556
2002-03-28,-2.9412000000000003
2002-04-01,0.0
2002-04-03,-1.1364
2002-04-05,4.2146
2002-04-08,10.2941
2002-04-10,7.3333
2002-04-12,-0.6211
2002-04-15,-4.375
2002-04-16,7.8431
2002-04-18,0.0
2002-04-19,2.4242
2002-04-23,-1.7751000000000001
2002-04-24,1.1446
2002-04-25,4.5265
2002-04-26,7.6923
2002-05-07,-12.963
2002-05-13,11.2462
2002-05-22,-1.6393
2002-06-24,-10.0
2002-07-03,-14.8148
2002-07-16,-22.4638
2002-08-12,0.0
2002-09-27,-19.1589
2002-10-28,19.0751
2002-11-08,-3.8834999999999997
2002-11-18,0.0
2002-11-25,9.0909
2003-01-08,5.5556
2003-01-10,26.3158
2003-02-13,-11.1111
2003-02-14,6.3965
2003-02-18,9.252
2003-02-21,12.4632
2003-02-25,-10.8057
2003-03-03,10.5528
2003-03-14,-9.0909
2003-04-08,-1.3333
2003-04-09,-1.6892
2003-04-10,0.0
2003-04-16,-8.2474
2003-05-23,20.2247
2003-05-28,6.5187
2003-05-29,4.1164
2003-06-04,3.6517
2003-06-17,-7.8591
2003-06-30,-0.8824
2003-07-09,-8.0119
