ticker,IDFB US Equity
2013-08-27,-11.7647
2013-09-20,22.2222
2013-10-29,0.0
2013-11-11,0.0
2013-11-20,0.0
2013-12-19,36.3636
2013-12-20,-44.0
2013-12-27,7.1429
2014-01-07,66.6667
2014-01-08,0.0
2014-01-13,-40.0
2014-01-17,100.0
2014-03-03,0.0
2014-03-06,0.0
2014-03-14,0.0
2014-04-01,11.1111
2014-04-08,100.0
2014-04-28,-22.5
2014-05-13,-3.2258
2014-05-30,0.0
2014-06-23,-6.6667
2014-07-30,-7.1429
2014-08-05,-19.2308
2014-08-06,-2.8571
2014-08-07,0.0
2014-08-11,0.0
2014-08-13,-10.7843
2014-08-14,9.8901
2014-09-02,-10.0
2014-09-10,0.0
2014-09-22,0.0
2014-10-07,-27.7778
2014-10-13,7.6923
2014-10-28,0.0
2014-10-31,0.0
2014-11-12,-5.7143
2014-11-26,19.697
2014-12-08,0.0
2014-12-12,-11.3924
2014-12-15,0.0
2014-12-23,0.0
2014-12-29,-5.7143
2014-12-31,-1.5152
2015-01-12,7.6923
2015-01-13,-7.2143
2015-01-14,0.077
2015-01-26,-6.1538
2015-02-04,0.0
2015-02-12,0.0
2015-03-02,0.0
2015-04-07,21.3115
2015-04-09,0.0
2015-04-16,8.1081
2015-04-17,0.0
2015-04-27,87.5
2015-05-28,-53.3333
2015-05-29,-32.8571
2015-06-02,23.4043
2015-06-08,-1.7241
2015-06-12,5.2632
2015-06-16,-21.6667
2015-06-24,6.383
2015-06-26,3.0
2015-06-29,0.0
2015-07-21,0.9709
2015-07-28,5.7692
2015-07-31,-8.7273
2015-08-24,-3.3865
2015-08-26,3.0928
2015-09-11,5.0
2015-09-14,-6.6667
2015-09-18,1.0204
2015-09-21,-5.0505
2015-11-03,0.0
2015-12-14,-4.2553
2015-12-23,5.5556
2016-01-20,0.0
2016-01-27,7.3684
2016-02-03,-5.8824
2016-02-08,3.125
2016-02-25,20.202
2016-02-26,-0.8403
2016-03-01,0.8475
2016-03-07,9.2437
2016-06-17,-25.3846
2016-06-21,2.0619
2016-06-22,1.2121
2016-06-27,-3.1936
2016-06-28,0.0
2016-07-13,8.2474
2016-07-14,-7.6167
2016-08-09,-0.0026
2016-08-25,0.8247
2016-09-13,-0.818
2016-09-16,1.0309
2016-09-29,0.0026
2016-10-03,-0.0026
2016-10-05,0.4082
2016-10-21,0.6098
2016-10-24,0.0
2016-11-04,-3.0303
2016-11-08,1.0417
2016-11-11,0.4124
2016-11-28,0.0
2016-12-06,0.616
2016-12-13,11.2245
2016-12-14,-1.8349
2016-12-27,26.1682
2016-12-30,0.0
2017-01-31,-24.4444
2017-02-08,27.451
2017-02-09,0.0
2017-02-10,-15.3846
2017-02-22,18.1818
2017-03-02,7.6923
2017-03-06,-0.7143
2017-04-05,0.7194
2017-04-12,-10.7143
2017-05-05,-12.0
2017-05-15,1.8182
2017-06-23,7.1429
2017-07-10,0.0
2017-07-31,0.8333
2017-09-28,0.8264
2017-09-29,8.1967
2017-10-10,3.0303
2017-10-23,8.8235
2017-11-02,8.1081
2017-11-06,0.0
2017-11-10,-12.5
2018-01-02,-10.6857
2018-01-03,7.9655000000000005
2018-01-10,3.7037
2018-01-17,0.0
2018-01-25,-3.5714
2018-01-29,2.2222
2018-03-28,-9.4203
2018-04-17,4.0
2018-05-16,0.0
2018-05-21,6.1538
2018-05-22,5.0725
2018-05-23,14.8966
2018-06-01,2.0408
2018-08-03,-1.7647
2018-08-09,-1.1976
2018-08-22,-15.1273
2018-08-31,-6.4553
2018-09-05,0.0
2018-09-20,9.771
2018-10-10,-9.4576
2018-10-12,0.768
2018-10-17,0.6098
2018-10-22,3.0303
2018-11-09,-2.9412000000000003
2018-11-27,0.0
2018-11-30,5.9091000000000005
2018-12-06,0.0
2018-12-11,-0.5579
2018-12-14,-5.0496
2018-12-17,5.9091000000000005
2018-12-18,-12.0172
2018-12-20,-0.6504
2018-12-27,-1.8003
2018-12-31,-7.5
2019-01-08,-0.9009
2019-01-30,4.5455
2019-01-31,4.3478
2019-02-06,0.0
2019-02-07,4.1667
2019-02-08,4.0
2019-02-15,-3.8462
2019-02-19,-2.7199999999999998
2019-02-26,0.0
2019-02-27,0.0
2019-03-05,0.3289
2019-03-06,0.0
2019-03-11,-0.4918
2019-03-19,0.1647
2019-04-03,0.3289
2019-04-10,0.1639
2019-04-12,0.0
2019-04-17,0.1637
2019-04-18,-0.3268
2019-04-29,0.3279
2019-05-06,0.0
2019-05-15,0.1634
2019-06-03,0.4894
2019-06-04,0.0
2019-07-25,0.1623
2019-08-01,0.4862
2019-08-06,0.0
2019-08-14,-1.9355
2019-08-16,-0.3289
2019-08-19,-0.495
2019-08-20,-0.1658
2019-08-22,-0.3322
2019-08-26,0.0
2019-08-30,-0.6667
2019-09-05,2.349
2019-09-10,0.0
2019-09-11,0.0
2019-09-18,0.8197
2019-10-03,-3.0894
2019-10-04,-4.698
2019-10-09,1.2324
2019-10-10,3.4783
2019-10-14,-0.842
2019-10-16,-0.8458
2019-10-17,-5.9812
2019-10-22,1.8163
2019-10-25,-1.7839
2019-10-28,-0.0018
2019-10-29,-1.8182
2019-11-06,3.7037
2019-11-07,1.7856999999999998
2019-11-08,-1.7544
2019-11-12,2.6786
2019-11-13,2.6087
2019-11-14,2.5423999999999998
2019-12-11,-1.3223
2019-12-13,-1.1724999999999999
2019-12-19,1.5253999999999999
2019-12-26,0.1669
2019-12-31,4.1667
2020-02-06,-3.84
2020-02-13,0.0
2020-02-21,0.0
2020-02-24,-0.1664
2020-02-25,0.0
2020-02-28,-2.3333
2020-03-12,-9.5563
2020-03-13,-0.3774
2020-03-16,-0.5682
2020-03-17,-0.9524
2020-03-23,-11.538499999999999
2020-03-31,10.1087
2020-04-02,-10.3899
2020-04-03,-0.8538
2020-04-06,1.1111
2020-04-14,0.0
2020-05-29,14.2857
2020-06-03,0.0
2020-06-05,0.9615
2020-06-08,0.9524
2020-06-09,3.7736
2020-06-10,0.0
2020-07-07,2.7255000000000003
2020-07-08,0.0
2020-07-20,-0.3522
2020-07-21,-0.5329
2020-07-22,0.8929
2020-07-24,0.0
2020-07-27,0.885
2020-07-30,1.5789
