ticker,IDFB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-12,-19.92
2008-02-25,-9.99
2008-03-06,-0.111
2008-04-15,-41.6667
2008-04-16,-7.619
2008-04-17,3.0928
2008-04-22,15.0
2008-04-24,-4.3478
2008-05-23,9.0909
2008-07-25,0.0
2008-07-31,0.0
2008-08-04,0.0
2008-10-16,-20.8333
2008-12-26,-10.526299999999999
2008-12-29,5.8824
2008-12-31,11.1111
2009-01-02,-5.0
2009-01-21,-15.7895
2009-03-04,-18.75
2009-05-22,-16.9231
2009-07-09,20.3704
2009-07-14,-23.0769
2009-07-15,-10.0
2009-09-25,0.0
2009-12-09,-53.3333
2009-12-31,0.0
2010-02-04,-3.8095
2010-04-01,-35.6436
2010-04-13,0.0
2010-05-28,-38.4615
2010-07-22,37.5
2010-11-09,-54.5455
2010-11-16,0.0
2010-11-30,0.0
2010-12-07,0.0
2010-12-14,0.0
2010-12-17,0.0
2010-12-22,-20.0
2010-12-23,0.0
2011-01-03,0.0
2011-01-04,25.0
2011-02-07,52.0
2011-02-11,-21.0526
2011-02-24,0.0
2011-03-24,0.0
2011-03-25,-3.3333
2011-04-05,-13.7931
2011-04-15,0.0
2011-05-03,4.0
2011-05-04,0.0
2011-05-18,15.3846
2011-06-06,-13.3333
2011-06-22,0.0
2011-07-28,15.3846
2011-08-01,-6.6667
2011-08-08,7.1429
2011-11-07,33.3333
2011-12-20,-25.0
2012-01-26,16.6667
2012-01-31,14.2857
2012-02-14,-7.5
2012-02-29,0.0
2012-04-11,21.6216
2012-04-12,11.1111
2012-04-19,0.0
2012-05-16,20.0
2012-05-17,-8.3333
2012-05-22,-7.2727
2012-06-22,-1.9607999999999999
2012-06-25,0.0
2012-06-27,0.0
2012-07-31,-16.0
2012-10-18,-16.6667
2012-10-22,14.2857
2012-11-01,-10.0
2012-11-20,5.5556
2012-12-03,-5.2632
2012-12-11,38.8889
2012-12-19,-26.0
2012-12-20,-18.9189
2012-12-21,26.6667
2012-12-26,0.0
2012-12-27,-10.526299999999999
2013-01-03,2.5919
2013-01-09,8.941
2013-01-22,5.2632
2013-01-28,0.0
2013-02-04,0.0
2013-02-27,0.0
2013-03-01,-5.0
2013-03-08,0.0
2013-03-20,0.0
2013-04-05,7.8947
2013-04-10,0.0
2013-04-12,-7.3171
2013-04-16,0.0
2013-04-17,2.6316
2013-05-01,0.0
2013-05-08,5.1282
2013-05-10,-4.878
2013-05-14,5.1282
2013-07-23,7.3171
2013-08-12,15.9091
