ticker,EIDX US Equity
2018-11-06,0.5303
2018-11-07,-2.7129
2018-11-08,-3.9504
2018-11-09,2.5
2018-11-12,14.8702
2018-11-13,-5.0
2018-11-14,-0.9373
2018-11-15,3.4934
2018-11-16,-0.6329
2018-11-19,-0.3539
2018-11-20,0.9233
2018-11-21,-0.4222
2018-11-23,2.6148
2018-11-26,-1.9284
2018-11-27,-1.6152
2018-11-28,4.2113
2018-11-29,-3.8356
2018-11-30,0.641
2018-12-03,0.1415
2018-12-04,-3.3922
2018-12-06,-1.3168
2018-12-07,-2.5204
2018-12-10,5.7034
2018-12-11,2.0144
2018-12-12,7.8279
2018-12-13,-0.7194
2018-12-14,7.1805
2018-12-17,-2.3356
2018-12-18,-6.2303
2018-12-19,-2.0805
2018-12-20,1.4393
2018-12-21,-8.7162
2018-12-24,4.9593
2018-12-26,0.4937
2018-12-27,-2.5965
2018-12-28,-0.3602
2018-12-31,-0.5061
2019-01-02,1.9622000000000002
2019-01-03,-1.4255
2019-01-04,3.9046
2019-01-07,-0.3479
2019-01-08,-0.5587
2019-01-09,0.0702
2019-01-10,-3.5088
2019-01-11,-0.2909
2019-01-14,-5.8352
2019-01-15,0.3873
2019-01-16,-0.8488
2019-01-17,-4.358
2019-01-18,2.9292
2019-01-22,0.4743
2019-01-23,-4.7994
2019-01-24,-0.0826
2019-01-25,-0.9098
2019-01-28,-0.1669
2019-01-29,-1.6722000000000001
2019-01-30,0.7653
2019-01-31,3.038
2019-02-01,4.095
2019-02-04,4.5633
2019-02-05,-1.2039
2019-02-06,5.8644
2019-02-07,-1.3669
2019-02-08,4.2305
2019-02-11,0.5598
2019-02-12,-5.08
2019-02-13,0.0733
2019-02-14,3.1502
2019-02-15,8.7358
2019-02-19,-5.7479
2019-02-20,6.93
2019-02-21,-1.8146
2019-02-22,12.4092
2019-02-25,1.6442
2019-02-26,1.1554
2019-02-27,10.337
2019-02-28,-4.3996
2019-03-01,-8.6086
2019-03-04,9.0047
2019-03-05,0.2717
2019-03-06,-1.7344
2019-03-07,-0.9928
2019-03-08,-0.3343
2019-03-11,-2.8508
2019-03-12,11.3924
2019-03-13,-3.3574
2019-03-14,0.0
2019-03-15,5.5051
2019-03-18,2.3303
2019-03-19,2.2277
2019-03-20,1.5011999999999999
2019-03-21,4.6279
2019-03-22,-2.7816
2019-03-25,2.0638
2019-03-26,2.5276
2019-03-27,-1.0758
2019-03-28,4.3498
2019-03-29,1.8237
2019-04-01,0.3838
2019-04-02,-0.085
2019-04-03,-1.148
2019-04-04,0.086
2019-04-05,1.4611
2019-04-08,0.5506
2019-04-09,0.2106
2019-04-10,0.7146
2019-04-11,0.7513
2019-04-12,-2.4441
2019-04-15,-0.1699
2019-04-16,6.3803
2019-04-17,-6.5174
2019-04-18,0.8554
2019-04-22,4.1985
2019-04-23,13.3089
2019-04-24,-1.2572
2019-04-25,-8.6213
2019-04-26,3.5827999999999998
2019-04-29,4.0738
2019-04-30,-3.2127
2019-05-01,-5.3033
2019-05-02,-0.1209
2019-05-03,4.8003
2019-05-06,0.4234
2019-05-07,-0.6899
2019-05-08,-2.0841
2019-05-09,-3.1927
2019-05-10,1.6694
2019-05-13,-5.8871
2019-05-14,7.8298
2019-05-15,2.4073
2019-05-16,3.0829
2019-05-17,-0.2243
2019-05-20,0.0749
2019-05-21,1.8345
2019-05-22,1.0662
2019-05-23,-0.8367
2019-05-24,8.7307
2019-05-28,2.9352
2019-05-29,1.9338
2019-05-30,2.3473
2019-05-31,-1.9478
2019-06-03,2.0506
2019-06-04,-2.1036
2019-06-05,-3.7203
2019-06-06,1.1992
2019-06-07,-2.9625
2019-06-10,3.7313
2019-06-11,0.8175
2019-06-12,0.1297
2019-06-13,1.976
2019-06-14,-0.2224
2019-06-17,4.5209
2019-06-18,0.3046
2019-06-19,-6.0431
2019-06-20,-8.7589
2019-06-21,-4.7467
2019-06-24,1.3016
2019-06-25,-7.1219
2019-06-26,3.8735
2019-06-27,7.344
2019-06-28,10.1737
2019-07-01,4.3115
2019-07-02,3.8247999999999998
2019-07-03,7.1598
2019-07-05,1.5248
2019-07-08,-0.3004
2019-07-09,7.2857
2019-07-10,2.0424
2019-07-11,-0.3753
2019-07-12,0.3767
2019-07-15,0.6505
2019-07-16,1.2926
2019-07-17,-3.9509
2019-07-18,-7.1794
2019-07-19,-4.0738
2019-07-22,4.8207
2019-07-23,0.0547
2019-07-24,5.0342
2019-07-25,-7.5280000000000005
2019-07-26,-5.7465
2019-07-29,0.1494
2019-07-30,1.88
2019-07-31,-4.5694
2019-08-01,6.5991
2019-08-02,-6.7089
2019-08-05,-8.4877
2019-08-06,0.8769
2019-08-07,5.9178
2019-08-08,1.1995
2019-08-09,9.7006
2019-08-12,6.1132
2019-08-13,1.2862
2019-08-14,1.0317
2019-08-15,1.9377
2019-08-16,0.9504
2019-08-19,11.374
2019-08-20,2.8101000000000003
2019-08-21,-5.1778
2019-08-22,7.7806
2019-08-23,-6.4579
2019-08-26,-0.2557
2019-08-27,4.9173
2019-08-28,-3.4651
2019-08-29,-6.3277
2019-08-30,2.702
2019-09-03,0.287
2019-09-04,-0.5485
2019-09-05,0.6235
2019-09-06,-0.1192
2019-09-09,0.7874
2019-09-10,2.9356
2019-09-11,1.8859
2019-09-12,2.7765
2019-09-13,-1.1641
2019-09-16,2.1556
2019-09-17,3.2412
2019-09-18,2.7813
2019-09-19,-10.6601
2019-09-20,-5.2547
2019-09-23,-4.1414
2019-09-24,-2.0465
2019-09-25,-0.9801
2019-09-26,-1.7973
2019-09-27,-2.8117
2019-09-30,-1.8286
2019-10-01,-3.6419
2019-10-02,4.1546
2019-10-03,7.2576
2019-10-04,5.5527
2019-10-07,-4.7468
2019-10-08,-5.7282
2019-10-09,-0.7357
2019-10-10,2.7175000000000002
2019-10-11,3.0999
2019-10-14,-4.7434
2019-10-15,-1.415
2019-10-16,-2.2357
2019-10-17,0.1694
2019-10-18,2.283
2019-10-21,8.542300000000001
2019-10-22,-0.1777
2019-10-23,0.5595
2019-10-24,-0.2782
2019-10-25,3.9564
2019-10-28,2.1225
2019-10-29,12.279
2019-10-30,0.8511
2019-10-31,2.3207
2019-11-01,-3.5052
2019-11-04,-4.4872
2019-11-05,-3.557
2019-11-06,-2.2269
2019-11-07,2.2776
2019-11-08,4.6161
2019-11-11,-0.3991
2019-11-12,-3.6287000000000003
2019-11-13,-2.5179
2019-11-14,7.109
2019-11-15,2.9867
2019-11-18,18.1955
2019-11-19,4.671
2019-11-20,-3.386
2019-11-21,-0.9166
2019-11-22,0.0
2019-11-25,3.7366
2019-11-26,-4.5113
2019-11-27,2.1058
2019-11-29,1.0222
2019-12-02,-1.4024
2019-12-03,7.6521
2019-12-04,-1.5722
2019-12-05,-0.2889
2019-12-06,1.8234
2019-12-09,-0.2343
2019-12-10,0.9059
2019-12-11,9.0607
2019-12-12,-0.0457
2019-12-13,-3.1569
2019-12-16,3.3701
2019-12-17,-3.0469
2019-12-18,-3.2841
2019-12-19,-0.2275
2019-12-20,-0.0163
2019-12-23,-2.1661
2019-12-24,0.6492
2019-12-26,-1.1743000000000001
2019-12-27,-1.9079000000000002
2019-12-30,2.8834999999999997
2019-12-31,-4.8259
2020-01-02,0.4008
2020-01-03,-1.6661000000000001
2020-01-06,-0.2118
2020-01-07,3.8026
2020-01-08,-4.9071
2020-01-09,2.7414
2020-01-10,-4.3774
2020-01-13,-2.0062
2020-01-14,2.2706
2020-01-15,0.6551
2020-01-16,0.4701
2020-01-17,-0.3239
2020-01-21,-1.7332
2020-01-22,2.5905
2020-01-23,-0.6447
2020-01-24,-2.3792
2020-01-27,0.1477
2020-01-28,-1.9543
2020-01-29,-1.6548
2020-01-30,1.2811
2020-01-31,0.5852
2020-02-03,2.0083
2020-02-04,1.4167
2020-02-05,-0.2177
2020-02-06,0.3455
2020-02-07,-3.6238
2020-02-10,1.6543999999999999
2020-02-11,-0.2219
2020-02-12,-1.038
2020-02-13,0.8803
2020-02-14,-3.1563
2020-02-18,-2.2239
2020-02-19,1.7647
2020-02-20,4.0462
2020-02-21,-0.8333
2020-02-24,-8.5341
2020-02-25,-3.675
2020-02-26,1.8228
2020-02-27,1.9983
2020-02-28,3.2245
2020-03-02,3.618
2020-03-03,-5.5524000000000004
2020-03-04,5.1515
2020-03-05,-3.5927
2020-03-06,-3.7465
2020-03-09,-2.2774
2020-03-10,7.0127
2020-03-11,-13.1063
2020-03-12,-8.9314
2020-03-13,9.5822
2020-03-16,-11.4155
2020-03-17,4.0464
2020-03-18,-5.7964
2020-03-19,15.2248
2020-03-20,2.0995
2020-03-23,0.5811
2020-03-24,-0.0222
2020-03-25,-2.2894
2020-03-26,9.9636
2020-03-27,-13.0741
2020-03-30,16.3494
2020-03-31,0.2045
2020-04-01,-7.675
2020-04-02,-5.4168
2020-04-03,-6.8724
2020-04-06,10.1657
2020-04-07,-4.3746
2020-04-08,11.675
2020-04-09,-1.1308
2020-04-13,-2.8054
2020-04-14,6.9494
2020-04-15,0.0
2020-04-16,-6.1657
2020-04-17,7.4779
2020-04-20,1.1733
2020-04-21,-2.9908
2020-04-22,0.9857
2020-04-23,2.4507
2020-04-24,5.372
2020-04-27,2.2509
2020-04-28,-7.7705
2020-04-29,-0.0612
2020-04-30,-5.2051
2020-05-01,-10.9496
2020-05-04,7.0366
2020-05-05,0.6213
2020-05-06,-5.2986
2020-05-07,0.2608
2020-05-08,1.6316000000000002
2020-05-11,-6.9102
2020-05-12,2.6993
2020-05-13,0.073
2020-05-14,-3.4047
2020-05-15,0.7049
2020-05-18,8.225
2020-05-19,0.6237
2020-05-20,2.8237
2020-05-21,0.4689
2020-05-22,0.0
2020-05-26,3.6222
2020-05-27,4.0317
2020-05-28,-0.3917
2020-05-29,1.221
2020-06-01,-0.0204
2020-06-02,0.8384
2020-06-03,0.4462
2020-06-04,-0.9489
2020-06-05,4.9735
2020-06-08,1.0485
2020-06-09,1.153
2020-06-10,-6.6869
2020-06-11,-3.6034
2020-06-12,-3.4636
2020-06-15,2.4502
2020-06-16,2.7333
2020-06-17,-0.1039
2020-06-18,2.9130000000000003
2020-06-19,-1.7792
2020-06-22,1.4203000000000001
2020-06-23,1.9687000000000001
2020-06-24,-0.4777
2020-06-25,-2.9
2020-06-26,-9.9897
2020-06-29,2.6773
2020-06-30,6.2402
2020-07-01,0.7762
2020-07-02,2.5604
2020-07-06,-0.751
2020-07-07,1.7178
2020-07-08,-1.0052
2020-07-09,-0.853
2020-07-10,-1.1676
2020-07-13,-3.2124
2020-07-14,0.2355
2020-07-15,5.2339
2020-07-16,-2.7812
2020-07-17,1.4617
2020-07-20,5.8037
2020-07-21,-8.0529
2020-07-22,-3.1521
2020-07-23,-2.097
2020-07-24,-1.9411
2020-07-27,1.9340000000000002
2020-07-28,-1.3616
2020-07-29,-2.5119
2020-07-30,-3.5747
2020-07-31,-3.4665
