ticker,HYBG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-27,7.1429
2006-10-30,0.0
2006-11-06,-32.6667
2006-11-07,-30.6931
2006-11-13,-35.7143
2006-11-17,22.2222
2006-11-20,-36.3636
2006-11-21,65.7143
2006-11-22,3.4483
2006-11-24,0.0
2006-11-27,0.0
2006-11-28,0.0
2006-11-30,-5.0
2006-12-11,-12.2807
2006-12-14,-10.0
2006-12-22,11.1111
2006-12-26,0.0
2006-12-29,0.0
2007-01-12,250.0
2007-01-16,22.8571
2007-01-17,16.2791
2007-01-18,-16.0
2007-01-19,-21.4286
2007-01-22,6.0606
2007-01-23,25.7143
2007-01-24,-25.0
2007-01-25,3.0303
2007-01-26,17.0588
2007-01-29,-14.5729
2007-01-30,5.2941
2007-01-31,-24.581
2007-02-01,-1.4815
2007-02-02,-0.7519
2007-02-05,13.6364
2007-02-06,-3.3333
2007-02-07,24.1379
2007-02-08,-8.3333
2007-02-09,6.0606
2007-02-13,-14.2857
2007-02-14,-6.0
2007-02-15,6.383
2007-02-22,-6.0
2007-02-23,-0.7092
2007-02-27,0.0
2007-02-28,-2.8571
2007-03-05,2.9412000000000003
2007-03-06,0.0
2007-03-12,-10.7143
2007-03-13,-35.2
2007-03-15,24.6914
2007-03-19,0.0
2007-03-21,-10.8911
2007-03-22,-10.0
2007-03-23,0.0
2007-03-26,24.6914
2007-04-10,-19.802
2007-04-11,0.0
2007-04-12,0.0
2007-04-18,24.6914
2007-04-25,-25.7426
2007-04-26,0.0
2007-04-30,20.0
2007-05-11,0.0
2007-05-14,-31.1111
2007-06-04,-1.6129
2007-06-12,-1.6393
2007-06-13,8.3333
2007-06-18,-20.0
2007-06-19,-1.9231
2007-06-20,0.0
2007-06-26,4.1176
2007-07-24,3.5782
2007-07-25,1.8182
2007-07-26,-1.7856999999999998
2007-07-30,2.7273
2007-07-31,-2.6549
2007-08-02,0.0
2007-08-07,18.1818
2007-08-14,6.1538
2007-08-15,-10.1449
2007-08-16,-17.7419
2007-08-20,13.5294
2007-08-21,-3.2815
2007-08-22,0.0
2007-08-23,3.3929
2007-08-29,1.8998
2007-08-30,10.1695
2007-08-31,7.6923
2007-09-04,0.0
2007-09-06,-1.4285999999999999
2007-09-10,8.6957
2007-09-11,2.6667
2007-09-12,1.2987
2007-09-13,0.0
2007-09-14,3.8462
2007-09-17,-7.4074
2007-09-18,4.0
2007-09-19,11.538499999999999
2007-09-20,-19.5402
2007-09-21,1.4285999999999999
2007-09-24,1.4085
