ticker,RIHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-04-24,-5.5556
2009-04-27,32.3529
2009-05-01,22.2222
2009-06-03,-36.3636
2009-06-04,0.0
2009-06-05,2.8571
2009-06-08,11.1111
2009-06-09,90.0
2009-06-11,-26.3158
2009-06-17,7.1429
2009-06-18,0.0
2009-06-19,-25.0
2009-06-23,24.4444
2009-06-25,7.1429
2009-06-26,-3.3333
2009-06-29,3.4483
2009-06-30,-26.6667
2009-07-01,9.0909
2009-07-02,25.0
2009-07-06,3.3333
2009-07-07,-3.2258
2009-07-08,10.0
2009-07-13,0.0
2009-07-14,6.0606
2009-07-15,-10.0
2009-07-17,-4.7619
2009-07-20,-16.6667
2009-07-22,40.0
2009-07-23,0.0
2009-07-24,-25.7143
2009-07-29,34.6154
2009-07-31,0.0
2009-08-07,0.0
2009-08-10,2.8571
2009-08-11,5.5556
2009-08-12,0.0
2009-08-13,-5.2632
2009-08-14,2.7778
2009-08-17,2.7027
2009-08-20,-15.7895
2009-08-21,0.0
2009-08-27,-6.25
2009-09-01,26.6667
2009-09-02,0.0
2009-09-03,-7.8947
2009-09-09,-17.1429
2009-09-10,0.0
2009-09-14,0.0
2009-09-17,-3.4483
2009-09-22,35.7143
2009-09-23,7.8947
2009-09-24,0.0
2009-09-25,4.878
2009-09-28,-6.9767
2009-09-29,0.0
2009-09-30,-12.5
2009-10-01,11.4286
2009-10-09,2.5641
2009-10-12,-12.5
2009-10-20,0.0
2009-10-21,0.0
2009-10-23,-8.5714
2009-10-28,-12.5
2009-11-03,0.0
2009-11-09,-10.7143
2009-11-10,12.0
2009-11-12,-28.5714
2009-11-13,-5.0
2009-11-17,-5.2632
2009-11-18,0.0
2009-11-19,-16.6667
2009-11-30,46.6667
2009-12-03,-36.3636
2009-12-04,-28.5714
2009-12-07,50.0
2009-12-08,0.0
2009-12-14,-13.3333
2009-12-16,7.6923
2009-12-17,-14.2857
2009-12-18,16.6667
2009-12-21,-39.2857
2009-12-22,-7.0588
2009-12-23,-18.9873
2009-12-24,25.0
2009-12-28,-12.5
2009-12-29,0.0
2009-12-30,28.5714
2009-12-31,-1.6667
2010-01-04,-9.6045
2010-01-05,-21.25
2010-01-06,3.1746
2010-01-07,-18.4615
2010-01-08,-5.6604
2010-01-11,16.0
2010-01-12,-3.4483
2010-01-13,78.5714
2010-01-14,0.0
2010-01-15,1.5
2010-01-19,-13.7931
2010-01-20,-8.5714
2010-01-21,12.5
2010-01-22,-11.1111
2010-01-25,0.0
