ticker,RIHC US Equity
2010-01-26,0.0
2010-01-27,-58.75
2010-01-28,172.7273
2010-01-29,7.7778
2010-02-01,13.4021
2010-02-02,0.0
2010-02-03,9.0909
2010-02-04,0.0
2010-02-05,-18.3333
2010-02-08,-13.2653
2010-02-09,-16.3235
2010-02-10,-1.5817
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,-14.1071
2010-02-17,16.4241
2010-02-18,0.0
2010-02-19,-12.5893
2010-02-22,12.7681
2010-02-23,-1.4493
2010-02-24,-4.4118
2010-02-25,-6.9231
2010-02-26,0.0
2010-03-01,0.8264
2010-03-03,-1.6393
2010-03-04,-16.6667
2010-03-05,4.0
2010-03-09,15.3846
2010-03-10,0.0
2010-03-11,-13.3333
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,-1.9231
2010-03-17,-21.5686
2010-03-18,-11.25
2010-03-19,40.8451
2010-03-22,-20.0
2010-03-23,0.0
2010-03-24,-15.9375
2010-03-25,10.0372
2010-03-26,-4.0541
2010-03-31,-1.4085
2010-04-01,42.8571
2010-04-06,-30.0
2010-04-08,42.8571
2010-04-13,-20.0
2010-04-14,25.0
2010-04-19,-10.0
2010-04-20,11.1111
2010-04-21,-29.625
2010-04-22,40.3197
2010-04-26,-3.4177
2010-04-27,-1.7038
2010-04-28,3.8667
2010-04-29,0.0
2010-04-30,2.6958
2010-05-03,0.0
2010-05-04,-3.25
2010-05-05,0.0
2010-05-11,-10.0775
2010-05-12,-2.2989
2010-05-13,0.0
2010-05-14,2.3529
2010-05-17,0.0
2010-05-19,0.0
2010-05-24,14.9425
2010-05-27,0.0
2010-06-02,-16.0
2010-06-03,-28.125
2010-06-04,59.0062
2010-06-07,4.1667
2010-06-08,0.0
2010-06-09,20.0
2010-06-11,0.0
2010-06-18,-16.6667
2010-06-21,0.0
2010-06-23,20.0
2010-06-25,0.0
2010-06-29,-16.6667
2010-07-01,0.0
2010-07-06,0.0
2010-07-15,-39.625
2010-07-20,0.0
2010-07-26,65.6315
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,-10.0
2010-08-04,-42.2222
2010-08-05,7.6923
2010-08-06,-7.1429
2010-08-10,-3.8462
2010-08-11,0.0
2010-08-12,0.0
2010-08-16,20.0
2010-08-19,-16.6667
2010-08-20,0.0
2010-08-24,140.0
2010-08-25,-50.0
2010-08-27,-16.0417
2010-08-30,-0.7444
2010-09-01,0.0
2010-09-07,-16.0
2010-09-13,-42.8571
2010-09-14,66.6667
2010-09-20,-25.0
2010-09-21,6.6667
2010-09-22,12.5
2010-09-24,-33.3333
2010-09-27,-57.2917
2010-09-28,104.878
2010-09-30,61.9048
2010-10-01,-41.1765
2010-10-07,0.0
2010-10-12,-50.0
2010-10-13,90.0
2010-10-21,-97.193
2010-11-08,87.5
2010-11-10,-6.6667
2010-12-20,0.0
2010-12-28,3.5714
2011-02-01,0.0
2011-02-15,596.5517
2011-03-02,0.0
2011-03-03,0.0
2011-03-07,0.0
2011-04-12,-49.505
2011-04-15,0.0
2011-04-21,98.0392
2011-05-24,0.0
2011-06-07,0.0
2011-06-16,8.9109
2011-06-17,0.9091
2011-06-22,-9.009
2011-07-08,-15.8416
2011-07-12,0.0
2011-07-13,0.0
2011-07-15,0.0
2011-07-25,11.7647
2011-07-26,15.7895
2011-08-01,4.5455
2011-09-15,91.3043
2011-09-19,-45.4545
2011-09-21,4.1667
2011-09-23,40.0
2011-09-26,-37.1429
2011-09-27,81.8182
2011-10-19,-49.5
2011-11-02,3.9604
2011-11-03,19.0476
2011-11-08,44.0
2011-11-15,-5.5556
2011-11-22,0.0
2011-11-30,-55.8824
2011-12-08,233.3333
2012-01-03,-30.0
2012-01-19,0.0
2012-01-20,-14.2857
2012-01-23,-16.6667
2012-01-24,-14.4
2012-02-17,-25.2336
2012-02-21,275.0
2012-02-27,-50.0
2012-02-29,66.6667
2012-03-08,-4.0
2012-03-12,4.1667
2012-03-22,20.0
2012-07-05,-0.3333
2012-07-10,-58.194
2012-07-12,0.0
2012-07-13,139.2
2012-10-26,-66.2207
2012-11-12,41.5842
2012-11-13,53.8462
2012-11-14,-9.0909
2012-11-15,75.0
2012-11-28,-14.2857
2012-11-29,20.0
2013-01-17,-58.3333
2013-01-24,-10.0
2013-01-28,-7.4074
2013-01-29,0.0
2013-01-30,0.0
2013-04-10,0.0
2013-04-25,-28.0
2013-04-26,0.0
2013-04-29,166.6667
2013-04-30,35.0
2013-05-02,23.4568
2013-07-22,-26.25
2013-08-20,1.6949
2013-08-22,-33.3333
2013-08-23,117.5
2013-08-26,-8.046
2013-08-27,0.0
2013-09-04,-12.5
2013-09-05,-7.1429
2013-09-06,-7.6923
2013-09-11,-26.3333
2013-09-24,-20.8145
2013-09-27,71.4286
2013-11-18,-41.6667
2013-11-19,0.0
2013-11-22,-1.7143000000000002
2013-11-25,-4.0698
2013-11-26,0.0
2013-11-27,-3.0303
2013-12-02,0.0
2013-12-10,0.0
2013-12-11,0.0
2013-12-12,-6.25
2013-12-16,33.3333
2013-12-18,100.0
2014-01-31,-50.0
2014-02-04,0.0
2014-02-06,0.0
2014-02-10,0.0
2014-02-11,0.0
2014-02-18,0.0
2014-02-19,0.0
2014-02-21,-1.0
2014-02-24,0.0
2014-02-25,-1.0101
2014-03-05,0.0
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,-10.7143
2014-03-11,0.0
2014-03-12,0.0
2014-03-13,0.0
2014-04-29,-13.7143
2014-05-01,-3.9735
2014-05-02,0.0
2014-05-05,0.0
2014-05-07,0.0
2014-05-09,0.0
2014-05-13,0.0
2014-05-20,-1.3793
2014-05-21,0.0
2014-05-28,-2.0979
2014-05-29,0.0
2014-05-30,0.0
2014-06-03,-7.1429
2014-08-05,0.0
2014-12-15,-3.8462
2015-01-06,-4.0
2015-01-08,-33.3333
2015-01-09,-6.25
2015-01-13,-6.6667
2015-01-14,-14.2857
2015-09-17,0.0
2015-12-30,0.0
2016-01-21,66.6667
2016-01-22,0.0
2016-02-17,10.0
2016-02-19,9.0909
2016-02-24,-12.5
2016-02-26,4.7619
2016-03-22,-4.5455
2016-03-28,14.2857
2016-04-11,-16.6667
2016-04-13,25.0
2016-04-15,12.0
2016-04-18,7.1429
2016-05-03,-46.6667
2016-05-04,25.0
2016-05-06,10.0
2016-05-10,27.2727
2016-05-11,17.8571
2016-06-06,-38.7879
2016-06-16,102.9703
2016-07-01,-19.5122
2016-07-15,12.1212
2016-07-18,5.4054
2016-08-01,-53.8462
2016-08-08,122.2222
2016-08-18,0.0
2016-11-02,5.0
2016-11-07,9.5238
2016-11-14,-45.6522
2016-11-15,60.0
2017-03-01,-50.0
2017-03-22,-20.0
2017-04-07,0.0
2017-04-20,-12.5
2017-06-13,42.8571
2017-07-05,20.0
2017-07-10,16.6667
2017-07-26,28.5714
2017-08-07,11.1111
2017-08-08,-50.0
2017-08-09,10.0
2017-08-14,-18.1818
2017-08-15,18.8889
2017-08-17,2.8037
2017-08-21,0.0
2017-08-22,22.7273
2017-08-28,48.1481
2017-09-06,20.0
2017-09-14,-4.1667
2017-09-15,8.6957
2017-10-06,0.0
2017-11-06,-55.6
2017-11-09,-0.9009
2017-11-14,-18.1818
2017-11-21,38.8889
2017-12-05,4.0
2017-12-11,-19.2308
2017-12-12,42.8571
2017-12-13,20.0
2017-12-14,38.8889
2017-12-15,-2.0
2017-12-18,2.0408
2017-12-19,16.0
2017-12-20,1.7241
2017-12-21,1.6915
2017-12-22,0.0033
2017-12-26,6.6667
2017-12-27,2.8125
2018-01-03,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,1.5198
2018-01-12,16.7665
2018-01-16,1.2821
2018-01-18,13.9241
2018-01-19,0.0
2018-01-30,-0.2222
2018-02-06,0.2227
2018-02-07,-2.2222
2018-02-08,0.0
2018-02-09,13.6364
2018-02-21,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-14,-20.0
2018-03-15,12.25
2018-03-16,-32.9621
2018-03-19,32.8904
2018-03-21,0.0
2018-03-27,5.0
2018-03-28,0.0
2018-04-05,4.7619
2018-04-06,13.4091
2018-04-09,0.2004
2018-04-10,4.0
2018-04-13,7.6923
2018-04-24,7.1429
2018-05-25,4.1667
2018-06-07,0.8
2018-06-11,0.7937
2018-06-19,0.7874
2018-06-20,0.0
2018-07-02,0.0
2018-07-10,0.0
2018-07-11,-1.5625
2018-07-12,3.1746
2018-07-13,1.5385
2018-07-16,0.7576
2018-07-17,1.5038
2018-07-19,0.7407
2019-02-15,-55.8824
2019-02-21,-8.3333
2019-03-08,-45.4545
2019-04-02,3.3333
2019-04-04,0.0
2019-04-05,-3.2258
2019-04-09,-6.6667
2019-04-10,-57.1429
2019-04-11,100.0
2019-04-12,25.0
2019-06-06,-16.6667
2019-06-17,4.0
2019-06-24,-15.3846
2019-06-25,0.6818
2019-06-26,-0.6772
2019-06-27,-7.9545
2019-06-28,-1.2346
2019-07-01,0.0
2019-07-10,-20.0
2019-07-11,-25.0
2019-07-15,-41.6667
2019-09-06,-28.5714
2019-10-30,200.0
2019-11-01,-20.0
2019-11-22,0.0
2019-11-26,83.3333
2019-11-27,0.0
2019-12-02,-8.1818
2019-12-24,-0.9901
2019-12-31,-12.75
2020-04-02,26.0745
2020-04-03,-9.0909
2020-04-30,10.0
