ticker,LTUM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-16,39723.0088
2009-10-19,4.0
2009-10-20,-3.8462
2009-10-21,-9.3333
2009-10-22,14.7059
2009-10-23,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,-5.1282
2009-11-02,6.7568
2009-11-03,1.2658
2009-11-04,0.0
2009-11-05,6.25
2009-11-06,8.2353
2009-11-09,2.1739
2009-11-10,0.0
2009-11-12,-2.1277
2009-11-13,3.2609
2009-11-16,-4.2105
2009-11-18,-1.0989
2009-11-19,0.0
2009-11-23,-17.7778
2009-11-24,1.3514
2009-11-25,6.6667
2009-11-27,5.0
2009-11-30,1.1905000000000001
2009-12-03,-16.4706
2009-12-04,5.6338
2009-12-07,2.6667
2009-12-09,-2.5974
2009-12-10,-13.3333
2009-12-11,10.7692
2009-12-14,-1.3889
2009-12-15,-2.8169
2009-12-16,8.6957
2009-12-18,-6.6667
2009-12-22,-1.4285999999999999
2009-12-23,1.4493
2009-12-24,0.0
2009-12-28,7.1429
2009-12-29,12.0
2009-12-30,7.1429
2009-12-31,0.0
2010-01-04,16.6667
2010-01-05,8.5714
2010-01-06,12.2807
2010-01-07,7.0313
2010-01-08,-2.9196999999999997
2010-01-11,-1.5038
2010-01-12,-0.7634
2010-01-13,3.0769
2010-01-14,-2.9851
2010-01-15,-5.0
2010-01-19,-8.502
2010-01-20,7.9646
2010-01-21,0.0
2010-01-22,-4.0984
2010-01-25,1.7094
2010-01-26,-5.8824
2010-01-27,-1.7856999999999998
2010-01-28,2.7273
2010-01-29,-2.6549
2010-02-01,-2.7273
2010-02-02,-1.8692
2010-02-03,0.0
2010-02-04,-2.8571
2010-02-05,3.9215999999999998
2010-02-08,-1.8868
2010-02-09,6.7308
2010-02-10,12.6126
2010-02-11,4.8
2010-02-12,0.0
2010-02-16,-3.0534
2010-02-17,-1.5748
2010-02-18,2.385
2010-02-19,3.9215
2010-02-22,0.0
2010-02-23,0.7519
2010-02-24,-1.4925
2010-02-25,3.0303
2010-02-26,-4.4118
2010-03-01,-0.7692
2010-03-02,-3.1008
2010-03-03,-5.6
2010-03-04,-6.7797
2010-03-05,4.5455
2010-03-08,0.0
2010-03-09,9.5652
2010-03-10,0.0794
2010-03-11,-3.2514
2010-03-12,5.7377
2010-03-15,-0.7752
2010-03-16,0.7813
2010-03-17,-0.7752
2010-03-18,-1.5625
2010-03-19,-2.3810000000000002
2010-03-22,8.1301
