ticker,BLK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.2727
2000-01-04,-4.5113
2000-01-05,-0.7874
2000-01-06,1.5873
2000-01-07,-0.7813
2000-01-10,0.7874
2000-01-11,2.7344
2000-01-12,4.1825
2000-01-13,-1.0949
2000-01-14,3.321
2000-01-18,2.8571
2000-01-19,1.3889
2000-01-20,-4.1096
2000-01-21,-0.7143
2000-01-24,-1.4388
2000-01-25,0.7299
2000-01-26,1.087
2000-01-27,0.3584
2000-01-28,-0.7143
2000-01-31,0.7194
2000-02-01,1.4285999999999999
2000-02-02,1.0563
2000-02-03,0.3484
2000-02-04,2.4306
2000-02-07,0.339
2000-02-08,0.3378
2000-02-09,-1.0101
2000-02-10,-2.7211
2000-02-11,0.3497
2000-02-14,0.3484
2000-02-15,-0.6944
2000-02-16,3.4965
2000-02-17,-0.6757
2000-02-18,0.6803
2000-02-22,0.3378
2000-02-23,1.3468
2000-02-24,0.9967
2000-02-25,1.3158
2000-02-28,4.5455
2000-02-29,8.6957
2000-03-01,-0.5714
2000-03-02,1.4368
2000-03-03,0.2833
2000-03-06,-0.2825
2000-03-07,-0.2833
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,0.5682
2000-03-13,3.3898
2000-03-14,0.0
2000-03-15,5.4645
2000-03-16,1.0363
2000-03-17,1.5385
2000-03-20,-3.0303
2000-03-21,0.0
2000-03-22,-5.7292
2000-03-23,-0.5525
2000-03-24,-0.2778
2000-03-27,-1.6713
2000-03-28,-9.3484
2000-03-29,-1.25
2000-03-30,3.481
2000-03-31,-0.9174
2000-04-03,1.8519
2000-04-04,0.6061
2000-04-05,3.3133
2000-04-06,4.3732
2000-04-07,8.3799
2000-04-10,-1.0309
2000-04-11,0.2604
2000-04-12,-0.7792
2000-04-13,-2.0942
2000-04-14,-1.6042999999999998
2000-04-17,-2.4457
2000-04-18,-2.2284
2000-04-19,-4.2735
2000-04-20,0.5952
2000-04-24,2.3669000000000002
2000-04-25,10.9827
2000-04-26,0.5208
2000-04-27,0.7772
2000-04-28,6.9409
2000-05-01,-7.6923
2000-05-02,-0.7813
2000-05-03,1.8373
2000-05-04,-2.5773
2000-05-05,0.2646
2000-05-08,1.3193
2000-05-09,1.5625
2000-05-10,2.8205
2000-05-11,0.7481
2000-05-12,1.9802
2000-05-15,0.0
2000-05-16,1.9417
2000-05-17,0.4762
2000-05-18,-0.7109
2000-05-19,-0.2387
2000-05-22,-1.1962
2000-05-23,-7.9902999999999995
