ticker,SMLR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-21,-0.1429
2014-02-24,0.0
2014-02-25,0.0
2014-02-26,0.1431
2014-02-27,-0.1429
2014-02-28,-0.5722
2014-03-03,-2.7338
2014-03-04,-3.2544
2014-03-05,3.2062
2014-03-06,-5.1808
2014-03-07,-3.2813
2014-03-10,0.0
2014-03-11,6.3004999999999995
2014-03-12,-3.6474
2014-03-13,0.7886
2014-03-14,0.1565
2014-03-17,-2.5
2014-03-18,3.8462
2014-03-19,-1.5432000000000001
2014-03-20,1.4107
2014-03-21,-12.6739
2014-03-24,-2.4779
2014-03-25,-6.5336
2014-03-26,0.0
2014-03-27,1.9417
2014-03-28,-6.8571
2014-03-31,6.953
2014-04-01,-1.1472
2014-04-02,5.9961
2014-04-03,-10.0365
2014-04-04,-1.4199
2014-04-07,-1.6461000000000001
2014-04-09,0.2092
2014-04-10,-0.6263
2014-04-11,-1.2605
2014-04-14,-5.9574
2014-04-15,-1.5836999999999999
2014-04-16,13.1034
2014-04-17,-1.4228
2014-04-21,1.6933
2014-04-22,1.1734
2014-04-23,0.1979
2014-04-24,3.5388
2014-04-25,-3.2223
2014-04-28,-8.1836
2014-04-30,7.6087
2014-05-01,4.851
2014-05-02,-3.4705
2014-05-05,-0.5988
2014-05-06,2.1084
2014-05-07,-12.4877
2014-05-08,-4.2697
2014-05-09,-5.3052
2014-05-12,-2.826
2014-05-13,1.4031
2014-05-14,4.4025
2014-05-15,-5.5392
2014-05-16,5.3538
2014-05-19,-5.569
2014-05-21,32.1699
2014-05-22,-18.9078
2014-05-23,8.134
2014-05-27,14.3805
2014-05-28,-7.3525
2014-06-02,-10.2273
2014-06-03,4.6512
2014-06-04,3.1111
2014-06-05,7.7586
2014-06-06,-1.7
2014-06-09,0.9156
2014-06-10,-7.2581
2014-06-11,-3.4783
2014-06-12,9.009
2014-06-13,1.6529
2014-06-16,1.626
2014-06-17,-0.2
2014-06-18,0.2004
2014-06-19,-0.6
2014-06-20,-13.4809
2014-06-23,-5.1163
2014-06-24,0.7353
2014-06-25,-0.9732
2014-06-26,1.9656
2014-06-27,-1.4458
2014-06-30,0.978
2014-07-01,-1.6949
2014-07-02,0.9852
2014-07-03,1.4634
2014-07-07,-1.2019
2014-07-08,-1.2165
2014-07-10,-0.2463
2014-07-11,0.2469
2014-07-14,1.4778
2014-07-15,-1.2136
2014-07-16,-0.2457
2014-07-17,-1.2315
2014-07-18,-1.4963
2014-07-21,-6.3291
