ticker,SCYX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-05-02,-10.0
2014-05-05,-2.1111
2014-05-06,-4.6538
2014-05-07,3.2143
2014-05-08,-0.9227
2014-05-09,8.2654
2014-05-12,-0.1075
2014-05-13,-0.9688
2014-05-14,-2.0652
2014-05-15,0.333
2014-05-16,-0.4425
2014-05-19,-0.1111
2014-05-20,5.3393
2014-05-21,-4.6463
2014-05-22,-1.4396
2014-05-23,1.236
2014-05-27,-1.7758
2014-05-28,-7.3446
2014-05-29,-1.9512
2014-05-30,4.4776
2014-06-02,1.1905000000000001
2014-06-03,-0.2353
2014-06-04,-0.3538
2014-06-05,-0.4734
2014-06-06,-0.7134
2014-06-09,0.0
2014-06-10,5.1497
2014-06-11,-0.5695
2014-06-12,4.2383
2014-06-13,0.0
2014-06-16,7.033
2014-06-17,-2.7721
2014-06-18,1.7951000000000001
2014-06-19,1.971
2014-06-20,-20.5493
2014-06-23,8.9629
2014-06-24,-1.8801
2014-06-25,-2.9939999999999998
2014-06-26,-0.2469
2014-06-27,-3.7129
2014-06-30,3.0848
2014-07-01,0.1247
2014-07-02,3.1133
2014-07-03,-0.3623
2014-07-07,-0.3636
2014-07-08,-5.1095
2014-07-09,2.6923
2014-07-10,-6.2422
2014-07-11,2.3968
2014-07-14,3.251
2014-07-15,-1.7631999999999999
2014-07-16,2.0513
2014-07-17,-0.1256
2014-07-18,0.6289
2014-07-21,-4.375
2014-07-22,-11.3725
2014-07-23,5.4572
2014-07-25,-2.0979
2014-07-28,-1.0
2014-07-29,4.6753
2014-07-30,-5.5693
2014-07-31,1.8978000000000002
2014-08-01,-1.8625
2014-08-04,-9.635
2014-08-05,0.8078
2014-08-06,0.4808
2014-08-07,11.4833
2014-08-08,-1.2876
2014-08-12,-8.2264
2014-08-13,6.1213
2014-08-14,1.4881
2014-08-15,-4.6921
2014-08-18,0.0
2014-08-19,-0.7692
2014-08-20,-3.2558
2014-08-21,4.9679
2014-08-22,-2.9008000000000003
2014-08-25,-1.1006
2014-08-26,-2.8617
2014-08-27,5.5646
2014-08-28,0.7752
2014-08-29,6.3077
2014-09-02,6.2229
2014-09-03,2.0436
2014-09-04,6.275
2014-09-05,-1.2563
2014-09-08,-6.2341
2014-09-09,4.6133
2014-09-10,-6.4851
2014-09-11,-6.1026
2014-09-12,3.9882
2014-09-15,10.3693
2014-09-16,-1.1583
2014-09-17,1.9531
2014-09-18,0.2554
2014-09-19,-0.6369
2014-09-22,-1.2821
