ticker,APEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-14,13.6364
2005-12-16,24.0
2005-12-19,3.2258
2005-12-20,0.0
2005-12-21,0.0
2006-01-03,3.125
2006-01-06,0.0
2006-01-11,3.0303
2006-01-12,0.0
2006-01-13,-2.9412000000000003
2006-01-17,-6.0606
2006-01-19,9.6774
2006-01-20,0.0
2006-01-23,-5.8824
2006-01-26,-6.25
2006-01-31,6.6667
2006-02-15,0.0
2006-02-17,-5.625
2006-02-21,0.0
2006-02-24,5.9603
2006-02-27,-3.125
2006-03-01,-16.129
2006-03-02,-3.8462
2006-03-07,16.0
2006-03-09,3.4483
2006-03-10,-3.3333
2006-03-14,0.0
2006-03-15,3.4483
2006-03-16,-13.3333
2006-03-20,15.3846
2006-03-22,0.0
2006-03-23,0.0
2006-03-24,0.0
2006-03-27,6.6667
2006-03-28,-3.125
2006-03-30,3.2258
2006-03-31,3.125
2006-04-03,-3.0303
2006-04-05,8.125
2006-04-06,4.0462
2006-04-10,7.7778
2006-04-11,-4.6392
2006-04-13,-2.7027
2006-04-17,2.7778
2006-04-18,0.0
2006-04-19,-2.7027
2006-04-21,0.0
2006-04-26,2.7778
2006-04-27,0.5405
2006-04-28,-0.5376
2006-05-01,-2.7027
2006-05-03,-7.2222
2006-05-04,0.0
2006-05-08,0.0
2006-05-09,-7.1856
2006-05-11,-3.2258
2006-05-12,-16.6667
2006-05-16,20.0
2006-05-18,-13.3333
2006-05-19,-3.8462
2006-05-26,1.6
2006-06-01,-5.5118
2006-06-02,0.0
2006-06-07,0.0
2006-06-08,5.0
2006-06-09,3.1746
2006-06-12,-2.3077
2006-06-13,2.3622
2006-06-14,0.0
2006-06-16,-3.8462
2006-06-21,5.6
2006-06-26,1.5152
2006-06-27,-2.2388
2006-07-12,-4.5802
2006-07-17,4.0
2006-07-18,7.6923
2006-07-28,-7.1429
2006-08-02,-3.8462
2006-08-03,4.0
2006-08-07,-3.8462
2006-08-08,-1.6
2006-08-11,4.065
2006-08-14,-5.4688
2006-08-15,0.0
2006-08-16,0.0
2006-08-21,-2.4793
2006-08-22,-2.5423999999999998
2006-08-23,-3.4783
2006-08-24,-5.4054
2006-08-25,-19.0476
2006-08-28,0.0
2006-08-29,0.0
2006-08-30,11.7647
2006-08-31,2.1053
2006-09-01,-17.5258
2006-09-05,12.5
2006-09-06,11.1111
2006-09-07,0.0
2006-09-08,0.0
2006-09-11,-2.0
2006-09-12,-3.0612
2006-09-13,1.0526
