ticker,PFHO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-18,0.0
2000-05-16,0.0
2000-05-17,0.0
2000-06-08,0.0
2000-06-16,0.0
2000-06-21,0.0
2000-07-31,0.0
2000-09-28,200.0
2000-09-29,16.6667
2000-10-30,-76.1905
2000-11-01,0.0
2000-11-08,0.0
2000-12-04,20.0
2000-12-28,0.0
2001-02-14,0.0
2001-03-01,166.6667
2001-03-02,-56.25
2001-03-13,14.2857
2001-03-27,50.0
2001-04-05,20.0
2001-04-06,-2.7778
2001-04-10,14.2857
2001-04-12,6.25
2001-04-16,-4.4706
2001-05-04,-1.4778
2001-05-29,0.0
2001-06-01,6.25
2001-06-20,-5.8824
2001-07-18,0.0
2001-07-20,0.0
2001-08-10,0.0
2001-08-14,12.5
2001-11-01,-22.2222
2001-11-08,0.0
2001-11-09,-28.5714
2001-11-12,0.0
2001-11-19,-19.2
2001-12-07,-49.505
2002-01-08,-11.7647
2002-02-27,122.2222
2002-04-15,-50.0
2002-04-16,100.0
2002-04-22,-75.0
2002-05-02,320.0
2002-05-09,-76.1905
2002-05-14,320.0
2002-06-24,-76.1905
2002-07-17,-40.0
2002-07-18,573.3333
2002-09-26,-90.099
2002-10-15,0.0
2002-12-18,-50.0
2003-01-21,0.0
2003-03-12,0.0
2003-05-05,0.0
2003-05-06,0.0
2004-04-20,220.0
2004-06-03,0.0
2004-07-01,531.25
2004-07-09,0.0
2004-08-23,-84.1584
2004-11-26,0.0
2004-12-14,0.0
2005-03-07,6.25
2005-03-14,0.0
2005-03-15,0.0
2005-03-28,194.1176
2005-04-04,0.0
2005-04-05,6.0
2005-04-12,41.5094
2005-04-21,-40.0
2005-04-29,0.0
2005-05-12,0.0
2005-06-22,-15.5556
2005-08-30,-55.2632
2005-09-06,0.0
2005-09-07,0.0
2005-09-08,0.0
2005-09-09,0.0
2005-09-12,-29.4118
2005-09-15,0.0
2005-09-19,-41.6667
2006-01-09,42.8571
2006-01-17,90.0
2006-01-24,0.0
2006-02-10,0.0
2006-05-02,0.0
2006-06-23,-36.8421
2006-09-15,-16.6667
2006-09-25,50.0
2006-09-29,166.6667
2006-10-03,-75.0
2006-11-30,0.0
2006-12-11,0.0
2007-03-01,0.0
2007-03-12,-10.0
2007-03-15,-22.2222
2007-03-16,-14.2857
2007-03-21,16.6667
2007-03-22,-14.2857
2007-03-23,16.6667
2007-03-26,-28.5714
2007-03-27,20.0
2007-03-28,-25.0
2007-03-29,11.1111
2007-03-30,-20.0
