ticker,WHHT US Equity
2012-12-11,1.0582
2012-12-12,1.0471
2012-12-13,-1.0363
2012-12-14,2.0942
2012-12-17,5.1282
2012-12-18,12.1951
2012-12-19,0.0
2012-12-20,8.6957
2012-12-21,8.0
2012-12-26,-18.5185
2012-12-27,0.0
2012-12-28,-0.4545
2012-12-31,2.7397
2013-01-02,-2.2222
2013-01-03,2.2727
2013-01-04,0.0
2013-01-07,-4.4444
2013-01-08,-2.3256
2013-01-09,2.3810000000000002
2013-01-10,0.0
2013-01-11,0.0
2013-01-14,16.2791
2013-01-15,8.0
2013-01-16,-1.8519
2013-01-17,-5.6604
2013-01-18,-8.0
2013-01-22,-15.2174
2013-01-23,0.0
2013-01-24,-1.0256
2013-01-25,-1.5544
2013-01-28,1.0526
2013-01-29,1.5625
2013-01-30,1.5385
2013-01-31,1.0101
2013-02-01,7.5
2013-02-04,0.0
2013-02-05,-4.6512
2013-02-06,1.9512
2013-02-07,-4.3062000000000005
2013-02-08,-1.0
2013-02-11,0.5051
2013-02-12,0.5025
2013-02-13,7.5
2013-02-14,1.3953
2013-02-15,0.9174
2013-02-19,0.9091
2013-02-20,1.3514
2013-02-21,-2.2222
2013-02-22,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.9091
2013-02-28,19.3694
2013-03-01,13.2075
2013-03-04,-3.6667
2013-03-05,-4.1522
2013-03-06,-3.6101
2013-03-07,-2.6217
2013-03-08,-1.9231
2013-03-11,0.0
2013-03-12,-0.7843
2013-03-13,-3.1621
2013-03-14,-2.0408
2013-03-15,11.6667
2013-03-18,-4.8507
2013-03-19,-4.3137
2013-03-20,2.459
2013-03-21,-4.8
2013-03-22,-6.3025
2013-03-25,-1.3453
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,-6.8182
2013-04-01,0.0
2013-04-03,-1.4634
2013-04-04,3.4653
2013-04-05,-0.9569
2013-04-08,-0.9662
2013-04-09,-0.4878
2013-04-10,-0.4902
2013-04-11,0.0
2013-04-12,1.4778
2013-04-15,1.4563
2013-04-16,0.9569
2013-04-17,0.0
2013-04-18,-2.3697
2013-04-19,0.4854
2013-04-22,1.9324
2013-04-23,3.3175
2013-04-24,0.0
2013-04-25,0.0
2013-04-26,1.3761
2013-04-29,-0.4525
2013-05-01,0.0
2013-05-03,-0.4545
2013-05-07,0.0
2013-05-09,0.4566
2013-05-13,0.4545
2013-05-15,0.4525
2013-05-16,7.2072
2013-05-17,-1.2605
2013-05-21,-5.5319
2013-05-23,-0.9009
2013-05-24,-22.7273
2013-05-28,1.1764999999999999
2013-05-30,0.5814
2013-06-03,-4.6243
2013-06-05,1.2121
2013-06-07,-0.5988
2013-06-11,1.8072
2013-06-13,4.142
2013-06-17,-0.5682
2013-06-19,-5.1429
2013-06-21,-3.6145
2013-06-25,3.125
2013-06-27,1.2121
2013-07-01,-0.5988
2013-07-03,-0.6024
2013-07-08,-0.6061
2013-07-10,0.6098
2013-07-12,-1.2121
2013-07-16,1.227
2013-07-18,1.2121
2013-07-22,-1.1976
2013-07-24,-1.2121
2013-07-26,0.6135
2013-07-30,1.2195
2013-08-01,-1.2048
2013-08-05,0.0
2013-08-07,0.6098
2013-08-09,0.6061
2013-08-13,0.0
2013-08-15,0.0
2013-08-19,0.6024
2013-08-21,-7.1856
2013-08-23,0.0
2013-08-26,-12.9032
2013-08-27,0.0
2013-08-28,18.5185
2013-08-30,-1.25
2013-09-04,0.0
2013-09-16,0.0
2013-11-18,-5.0633
2013-12-10,0.0
2013-12-11,1.3333
2013-12-12,-1.3158
2014-01-21,53.3333
2014-03-13,56.5217
2014-03-20,0.0
2014-09-25,-45.8333
2014-09-29,94.8718
2014-11-17,-1.3158
2014-12-02,-48.0
2014-12-15,-43.0769
2014-12-18,176.5766
2015-05-01,-67.4267
2015-05-04,50.0
2015-05-05,6.6667
2015-05-06,-36.875
2015-05-11,-14.8515
2015-05-13,-6.9767
2015-05-18,-38.75
2015-06-10,-48.9541
2015-06-22,-60.02
2015-07-31,50.0
2015-08-04,133.3333
2015-08-05,71.4286
2015-08-06,0.0
2015-08-07,150.0
2015-08-10,0.0
2015-08-17,-33.3333
2015-08-19,-41.0
2015-08-20,-15.2542
2015-08-26,-2.0
2015-09-21,-18.3673
2015-09-23,0.0
2015-09-25,0.0
2015-10-08,0.0
2015-11-05,-2.5
2015-11-11,-1.2821
2015-11-19,-22.0779
2015-11-30,-3.3333
2015-12-30,-13.7931
2016-01-04,0.0
2016-01-06,-16.0
2016-02-02,-33.3333
2016-03-17,-50.0
2016-04-14,0.0
2016-04-15,-85.7143
2016-04-22,1400.0
2016-04-25,0.0
2016-04-26,-6.6667
2016-04-27,-27.7679
2016-04-28,18.665
2016-04-29,0.0
2016-05-02,8.3333
2016-05-06,-23.0769
2016-05-18,40.0
2016-05-23,0.0
2016-05-26,0.0
2016-05-27,-3.5714
2016-06-06,-18.5185
2016-06-10,-9.0909
2016-07-11,-70.0
2016-07-29,400.0
2016-08-02,-33.3333
2016-08-26,0.0
2016-08-30,-35.0
2016-09-02,84.6154
2016-09-06,-32.5
2016-09-23,-25.9259
2016-09-30,0.2083
2016-10-25,49.6881
2016-10-27,0.0
2016-12-12,0.0
2017-01-30,11.1111
2017-02-07,77.0
2017-02-27,7.3446
2017-03-06,-5.2632
2017-03-07,-27.7778
2017-03-22,38.4615
2017-03-28,-0.8333
2017-03-29,-21.5686
2017-05-05,-7.1429
2017-05-09,-7.6923
2017-05-10,0.0
2017-05-11,16.5625
2017-05-12,-14.2091
2017-05-16,8.3333
2017-05-19,-7.6923
2017-05-23,8.3333
2017-05-30,-15.3846
2017-05-31,18.1818
2017-06-02,-0.7692
2017-06-12,-14.7287
2017-06-29,60.9091
2017-07-14,-15.2542
2017-07-26,0.0
2017-08-14,-20.0
2017-08-18,25.0
2017-08-21,0.0
2017-08-23,-20.0
2017-08-30,-8.3333
2017-09-19,18.1818
2017-09-25,0.0
2017-09-27,53.8462
2017-10-04,-10.0
2017-10-12,8.5556
2017-10-13,-7.8812999999999995
2017-10-16,0.0
2017-10-27,0.0
2017-11-15,5.5556
2017-11-21,0.0
2017-11-24,0.0
2017-11-27,-47.3684
2017-11-30,90.0
2017-12-04,0.0
2017-12-14,-42.1053
2017-12-15,81.8182
2017-12-18,-42.45
2017-12-27,73.7619
2018-01-08,-67.0
2018-01-09,0.0
2018-02-01,36.3636
2018-02-22,77.7778
2018-04-03,-37.5
2018-04-05,10.0
2018-04-16,9.0909
2018-05-14,8.3333
2018-05-21,-30.7692
2018-05-22,44.4444
2018-06-01,0.0
2018-07-09,-46.1538
2018-07-12,85.7143
2018-07-17,-53.8462
2018-07-18,116.6667
2018-08-09,38.3077
2018-08-21,-6.5628
2018-08-24,-63.0952
2018-09-06,141.6129
2018-09-11,-0.3338
2018-09-20,0.2679
2018-10-29,-39.8798
2018-10-30,-29.3333
2019-03-19,-0.4717
2019-04-22,0.0
2019-06-04,26.3823
2019-06-10,0.0
2019-06-25,-2.5
2019-07-17,0.0
2019-07-31,-98.4615
2019-08-07,5691.6667
2019-09-24,-0.8633
2019-09-30,0.0
2019-10-08,-31.8578
2019-10-09,5.4313
2019-10-29,-39.3939
2019-11-08,-33.3333
2019-11-25,0.0
2019-11-27,100.0
2019-12-18,25.0
2019-12-23,0.0
2019-12-26,-42.5
2020-01-06,178.2609
2020-01-09,-1.875
2020-01-10,0.0
2020-01-28,0.0
2020-02-13,0.0
2020-03-06,-68.1529
2020-04-07,99.2
2020-04-21,0.4016
2020-05-04,60.0
2020-05-08,0.0
2020-05-11,25.0
2020-05-12,0.0
2020-05-14,0.0
2020-05-18,0.0
2020-05-26,-45.0
2020-06-08,81.8182
2020-06-11,0.0
2020-06-22,-45.0
2020-07-10,81.8182
